DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_2_1_1,NEE_1_1_1,RH_1_1_1,RH_2_1_1,VPD_1_1_1,VPD_2_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_4,PPFD_DIF_1_1_1
1,6.75,0.297658,389.8522,-16.663525,-0.03915606,2.998182,2.66243,0.33482945,81.9,81.3,0.804363,0.1542029,-9.254404,-0.10879205,0.2738024,1.860724,100.57,-9.685,-21.435,0,-1.428,0.241,244.7,270.6,-0.462,-0.122,0.583,-0.004,0.3425
1,7.25,0.3074588,390.62635,-16.23572,-0.0472432,2.911669,2.641915,0.3239073,78.87,81.9,0.730695,0.1707385,-9.46165,-0.11770115,0.2854719,1.936435,100.59,-9.85,-16.295,14.03044807,5.0405,1.2275,245.3,270,-0.4565,-0.138,0.5805,-0.0145,5.3135
1,7.75,0.303355,390.8654,-9.922511,-0.06151628,2.740123,2.60006,0.3054662,77.04305,81.3,0.857516,0.2021054,-9.94625,-0.1247942,0.26219575,1.9719995,100.6,-9.63,2.55,65.942894195,32.5,4.232,246.7,270.6,-0.4695,-0.161,0.5725,0.001,36.535
1,8.25,0.338006,390.89125,0.9391103,-0.0497528,2.64618,2.53066,0.3413353,77.11415,81.3,0.816285,0.2176931,-9.97875,-0.19172025,0.334754,1.859284,100.6,-9.045,22.645,139.110096,68.99,7.962,246.2,274.4,-0.47,-0.165,0.564,-0.047,76.3
1,8.75,0.413998,391.47345,18.51113,0.2872666,2.678648,2.65407,0.3173998,76.9897,80.4,0.881285,0.3010849,-9.209,-0.24045795,0.3831521,1.8730285,100.6,-8.69,57.78,240.9,116.1,14.28,245,276.6,-0.481,-0.1595,0.561,-0.021,113.65
1,9.25,0.35807685,391.0272,38.9269,0.8123578,2.792221,2.72676,0.2803536,75.66,78.89,1.12016,0.35556515,-8.50285,-0.28512,0.4275931,2.038133,100.6,-8.04,101,325.4,169,20.29,246.8,279.4,-0.491,-0.157,0.5425,-0.021,143.5
1,9.75,0.47320305,389.7778,56.215065,1.08106,2.889551,2.73964,0.2319054,75.04,75.855,1.24569,0.4275869,-7.95925,-0.3179978,0.4545951,2.0338565,100.6,-7.2775,134.3,424.045297,210.8,23.41,245.1,283,-0.518,-0.156,0.54,-0.022,165.9
1,10.25,0.430464,389.3701,66.23102,1.451362,2.933351,2.82041,0.166993,74.337155,74.37,1.43662,0.56016855,-7.561,-0.34623825,0.483607,2.072074,100.58575,-6.7555,170.2,517.3,253,25.02,245.5,285.95,-0.487,-0.156,0.539,-0.051,175.45
1,10.75,0.365039,389.3622,82.066585,1.8603515,3.032277,2.85807,0.2172351,74.0558,72.685,1.542835,0.6613755,-7.11415,-0.36303,0.506412,2.062481,100.53,-6.277,194.4,575.95543485,284.05,29.325,243.2,289.15,-0.488,-0.1875,0.5385,-0.0445,194.7
1,11.25,0.3878695,389.2568,91.19795,2.949651,3.1431725,2.91147,0.1856897,72.877105,71.18,1.74968,0.77140835,-6.6729,-0.3821471,0.51597135,2.125688,100.495,-5.6535,191.1,605.3,290,29.86,243.8,291.4,-0.498,-0.181,0.5355,-0.043,199.65
1,11.75,0.40148935,388.9896,99.46847,3.11366,3.291099,2.776775,0.21023,72.27,69.94,1.8771,0.861688,-5.588,-0.4346902,0.558463,2.3065015,100.47,-5.1955,193.7,587.2,290.6,29.48,246.3,293,-0.5045,-0.1795,0.535,-0.0555,190.4
1,12.25,0.327508,388.88985,92.27478,4.004302,3.273,2.77645,0.1848953,68.86,68.2,2.008685,0.9474466,-4.7351,-0.424024,0.552083,2.28515,100.4,-4.89,188.7,606.35,271.1,28.13,247.4,294.4,-0.507,-0.187,0.544,-0.052,189.4
1,12.75,0.3253665,389.123,96.71523,4.861701,3.242724,2.6425,0.21556,66.6411,68.28,2.03366,0.9922713,-4.558206,-0.4100808,0.5496502,2.331536,100.4,-4.576,173.15,560.45,261.5,25.745,247.6,295.95,-0.506,-0.183,0.547,-0.049,180.25
1,13.25,0.249756,388.66865,80.25478,5.693967,3.268532,2.955125,0.2158134,67.4444,66.72,1.97766,1.039232,-4.4676935,-0.41437575,0.542726,2.338894,100.39,-4.4,148.35,496.1688351,228.25,22.475,250.2,296.5,-0.508,-0.1725,0.55,-0.028,173.35
1,13.75,0.2523931,388.5515,69.105285,4.414709,3.2141195,2.92777,0.2185879,66.73256,66.39,2.13292,1.05025,-4.48035,-0.4352905,0.5594795,2.378289,100.4,-4.2305,117.9,433.1,187.2,19.82,248.6,296.8,-0.519,-0.165,0.543,-0.045,159
1,14.25,0.270334,388.51,43.77004,4.527815,3.2362505,2.905025,0.1818222,66.84824,66.775,2.144735,1.0578765,-4.248,-0.4085094,0.54320855,2.441052,100.4,-4.094,79.29,335.4815325,146.9,14.975,248.05,296.7,-0.5135,-0.161,0.553,-0.0185,135.8
1,14.75,0.2499601,388.4205,24.492955,3.316551,3.313726,2.82989,0.2203143,66.53242,66.715,2.04599,1.022682,-4.3245,-0.3963217,0.5284096,2.374067,100.4,-4.1065,42.41,235.8,107.75,11.81,250.25,296,-0.5125,-0.16,0.554,-0.0265,110.05
1,15.25,0.218542,388.3207,2.906767,1.492617,3.31794,2.85481,0.26248785,66.7178,68.3,2.01183,0.9836787,-3.9937,-0.3411974,0.5004711,2.361206,100.4000015,-4.388,12.79,143.31196675,66.9,7.421,248,294.9,-0.514,-0.122,0.5585,-0.018,81
1,15.75,0.1331824,388.1835,-12.9888,0.6300068,3.314575,2.908,0.21188065,67.8408,68.715,2.044205,0.88949925,-3.6122,-0.273609,0.4504907,2.252606,100.41,-4.786,-11.29,57.47262566,26.99,3.8605,246.45,293.4,-0.4915,-0.1165,0.563,-0.021,35.905
1,16.25,0.1499565,388.11725,-19.5687,0.08781132,3.332468,2.96708,0.28569785,68.1043,70.175,1.94773,0.7879317,-3.7778,-0.1914144,0.37810325,2.1115505,100.45415,-4.92,-34.76,10.8,2.473,0.847,246.7,291.7,-0.482,-0.112,0.58,-0.0145,4.2785
1,16.75,0.20544855,388.2175,-24.0464,-0.0518138,3.29674,2.94574,0.3013672,68.7168,71.28,1.7891,0.6795331,-4.1455,-0.1577306,0.3363315,2.0226015,100.47,-5.2865,-41.06,0,-1.934,0.287,245.1,289.9,-0.482,-0.097,0.5715,-0.015,0.3455
1,17.25,0.236098,388.5288,-21.6437,0.03146941,3.367593,2.94636,0.358405,71.31839,72.105,1.69178,0.619606,-4.53645,-0.1373493,0.3153004,2.030737,100.5,-5.576,-39.82,0,-2.442,0.302,243.5,287.6,-0.4565,-0.082,0.567,-0.008,0.339
1,17.75,0.25159745,388.3174,-23.25564,-0.0187688,3.34246,2.75036,0.4188536,72.035225,72.14,1.642575,0.5632353,-5.0563,-0.11841395,0.2927449,1.9774565,100.5,-5.871,-39.92,0,-2.354,0.318,241.3,285.8,-0.455,-0.085,0.567,-0.0155,0.3395
1,18.25,0.2249329,388.4727,-24.6073,-0.13989355,3.397987,2.93135,0.3951001,73.58254,73.35,1.55987,0.51173145,-5.1717,-0.1159596,0.2928092,2.010674,100.5,-6.098,-38.55,0,-2.304,0.331,245,283.6,-0.4575,-0.0945,0.574,-0.003,0.34
1,18.75,0.28620685,388.75935,-24.8865,-0.08921739,3.3394475,2.789245,0.457876,73.05828,73.945,1.43902,0.4857383,-5.257,-0.1309167,0.29334085,2.043608,100.5,-6.424,-36.64,0,-2.268,0.294,245.3,282.8,-0.451,-0.09,0.584,0.006,0.34
1,19.25,0.2817402,388.8574,-23.571695,-0.09118886,3.303276,2.9467,0.4506699,73.21,75.37,1.318765,0.46285695,-5.3813,-0.1143829,0.28273355,2.0856835,100.5,-6.6065,-35.49,0,-2.21,0.319,245.4,281.6,-0.4515,-0.0905,0.581,0.013,0.34
1,19.75,0.2490103,388.9732,-22.55797,-0.11545625,3.2693185,2.97924,0.3737643,75.12985,75.425,1.222545,0.4500189,-5.46885,-0.1043519,0.277106,2.0053425,100.5,-6.764,-35.25,0,-2.169,0.278,243.4,281.3,-0.444,-0.083,0.595,0.022,0.34
1,20.25,0.2597809,389.0523,-21.706165,-0.1553974,3.228543,2.99391,0.40347125,74.93,76.88,1.20657,0.4354726,-5.8895,-0.113942,0.2813436,1.975572,100.5,-7.011,-34.36,0,-2.17,0.28,244.6,281.2,-0.456,-0.0775,0.588,0.027,0.337
1,20.75,0.27046235,389.0642,-22.017005,-0.1081075,3.253323,2.96089,0.4136747,78.61,77.63,1.22257,0.42182325,-6.2866,-0.1165625,0.2864066,2.014988,100.5,-7.1165,-31.67,0,-2.151,0.26,241.7,280.6,-0.459,-0.088,0.581,0.03,0.3385
1,21.25,0.2485585,389.1142,-23.31671,-0.133712,3.202311,2.97327,0.364147,75.85643,76.29,1.1485,0.3759894,-6.6297,-0.1250878,0.3000782,2.0403685,100.5,-7.275,-33.23,0,-2.209,0.224,243.6,280.2,-0.477,-0.086,0.59,0.039,0.338
1,21.75,0.31911835,389.35325,-21.68779,-0.1202029,3.1554845,2.93858,0.3660366,77.54,76.79,1.182285,0.3639462,-6.7663,-0.1078728,0.26866295,1.9740155,100.5,-7.531,-32.84,0,-2.175,0.215,242.05,279.8,-0.453,-0.077,0.594,0.014,0.339
1,22.25,0.2946627,389.5093,-19.49356,-0.085621135,3.135075,2.86369,0.4094354,76.55,77.86,1.206285,0.3479043,-6.98085,-0.10326555,0.26090225,1.946018,100.55,-7.643,-31.59,0,-2.166,0.205,242.3,278.6,-0.487,-0.0915,0.5835,0.018,0.3385
1,22.75,0.27228195,389.55555,-19.34958,-0.1067313,3.013445,2.79206,0.38585805,76.48221,77.53,1.20397,0.3273112,-7.045,-0.1035049,0.2729281,1.998892,100.555,-7.843,-33.09,0,-2.138,0.205,240.8,277.5,-0.485,-0.0915,0.588,0.033,0.3375
1,23.25,0.28852305,389.5224,-19.492035,-0.06902932,3.043773,2.658475,0.4152519,78.39,77.88,1.11283,0.332223,-7.17815,-0.0973,0.2629782,1.960054,100.54,-8.05,-29.54,0,-2.057,0.222,244.3,276.7,-0.4695,-0.0965,0.594,0.026,0.338
1,23.75,0.2959092,389.75945,-20.48498,-0.0595535,2.9963355,2.91966,0.4018066,77.8221,78.38,0.911975,0.3575225,-7.42345,-0.1013409,0.26773945,1.965528,100.51,-8.31,-28.84,0,-2.056,0.203,245.55,276.1,-0.4665,-0.109,0.577,0.014,0.337
2,0.25,0.29592245,387.4604,-18.86909,-0.0256713,3.583555,3.72522,0.4364871,77.40959,70.88,1.54917,0.5112604,-5.73105,-0.1157399,0.27339105,1.99291,100.6,-6.587,-31.65,0,-2.153,0.197,236.35,280.6,-0.401,-0.065,0.302,0.093,0.3365
2,0.75,0.30120405,387.4952,-17.89638,0.020729965,3.509974,3.699485,0.4673997,78.8468,71.91,1.58818,0.4833432,-5.8528,-0.1030268,0.2674643,1.9722495,100.6,-6.671,-31.22,0,-2.215,0.21,234.5,279.7,-0.4045,-0.067,0.297,0.095,0.339
2,1.25,0.2892344,387.7209,-19.02272,0.032534405,3.485135,3.65419,0.4861487,81.2,73.92,1.41232,0.4381418,-6.459,-0.10185485,0.2670923,2.008407,100.6,-7.08,-30.77,0,-2.1085,0.1715,236.3,278.55,-0.395,-0.066,0.305,0.0875,0.3355
2,1.75,0.273011,387.86015,-18.57217,-0.0514656,3.373039,3.68922,0.4098982,79.716575,74.73,1.60415,0.40650225,-6.542,-0.101115,0.2705291,1.9530835,100.6,-7.1,-30.32,0,-2.163,0.151,233.8,277.6,-0.405,-0.0845,0.2995,0.099,0.338
2,2.25,0.3121247,387.56715,-20.20782,0.064814105,3.41045,3.669965,0.4732914,78.985,75.375,1.510265,0.4016198,-6.158089,-0.09609908,0.2643599,1.935373,100.6,-7.223,-30.82,0,-2.077,0.136,232.7,277.2,-0.408,-0.0865,0.307,0.0885,0.3365
2,2.75,0.3614971,387.7206,-21.44012,0.0693,3.390032,3.65622,0.4351743,78.6,76.01,1.35826,0.41079,-6.409,-0.104965,0.2624149,2.021456,100.6,-7.285,-30.66,0,-2.149,0.139,234.2,276.2,-0.4135,-0.077,0.301,0.09,0.337
2,3.25,0.258802,387.78905,-18.7527,0.044012215,3.349112,3.61252,0.3850036,80.7036,77.425,1.34355,0.364625,-7.2175,-0.11223035,0.26666165,2.043499,100.6,-7.5755,-29.585,0,-2.1435,0.179,234.8,275.9,-0.43,-0.106,0.307,0.089,0.3355
2,3.75,0.3086241,387.845,-17.0139,-0.017479,3.4333825,3.66198,0.4151711,79.9309,77.81,1.32598,0.3413691,-7.21265,-0.0935207,0.25416245,1.9255385,100.6,-7.849,-29.455,0,-2.175,0.18,233.95,274.85,-0.4325,-0.104,0.3,0.084,0.335
2,4.25,0.3832428,388.108,-18.133975,-0.06662673,3.453215,3.612995,0.544301,81.26484,78.615,1.34833,0.318364,-7.578,-0.09184363,0.24807365,1.9861135,100.6,-7.954,-28.56,0,-2.075,0.153,232.1,274.5,-0.417,-0.102,0.314,0.086,0.3345
2,4.75,0.31937325,388.7601,-18.502945,0.01518814,3.258981,3.572035,0.4138101,80.1,78.595,1.291675,0.3233998,-7.5158,-0.08568652,0.247149,1.935258,100.6,-8.12,-27.095,0,-2.0295,0.142,235.7,274.4,-0.434,-0.101,0.3185,0.0835,0.3345
2,5.25,0.3169125,388.68935,-17.42536,0.003234669,3.148024,3.464685,0.373611,80.74271,78.95,1.2137,0.312799,-8.0555,-0.09230172,0.25358155,1.94584,100.6,-8.21,-26.195,0,-1.999,0.2025,235.6,274.25,-0.428,-0.089,0.3155,0.0815,0.3365
2,5.75,0.292214,388.68565,-17.07482,-0.0172,3.25908,3.470495,0.494288,81,79.56,1.23658,0.31912805,-8.5773,-0.0985,0.2521205,1.880007,100.6,-8.41,-22.57,0,-1.961,0.195,233.6,271.9,-0.425,-0.1,0.3195,0.078,0.335
2,6.25,0.3562557,388.813,-17.32858,-0.0960671,3.205257,3.483845,0.53497555,81.36681,78.76,1.26132,0.285689,-8.3875,-0.10691655,0.27132135,1.9233335,100.6,-8.39,-22.65,0,-1.1335,0.3235,233.8,271.95,-0.423,-0.094,0.31,0.079,0.4385
2,6.75,0.3242333,388.86005,-15.383255,0.08089,3.1435015,3.60265,0.4471757,79.92,79.19,1.258725,0.27522555,-8.6309,-0.1137477,0.28352565,1.9445985,100.6,-8.42,-14.75,15.1,6.227,1.688,234.7,271.35,-0.428,-0.0925,0.306,0.08,6.9965
2,7.25,0.46109085,389.10575,-9.6718365,0.0241002,2.99105,3.68637,0.490093,80.566375,78.165,1.343515,0.2989421,-8.77645,-0.13567675,0.3073689,1.8937405,100.605,-8.315,4.232,72.38547397,36.97,6.407,234.1,273.45,-0.421,-0.108,0.296,0.08,45.845
2,7.75,0.45629585,388.9595,4.5446875,0.2757896,2.9385645,3.56495,0.496365,77.50965,76.155,1.370855,0.377984,-8.3321,-0.1785956,0.3437888,1.800299,100.61345,-8.02,31.15,173.6336197,88,10.88,236.05,276.9,-0.433,-0.107,0.273,0.063,95
2,8.25,0.55008025,388.74115,31.028535,0.7678977,2.979076,3.648635,0.3979272,75,74.855,1.55909,0.448418,-7.7449,-0.2303865,0.393884,1.922994,100.63325,-7.442,72.12,313.6,156.2,17.85,237.1,280.45,-0.456,-0.105,0.254,0.053,133.3
2,8.75,0.61547795,388.69815,63.16972,1.31049,3.057523,3.750715,0.429039,71.63775,71.39,1.53847,0.5726559,-6.8805,-0.288141,0.4481212,1.9496195,100.62,-6.643,120.3,454.4,216.4,23.62,240.6,284.3,-0.4615,-0.1375,0.2405,0.056,164.4
2,9.25,0.54135655,388.2841,95.2018,2.2059835,3.108529,3.904115,0.3214897,70.142995,67.18,1.78168,0.73368805,-5.7149,-0.3581217,0.4979681,2.034791,100.61,-6.022,174.3,563.1781552,273,27.25,240.7,288.3,-0.487,-0.124,0.213,0.057,193.95
2,9.75,0.5645088,388.0389,122.28885,3.745868,3.152009,3.99601,0.3164182,66.807615,62.665,1.968235,0.8822479,-4.9503,-0.392211,0.531097,2.103913,100.6,-5.216,219.85,668.35,322.2,30.08,244.3,291,-0.493,-0.139,0.207,0.0615,225.75
2,10.25,0.4470556,387.5316,146.1541,4.8022475,3.22611,3.99657,0.135514,64.465,60.485,2.05763,1.0220375,-4.121,-0.424406,0.5515124,2.2463745,100.6,-4.657,245.5,743.9165435,355.8,32.885,247,293.2,-0.499,-0.152,0.2055,0.067,241.25
2,10.75,0.46804185,387.77145,161.1145,7.0764245,3.3153,4.049695,0.288904,61.34098,58.31,2.34877,1.1460095,-3.657,-0.4577132,0.5719136,2.28387,100.6,-3.982,273.7,802.33941665,380.3,35.415,247.75,297,-0.511,-0.15,0.1955,0.0585,276.75
2,11.25,0.40567865,387.53695,178.807,9.325095,3.385485,4.084185,0.2003171,60.48679,56.455,2.474465,1.30608,-3.2454925,-0.476422,0.587074,2.3176035,100.6,-3.5545,289.1,838,405.55,38.17,247.7,298.7,-0.515,-0.147,0.19,0.062,259.6
2,11.75,0.4827625,387.36465,172.0725,9.6817195,3.47962,4.08079,0.3572187,58.63525,53.345,2.91692,1.406965,-2.63165,-0.5074727,0.6128398,2.45943,100.55,-3.143,298.6,837,407.4,38.36,248.2,301,-0.511,-0.147,0.193,0.038,268.2
2,12.25,0.4083319,387.2598,185.9606,10.07528,3.527392,4.07985,0.2013728,55.65327,53.65,2.89506,1.533801,-2.3849,-0.51705015,0.61550895,2.4851425,100.5,-2.781,284.6,825.14035305,391.95,36.71,249.65,302.3,-0.504,-0.146,0.193,0.048,308.25
2,12.75,0.41977865,386.9277,158.93215,10.65098,3.561165,4.13093,0.2472885,53.71995,52.72,2.92055,1.603131,-1.77115,-0.523366,0.62201655,2.5069835,100.5,-2.3425,264.75,805,369.7,34.08,251.35,303.6,-0.5225,-0.14,0.1985,0.0435,290.8
2,13.25,0.3394889,387.0405,153.3661,9.145827,3.646792,3.81368,0.2315739,55.48012,51.89,2.81557,1.701215,-1.5121,-0.533065,0.6333224,2.6072225,100.46,-2.139,233.25,714.4,334.85,31.135,250,304.8,-0.498,-0.1375,0.204,0.046,295.55
2,13.75,0.287211,386.9869,120.3317,8.380378,3.694566,3.87,0.2027778,54.22,50.705,2.92959,1.710128,-1.356237,-0.5441336,0.6391243,2.61063,100.44,-1.9275,198.7,624,297.05,27.41,250.85,304.5,-0.5005,-0.1315,0.2065,0.041,245.3
2,14.25,0.2990324,387.12565,96.28444,7.78149,3.718357,3.87745,0.2110364,54.15754,49.075,3.22905,1.72353,-1.0431,-0.506036,0.6149336,2.627189,100.43,-1.965,161.2,544.8,259.55,24.045,249.45,304.95,-0.481,-0.135,0.214,0.052,214.7
2,14.75,0.327333,386.9579,80.033775,6.948962,3.750021,3.87643,0.31301155,53.585,48.65,3.30394,1.720784,-0.882,-0.5142949,0.61900235,2.607747,100.45,-1.929,119.55,438.8,206.75,19.565,249.45,304.35,-0.4765,-0.128,0.215,0.05,188.8
2,15.25,0.245568,386.9551,49.32558,4.826943,3.732395,3.89257,0.2241619,54.7676,48.695,3.42081,1.7071335,-1.02365,-0.4695747,0.58074555,2.54736,100.48,-2.086,71.285,326.4,157.4,15.345,248.7,303.85,-0.475,-0.112,0.223,0.049,157.45
2,15.75,0.2369795,387.0836,19.2047,3.308276,3.7630025,3.89815,0.260271185,54.849305,50.035,3.53765,1.608861,-0.7622,-0.4111867,0.5554517,2.5291855,100.5,-2.233,29.35,203.15,99.1,11.275,248.5,303.4,-0.469,-0.0995,0.234,0.05,108.05
2,16.25,0.236193,387.10995,-6.491643,1.828141,3.793424,3.8751,0.3312625,55.52013,51.115,3.4118,1.519655,-0.7751,-0.3780329,0.52995775,2.475199,100.5,-2.302,0.244,94.62852416,47.48,6.021,247.4,301.7,-0.4675,-0.103,0.244,0.055,62.635
2,16.75,0.202016,387.2511,-19.00528,0.4777675,3.799,3.83959,0.2882996,59.7086,53.07,3.07801,1.274779,-1.2003,-0.2759531,0.452839,2.27574,100.5,-2.777,-34.53,24.82568315,9.815,2.1175,247.55,299.3,-0.458,-0.101,0.253,0.068,17.045
2,17.25,0.1758428,387.2135,-24.94666,0.169122,3.9597325,3.82304,0.31546725,61.195,55.57,2.7846,1.1708365,-1.61555,-0.2128731,0.40282685,2.1832845,100.53,-3.074,-48.935,0,-0.9095,0.553,244.4,296.55,-0.462,-0.095,0.263,0.074,0.473
2,17.75,0.228904,387.7232,-24.42163,0.07131053,3.8086225,3.79695,0.39467135,62.845,57.605,2.360305,1.0882175,-1.8701,-0.19585345,0.38008475,2.159979,100.55,-3.477,-49.505,0,-2.493,0.4035,243.45,294.95,-0.446,-0.087,0.275,0.083,0.3415
2,18.25,0.2429747,387.0882,-25.19922,0.11885825,3.850693,3.77563,0.4133748,64.235505,60.355,2.22335,1.000788,-2.1771,-0.180853,0.3695705,2.1576,100.6,-3.717,-46.29,0,-2.389,0.3855,245.3,293.25,-0.445,-0.0775,0.278,0.088,0.341
2,18.75,0.27085695,387.2358,-22.88922,0.01844773,3.8067625,3.797305,0.415939,67.239215,61.17,2.12426,0.9128968,-2.3858,-0.1397913,0.3244262,2.086215,100.6,-4.055,-45.885,0,-2.396,0.366,244.1,292.3,-0.4265,-0.076,0.304,0.094,0.34
2,19.25,0.250061,387.5999,-22.53128,-0.004328556,3.784114,3.794695,0.4123099,66.58025,61.785,2.071,0.8526116,-2.9942,-0.13492215,0.3152828,2.0723925,100.6,-4.247,-43.52,0,-2.357,0.367,243.3,291.6,-0.422,-0.071,0.309,0.103,0.34
2,19.75,0.3016351,387.9096,-23.35053,0.02384044,3.704115,3.77597,0.49143298,66.88305,63.36,2.17047,0.7891373,-3.197,-0.13090305,0.3075885,2.04037,100.6,-4.615,-42.595,0,-2.3155,0.34,242.5,290,-0.4265,-0.069,0.3,0.0955,0.3405
2,20.25,0.358756,387.92375,-22.67289,-0.0824,3.781261,3.79043,0.48299229,69.79,63.195,2.14263,0.7383152,-3.4917,-0.12572665,0.3059996,2.066388,100.6,-4.9605,-44.225,0,-2.2865,0.315,238.55,288.65,-0.4165,-0.0665,0.301,0.0985,0.3405
2,20.75,0.2853054,387.4157,-19.82721,-0.0393115,3.612707,3.8071,0.4219263,69.37334,64.425,1.93971,0.7015288,-3.8217,-0.1061709,0.2828926,1.9711285,100.6,-5.1205,-41.885,0,-2.2675,0.2975,241.7,287.15,-0.399,-0.0705,0.3035,0.1005,0.34
2,21.25,0.31846355,387.694,-19.12816,0.03365973,3.700679,3.81446,0.44256825,72.3,65.095,1.86152,0.6675454,-4.1,-0.1020013,0.2681169,1.9978355,100.6,-5.1435,-41.015,0,-2.312,0.2705,238.45,286.6,-0.4015,-0.07,0.3085,0.091,0.339
2,21.75,0.319108,387.3798,-20.84231,-0.0022345,3.578954,3.80485,0.4341041,73.49845,65.9,1.72987,0.65584015,-4.49265,-0.106762,0.27937725,2.031192,100.6,-5.356,-40.305,0,-2.3005,0.269,240.65,286.05,-0.397,-0.071,0.316,0.099,0.3385
