DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,397.1881,0.554532,-19.25747,4.874335,1.643843,2.093902,0.18063385,68.22356,2.442687,93.21151,-27.7285,0.03387712,1.5,5.1010425,0.3287214,0.64954475,0.86454375,0.3677572
1,0.75,397.0064,0.6523745,-18.3549,6.17213,1.60398,1.97959,0.1707807,67.86031,2.393992,93.2056,-21.75676,0.02900782,1.6,4.781521,0.3288439,0.6301536,0.8239743,0.3485166
1,1.25,397.0736,0.62577,-19.915185,6.802857,1.5424645,1.8045705,0.1916804,67.57909,2.523163,93.22199,-21.98832,0.02882158,1.4833335,4.8138675,0.2958074,0.56863405,0.7305643,0.34616775
1,1.75,396.7998,0.560616,-20.382125,5.376316,1.632377,1.767464,0.1747445,68.47321,2.329243,93.21866,-22.75883,0.02560215,1.6,4.739408,0.3265544,0.6294904,0.8087035,0.358916
1,2.25,396.53575,0.542737,-22.01956,4.840457,1.7395595,1.975718,0.16723115,66.24749,2.522517,93.2137,-25.00652,0.02720078,1.4933335,5.1980695,0.31957835,0.5916495,0.79978035,0.36101665
1,2.75,396.685,0.6044435,-21.69601,4.961344,1.66858,1.9008245,0.19076295,66.14037,2.522391,93.18552,-28.4073,0.02816016,1.4216665,5.3475075,0.3267763,0.6392045,0.8127654,0.38875045
1,3.25,396.8858,0.553504,-22.85913,8.814029,1.698967,1.8078345,0.1754042,65.083085,2.516254,93.14223,-24.2933,0.03379392,1.485,5.0697095,0.32951975,0.6467116,0.81369405,0.368993
1,3.75,396.8432,0.615544,-21.753035,8.442878,1.8023825,1.849422,0.18490025,65.394865,2.473896,93.126255,-25.74224,0.03106708,1.45,4.7602825,0.33075385,0.6452664,0.8683008,0.3563997
1,4.25,397.4281,0.602098,-25.06685,5.574296,1.5738725,1.9702565,0.18264025,68.2466,2.307351,93.10486,-22.61848,0.02457612,1.45,4.9824025,0.34272005,0.6567063,0.84694055,0.3795316
1,4.75,396.5844,0.6220435,-23.09037,7.5843155,1.608541,2.030008,0.164384,67.74097,2.323202,93.08022,-28.442165,0.015092025,1.7,5.329937,0.3378166,0.670693,0.8350003,0.3934184
1,5.25,395.8596,0.522824,-23.450475,5.208579,1.6673555,1.927828,0.1911928,68.17005,2.200322,93.12454,-33.59187,0.02302628,1.955,5.321158,0.34519525,0.6769636,0.8271167,0.3868805
1,5.75,396.2522,0.617115,-21.6895,5.4726345,1.729671,2.0147285,0.18109185,68.159265,2.31602,93.12059,-27.02544,0.023549635,2.156667,5.196195,0.347305,0.6740047,0.82422175,0.3922625
1,6.25,396.4196,0.571664,-20.41528,6.738286,1.807986,1.976356,0.17673365,66.976405,2.4891755,93.11736,-28.30452,0.031228085,2.01,5.164559,0.3484986,0.67681875,0.86174555,0.4010721
1,6.75,396.7511,0.57433,-21.65295,7.819817,1.578472,1.884468,0.179203,66.63197,2.394202,93.10144,-31.25471,0.054259255,1.9,5.1293335,0.34699895,0.6956656,0.886119,0.39647435
1,7.25,397.00215,0.554913,-22.197315,8.333058,1.2581035,1.764275,0.188778,65.20749,2.23831,93.17529,-28.36485,1.724629,2.11,5.169169,0.3351288,0.6550688,0.8916619,0.3703259
1,7.75,396.9467,0.565929,-20.95331,11.09367,1.288066,1.799034,0.1638497,65.5803,2.218111,93.21773,-19.27699,15.21993,2.085,5.059792,0.3271372,0.6156486,0.813511,0.3602313
1,8.25,396.86935,0.448871,-16.209365,10.8227,1.361276,1.3503365,0.1567817,66.91681,2.237501,93.215995,-7.835793,56.14923,0.84,5.259775,0.3256225,0.6139492,0.82312325,0.3700125
1,8.75,397.8223,0.4112345,-11.794295,15.9504,1.523177,1.490046,0.1559704,64.18189,2.3713315,93.20144,9.1316745,131.87655,0.8999999,5.211777,0.3640846,0.6759681,0.9034814,0.3904124
1,9.25,397.7431,0.367319,-7.104945,17.68241,1.258005,1.5684275,0.15244435,63.61868,2.403508,93.17302,22.36675,176.1041,0.8999999,5.301485,0.34922275,0.6799531,0.90185915,0.39764835
1,9.75,397.09755,0.3611085,1.32225985,18.94312,1.643368,1.813372,0.1565646,63.06456,2.466348,93.20747,37.542775,242.6402,0.9033333,5.1915715,0.35133065,0.69771685,0.8957535,0.3962869
1,10.25,397.3746,0.361881,6.183133,26.714705,1.919185,1.9915705,0.180757,63.248555,2.5358355,93.21722,58.66974,303.7484,0.9508333,4.9442515,0.37080865,0.7671319,0.92086045,0.41000505
1,10.75,397.7278,0.2102185,15.98598,34.845845,2.3411485,2.364163,0.1964088,61.83524,2.652582,93.20832,59.266195,343.82655,1,4.865757,0.3619518,0.7460123,0.8877966,0.3961941
1,11.25,397.16625,0.2921795,17.38915,31.93646,2.5254785,2.657719,0.1908749,61.96106,2.783529,93.183835,76.14324,346.7349,1,5.108021,0.3764931,0.7599498,0.9025164,0.4053559
1,11.75,396.89635,0.245249,11.5271,33.88997,2.7409015,2.9441535,0.1963368,61.47438,2.902296,93.158965,94.60043,363.0519,1.116667,4.8082885,0.3723795,0.80376995,0.938094,0.3929843
1,12.25,396.24885,0.248715,16.16144,34.638715,2.999608,3.148013,0.2207712,60.94905,2.9201,93.149235,75.96362,333.8109,1.236667,4.862165,0.390311,0.7850434,0.9645446,0.3961019
1,12.75,396.5338,0.2878405,16.351635,37.776605,3.241468,3.548229,0.210152,61.35707,2.9321295,93.14584,70.39767,320.0773,1.483333,5.145878,0.3918376,0.8095662,0.9571844,0.4040698
