DOY2,HR2,FC_1_1_1,SC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,PA_1_1_1,NEE_1_1_1
1,0.5,0.23,0,0.1805,1,-4.2,406.31,405.915,407.97,408.77,-4.55,-5.31,-5.73,-6.69,82.6,84.7,85,90,-1.1,-0.86,-0.59,-0.36,-1.08,-0.755,-0.56,-0.55,-0.17,-0.21,0.26,1.02,0,0.3,-31.8,246.6,279.7,2.99,2.525,2.515,97.655,0.2
1,1.5,0.22,0,0.191,0.9,-5.7,406.2,406.67,407.79,408.69,-4.76,-5.35,-5.94,-6.87,83.1,84.7,85.2,89.85,-1.18,-0.86,-0.62,-0.37,-1.13,-0.785,-0.58,-0.56,-0.17,-0.22,0.26,1.02,0,0.3,-29.8,247,278.7,3.095,2.69,2.715,97.62,0.2
1,2.5,0.24,0,0.189,1.3,-4.75,406.03,406.88,408.07,408.66,-5.18,-5.69,-6.03,-7.225,83.6,85.1,85.9,89.8,-1.23,-0.9,-0.64,-0.37,-1.2,-0.81,-0.6,-0.56,-0.17,-0.22,0.26,1.02,0,0.3,-27.7,247.1,278.3,3.07,2.61,2.685,97.63,0.2
1,3.5,0.21,0,0.192,1.3,-5,406,407.03,407.63,408.785,-5.51,-5.98,-6.29,-7.05,83.8,85.3,86,90.2,-1.3,-0.95,-0.66,-0.37,-1.29,-0.85,-0.61,-0.57,-0.175,-0.22,0.26,1.02,0,0.3,-29.4,248.8,278.6,3.1,2.635,2.635,97.635,0.2
1,4.5,0.22,0,0.195,1.4,-4.3,406.16,406.64,407.065,408.09,-5.63,-6.35,-6.84,-7.52,84.1,85.6,86.4,90.4,-1.34,-1.01,-0.69,-0.39,-1.35,-0.94,-0.64,-0.59,-0.18,-0.22,0.26,1.02,0,0.3,-26.6,248.9,277.8,3.03,2.57,2.645,97.64,0.2
1,5.5,0.23,0,0.201,1.6,-4.8,405.815,406.22,407.27,407.97,-5.9,-6.45,-7.14,-7.77,84,86,86.4,90.3,-1.39,-1.07,-0.7,-0.39,-1.41,-0.98,-0.69,-0.61,-0.18,-0.22,0.26,1.02,0,0.3,-24.5,248.9,276.8,3.085,2.655,2.685,97.645,0.2
1,6.5,0.24,0,0.197,1.3,-4.6,405.955,406.17,407.425,408.11,-6.12,-6.64,-7.13,-7.6,84.4,85.9,86.4,90.4,-1.44,-1.09,-0.76,-0.42,-1.43,-1.045,-0.71,-0.64,-0.19,-0.22,0.26,1.02,0,0.3,-23.5,249.8,276.4,3.03,2.57,2.61,97.65,0.26
1,7.5,0.23,0,0.196,1.2,-4.3,406.08,406.48,407.605,408.215,-6.1,-6.715,-7.17,-7.63,84.8,86.3,86.3,90.7,-1.46,-1.11,-0.78,-0.42,-1.47,-1.08,-0.74,-0.66,-0.185,-0.22,0.26,1.01,1.8,1.75,-22.65,248,276.4,3.07,2.63,2.695,97.67,0.205
1,8.5,0.3,0,0.209,5.15,0,405.915,406.57,407.6,408.17,-5.76,-6.15,-6.19,-6.28,83.5,84.6,84.8,89.85,-1.48,-1.17,-0.82,-0.43,-1.42,-1.115,-0.78,-0.66,-0.19,-0.22,0.26,1.01,58.6,27.95,1.8,249.2,281.8,3.26,2.865,2.905,97.7,0.3
1,9.5,0.33,-0.1,0.259,12.4,9.9,405.86,406.05,406.1,406.63,-4.44,-4.605,-4.385,-4.215,79.35,81.2,80.25,86.1,-1.31,-1.15,-0.82,-0.45,-1.33,-1.085,-0.78,-0.68,-0.185,-0.22,0.255,1.01,178.4,63.55,49.2,248.4,292.9,3.935,3.56,3.625,97.72,0.2
1,10.5,0.37,-0.1,0.294,17.8,28.5,404.135,404.605,404.77,405.2,-3,-3.215,-2.635,-2.155,74.2,75.8,74.7,81.55,-1.16,-1.09,-0.79,-0.46,-1.12,-1.02,-0.76,-0.675,-0.185,-0.21,0.25,1.01,323.8,92.95,96.5,249.2,302.7,4.55,4.125,4.245,97.72,0.3
1,11.5,0.39,-0.1,0.3115,19.85,34.8,402.96,403.055,403.17,403.965,-1.915,-2,-1.525,-0.955,70.6,72.2,71,77.3,-1.01,-1,-0.75,-0.45,-0.96,-0.93,-0.72,-0.67,-0.18,-0.21,0.25,1.005,410.45,112.9,133.6,250.35,310.55,4.64,4.19,4.285,97.68,0.3
1,12.5,0.49,-0.1,0.318,21,40.1,402.705,402.895,403.175,403.67,-0.92,-0.97,-0.45,-0.02,67.7,70,68.65,74.9,-0.81,-0.925,-0.735,-0.44,-0.82,-0.83,-0.7,-0.67,-0.18,-0.205,0.25,1.005,441.8,119.25,153.6,252.3,314.9,4.75,4.36,4.475,97.59,0.4
1,13.5,0.48,-0.1,0.316,19.5,38.1,402.06,402.56,402.72,403.155,-0.26,-0.36,0.15,0.34,65.8,67.9,66.8,73.4,-0.65,-0.835,-0.7,-0.425,-0.73,-0.77,-0.66,-0.64,-0.175,-0.2,0.25,1.01,416.15,110.45,139.85,255.3,315.55,4.86,4.46,4.535,97.54,0.4
1,14.5,0.455,0,0.3095,15.9,28.15,401.63,402.365,402.465,402.88,0.04,-0.075,0.35,0.445,64.6,67.05,66.7,73.05,-0.56,-0.785,-0.65,-0.415,-0.64,-0.69,-0.6,-0.615,-0.175,-0.2,0.25,1.01,324,90.85,104.35,255.5,314.8,4.87,4.38,4.435,97.505,0.4
