DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.830119247939116,4.72357573876428,0.342466226369554,-14.4771797516974,-3.78344418622862,0.684000999282957,426.850137781766,6.18480319836089,426.32886632988,5.7074359270363,424.948374214221,4.39697328743214,426.300965356915,5.71112647460397,425.397832889937,4.66155775071396,426.349031408011,5.71514670085574,425.279822984615,4.64032452336045,426.384977987716,5.73171206898122,427.854000923077,3.87772374562542,434.561670994543,6.62859924807552,426.000307714113,5.3071276258654,2.69175547841528,4.60604727862358,0.143873023758132,2.065,1.585,0.665,0.555,0.38,4.19285,3.917,4.17275,4.5939,4.0725,4.46105,3.71275,98.07571,64.79,2.3349,5.665,3.94,3.89,4.155,4.4,0.9,-1.76,2.5,-1.12,0.325,306.15,334.05,321.65,330.65,-0.085,0.02,0.13,0.02,0.205,-0.155,0.04,-0.05,0.14,-0.02,5.8505,6.261,6.961,7.63,8.797,9.599,10.7,11.821,12.396,5.6625,6.027,7.0445,7.673,8.7635,9.899,10.896,11.9385,12.457,5.8005,5.9925,6.9545,7.7285,8.7995,9.6885,10.828,11.6975,12.438,6.0545,6.6455,7.407,7.9215,9.0805,10.0465,11.2055,11.9475,12.3645,5.7175,6.1765,7.2135,7.786,9.023,9.8405,10.9745,11.796,12.244,-2.658,-4.675,5.6545,-27.08
1,0.75,1.104943926397,4.79264737731292,0.337039146303416,-16.6353323769184,-2.3574267126446,0.691298566069045,426.422575910865,6.19979287888589,426.602531770791,5.72617588381818,425.28408964,4.30224169765158,426.295805055663,5.72746729552394,426.061240152597,4.88909800277577,426.820056459026,5.70276581349029,425.714006172414,4.47672407413534,426.663817394561,5.7248719180545,425.621377677778,3.64794326425638,436.963186507308,6.71281733460435,427.754170984998,4.0776260711317,2.59524861845164,4.56470153652282,0.143455261579916,1.93,1.575,0.62,0.52,0.365,4.1367,3.9415,4.04965,4.4241,3.9686,4.1849,3.8313,98.08594,65.75,2.2499,5.555,4.1,3.975,4.315,4.45,0.9,-1.79,2.5,-1.07,0.31,304.55,332.1,321.35,330.75,-0.095,0.02,0.13,0.02,0.205,-0.16,0.04,-0.045,0.14,-0.02,5.864,6.2385,6.9245,7.626,8.794,9.597,10.697,11.8235,12.396,5.69,6.055,7.0135,7.6775,8.77,9.896,10.8935,11.936,12.455,5.7875,5.996,6.9435,7.7225,8.799,9.6865,10.8255,11.6945,12.4575,6.0285,6.6175,7.3785,7.9125,9.08,10.044,11.2035,11.946,12.3625,5.662,6.201,7.182,7.76,9.021,9.8385,10.9725,11.797,12.242,-2.8185,-4.847,5.917,-27.71
1,1.25,1.14873888539733,2.42283328534242,0.326981802460394,-18.7262945952216,-3.39269449426987,0.655662903532457,427.609195549075,6.31448110551924,426.671221388398,5.84751518701752,425.019583604335,4.55255887320835,426.732143951485,5.85447929904909,425.074319378641,4.72604253384437,427.123382273538,5.85580026275919,424.995506109375,4.98472426285408,428.331616278353,5.87878318326111,425.254628026807,3.18285306207918,437.176787600336,6.76229017559023,424.290072547871,4.90832015361505,2.59969866475979,4.44069952853141,0.147956185781425,1.895,1.45,0.625,0.545,0.355,3.9614,3.821,3.94455,4.29845,3.8439,4.09655,3.6818,98.090735,66.25,2.0989,5.47,4.055,3.835,4.175,4.355,0.9,-1.895,2.5,-1.09,0.29,300.2,332.35,319.75,329.9,-0.085,0.02,0.13,0.02,0.21,-0.16,0.045,-0.05,0.14,-0.02,5.783,6.2585,6.891,7.595,8.791,9.596,10.695,11.8215,12.396,5.6145,6.064,6.9795,7.672,8.77,9.8715,10.8915,11.9345,12.4565,5.732,6.005,6.939,7.725,8.7995,9.684,10.8235,11.6915,12.4555,5.978,6.593,7.3625,7.9015,9.08,10.042,11.2015,11.945,12.3605,5.595,6.2035,7.1795,7.759,9.018,9.837,10.9705,11.798,12.2415,-2.821,-5.192,5.617,-31.145
1,1.75,0.971630769391387,2.24677940417058,0.33673134065163,-15.6017126481479,-2.86334723140154,0.681714146184148,427.448473151684,6.20424430637155,426.976131503078,6.10013073087243,424.700543906832,4.5131312740901,427.218929736531,6.12740117888551,425.77043738312,4.53515879231463,427.724936844203,6.15634358292975,427.361896472631,4.75920949145625,427.8412702353,6.16002683497279,425.091663813944,4.43448709841621,438.248630355065,6.75277716068146,428.37904777479,4.18003132579365,2.49691279276395,3.88405676984826,0.136407681997474,1.84,1.395,0.585,0.525,0.355,3.59555,3.455,3.59105,4.28745,3.57,4.0387,3.3224,98.08074,68.275,1.9571,5.03,3.71,3.59,3.8,4.105,0.9,-1.78,2.5,-1.085,0.325,300.25,331.5,318.2,329.35,-0.085,0.02,0.13,0.02,0.205,-0.16,0.035,-0.045,0.14,-0.015,5.7225,6.2245,6.893,7.585,8.789,9.595,10.693,11.8195,12.3955,5.54,6.034,6.949,7.658,8.77,9.869,10.8895,11.9325,12.453,5.6845,5.99,6.9485,7.707,8.801,9.6815,10.8215,11.689,12.438,5.914,6.591,7.3245,7.902,9.0795,10.04,11.1995,11.943,12.3585,5.5115,6.167,7.154,7.758,9.015,9.835,10.9685,11.796,12.241,-2.599,-4.379,5.1235,-31.65
1,2.25,0.640502903286582,2.09117684906879,0.339652734050108,-15.8904830350016,-2.19151997143751,0.693705279124558,426.640842264302,6.15435628599316,427.484426476183,6.26514712389928,425.490884241379,4.83952257476774,427.846820797801,6.28427978785447,425.224677705589,5.12193402721976,429.002453025568,6.04819216121901,427.250422166667,5.08357140357661,430.151094840543,6.38573789523072,427.964335983182,4.56820694492686,437.398870505963,6.75210501212622,424.037396016234,5.38156045251742,2.38110024597857,3.86849286682963,0.134790946723529,1.925,1.435,0.61,0.535,0.34,3.43595,3.2415,3.37135,4.03305,3.4346,4.1121,2.98665,98.08546,68.42,1.905,4.565,3.575,3.395,3.645,4.015,0.9,-1.85,2.5,-1.07,0.31,302.75,331.3,317.85,328.6,-0.09,0.02,0.13,0.02,0.205,-0.16,0.04,-0.05,0.135,-0.015,5.675,6.173,6.8805,7.576,8.786,9.594,10.691,11.815,12.3955,5.457,5.9835,6.911,7.648,8.7665,9.886,10.887,11.931,12.451,5.5945,5.94,6.954,7.684,8.781,9.6795,10.819,11.686,12.4285,5.864,6.5505,7.3215,7.8935,9.078,10.038,11.197,11.9415,12.357,5.447,6.1345,7.14,7.74,9.012,9.8335,10.9665,11.795,12.241,-2.882,-4.762,5.986,-29.51
1,2.75,0.922119023345151,3.38678431141254,0.346939791738462,-15.6348526593248,-3.25512982360488,0.67654856319739,426.484816099998,6.29758528969197,427.918771959848,6.28585656402679,426.356251195328,4.00470510544049,428.223175998622,6.38062219839873,427.153760241379,4.09511073035472,428.61866249344,6.34235319818047,426.448999664063,3.90751687377718,428.34578185236,6.24883136496461,428.173950928571,3.53708361044416,434.961999900984,6.50792283157265,427.562736868421,4.17123685378251,2.52709181449877,3.43076449720049,0.141429970486027,1.905,1.445,0.645,0.55,0.345,3.07335,3.1455,3.0369,3.78175,3.15295,3.75505,2.79215,98.09939,68.315,1.8485,4.13,3.565,3.28,3.655,4.03,0.9,-1.89,2.5,-1.075,0.255,304.85,330.3,318.4,328.95,-0.06,0.02,0.13,0.02,0.205,-0.16,0,-0.045,0.14,-0.02,5.617,6.1185,6.8665,7.567,8.785,9.5755,10.689,11.8165,12.396,5.3575,5.921,6.871,7.635,8.768,9.883,10.8845,11.928,12.45,5.507,5.9135,6.9395,7.652,8.782,9.676,10.817,11.683,12.4265,5.7965,6.5055,7.2975,7.882,9.077,10.0355,11.195,11.9405,12.355,5.3705,6.111,7.1175,7.724,9.0085,9.8315,10.9645,11.7935,12.2405,-2.94,-4.915,5.916,-25.38
1,3.25,0.962397081915677,3.68847321168761,0.325332433790434,-12.5119181459219,-2.45566431641458,0.690845729541999,426.433647504006,6.53953415419249,427.775497087465,6.01143563926908,425.674854530612,4.62837238684508,428.555391192862,5.97445388920366,424.952139235736,4.98506112374823,428.854183706488,5.99538826276813,425.596797875943,4.85497210440971,429.10268361078,6.00240701030902,425.926121915625,3.32676332174731,433.915267311081,6.42878792913541,425.546408783133,5.98604444908183,2.66686985066403,3.1802573700447,0.136688503430243,2.01,1.53,0.625,0.55,0.345,3.1207,2.966,3.00275,3.59335,3.0819,3.355,2.6334,98.08757,69.925,1.7893,4.005,3.38,3.19,3.485,3.82,0.9,-1.765,2.5,-1.04,0.345,305.15,329.15,319.2,327.95,-0.08,0.02,0.13,0.02,0.21,-0.16,0,-0.05,0.14,-0.02,5.576,6.0945,6.8185,7.537,8.785,9.5735,10.686,11.809,12.396,5.22,5.836,6.8595,7.6185,8.7675,9.88,10.883,11.9265,12.448,5.4545,5.868,6.877,7.6335,8.783,9.6735,10.8155,11.68,12.424,5.7285,6.457,7.267,7.8725,9.0765,10.0335,11.193,11.939,12.3535,5.272,6.05,7.105,7.704,9.0035,9.83,10.963,11.792,12.2395,-3.141,-5.445,4.609,-21.835
1,3.75,1.24310201938334,2.87352677703583,0.331676786885478,-16.982382346067,-1.89739855640431,0.683346651219333,426.35480609491,6.36558087663976,427.8672903426,5.88756620023523,426.099560735004,4.68181717762638,427.668661359138,5.91324094255054,425.661142414991,4.90624259740521,428.334802641374,5.89839442140126,424.852679471861,4.60467733077391,428.375135327215,5.93562965419168,426.013432703091,4.09744361225086,433.363093396544,5.46218767997586,430.451976674419,4.74061133019486,2.76175838351655,2.81434995511165,0.142917432548255,1.95,1.555,0.59,0.54,0.34,3.14725,3.0895,3.1266,3.64785,3.0417,3.2004,2.399,98.078485,70.46,1.7474,3.685,3.1,3.02,3.135,3.575,0.9,-1.78,2.5,-1.035,0.27,295.8,328.35,318.25,326.7,-0.09,0.02,0.13,0.02,0.21,-0.16,0.045,-0.05,0.14,-0.02,5.4985,6.048,6.8275,7.522,8.786,9.571,10.684,11.808,12.396,5.1035,5.763,6.8235,7.611,8.767,9.8595,10.881,11.918,12.45,5.35,5.828,6.791,7.6035,8.793,9.6705,10.813,11.677,12.425,5.676,6.425,7.259,7.853,9.076,10.0315,11.191,11.937,12.3515,5.1425,6.01,7.0935,7.688,9.0015,9.8285,10.961,11.7905,12.2395,-3.032,-5.17,4.632,-24.68
1,4.25,1.05614015311564,1.85368242348302,0.29942717320407,-14.4182876468997,-2.6296907139579,0.642643500658903,426.372672920861,6.19279650663321,428.06479049781,5.94987128818539,426.450732889251,4.7559505384767,428.797826224103,5.98112412549557,426.576558090301,4.90898043061754,428.775901903628,5.46248364761619,428.811344784,5.14020013361846,429.25792942199,6.07987236360187,426.128429619048,3.42936595610194,433.224220767043,5.20217361145423,426.824192209182,4.9944934781542,2.51924038651365,2.58562119306762,0.140361884262309,1.885,1.39,0.57,0.52,0.355,2.7532,2.795,2.893,3.3324,2.8317,3.1661,2.45385,98.07709,69.81,1.8035,3.69,3.19,2.995,3.13,3.475,0.9,-1.655,2.5,-1.05,0.215,297.15,327.4,317.25,325.85,-0.085,0.02,0.13,0.02,0.21,-0.16,0.045,-0.12,0.14,-0.015,5.4825,6.0435,6.8315,7.509,8.785,9.588,10.682,11.804,12.396,5.0245,5.757,6.7925,7.5925,8.765,9.8575,10.8785,11.917,12.449,5.261,5.783,6.759,7.5835,8.783,9.67,10.8105,11.674,12.422,5.6065,6.3905,7.26,7.8225,9.0755,10.029,11.189,11.936,12.3495,5.036,5.93,7.0895,7.651,8.999,9.8275,10.959,11.7895,12.2385,-3.215,-5.464,3.8655,-23.485
1,4.75,1.25026423811484,2.39560493614429,0.307976629045104,-12.4089602195297,-2.55626860290973,0.63239746344399,427.78950029509,6.24081026029005,429.107083281342,5.79436647719147,427.903421830986,4.87294567162508,429.526263164282,5.82127548132351,427.0993746875,5.09405096650238,429.638085458603,5.86203012420429,425.314126092251,4.88261299746771,429.571915763395,5.83297258097965,429.305924567823,4.64201957591326,434.894274788087,5.44411374543261,429.990559409123,4.0405849678997,2.47071442731973,2.54740242138283,0.127501277780575,1.845,1.415,0.58,0.5,0.33,2.2299,2.2205,2.3419,2.83695,2.3822,2.7651,1.9303,98.09438,70.085,1.76215,3.55,3.08,2.77,2.965,3.235,0.9,-1.48,2.45,-1,0.275,301.4,326,314.5,324.3,-0.095,0.02,0.13,0.01,0.2,-0.16,0.04,-0.12,0.14,-0.015,5.381,6.0045,6.828,7.496,8.778,9.586,10.68,11.806,12.396,4.9965,5.6875,6.7775,7.553,8.7625,9.855,10.8765,11.8795,12.444,5.197,5.706,6.7235,7.534,8.783,9.67,10.8,11.671,12.419,5.5895,6.3975,7.2505,7.787,9.0745,10.0265,11.187,11.9345,12.348,4.9485,5.8265,7.0525,7.615,8.9965,9.827,10.9575,11.7875,12.239,-3.282,-5.528,4.6685,-22.57
