DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.103949,-21.46095,4.139925,1.51972,12.6358,2.67593,0.287149,18.3986,410.6125,12.11825,2183.5,0.683756,0.500321,0.340521,300.918173987941,305.193708609272,0.0627780375866667,91.1503,-2.21263405615849,-2.38697056712132,0.333127740705434,11.821,102.3425
1,0.75,-0.119757,-22.4501,6.038895,1.66826,10.97884,2.722185,0.3088965,18.8083,411.0835,12.1809,2147.545,0.7198255,0.505731,0.351061,301.586563307494,305.490894039735,0.0632969639466667,90.2687,-2.65043030486765,-1.91151471643934,0.931605338417541,11.8778,102.351
1,1.25,-0.122831,-21.3019,5.71589,1.582265,10.7494,2.728225,0.318356,18.945,411.149,12.2444,2121.87,0.7217995,0.538149,0.3632055,300.258397932817,305.46523178808,0.06246468628,88.8602,-3.252067145615,-2.02209619526202,0.904077216396568,11.6174,102.351
1,1.75,-0.115271,-23.5661,7.7325,1.83826,14.2404,2.71174,0.2952015,19.1078,413.365,12.7176,2148.26,0.7204685,0.5559845,0.3728385,300.039621016365,303.751241721855,0.0623345348466667,90.5646,-3.23901687553936,-2.1321608040201,1.0467254528122,11.462,102.336
1,2.25,-0.103098,-21.5081,4.69111,1.85358,13.5365,2.57933,0.292589,18.8185,413.8005,12.771,2147.05,0.698653,0.500344,0.343571,299.9556416882,303.600579470198,0.0630416004133333,91.1026,-2.97947972875405,-1.77374730796841,0.985328884652051,11.3808,102.349
1,2.75,-0.107474,-22.5793,5.49638,1.75673,17.66955,2.67595,0.292845,18.4953,412.8765,12.5264,2126.26,0.710564,0.523331,0.347927,299.834625322998,304.139486754967,0.06271214688,91.43555,-2.92144416060967,-1.79728643216081,1.00452335557674,11.52445,102.319
1,3.25,-0.120364,-22.28835,3.51884,1.86876,15.587,2.62476,0.311379,18.5682,412.824,12.71505,2127.28,0.705423,0.533834,0.365651,302.374246339363,304.536837748345,0.0635084662,92.06665,-2.88140123879645,-1.79488513998564,1.08598665395615,11.5836,102.316
1,3.75,-0.113317,-21.17625,5.8422,2.07087,15.4163,2.65753,0.303236,18.2883,413.126,12.6545,2124.985,0.690978,0.545863,0.356897,300.803186907838,305.268625827815,0.0630004557666667,90.94615,-2.66163845784831,-1.44568198133525,1.22683031458532,11.5846,102.318
1,4.25,-0.1138235,-21.0964,7.10397,1.93595,17.9999,2.52328,0.295336,18.519,413.708,12.5999,2130.1,0.6928835,0.5474575,0.360449,305.980620155039,305.397764900663,0.0634629255466667,91.472,-2.40066418638199,-1.52066762383345,1.05076739752145,11.54205,102.3085
1,4.75,-0.1197915,-23.3734,8.72817,1.888325,16.5441,2.600285,0.2921275,18.34985,414.3985,12.63335,2132.11,0.6878675,0.5541815,0.339277,304.258397932817,304.745860927152,0.06291782072,90.1341,-2.44642539471153,-1.55040918880115,0.969380362249762,11.2561,102.3055
1,5.25,-0.1225905,-22.0504,8.53265,1.88267,16.948,2.71859,0.314073,18.38725,414.708,12.5308,2109.89,0.7307485,0.5491335,0.372341,302.222222222222,304.540562913907,0.0634024681066667,91.2769,-2.93087541342834,-1.75441493180187,0.869346997140134,11.2948,102.2945
