DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_1,SC_2,FCH4_1_1_1,CH4_1_1_1
1,0.25,368.1917975925,2.93428675,-1.047625875,-11.19973265,-22.65325,-84.442100045,-37.039452275,0.2104555,0.02026073775,99.7143175,35.6691294085,-7.314614,0,2.4889,4.427525,-102.41666,-2.746549,-0.0292386625,191.8134,269.27984,-21.735,-5.240037,391.835416925,-0.778676,-25.125,-32.8725,-21.3141058,-1.058506,0.083785,0.075961,0.029462,-8.50417475,393.186666975,396.813333,400.054583025,399.0400003,-14.354601825,-17.0384903,-35.237,2023.1205
1,0.75,368.23489516,2.890855,-1.73130173255,-20.790730075,-22.5595,-85.510607505,-51.6346567,0.1838222,0.0167017,99.76472,34.3704,-7.9275252,0,2.4122,4.4071,-102.88427,-2.8983984,-0.01419317,191.48185,269.415665,-21.7755,-5.594961075,391.722083425,-0.7258101,-25.022,-32.6465,-18.29308525,-1.00790815,0.0693494,0.067255825,0.0287964,-3.2981115,392.692500325,395.801250325,394.95325,397.95,-4.60402965,-3.3364334,-29.01265,2027.84
1,1.25,364.040911,2.9911699,-7.30714445,-10.7147545,-22.365,-82.70868792,-42.66296525,0.147374,0.0194531055,99.759715912,35.73055,-8.1427376,0,2.328875,4.356775,-103.65767,-2.8190063,-0.1102058,191.15575,269.3902425,-21.765,-5.87358905,391.77083325,-3.31426025,-24.97625,-32.5175,-19.6062925,-0.81304995,0.06998975,0.07369,0.027644625,-8.87801,392.909583025,402.95375,404.264999975,404.673749975,-15.354924,-5.5227474,-22.551,2028.5875
1,1.75,369.27047444,2.859372,-1.3060695,-8.6498542,-22.326,-79.13024381375,-39.717365625,0.149231,0.0171086,99.7290625,37.3522948845,-8.3260929,0,2.256375,4.3174,-102.9532675,-2.8260663,-0.09012998,191.21015,267.96364,-21.7525,-6.072262,391.962083525,-2.48471165,-24.83125,-32.202,-20.04986185,-0.9698781,0.0684396,0.0718324,0.0286397,-4.5496062,392.63125,404.435417,404.80624975,405.354166375,-63.5741255,-5.250367675,-10.141225,2030.7325
1,2.25,368.882258915,3.049963175,-0.569646875,-7.50120779895,-22.39125,-83.84266066,-81.3280354,0.1726085,0.019533,99.760525,39.444601,-8.417029875,0,2.196,4.26475,-101.31615,-2.8725615,-0.07358808,192.167615,268.10743,-21.77,-6.5007608,391.01333315,-2.0052264,-24.8325,-33.155,-20.0840461,-0.7696596,0.0787902,0.0709852,0.022012,-8.60097235,393.023333,406.904167,408.1108331,406.9008331,-28.6131405,-7.1794608,-27.32,2023.002
1,2.75,368.83705048,3.071854275,-0.8158134905,-8.023606925,-22.2395,-78.4782313625,-36.179473725,0.215153,0.018224,99.68516,39.722650664,-8.63663685,0,2.14755,4.228725,-102.246755,-2.8213975,-0.1192734,192.037035,267.85539,-21.75375,-6.8451056,390.335833175,-0.9868047,-24.99375,-33.505,-16.8891875,-1.044492,0.0767616,0.0766716,0.0214006,-5.111469125,391.641249725,408.075833,409.652499725,407.841249725,-24.262516125,-23.1603314,-21.5598,2025.2455
1,3.25,369.27473602,2.923129,-0.9534527984,-13.14978625,-22.0565,-77.27045785,-72.1155844,0.22215365,0.016827436875,99.63,40.5303490915,-8.8541076,0,2.090925,4.195,-101.133425,-2.7312188,-0.06540275,192.26148,267.2438425,-21.75825,-7.232241725,390.05,-1.91516475,-24.94875,-32.53375,-17.3353079,-0.8649137,0.065055775,0.06961325,0.028435475,-23.339556,390.89708355,405.57083355,410.22625,408.8366664,-17.0590537,-10.400188,-23.99865,2024.119
1,3.75,368.9127843425,2.925,-0.45,-10.619085425,-22.14925,-79.70532708325,-95.21471995,0.164340675,0.0170351875,99.56,41.244363356,-9.1629994,0,2.01895,4.162725,-101.212365,-2.86788625,-0.0917989875,192.526245,266.496,-21.74,-7.2768105,390.64625,-1.45584315,-25.0425,-32.395,-19.39031735,-0.887654275,0.0781151,0.075879875,0.028780525,-2.8070754,391.14999975,406.395833,409.95833325,410.0833335,-19.3125318,-12.232022275,-32.8701,2012.3195
1,4.25,369.82460132,2.9415,-0.752,-10.490681742,-22.1815,-74.91055415,-76.34880795,0.1878132,0.016941531375,99.4893,42.0101995555,-9.14399955,0,1.9506,4.13415,-100.96935,-2.8989685,-0.099253535,193.2740925,267.2224175,-21.781,-7.47025985,391.299583525,-1.2952197,-24.91625,-32.13625,-13.39393415,-0.75688335,0.0836424,0.0691245,0.02440975,-4.2530712,391.93750025,395.870833,396.22083325,398.016667,-6.9897605,-25.806489075,-47.190925,2010.8745
1,4.75,369.4159356,2.907,-1.404133125,-14.3147268,-21.99225,-75.178359055,-60.3326275,0.15212155,0.0184572988,99.4793875,40.94686357,-9.1276032,0,1.8851,4.08295,-101.25188,-2.917568,-0.1189377,193.86623,266.67744,-21.73,-7.524259875,391.8166668,-2.52808215,-24.80875,-31.96875,-12.03684,-0.85683675,0.08086175,0.085884375,0.02429425,-1.6556111,392.27125,394.187916425,395.208333,395.19874985,-19.782910225,-16.3938512,-30.2215,2016.595
