DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.314855317783846,-0.366948185689202,-7.03805941085524,-4.11128669406004,0.137615962366525,-96.1788857396189,-17.6448128802533,0.385980065571137,388.995786273849,0.169856938171775,404.045321376359,0.935992119365344,416.000789650494,404.27608183017,0.891655357684944,416.296643532319,404.58131018532,0.992768017567062,416.733269100017,404.196521380556,1.34499914209872,416.68410680397,404.470069355407,1.45814354100551,415.606440561007,401.340531746683,2.0980997394597,416.344404671268,1.00680728233168,-13.7300539069907,0.0481272512409479,0.832,0.654,0.3025,0.33,0.23875,-18.479915,-14.052575,-18.656985,-18.618875,-18.034675,-18.26915,-18.087025,86.99773625,28.96575,0.04976,-14.09125,-14.413,-14.38725,-13.6435,-14.123,0,-4.0175,0.395,-0.808,159.375,239.375,226.3475,240.39,-0.35,-0.03,-0.66025,-0.3,-0.54,-0.85,-0.01,-0.17,0.02,0,-2.4118,-0.936075,0.49685,1.82455,2.69765,3.3709,4.23975,4.599575,5.05925,-2.299925,-1.3438,0.633025,3.147575,3.817125,4.324875,5.462375,5.65755,-1.2863,-0.112375,1.9538,3.300475,3.79645,4.1346,4.748,5.3195,-1.456375,-0.3424,1.90405,3.1716,4.015425,4.4468,4.738,4.98015,5.308875,-1.447025,-0.3575,1.3063,2.710825,3.478875,4.00595,4.21385,-11.08525,-25.13075,-101.74175
1,0.75,0.206452363878717,-0.10108166843921,-7.91315361893215,-3.92657000327211,0.153429400933411,-79.6893781418659,-16.3657473711524,0.442600185059849,393.235057629081,0.332643107858487,404.026518111637,0.880766789423479,415.411321475808,404.065653407148,0.889510136053843,414.339596694444,404.301700645321,0.823373231114703,415.794281525744,404.24940168784,0.86519390619667,416.748939622187,403.941389480919,1.35465719854293,415.405846467387,400.880108594727,2.05448822821503,416.414691019759,1.10944428988156,-13.9855513572592,0.0512101810534337,1.21025,0.943,0.3525,0.389,0.24975,-18.65995,-14.179875,-18.919825,-18.877245,-18.08358,-18.41945,-18.1959425,87.0357175,22.098,0.031505,-14.184,-14.53075,-14.39775,-13.74225,-14.26,0,-4.08425,0.3,-0.896,159.4,238.625,225.49,239.8925,-0.35025,-0.02025,-0.6715,-0.3,-0.54025,-0.85,-0.01,-0.14075,0.02,0,-2.478225,-0.9684,0.495875,1.82385,2.6995,3.3709,4.242675,4.599575,5.05925,-2.314575,-1.371325,0.6251,3.146575,3.816125,4.323875,5.46085,5.65655,-1.317725,-0.1174,1.9468,3.299,3.795425,4.13395,4.7475,5.31925,-1.45565,-0.354275,1.90115,3.170325,4.01455,4.44875,4.746625,4.978375,5.307875,-1.459475,-0.36985,1.30715,2.71275,3.47995,4.00495,4.2175,-11.2343,-26.0178,-98.0165
1,1.25,0.4304329486418,-0.947389211496336,-14.4189665395317,-7.81283521062921,0.182107962468939,-66.2601143911706,-14.228009156612,0.46527829439449,393.108511125818,0.701041733818835,403.831910070978,1.02923519882168,416.27928863982,404.068204238204,1.00817637106062,416.436270039976,404.168581806665,1.02037349769223,417.042765943357,404.206342566797,1.08234787137702,418.374494175599,404.350897049143,1.24204181623378,415.81201281132,401.014089333312,2.04446359633403,415.94438186102,1.61419958407129,-14.0508077652648,0.0522307832920856,1.445,1.0205,0.5025,0.427,0.299,-18.8229,-14.1564,-19.1508175,-19.104055,-18.0515,-18.5480375,-18.2762275,87.045652,19.88475,0.02172,-14.126,-14.29675,-14.3085,-13.5805,-14.03775,0,-3.956,0.3,-0.926,159.55,238.725,226.0375,240.9525,-0.35025,-0.02,-0.631,-0.29,-0.54,-0.85,-0.01,-0.18025,0.02,0,-2.47685,-0.982825,0.499725,1.8307,2.7014,3.3699,4.245575,4.6067,5.05925,-2.317425,-1.38715,0.619125,3.1456,3.816125,4.32385,5.459375,5.65655,-1.342025,-0.12525,1.9409,3.29795,3.795375,4.1333,4.74625,5.319,-1.44755,-0.364325,1.8982,3.169625,4.013625,4.448275,4.776775,4.977375,5.305875,-1.458225,-0.3729,1.307975,2.713725,3.47895,4.00395,4.22215,-11.1878,-25.71615,-96.865
1,1.75,-0.563726415014125,-0.427885616109764,-47.6271535786689,-11.7556674126265,0.173725763523438,-103.246806681877,-21.3802868732682,0.45771227311191,398.200041587322,0.869005437992743,406.390106996159,1.03303004731958,416.862553764484,406.921975415691,1.05154214756044,413.943437792345,406.624984988746,1.01906357511526,416.965407016073,406.622255080203,1.05989442789192,418.442126711949,406.193218178299,1.24690172338615,415.180057593625,402.629192182927,2.02621915915457,416.509794004934,1.61459253847002,-14.1378487784532,0.0464505024212002,1.4035,1.0025,0.3875,0.418,0.23975,-18.813035,-13.9839,-19.147865,-19.164865,-18.02695,-18.6287,-18.28334,87.064403,17.312,0.01816,-14.095,-13.81325,-14.3345,-13.20375,-13.5655,0,-4.35375,0.3,-0.786,160.675,238.65,228.225,242.7825,-0.35025,-0.02025,-0.63,-0.3,-0.54,-0.85,-0.01,-0.12,0.01975,0,-2.47915,-0.994325,0.5026,1.835,2.7038,3.3736,4.24655,4.6076,5.059475,-2.312875,-1.38665,0.6142,3.14465,3.81415,4.32285,5.457375,5.656525,-1.3315,-0.129125,1.93705,3.296475,3.795325,4.132875,4.74275,5.31775,-1.42625,-0.36915,1.897225,3.16875,4.01265,4.44785,4.762025,4.975525,5.30485,-1.448825,-0.3804,1.3098,2.71565,3.4799,4.001975,4.225925,-11.0342,-25.786025,-96.22575
1,2.25,0.229077866662653,-0.220077295764756,-10.0403227445577,-13.9256192464985,0.19550824164209,-114.4743551387,-12.0641491450143,0.562064337612135,399.0270912923,1.28860648350792,406.749732923737,0.992815301860612,415.566690717321,408.133822750436,0.997327805131565,416.185768812151,406.264886965422,1.05611881763404,416.959273022655,406.247372785019,1.03816278579968,418.509759248298,406.352287994279,1.28535905113577,416.371980411915,402.420414476617,1.98813611671322,415.945302790218,1.36172218955246,-14.3493908975378,0.0516285388412243,1.1715,0.75075,0.3375,0.371,0.19,-18.8174,-13.8484,-19.040965,-19.06972,-18.05245,-18.91465,-18.4835325,87.111769,15.66,-0.0841,-14.56525,-13.9255,-14.512,-13.2665,-13.64575,0,-4.281,0.3,-0.728,162.25,237.425,226.8225,242.4775,-0.36,-0.02,-0.63,-0.3,-0.54,-0.85,-0.01,-0.13125,0.01,0,-2.461025,-1.008725,0.5084,1.8339,2.703,3.37355,4.24515,4.60855,5.06025,-2.31485,-1.390175,0.616075,3.143675,3.81705,4.322825,5.455375,5.65555,-1.328575,-0.12915,1.932275,3.295425,3.796275,4.132225,4.741,5.3175,-1.418225,-0.369025,1.897275,3.1682,4.01075,4.448425,4.787675,4.97465,5.30385,-1.4488,-0.397675,1.3098,2.71855,3.48585,4.001,4.23045,-11.12485,-26.033625,-93.278
1,2.75,-0.138581713395425,-0.0763713548067901,-75.2446150389762,-33.0692941282786,0.200116230336551,-113.438113828583,-12.2988250682273,0.504727827180527,398.768723003966,1.75189717175427,406.248499746991,0.920840196226586,416.767435462537,406.316277919383,0.914559050788789,414.226219881952,406.086212416785,0.923387216505672,416.635505564286,406.675181236647,0.960630938608268,418.577391784648,406.383014614861,1.20454071027359,414.8694908,401.956461455442,1.94163097184794,416.718611889387,1.94419475682548,-14.4859292644994,0.0434638251187509,1.29375,0.831,0.411,0.41075,0.26,-18.8193,-13.5056,-18.92601,-18.953875,-18.175755,-19.04595,-18.8738,87.131175,13.966,0.000220000000000002,-14.661,-14.33925,-14.80325,-13.85575,-14.13775,0,-4.3475,0.3,-0.844,162.2,236.45,227.175,240.7025,-0.36025,-0.02,-0.63025,-0.3,-0.54025,-0.84025,-0.01,-0.18075,0.01,0,-2.4589,-1.030125,0.513225,1.83295,2.706875,3.3745,4.2438,4.5995,5.061025,-2.316725,-1.391925,0.61895,3.142725,3.812175,4.321825,5.454375,5.65555,-1.327575,-0.125275,1.9285,3.294375,3.796225,4.13235,4.73825,5.31625,-1.413025,-0.364025,1.896425,3.167675,4.0098,4.448,4.737025,4.973725,5.30185,-1.45455,-0.4231,1.311825,2.7205,3.491725,4.0001,4.2341,-10.86485,-24.0516,-93.777
1,3.25,0.0650047927090383,-1.21870360593442,-13.7159428498352,-81.4048214845547,0.15846339903268,-100.976537262827,-20.8221271253946,0.442152653221658,397.589950798084,2.33332318538912,405.96913253203,0.904726917989922,415.834571030817,406.020163867667,0.905697535220367,415.82835149728,405.966339843391,0.911122011647598,417.353274111851,405.499038675361,0.941138532174265,418.227017290308,405.469553912246,1.12334001453829,415.769931480188,401.597739594011,1.85463199820746,415.913973668865,1.54236177843028,-14.4813679246832,0.0463805361191262,1.3335,0.95025,0.3855,0.377,0.26975,-18.547895,-13.6011,-18.977855,-18.9348425,-18.311295,-18.7402,-18.75067,87.085825,10.76625,0.02692,-14.8155,-14.77975,-15.01875,-14.18225,-14.078,0,-4.114,0.3,-0.804,160.625,236.425,226.4625,239.045,-0.36025,-0.02025,-0.6405,-0.3,-0.54025,-0.85,-0.01,-0.17,0.01,0,-2.46385,-1.058475,0.518025,1.8325,2.708825,3.369875,4.243725,4.599475,5.06125,-2.318025,-1.394675,0.622825,3.141725,3.811175,4.319825,5.4529,5.655525,-1.323775,-0.150625,1.9247,3.293325,3.796175,4.131925,4.73725,5.316,-1.4118,-0.36,1.896525,3.1794,4.0089,4.4479,4.753725,4.9729,5.300825,-1.456675,-0.449475,1.312875,2.72245,3.491725,3.999175,4.23875,-10.8858,-24.2128,-95.419
1,3.75,0.105642823681357,-1.03656999582027,-1.05935198400591,-45.3572300670627,0.147001658196025,-111.44856379346,-29.5382738476948,0.532632794850673,409.415146790929,2.36642679239425,404.275481003036,0.830643359144638,415.797631244277,404.096938920492,0.822386659781118,413.602928765456,404.019027449281,0.837809320084925,416.341984341642,403.839437159287,0.880292543562552,418.407604805671,403.783823079661,1.1401771613151,414.205215521484,399.221290265846,1.82660225933303,416.754000141593,1.03972195801341,-13.9537807971196,0.0473233256696767,1.23,0.60125,0.351,0.33,0.2295,-18.385165,-13.8027,-19.0564675,-19.013245,-18.55184,-18.8539,-18.95932,87.0022995,10.311,0.0395,-15.032,-15.408,-15.8455,-14.43475,-14.97025,0,-4.33375,0.3,-0.962,163.5,236.075,229.31,236.07,-0.35025,-0.01025,-0.6405,-0.3,-0.55,-0.84,-0.01,-0.15025,0.01,0,-2.46805,-1.080025,0.523775,1.832525,2.709775,3.36985,4.2432,4.59945,5.062025,-2.32115,-1.396875,0.618825,3.1417,3.81115,4.319825,5.4509,5.655525,-1.32275,-0.167225,1.91995,3.292275,3.787375,4.1315,4.7345,5.315,-1.411875,-0.359075,1.893725,3.246125,4.00795,4.4478,4.74275,4.973925,5.29885,-1.4598,-0.47685,1.313925,2.720475,3.490775,3.998275,4.2424,-11.056775,-25.84525,-95.80875
1,4.25,-1.59672406735537,-0.945211810471948,-18.2478518523193,-60.6058367127693,0.109886594610804,-105.418744983503,-19.0162283018108,0.483633788865717,411.88542515804,2.39953039939938,403.674879981972,0.830183472531627,413.931118828986,403.715183433122,0.827591635482258,416.122210596201,403.571363449434,0.842571498540674,417.576182303098,403.819211100516,0.884855620996004,418.537020782011,403.182169221067,1.15070139576498,415.681073344431,398.591448692829,1.67587929733006,415.906469080749,1.15895606980622,-14.0480869263853,0.048047111957684,0.9705,0.83,0.43625,0.327,0.22875,-18.7008325,-14.016,-19.1516,-19.1078725,-18.866885,-19.53565,-19.39059,86.97690325,10.948,-0.01443,-15.24975,-15.6215,-15.8285,-14.67025,-15.00525,0,-4.3305,0.2975,-0.918,165.7,235.025,229.69,235.195,-0.35,-0.02,-0.6405,-0.29025,-0.5415,-0.85,-0.01,-0.17,0.01,-0.0025,-2.46465,-1.09465,0.52955,1.83155,2.711725,3.3689,4.243575,4.59945,5.062575,-2.31855,-1.39805,0.601225,3.140675,3.81015,4.3188,5.4499,5.654525,-1.3199,-0.18575,1.9162,3.291225,3.7213,4.13085,4.73275,5.31475,-1.410075,-0.35815,1.891925,3.248075,4.007025,4.4477,4.740375,4.9778,5.297825,-1.458,-0.50125,1.314975,2.717575,3.4898,3.9974,4.2461,-11.0542,-25.914975,-93.484
1,4.75,0.247021907220276,-0.868476649353828,-8.68382875889977,-44.9017851411863,0.187945613565339,-138.769267799385,-20.3625710902841,0.517405956010226,411.703784414429,2.02988588647554,403.831848228148,0.945346370478305,415.616587772743,403.787232036208,0.877367161108129,415.661750810275,403.943517807689,0.911435670093678,416.437436858328,403.799387485139,0.935309768804217,418.305332734803,403.073010434922,1.0789288003621,414.239953063086,398.220911397384,1.74287780254174,416.451680580767,1.05577432825231,-14.1456883485554,0.0441623872741834,1.12025,0.9205,0.4875,0.35,0.26975,-19.06495,-14.1639,-19.295585,-19.2531,-19.037275,-19.2132175,-19.30173,86.95901675,9.73775,-0.0099675,-15.2825,-15.67375,-15.94825,-14.7825,-15.22125,0,-4.247,0.2975,-0.826,166.475,235,229.58,235.0825,-0.36,-0.02025,-0.65025,-0.3,-0.54025,-0.84025,-0.01,-0.16,0.01,-0.0025,-2.45345,-1.1102,0.53435,1.831575,2.712675,3.368975,4.2426,4.599425,5.062575,-2.3122,-1.395425,0.586575,3.13965,3.80915,4.3178,5.4479,5.654525,-1.314325,-0.204275,1.911425,3.2907,3.71985,4.1312,4.73075,5.3135,-1.41665,-0.35615,1.89005,3.251675,4.005125,4.4476,4.74195,4.9768,5.296825,-1.456425,-0.511325,1.316,2.7156,3.487875,3.9955,4.250925,-10.8293,-25.130375,-95.231
