DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,0.25,0,0.262152775,201.63895,287.855775,-93.5997275,-6.19470025,70.34333,2.20819575,398.17605,2.2077355,0.45815305,-0.2135405,-50.0478975,-0.1949289,-1.6015045,-6.701532,0.566312925,0.18701515,97.680785,0.7888324
1,0.75,0,0.37231945,201.01095,286.702425,-91.6633625,-6.50400775,71.462085,2.066987,398.0481,2.216292,0.537938875,-1.724302,-52.74257,-0.1768038,-0.8781778,-6.18231675,0.564588125,0.1898485,97.675735,0.8231916
1,1.25,0,0.33025,201.23975,285.84385,-90.5810775,-6.72623375,72.48742,1.85566125,397.741275,2.203075,0.6913417,-0.3986114,-59.977825,-0.23923835,-0.4479161,-5.330961,0.7274334,0.203175525,97.67859,0.776460575
1,1.75,0,0.339583325,195.4025,294.7144,-91.0284275,-4.684234,74.54933,2.27769,397.969075,2.187193,0.81685755,-1.3915465,-56.57123,-0.161015225,-0.3970415,-5.635636,0.8361213,0.221852975,97.63641,0.73984345
1,2.25,0,0.4769444,199.9082,294.0861,-91.90347,-4.888916,73.65665,2.340773,398.034325,2.229915,0.80991045,-0.63725715,-57.44664,-0.1420325,-0.7187717,-6.0884825,0.9094105,0.2658071,97.59193,0.7471651
1,2.75,0,0.3637222,208.64985,293.867725,-91.06534,-4.5250755,75.1423425,2.27356775,398.1805,2.25825325,0.674567425,-1.41956515,-55.74861,-0.1946373,-1.5155935,-4.6552925,0.644955675,0.218505775,97.47534,0.69615435
1,3.25,0,0.3672222,207.7411,291.9839,-91.32762,-5.445599,76.59111,1.823929,398.1082,2.2906925,0.3921818,-1.798755,-53.493,-0.219511475,-1.949969,-5.1867565,0.2883706,0.2385115,97.37677,0.6689151
1,3.75,0,0.3095555,207.5187,290.892,-92.63954,-5.690133,73.777,2.138596,398.0687,2.27468,0.558546725,-0.931030575,-51.16489,-0.16993185,-2.1238525,-6.251437,0.4489149,0.26639425,97.38697,0.6434027
1,4.25,0,0.3729444,216.1812,289.813,-91.02145,-5.928933,74.271,2.066472,397.36335,2.2935905,0.4585715,-0.94463285,-41.7069475,-0.09191977,-1.02458025,-4.66631,0.8058977,0.2435616,97.35368,0.5023477
1,4.75,0,0.3691666,214.634625,289.7254,-90.0191925,-5.5911995,79.578095,2.36854125,397.9522,2.30096675,0.718708925,-2.8905895,-45.794525,-0.08608285,-0.17979373,-2.792612,0.980190575,0.269908325,97.3195775,0.4621241
1,5.25,0,0.3896666,215.018925,288.13325,-88.780805,-5.963416,78.742,2.462724,398.6192,2.27168125,0.5915993,-2.52888,-44.928355,0.002123727,-0.56381194,-4.271326,0.8282316,0.271222275,97.3179725,0.4963902
1,5.75,0,0.3672777,214.2891,288.064425,-87.77048,-5.92438375,77.73417,2.50095825,398.3263,2.344472,0.5491397,-1.41641,-51.93792,-0.191620925,-0.94783015,-5.776011,0.6797006,0.24785335,97.33209,0.442452025
1,6.25,0,0.282763813,212.70688,288.73452,-81.3025325,-5.6597736,76.293248,2.3031881,397.8751,2.33401675,0.3522657,-1.165838,-51.336695,-0.1398833,-0.82381061875,-4.4300995,0.6610211,0.2201826,96.86002,0.3442611
1,6.75,0,7.02413035975,211.12466,289.404615,-27.990474375,-5.39516345,74.852326,2.10541795,398.298725,2.344112,0.37396635,-0.804101475,-35.78897,0.04710653,-0.6997910875,0.3367516,0.82833945,0.2549397,96.38795,0.3274396
1,7.25,0,13.7654969065,209.54244,290.07471,25.32158375,-5.1305533,73.411404,1.9076478,399.8203,2.32750775,0.12919905,2.20156375,-24.79692,-0.10631589,-0.57577155625,2.129122,0.33343005,0.31287915,95.91588,0.518966025
1,7.75,0,20.50686345325,207.96022,290.744805,78.633641875,-4.86594315,71.970482,1.70987765,401.1146,2.307733,-0.4942373,1.4783475,-2.5594965,-0.21418975,-0.451752025,3.6216705,-0.60271265,0.3964167,95.44381,0.707424
1,8.25,0,27.24823,206.378,291.4149,131.9457,-4.601333,70.52956,1.5121075,401.6939,2.363285,-1.544601,5.27164225,13.9380175,-0.7837864,-0.32773249375,5.482872,-2.346379,0.4663092,94.97174,0.81790205
1,8.75,0,13.11243,182.81875,275.7867,37.78632,-8.655631,65.725885,2.2724005,401.39695,2.354518,-2.3283985,9.31741225,26.16372,-0.5449387,-0.2037129625,5.1542505,-3.374833,0.5157555,97.17389,1.068538
1,9.25,0,28.985405,186.46915,278.88475,157.831075,-7.8862735,62.653165,1.8804285,402.2797,2.341051,-3.834493,6.8564075,75.0919725,-0.29603445,-0.0796934312499999,6.1093565,-3.455529,0.5308695,97.261765,1.141778
1,9.75,0,31.981635,185.8616,282.5172,193.8319,-7.282929,58.3296625,1.60017175,401.499275,2.05696725,-5.0362865,10.2941765,68.471575,-0.353316,0.0443261,7.072077,-4.76915825,0.559234,97.1014775,1.059703225
1,10.25,0,29.67756,188.0435,288.8226,184.439,-6.2654225,56.953645,2.09078825,398.89105,1.72226,-3.157507,8.2452535,115.580665,-0.671403175,-0.2318983875,5.7427635,-3.6572735,0.56791315,97.30947,1.205125
1,10.75,0,0,190.2231,284.196025,0,-7.74673925,52.8000975,2.047652,398.9868,1.596704,-6.569602,12.2841575,198.029275,-0.11828817,-0.508122875,9.998874,-6.69004075,0.590494675,97.4514925,1.454416
1,11.25,276.433825,28.9096175,182.5198,277.861475,195.922975,-9.13388775,61.8604575,1.972404,398.51295,1.796207,-4.76317375,12.29011,169.8948,-0.5764594,-1.706359,8.607981,-5.22415,0.4910515,96.258895,1.7366525
1,11.75,252.0328,27.73033,203.54,281.5174,191.641,-8.423001,60.23699,2.021846,391.353,1.546376,-2.833597,13.731715,104.7933,-0.51904425,-2.285067,7.245518,-3.257361,0.5294654,96.30188,0.8175951
1,12.25,228.124525,23.091305,210.780025,283.44735,180.462175,-7.88043425,60.555,2.168534,391.7642,2.0521245,-2.91907575,11.92445,76.85014,-0.516226525,0.572015625,1.54823,-3.42100475,0.5119176,96.732495,0.7795401
1,12.75,149.00755,16.295295,213.9934,288.0967,113.905675,-6.548433,58.25234,1.956959,389.66985,1.92181375,-3.765716,9.938519,68.161905,-0.6052839,-0.89817155,-1.492957,-3.878943,0.504131375,96.91208,0.83742155
1,13.25,181.1667,18.83189,212.76205,286.1795,128.38955,-7.16405,57.58783,1.8563135,390.77645,1.7207885,-2.43125175,10.7722625,59.7129325,-0.46904125,-1.03946235,-2.5953237,-2.15595125,0.452946825,96.92349,0.909317425
1,13.75,177.62385,19.85468,221.7141,285.80055,125.712875,-6.89119975,56.464845,1.78277175,387.3839,2.131789,-1.310733,11.42048,61.61278,-0.404892975,0.21704815,3.2079805,-1.574828,0.490742,96.86636,0.99656
1,14.25,126.544425,13.675395,247.0344,290.8929,91.210415,-5.425534,58.06966,1.754583,386.965725,1.817971,-2.107649,9.229594,54.90389,-0.3786618,-2.9187895,-2.862434,-2.3241885,0.42589605,96.68909,1.0722095
1,14.75,97.9447,10.578185,247.34845,292.03575,61.53542,-5.3667835,58.880835,1.5046875,387.2804,2.050357,-0.8110927,7.014248,28.51368,-0.16998745,-1.2888275,-4.2051175,-0.8928189,0.4165411,96.77819,1.150981
