DOY2,HR2,TA,USTAR,WS,FC,H,LE,CO2,H2O,PA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,RH,TS
1,0.25,8.4340666436,1.033,6.34400008,1.235349915,7.35980009999999,57.0409499999998,447.015819825,8.263428532,97.4248476025,4.66063331699999,0.531766663999999,3.50260009,349.02666301,351.30667568,96.22249834775,5.621541666575
1,0.75,7.9728000532,1.100399997,6.8888751625,2.418874925,11.4452,57.2495,447.1536299875,8.33218649475,97.443399048,2.97010003299999,0.3093666639,3.2002666099,348.0233333,351.26333899,96.21166512275,5.600916666575
1,1.25,7.84496663,1.05540003,7.39719986499999,1.21175,11.22975,63.3844,449.06798836,8.3181973633,97.459133912,2.9924334031,0.465933336199999,2.9730666568,349.19999632,351.2833323,96.19999933,5.59855
1,1.75,7.877791608875,1.059375,6.8329,1.511350015,7.81907490749999,67.4067999999998,452.0716343525,8.49051488005,97.47107219625,3.2074917245,0.577441672175,2.962716706075,346.3300033425,349.355832735,96.23333233,5.588208333425
1,2.25,8.10604169175,1.0785,7.18575,1.1775,11.480925,37.55475,471.8292995,8.7007502594,97.48401317675,5.08100837549999,0.613966662499999,2.8837583755,346.985838485,351.884995735,96.2333339095,5.532575
1,2.75,8.5615999462,1.0421000175,6.4774000675,1.78247499999999,6.757125185,46.8637999999997,457.3589436225,8.66482860827499,97.519371036,4.83783336009998,0.567399999,2.911100003,348.37666099,352.64333999,96.30000224275,5.5275
1,3.25,8.3679999202,1.01107500675,6.49060004,1.969099995,6.80175,47.63155,451.07172284,8.3976708364,97.511715698,5.2859000032,0.3265666591,2.8112666201,348.94666201,352.77666101,96.333336,5.526583333425
1,3.75,8.030770683125,1.014225,6.49320002,1.90315,9.90369990999999,23.569649,458.92525955,8.5359879851,97.526869202,4.28679986999999,0.3802,2.8611333899,349.65999969,352.47999868,96.34500179275,5.5275
1,4.25,8.4987999528,1.0326,6.3677250275,1.04612499375,3.4706250125,25.463625,449.46050018,8.3239250406,97.537586976,4.264166637,0.6275333218,3.158399977,349.8933277,352.21666568,96.30083480725,5.528708333575
1,4.75,8.5258997938,1.05197499675,6.5429749,2.1720250675,6.83039991999999,66.255001975,444.66607672,10.613279873,97.549702456,6.14110003689998,0.755266663899999,3.2139000799,350.163329,351.98667199,96.39000112,5.545625
1,5.25,8.020208227625,1.085625,7.16054993499998,3.62605,6.58957499749999,64.76617505,443.1168944775,11.40395252825,97.584321596,3.995766623,0.571233328199999,3.0497333269,352.40333568,351.50000132,96.37833555,5.590333333575
1,5.75,8.33386664,1.1244,7.283250075,2.56847497249998,5.89465,79.1025741749999,449.9704939325,11.12646861375,97.634877014,2.9468999568,0.4083000021,2.8636999901,352.670008,351.2666673,96.43416787275,5.6
1,6.25,8.71776664719999,1.0000999325,6.26530008999999,1.5977,6.7454999875,53.6056995999999,443.944328725,9.86258744117499,97.651199342,4.19873324009999,0.4346333309,2.7588000699,351.75666669,350.246669,96.42250155225,5.587916666425
1,6.75,9.104399997,1.06385008075,7.57360012,1.497375,6.26,49.48975,452.2274027,9.1755218795,97.621817018,5.37000011009998,0.502266667899999,3.1089000799,350.06667,350.85666899,96.42250155225,5.5275
1,7.25,8.55674993775,1.075,8.16900003,1.30985,6.033050085,76.1571971499999,452.26063832,9.73875295765,97.601633643,6.93686670009997,8.35770043689998,4.1957666601,346.7666703,351.04000332,96.37833555,5.5275
1,7.75,9.12860003999999,1.213025,7.7655,2.10699999999999,6.2578250925,53.8346765499999,451.703818385,8.71817011607498,97.597617534,16.523333668,76.210999431,13.241300098,345.78667469,351.6466653,96.41166832725,5.529175
1,8.25,8.96293350679999,1.087875,7.430124955,1.68560003,11.882625,43.9681987999999,449.43083535,9.93625676369999,97.5853437405,69.3346670689999,170.61666568,34.2426659,349.01666531,350.49333001,96.40000189275,5.529633333575
1,8.75,8.46034590444999,1.044750055,6.8352250725,1.598125,27.6735,70.3204242749999,443.3590289825,9.14690178527501,97.560205074,138.61333199,249.3533333,53.781000669,348.95666569,350.89000331,96.37833479275,5.5275
1,9.25,8.30398324125,1.1563,7.632250075,2.363349945,64.1277466,56.0349990999999,456.270743385,8.43616277165,97.55763435625,198.8725035,335.82917125,78.24533379775,350.1600032275,350.814169,96.3550007145,5.4985
1,9.75,8.52237071552499,1.223375,7.475125,4.17477494249999,98.28450025,44.86647415,456.5651084425,8.9890085343,97.55172348375,248.35250675,400.2666666775,98.9391659702499,347.336668905,351.443338905,96.3100020845,5.458625
1,10.25,8.50303752619999,1.0787,7.31410013,5.1858,154.849402,79.4404004,475.05093898,10.141326318,97.56313324125,301.8658368225,455.67084,119.2608315225,346.637501095,353.3174921775,96.32166945,5.455
1,10.75,8.72172500774999,1.1579,7.59775,2.677625,158.33019825,52.24777615,488.0582202,10.294442424,97.565875246,350.5475055,509.9849944775,134.2799967,346.6083310225,355.7408322275,96.2883356345,5.455
1,11.25,8.571583404075,1.075775,7.141849835,6.42955,177.2349,84.69914795,498.04866,10.69661196,97.570139313,348.7225032725,539.82999995,143.21166775,347.0266599275,358.049172345,96.2316663855,5.455
1,11.75,8.48433331,1.11675,7.273625,2.79955,193.38,81.1439267249999,479.55075302,10.150480954,97.577937125,378.3949989275,562.844995595,150.2683333225,346.838333345,359.0125000725,96.095000149,5.455
1,12.25,9.210166471475,1.0957,7.29050000999999,3.3384,225.391475,59.9076,480.587289275,11.9204672775,97.579850768,382.9899910725,567.2674890225,154.53999655,346.5391666775,364.0900055,95.675000949,5.451375
1,12.75,9.9343333578,1.112625,7.43419992,2.97234994249999,256.86465,59.40357515,469.644438135,11.483349843175,97.567968372,380.387499,547.84250025,150.22499775,346.8983332275,364.5258368225,95.2649993855,5.442916666425
1,13.25,9.71774991752499,1.0945,7.1264999,4.422125,233.7715,87.98862625,458.9716333625,12.445496144,97.5591350575,361.2766633,529.4391755,133.8616666775,348.5233345225,367.1391689275,95.109998349,5.455
1,13.75,9.51991669,1.151725,7.0831999575,3.37525,224.9935,79.7308519,458.73171082,12.5806736135,97.4960056325,351.4450010225,513.8516555725,125.6900022725,348.2866678225,367.1425044275,94.93999992,5.455
1,14.25,10.6624999995,1.208375,7.9284749425,1.6396000475,186.39510675,79.342575375,459.6299786275,12.5138215605,97.528108977,289.5174965,458.8050045,117.528333345,344.6675056775,368.853339,94.7416662855,5.456208333575
1,14.75,10.90991665375,1.232,7.1414250525,1.61625,153.449,54.23149975,449.639814985,11.63964867875,97.549700735,253.686665595,406.1874967,97.18083387275,345.3516677275,368.6208277,94.70999923,5.503333333575
1,15.25,11.2365,1.081025,7.447675085,2.442875,128.30781775,44.644,463.8598597,12.650538968,97.564366148,222.208334405,373.662501177499,73.98074777,347.0174989275,365.64916555,94.943334349,5.531125
1,15.75,10.74274997825,1.169375,7.44560008,1.672499975,83.3535,38.716249375,462.92343174,10.89211610335,97.581295778,164.1075022275,287.539167905,54.3619166654999,350.0191744775,364.8466678225,94.9883335655,5.587916666425
1,16.25,10.28649993575,1.06225,6.95525,1.1289,57.018049725,55.5754499999999,449.862775065,11.4845322255,97.583268742,90.7669981,218.21666669,41.1869990989999,350.04999669,363.61333099,94.96666733,5.600458333425
1,16.75,9.6816667032,1.01234992975,6.6525502,1.4205500275,20.6772,35.024625725,465.895751975,11.143799065,97.569915772,60.2990000009999,161.66332999,28.6886666,349.53334031,362.02666769,95.066665551,5.605958333425
1,17.25,9.5565333502,1.023875,7.082400145,1.10795,5.55002492999996,53.98634905,464.32291688,10.72756654825,97.563024898,14.750666881,72.8480004989999,17.028333669,349.693332,358.24666799,95.1883313845,5.625208333425
1,17.75,9.507608402225,0.9941999965,7.1075750425,1.0541,5.60120007,32.19950015,466.77718032,10.850594872,97.551007076,2.93999991209999,15.804466178,4.88043317999998,347.2366613,354.42666431,95.3416676155,5.627958333425
1,18.25,9.1553666372,1.0598,7.106124875,0.898200019499993,5.84209999999998,30.181700025,459.726837965,10.51985389755,97.53644466375,2.79285831094999,0.50124999075,2.520874955,349.025007845,353.58499895,95.45333415,5.628875
1,18.75,9.226966674,0.98815000725,6.8363499475,1.22465,7.1869998125,43.1828509,465.770491495,8.5279495411,97.5261602425,3.24972500119996,0.183333324449998,2.7599250105,349.1441645225,350.070004405,95.53166603,5.628708333575
1,19.25,9.0304666568,1.0311499935,6.74059996,1.1271,10.46989997,28.63874995,465.504422105,9.31442441029999,97.525115015,0.661958336474994,0.189833329749999,2.995216599275,349.3241744775,349.8758343225,95.5216662355,5.612833333425
1,19.75,8.5101331068,1.019825,6.6260001,1.52069999999999,6.151049965,35.71347655,460.9119761675,8.5359158113,97.515708925,1.56945001902498,0.116375002475,2.723141745,349.1300057,349.8666588225,95.6433310155,5.600458333425
1,20.25,7.65929997,1.016299927,6.3777998,1.9041,5.54189999999999,32.2993018,458.240579975,10.343876121125,97.50132465375,2.587949921775,0.315391672025,2.953750044775,346.61916675,349.7699955725,95.76666767,5.6
1,20.75,7.7247335004,0.978799984,6.54375,2.06099997,5.54635001499999,35.3359007,467.752713205,10.5215948035,97.49235725,3.77666655477499,0.48952500225,2.71441673345,344.91083105,348.699158905,95.800003,5.593958333575
1,21.25,8.16419990755,0.993299999999999,5.8332499375,1.9845,7.13615002249999,45.07800075,468.1022343675,11.3359071765,97.48584556625,4.01895833227499,0.575583323999999,2.956758367,345.3883322,348.3725022725,95.85500245,5.531125
1,21.75,8.244700057,1.022875,6.1663250425,1.95475,6.15959999999999,29.43674925,449.07377364,9.18893485880001,97.46350955875,4.01594168799999,0.383983334749998,2.54970005595,346.49666445,348.66500445,95.9433344645,5.51375000015
1,22.25,8.3554000502,1.100875,6.6873999,2.071125,7.86252524750001,25.586625,449.167948095,9.63544383399999,97.43552779875,4.63301666772498,0.407541665775,2.822925,346.50665775,349.63666105,96,5.576416666575
1,22.75,8.690583287375,1.113900065,6.468399885,0.8964500195,9.27139969,26.6386006999999,447.04926926,8.2105640374,97.417996981,4.41215842427498,0.538933320024999,2.6660250225,346.0499976775,351.33750325,96.0216662355,5.605416666425
1,23.25,8.8929000002,1.0141,6.6954999625,1.838250075,7.82719991999999,21.3275,448.2411289975,8.157897335925,97.415042878,5.09139998799999,0.5142583388,2.793108389775,343.9674978225,353.082501155,96.0999982145,5.601158333575
1,23.75,8.248354154775,1.0896,6.69719992,1.6769,12.3662,33.3803992999999,446.070203225,8.218401962725,97.422611618,3.88608329927499,0.313333327,2.680683299775,349.9358310725,352.9250000225,96.15499745,5.588741666425
2,0.25,12.082666666,1.154,7.4175999,1.95204999999998,7.4341002,39.781500975,444.95089094,9.42015126614996,97.16850089975,2.36277496944999,0.39545832825,2.482608366975,351.3749967,372.95833255,96.193331798,5.795624999875
2,0.75,11.945333334,1.09195,6.920200055,2.50915,8.95880049,39.7232018,460.6342344375,11.79281950775,97.185516357,6.55430837199997,0.592674999999998,2.601850000025,348.7999971975,372.476673055,96.173333732,5.76395833325
2,1.25,11.381333334,0.98749998625,6.34100012,1.89849999999999,7.72810007999999,37.9008998499999,443.9910079375,9.392483706125,97.202163695,4.75790833302497,0.609524999774997,2.5149249075,351.33917205,369.7150025525,96.15333233,5.702916666875
2,1.75,10.83266669,1.04279999,7.1354999125,2.3125249075,8.0286003925,42.4918,444.62280297,11.359692976,97.212504767,7.28318330002498,0.62405834925,3.05617502802499,354.3950064475,369.9633361975,96.266666734,5.654583333
2,2.25,11.07733329,1.0136,6.736625005,1.2105750275,7.208775,28.563074275,445.964192325,10.263949649325,97.2218135815,5.04082486695,0.732816668249997,2.8789917255,351.64416745,368.77665745,96.366666934,5.631874999875
2,2.75,11.1593333,1.08985,6.63070017,1.22490009,14.563775,37.1919999,445.6001703525,9.60271948462501,97.23309841375,7.648125033025,0.826199972224999,2.843724905,355.613333805,368.460841805,96.240000334,5.597500000125
2,3.25,10.908000006,1.04295,6.78095,1.6154,6.74427509249999,54.9764002,443.49831954,9.2431334993,97.2624691,7.24162515944996,0.731666673049998,3.048183271975,358.290836195,368.205005445,96.273334732,5.5625
