DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,TS_1_1_1,TS_2_1_1,TS_3_1_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,411.137,2047.5225,0.824123,-0.12320525,5.302525,-13.6841,-9.57934,-8.43952,-42.0318,-1.215885,100.346,74.34045,-20.747,-21.30125,0.199741814024483,160.3615,221.9375,-2.70607,-1.48193,-61.5014,0.0370763,-5.79999999999995,-5.28299999999996,-6.89999999999998,-0.23713075,0.624733543200619,0.470550741153385,0.285527056511288,0.241056,4.51938
1,0.75,411.252,2049.09,0.807198,-0.1706595,14.355,-13.7178,-9.36795,-8.42344,-42.128575,-0.9463805,100.381,74.18845,-20.816,-21.52625,0.205013828015906,159.103,221.762,-2.22112,-1.4806,-62.7521,0.0384,-5.798,-5.29999999999995,-6.86499999999995,-0.23842625,0.685186106105487,0.516876194073591,0.329616443764567,0.24835,4.38353
1,1.25,411.12025,2057.065,0.818395,-0.2280475,7.91909,-13.94295,-9.45549,-8.3173075,-39.48855,-1.2188825,100.25625,74.75465,-20.841,-22.373,0.196797438919941,159.808,220.9345,-2.48865,-1.41845,-62.27055,0.037425,-5.79924999999995,-5.37499999999997,-7.09999999999998,-0.22883225,0.684230953470343,0.481691550035409,0.292876459101522,0.2313885,4.540905
1,1.75,411.3235,2048.1175,0.8082015,-0.01739625,5.457076,-13.9736,-8.98803,-8.23457,-40.086425,-1.261465,100.2205,74.0879,-21.38,-22.673,0.190851622791281,159.50575,220.99675,-2.76126,-1.6372,-62.61985,0.0384,-5.79999999999995,-5.392,-7.19999999999999,-0.22010825,0.684884306878736,0.498391771423728,0.288188407013337,0.2451775,4.8297
1,2.25,411.4255,2052.21,0.8118735,-0.191546,0.636175,-13.685325,-8.914005,-7.9441,-47.2039,-1.33535,100.2505,74.0311,-21.34275,-22.3265,0.197661471027062,162.643,221.9205,-3.069375,-1.7303175,-61.42445,0.041,-6.24999999999997,-5.45149999999999,-7.34974999999997,-0.2560795,0.617655511061045,0.5052710945642,0.288636386337945,0.23823675,4.534415
1,2.75,411.415,2055.145,0.804161,-0.079890925,8.282955,-13.5518,-9.15347,-7.69948,-49.5471,-1.3195125,100.296,74.656,-21.39,-22.26,0.205576553800261,163.636,220.705,-3.00615,-1.9054,-60.63155,0.0384,-6.39999999999998,-5.5,-7.39999999999998,-0.276155,0.722877582997287,0.497448489795677,0.327070328828526,0.288231,4.99099
1,3.25,411.2975,2066.6525,0.8492465,-0.173528,16.50078,-13.9922,-9.05194,-7.77955,-40.221075,-1.27051,100.297,75.88485,-20.45925,-20.5665,0.208026695649215,170.605,225.282,-1.51058,-0.509164,-59.0148,0.0371,-5.79999999999995,-5.35199999999998,-7.09999999999997,-0.257705,0.672892051422038,0.503507785697069,0.307166503743417,0.2581745,4.80862
1,3.75,411.42825,2066.11738095238,0.81005875,-0.1566915,15.9774598863636,-13.5934,-9.019415,-7.34765,-38.7673,-0.99901975,100.30325,75.7672,-20.89525,-21.18,0.202331043165335,169.4225,225.169,-0.557289,0.1369125,-58.7041,0.0390623,-6.09999999999997,-5.39999999999998,-7.23649999999998,-0.268563,0.669923711156169,0.481283354812667,0.310108981679641,0.26373125,4.8322975
1,4.25,411.4065,2065.58226190476,0.8145515,-0.067468925,15.4541397727273,-12.979525,-8.89746,-6.601205,-37.4807,-1.41441,99.814575,75.75825,-21.095,-22.19225,0.200137368009487,167.842,223.465,-0.503972,0.15162125,-56.818625,0.04004345,-6.24999999999997,-5.38549999999998,-7.30024999999998,-0.23501525,0.69730084326698,0.533821848097412,0.29886356896452,0.25615225,4.428295
1,4.75,411.46975,2065.04714285714,0.7589465,-0.1587005,14.9308196590909,-13.0033,-8.98735,-6.50442,-39.376825,-0.9637725,99.66335,76.5704,-21.21225,-22.297,0.200782824934455,165.689,223.64425,-0.459228,0.240647,-56.5988,0.0397246,-6.399,-5.42699999999996,-7.39999999999998,-0.263447,0.648936293848586,0.449339874607372,0.261301026197064,0.224703,4.1602625
1,5.25,411.55675,2064.51202380952,0.757238,-0.102266175,14.4074995454545,-13.1202,-9.05606,-6.54445,-41.815,-0.77017725,100.11215,75.9416,-21.21275,-22.089,0.202429924137039,164.8735,223.36375,-0.715902,0.184909,-55.3647,0.0410487,-6.39999999999998,-5.49799999999999,-7.39999999999998,-0.27969525,0.613118535998837,0.436158580376162,0.276860317987218,0.223891,4.1052025
1,5.75,411.7375,2063.9769047619,0.72764575,-0.064387225,13.8841794318182,-13.2353,-9.21463,-7.88313,-40.4986,-1.34945,99.677075,75.6777,-21.81825,-23.249,0.192960537849848,158.41175,222.48175,-0.625343,0.122536,-55.0169,0.043697,-6.38899999999995,-5.29999999999995,-7.39999999999998,-0.27064475,0.610794087563485,0.453416819063994,0.238658811809097,0.21273,4.3759025
1,6.25,411.73325,2063.44178571429,0.749007,-0.0598771,13.3608593181818,-13.3491,-9.46455,-7.74351,-47.214975,-0.897866,99.712,76.1302,-21.823,-22.822,0.195344539807473,160.42775,222.28725,-0.742695,0.160137,-57.3809,0.0410487,-6.30599999999998,-5.25599999999997,-7.39999999999998,-0.268402,0.677713803902503,0.478370149570393,0.249133297654087,0.182855,4.08795
1,6.75,411.9295,2062.90666666667,0.744286,-0.227051,12.8375392045455,-13.1033781533927,-9.143345,-7.232535,-43.576025,-1.11407475,99.4163,75.9836647867249,-21.994,-22.6207188060443,0.190830266120809,162.614608892583,221.79075,-0.7756505,0.223174,-52.5761,0.0377623,-6.65399999999996,-5.35049999999998,-7.89999999999998,-0.286594,0.68707859812397,0.475945375016924,0.295655711935352,0.210953,4.24224
