DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.133225008211944,-1.37467339350996,-1.02864093297728,-12.8412100825209,-47.338020086292,0.0322861740332147,-37.7697829586527,-18.897856620948,0.190315274108868,420.813026363166,6.99318938865926,406.281739359778,2.57818792202914,420.305288066372,4.58510458626094,430.101758259975,3.35027280402825,420.242880591992,4.05607005510481,407.306425572379,2.77290773715333,417.716984891364,3.24023748379222,407.814817436642,2.68313209737091,425.405194504421,5.02543488035877,408.256866220531,2.706193688382,418.76997052075,5.18889785040545,408.759814438177,2.84186115819394,418.349148474515,2.00456965234105,1.29901153203366,1.90842699689082,0.037997452248192,0.767,0.14,0.1495,0.15,0.083,2.58744,1.29595,2.07245,1.49764,1.116415,2.18338,1.445935,100.57250525,41.797,0.104725,0.7735,0.09725,0.09525,1.06775,0.47975,0.1,-4.60325,0.9,-2.02,-0.11,224.8225,320.75,262.625,296.89,-0.28,-0.22,-0.93,-0.99,0,-0.76,0.05725,-0.2605,-0.07025,-0.16025,3.716875,5.001825,7.5029,9.5805,12.59225,13.673825,14.8934,17.6647,18.414725,4.7554,5.9949,7.51465,8.968425,12.23515,13.519275,14.57665,17.02395,18.217175,5.46825,6.662675,8.19995,9.7533,12.573425,13.69695,15.033875,17.4833,18.489125,4.775525,6.279275,8.070075,9.486025,12.393675,13.667675,14.66135,17.069625,18.301725,3.814475,4.670525,6.48435,8.32645,10.968225,12.437475,13.56345,16.53385,17.741375,-30.58915,-55.77905,-41.55915,-104.86675
1,0.75,-1.08509097639491,-4.17594639885613,-0.461887908278273,-7.12311208219188,-35.0934775012116,0.0334605514906616,-47.8272007859644,-23.9745262674246,0.135130466866735,421.637982538873,7.18588110512668,406.147966625076,2.70941743725037,419.391239288303,5.15799884621494,429.748441443693,3.83514602097698,418.273100320053,6.09254997936901,406.236927131149,2.72440185402672,417.428584347671,4.81349803820553,407.265660227148,2.74669847705658,426.203469707429,5.1628271954192,408.685486795404,2.85407321473792,423.697080508331,4.84204438492877,408.727065939985,3.05712542223006,417.509989071003,3.66341333829206,1.04989544773017,1.79611705102877,0.0380656653541607,0.77975,0.1395,0.16975,0.177,0.08,2.41414,1.045225,2.04636,1.4183775,0.8730425,1.858585,1.1762,100.566492,43.616,0.18645,0.7745,-0.012,-0.0805,0.9185,0.3085,0.0975,-4.61,0.8,-2.03,-0.07,224.2175,319.7725,261.6475,296.4775,-0.28,-0.22025,-0.93,-0.99,0,-0.75025,0.05725,-0.27,-0.08,-0.17,3.90305,4.9369,7.388925,9.5127,12.585475,13.672075,14.8922,17.657725,18.4108,4.6552,5.84765,7.39825,8.90735,12.2237,13.5235,14.582425,17.0268,18.218175,5.33945,6.517475,8.093975,9.6884,12.563975,13.69045,15.02795,17.48615,18.48915,4.7456,6.097025,7.933525,9.401275,12.3822,13.66895,14.66715,17.06675,18.302675,3.817825,4.719875,6.37965,8.2573,10.966525,12.455225,13.5704,16.528875,17.742325,-29.6684,-56.608,-46.132475,-102.59125
1,1.25,0.27387009058709,-2.5182152640595,-1.40751929033778,-15.2210153912155,-9.02580565428019,0.0436419282408659,-38.0520840783068,-13.4734609054985,0.180864856330782,421.669925777816,7.22548692378126,405.840968283554,2.54866579856087,421.283318935053,4.58196448320867,430.25690984623,3.62333957909111,420.808021990838,4.39783854979856,406.082294267519,2.64257459880295,417.626497815262,3.03835654651929,406.982454644689,3.10933871328252,423.377226481857,4.63303379444051,408.257012435278,2.6759813895064,419.822421010343,5.28847080443455,408.492521123533,2.7242355799117,419.157439135377,5.10797226127474,1.29260309258442,1.76832403804502,0.0386854415921436,0.78975,0.1395,0.1595,0.15,0.09,2.924685,1.348125,1.9862,1.2751725,1.2533675,1.57427,1.08293,100.57369375,44.787,0.17266,1.442,0.80425,0.678,1.297,0.71725,0.1,-4.55,0.9,-2.0305,-0.10025,223.8275,321.0425,262.24,300.56,-0.29,-0.22,-0.93,-0.99,-0.000249999999999999,-0.76025,0.05575,-0.27,-0.08025,-0.17,3.68165,4.913775,7.2668,9.445675,12.5777,13.6713,14.891025,17.6498,18.407875,4.57405,5.72345,7.29225,8.833525,12.2122,13.517975,14.58725,17.02965,18.2182,5.340375,6.393725,7.9969,9.624375,12.5535,13.6849,15.02205,17.489,18.49015,4.806325,5.9393,7.80385,9.3144,12.369725,13.6776,14.673925,17.063875,18.303625,3.679775,4.582025,6.269725,8.18535,10.963825,12.455425,13.57735,16.52295,17.743275,-29.9315,-54.7375,-42.656475,-103.74325
1,1.75,0.114073893810346,-2.31333995847803,-0.449235719521074,-21.2655857521786,-8.16646907785064,0.0403329380391273,-38.9939850173892,-14.6195014749425,0.157985309552929,422.347536686423,7.07521360922074,406.219761175852,2.42606248648931,420.485541532234,5.1346526048086,428.642121346896,3.96966046810684,418.943510889666,5.45341898926327,406.768768097455,2.38893528865815,417.404389837357,5.04003731505402,408.035824818469,2.84385209334989,424.645799523573,4.90608060170776,408.355702617469,2.47263428533082,420.547271562965,4.3800862812737,409.624584897891,2.48792752292761,418.338863306915,4.47712588822487,1.23001298286857,1.68267160780156,0.0352675171279671,0.6065,0.1695,0.17,0.187,0.1,2.87893,1.204125,1.96072,1.1721275,1.2037775,1.337495,0.853905,100.58139425,46.068,0.100945,1.446,0.923,0.76625,1.21775,0.668,0.0975,-4.539,0.9,-1.99,-0.14175,223.415,321.22,261.5775,301.8375,-0.28,-0.23,-0.93,-0.99,-0.01025,-0.76,0.0515,-0.26,-0.08,-0.17,3.536375,4.76805,7.16095,9.379675,12.569925,13.670525,14.88985,17.642875,18.40495,4.454125,5.628625,7.1971,8.756925,12.198725,13.513425,14.59305,17.0325,18.219175,5.211225,6.285175,7.907025,9.5641,12.542975,13.693625,15.01535,17.48875,18.48935,4.666875,5.8016,7.68835,9.2333,12.357225,13.68235,14.67985,17.061,18.3036,3.583925,4.486425,6.17325,8.1129,10.9611,12.4527,13.5853,16.518975,17.744225,-30.7786,-54.9738,-43.292625,-104.659
1,2.25,0.165305048445928,-1.86879342687129,-0.332773379125701,-10.054769829083,-12.0816563227085,0.0333536913599661,-36.0401019898762,-15.7217548064753,0.155631413825792,423.138948239034,6.89177597946098,407.207475245208,2.33382608055377,420.732965087327,4.71334377168562,429.869143522976,4.22460508581253,420.709970802473,4.21891095328507,407.999607681091,2.35343359232912,416.987815171935,2.82131151226777,408.738183391438,2.35099392698509,422.056593012868,4.52695304742785,408.487558902368,2.40331204928668,420.439354417386,5.49296769451748,408.575041195809,2.45350417095178,419.328253433326,2.02034527300881,1.29688847165518,1.47739054812046,0.0350967682555047,0.61,0.18,0.17975,0.177,0.09,2.752625,0.92895,1.75842,0.7932,0.81453,1.588625,0.7278,100.5957355,45.8555,0.210365,1.3475,0.833,0.676,1.079,0.50925,0.1,-4.52575,0.9,-1.97,-0.2705,221.625,320.5975,259.7175,301.235,-0.28,-0.22,-0.93,-0.98,-0.01,-0.75025,0.0515,-0.26025,-0.08,-0.17,3.3934,4.65945,7.13345,9.314875,12.561175,13.669775,14.889675,17.6369,18.4039,4.34265,5.520825,7.1103,8.68825,12.188175,13.507925,14.598875,17.035375,18.220175,5.170475,6.16895,7.824575,9.504975,12.53345,13.705175,15.01125,17.494725,18.491175,4.444625,5.76875,7.582075,9.15745,12.344675,13.687125,14.68775,17.058125,18.30405,3.4646,4.37605,6.070825,8.0418,10.956425,12.449975,13.59325,16.514025,17.745175,-31.2301,-55.6515,-45.4669,-108.88925
1,2.75,-0.264489262644385,-1.56191495596451,0.779018749516287,-13.5133750525098,-17.9384890250533,0.0347597394177332,-39.4106693283729,-13.3189135217431,0.150493942920547,422.628808517841,6.71194773599536,407.656522909151,2.55359489679296,418.873562621796,5.01462037557879,429.830946165965,3.95932652515282,418.142039141394,5.3908496421418,408.058884091536,2.59524858408951,416.596374528333,4.73060846969491,409.205579195254,3.63758292970326,423.545362421714,4.61974679028651,411.489654613135,2.68629890332247,420.326107659997,4.20518377576989,412.0669124418,2.67001098541767,417.831012019498,4.45931643981637,1.18567966797864,1.22317158058163,0.0453260529259629,0.8145,0.159,0.17,0.187,0.1,3.259815,0.50875,1.604905,0.59455,0.381085,1.161255,0.665355,100.60901675,46.69075,0.208195,1.1885,0.63225,0.445,0.8945,0.2875,0,-4.44675,0.795,-1.9705,-0.07175,221.075,319.0325,259.7275,300.87,-0.29,-0.22,-0.93,-0.99,-0.01,-0.75,0.05725,-0.26,-0.0805,-0.16025,3.177175,4.559425,7.129575,9.247675,12.551425,13.67,14.8895,17.629975,18.403875,4.240325,5.429675,7.03105,8.622525,12.1776,13.503375,14.605675,17.038225,18.2202,5.051475,6.075325,7.739675,9.4459,12.5229,13.7177,15.00635,17.497575,18.489225,4.230175,5.74555,7.48335,9.083775,12.331125,13.691875,14.6947,17.055275,18.305,3.27115,4.2559,5.966725,7.969125,10.950725,12.44725,13.601225,16.509075,17.746125,-33.54015,-57.71665,-48.98625,-106.071
1,3.25,-0.8485194848366,-2.18051969197745,-2.66822867543626,-22.5046665211405,-19.9838318915208,0.0256010101428964,-43.0352425397091,-12.8837502237766,0.151271039272154,423.502432693607,7.43427551992242,408.267762537035,2.4988664064405,420.264816215981,4.09674576240907,430.196140225546,4.32550323203503,419.660200117938,3.55785514060998,408.558714048646,2.53679394808366,415.808253152599,2.80318083631457,410.177049865881,2.51326281115052,422.108444021182,4.58068070746884,408.800118618386,2.55112019997283,422.650143304061,5.30474679114565,409.344907898788,2.60794725460355,419.85210736293,4.77459835391303,1.28295992740323,0.968871271672012,0.0401703083037624,0.74975,0.2095,0.18,0.1785,0.09,3.361875,0.22655,1.4077675,0.3402,0.3407525,1.176185,0.723285,100.599403,47.1255,0.15392,0.942,0.40825,0.21,0.68725,0.168,0.1,-4.46675,0.9,-1.97075,-0.18225,221.25,317.3525,260.215,299.725,-0.28,-0.23,-0.93,-0.98,-0.01,-0.76,0.05575,-0.27025,-0.08,-0.17,2.9814,4.47115,7.033225,9.18215,12.5417,13.670225,14.889325,17.62305,18.4038,4.063575,5.34285,6.953075,8.562675,12.164075,13.49785,14.6115,17.041075,18.220225,4.959125,5.978525,7.65995,9.387325,12.5094,13.730225,15.00145,17.50045,18.4873,4.04215,5.628925,7.387925,9.01225,12.3166,13.696625,14.70165,17.052375,18.306425,3.0886,4.16025,5.86485,7.89565,10.943075,12.44455,13.609175,16.504125,17.747075,-33.852925,-58.63425,-47.9438,-108.88575
1,3.75,0.245220197600378,-1.96383586138607,-0.80538847908594,-33.6325365853902,-38.2569058191406,0.0397771876465273,-49.9518495141953,-14.1787555309501,0.160043730697755,423.2139295005,7.45555980308006,408.185167977942,2.50685465576603,421.079479755668,4.06072395320822,429.868973075256,4.72800021857871,419.271504626986,5.09629334779879,407.797507835081,2.50717426143434,416.150274753231,5.10092118076291,408.367072419474,2.516375090722,422.381961973077,4.60088357134452,408.062465157913,2.52580695001546,420.845677593171,4.23558534191225,408.81875154648,2.58483361838053,418.543533370764,4.4289329111581,1.5433589308826,0.903731080563955,0.0382446722408215,0.85975,0.1785,0.15,0.18,0.08275,2.755505,-0.303775,0.9869,0.26445,0.227805,1.21046,0.80664,100.60882725,46.01125,0.07957,0.624,0.1075,-0.07175,0.56675,0.096,0.0975,-4.51,0.8,-1.9405,-0.1305,221.7925,315.4825,260.5125,298.86,-0.28,-0.22,-0.93,-0.99,-0.01,-0.76,0.05725,-0.27,-0.08,-0.17,2.795725,4.40075,6.9371,9.115525,12.53295,13.670475,14.89015,17.617175,18.40375,3.878225,5.273775,6.918125,8.505875,12.1486,13.50565,14.617325,17.043925,18.221225,4.881575,5.897375,7.5876,9.331375,12.4959,13.741775,14.99655,17.502325,18.485375,3.860425,5.486175,7.3009,8.9435,12.3001,13.701375,14.708625,17.04955,18.306425,2.941575,4.098125,5.772,7.8251,10.9354,12.441825,13.618125,16.499175,17.748025,-33.4969,-58.1141,-50.849875,-106.615
1,4.25,-0.33149268449838,-1.61723126052235,-0.657675230507853,-13.0641181594196,-26.6639922399913,0.0400699439844779,-40.0327193532897,-12.8288124213659,0.148171068398692,422.019564392488,6.79436915517583,407.719474563794,2.21799920656497,420.431087880256,3.45023628651559,427.665505432927,2.59938189628938,419.486267954341,3.57970022999076,407.454782197806,2.22764502685748,416.512558887142,2.98181191425652,407.845087124757,2.24404557316575,423.250814426271,4.3338267831161,408.522768582321,2.27578219165948,422.888466162745,5.09053154403381,408.220772131333,2.36207541254263,418.305680892273,4.40160090165893,1.16475996068247,0.582952202662164,0.0280888363103911,0.748,0.139,0.15,0.16,0.09275,2.35119,-0.7787,1.08421,-0.17165,-0.2843675,1.024315,0.7009,100.61868425,49.0895,0.10437,0.279,-0.1905,-0.34075,0.41425,-0.07875,0,-4.5615,0.7,-1.93,-0.1705,225.1775,314.3825,261.815,296.985,-0.28,-0.22,-0.9305,-0.99,-0.02125,-0.76,0.0515,-0.27,-0.08,-0.17,2.6155,4.305375,6.847125,9.051075,12.52225,13.6717,14.892,17.611325,18.4037,3.7248,5.211775,6.862875,8.453075,12.132125,13.51915,14.6261,17.045825,18.221225,4.760925,5.831375,7.52025,9.2787,12.480425,13.754275,14.99165,17.50625,18.48345,3.694275,5.311425,7.2217,8.87925,12.28065,13.70425,14.71655,17.04765,18.307375,2.78695,4.047875,5.682875,7.75545,10.925775,12.44285,13.6261,16.494225,17.748975,-31.241525,-55.441125,-49.65245,-104.9325
1,4.75,-0.222105551679623,-2.75819335731456,-1.70728664543051,-15.0249395684108,-12.268789923952,0.0444446942701427,-42.0985733952486,-16.2298195537451,0.162120964998432,422.157829136031,6.98652273683227,407.054838402897,2.14231890210744,419.288911680955,4.29621390192407,430.032057706017,4.10225637124994,418.682810268777,5.54191161104136,408.920307454275,2.15226490369783,416.093309672194,5.34407725927546,406.95837695705,2.14950167296742,423.849211768301,4.53238178729447,407.283891263629,2.19587731278532,422.280392337927,4.16837494779292,407.370741384625,2.2641858107644,417.687039361852,4.40202098966879,1.20149716693038,0.146070638754736,0.0305721547846013,0.6885,0.1695,0.14975,0.1785,0.0925,2.03078,-1.083725,1.09088,-0.4904,-0.8924775,0.810325,0.62703,100.60867025,50.2525,0.0729,-0.0399999999999999,-0.411,-0.559,0.20775,-0.33325,0.1,-4.6035,0.9,-1.96,-0.09525,228.95,313.745,261.4425,294.98,-0.29,-0.22025,-0.93,-0.99,-0.01,-0.75025,0.0515,-0.27025,-0.08025,-0.17,2.462625,4.15355,6.7678,8.985775,12.510525,13.67295,14.89385,17.60645,18.40365,3.585125,5.158775,6.758625,8.396425,12.11365,13.53165,14.631925,17.0487,18.222225,4.6194,5.713025,7.4585,9.227275,12.46295,13.766775,14.98775,17.5034,18.4815,3.469775,5.165925,7.11205,8.81805,12.2678,13.70775,14.7245,17.0448,18.308325,2.640975,3.988675,5.620275,7.685325,10.915125,12.45055,13.635075,16.49025,17.749925,-31.474875,-54.867025,-43.614,-106.981
