DOY2,HR2,NEE,FC,SC,LE,SLE,H,SH,CO2,H2O,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,SW_IN,NETRAD,FCH4,SCH4,CH4,TA_1_1_2
1,5.75,4.845788,2.958126,1.731368,0.877539,-1.57335,-1.26629,-0.5041555,443.8020739309,37.403087,0.105057,0.990531,25.7892105,23.2185,100,98.90753,24.5910541676806,1.2555,0.6325,-14.619,40.194,-5.485,2499.435,24.952549
1,6.25,6.2024795,4.0194235,1.145146,2.163991,-1.3891035,-1.070616,-0.183173,445.2875935111,37.4233895,0.104073,1.069327,25.834199,23.2935,100,98.94927,24.570553535129,26.755,11.525,-5.90765,105.2115,13.198,2518.271,25.03313
1,6.75,5.912976,8.659355,0.3419425,11.333252,6.423581,-1.483988,2.48579,447.5251560892,37.661342,0.1336985,1.0669305,25.874847,23.2935,100,98.9958,24.5482514138409,87.5,38.82,16.8255,56.8535,23.187,2622.3015,25.2404535
1,7.25,0.160557,11.0978085,-5.44368,39.76492,8.682527,0.847346,7.678103,446.7874836502,37.840441,0.155259,0.9509,26.083817,23.7205,100,99.0362005,24.5286631232244,190.9,83.1,50.397,68.495,-26.289,2690.386,25.578082
1,7.75,-3.578993,4.19327,-5.772092,68.102436,3.572524,12.483854,9.84124,443.0924047762,38.30927,0.211764,1.043852,26.5306715,23.9905,98.489,99.0742255,24.5446097778116,301.2,134.7,82.1515,87.116,-93.371,2507.0675,25.9716445
1,8.25,-8.138295,-4.7187185,-6.130663,84.595948,-1.528471,21.937531,12.631186,430.9378715515,38.049174,0.194538,1.100885,27.22813,24.667,95.8745,99.111699,24.8571951345652,432.35,203.15,154,32.646,-102.0285,2340.453,27.0501905
1,8.75,-18.141389,-10.080459,-5.467974,102.100591,0.233602,27.9635455,9.847832,424.6081668514,38.177735,0.221368,1.063623,27.95996,25.332,92.2195,99.132815,25.1576185094201,571.6,241.75,199.145,60.189,-36.015,2238.7565,27.515457
1,9.25,-18.483013,-14.359117,-4.2327575,148.300246,-0.237023,39.737444,10.9943215,420.9409419538,38.513157,0.2217765,1.1286485,28.5205735,26.047,89.2175,99.142531,25.3728461572954,679.45,315.7,265.44,87.732,-12.6685,2110.416,28.0981835
1,9.75,-19.277678,-17.716574,-3.81139,186.5379325,0.0127495,37.722674,9.447144,418.9698208468,38.27031,0.229627,1.153646,28.722834,26.605,87.3635,99.1384655,25.5860558285175,816,350.1,300.3,55.479,-23.192,2120.475,28.700629
1,10.25,-20.809451,-18.05227,-2.354834,169.238431,-0.6200875,33.038108,10.160458,415.4879597482,38.238952,0.257606,1.215109,29.112056,26.978,83.5745,99.139162,25.6681279441261,934,432.7,375.425,46.627,-15.723,2116.593,29.528904
1,10.75,-23.8080515,-22.059105,-1.931473,222.227274,-3.231735,32.524693,8.686449,408.7333813537,39.4583675,0.26433,1.242802,28.988012,27.5455,81.119,99.126203,25.6782100956808,1053,508.85,449.85,62.3915,-10.123,2080.8355,29.967654
1,11.25,-26.0027925,-23.724913,-1.427242,237.328944,-0.0220035,46.171411,7.830381,406.740643684,39.917752,0.259573,1.457095,29.8109435,27.953,79.978,99.0923575,25.7344080393738,1046,510.3,444.01,70.1895,-5.146,2063.882,30.491856
1,11.75,-26.67903,-24.5704765,-0.91153,233.458244,0.7294255,37.518328,7.593863,408.416169973,45.352282,0.274905,1.2899635,29.991942,28.3225,78.957,99.0558355,25.7530994514778,1108,531.25,460.665,43.6065,-3.544,2016.378,30.7000365
1,12.25,-25.6173945,-25.7867155,-1.8330575,269.9425295,7.956402,60.0625205,6.273509,404.912448979,44.325514,0.2623555,1.444137,30.240862,28.7205,78.0835,99.013699,25.9037866391512,1109,524.25,449.73,62.3225,-2.7875,2006.543,31.3111065
1,12.75,-22.958153,-22.646713,-1.137091,237.888001,-2.833554,68.826538,4.345189,402.7960882858,43.032081,0.261915,1.283997,30.593824,28.738,77.981,98.946833,26.0040012153604,1156,526.3,456.23,57.098,-8.851,2013.4735,31.001903
1,13.25,-23.5961815,-21.0223535,-1.295392,215.154013,-0.407018,32.530496,2.749689,401.266545946,42.191301,0.247688,1.318323,30.848385,28.866,76.815,98.889176,26.0994723866779,1051.5,454,372,52.161,-4.6075,2004.459,31.037778
1,13.75,-20.786209,-20.671784,-1.192867,267.01036,2.6534835,43.697302,0.964188,400.7238818128,37.868995,0.267992,1.463807,30.897633,28.978,77.277,98.8253445,26.1326105013739,888,438.7,356.12,55.679,-5.4145,2009.647,31.4362415
1,14.25,-19.3569645,-18.5633045,-0.396499,187.510088,0.1367605,36.1256715,1.3124235,399.1396231336,38.350509,0.279039,1.45745,30.611237,28.941,76.853,98.747187,26.1322741719316,884.5,418,364.74,51.126,-0.9345,1999.084,31.4110605
1,14.75,-16.994141,-16.571155,-0.863167,202.6923775,6.749925,29.7907,3.468651,399.3023165086,38.668974,0.284685,1.403134,30.762435,28.718,78.1495,98.6855565,26.1847145039255,832,349.35,305.85,45.765,-0.1095,2009.189,31.1925725
1,15.25,-17.310502,-16.812031,-0.717192,169.215284,2.380973,13.5878965,1.885815,400.0692515548,39.617969,0.285078,1.471187,30.5443405,28.792,76.3975,98.6445895,26.1731208028088,750,359.2,283.075,51.917,4.04,2014.441,31.452018
1,15.75,-11.312454,-11.016702,-0.049178,175.785718,0.165619,17.1454515,-1.2798855,399.1615518064,40.004905,0.25667,1.462957,30.801206,28.9395,77.0515,98.617542,26.1317754765518,687.6,319.7,251.83,57.814,-0.5245,2019.703,31.3803415
1,16.25,-8.23542,-6.702841,-0.094317,126.5187035,2.8700905,4.5894465,1.6929185,399.6586160881,40.1670715,0.2334055,1.3328515,30.64817,28.9905,78.08,98.609965,25.9877607557433,509.8,221.35,163.545,50.50075,4.262,2008.978,31.813567
1,16.75,-3.379372,-4.122834,-0.440581,69.225278,11.213836,3.0483875,-3.6479785,399.1532771887,39.3248355,0.213544,1.417859,30.431916,28.291,79.272,98.597368,25.9542321896258,287.45,135,84.2295,43.1875,4.579,2018.2825,31.697734
1,17.25,-1.965913,-1.525099,0.1198965,41.270354,13.3156025,-1.735648,-4.7494015,398.0877306955,39.2280915,0.177659,1.351765,29.808048,27.827,82.1635,98.612817,25.8072639550949,161.7,74.52,28.8895,23.929,22.043,2007.128,31.515737
1,17.75,1.083537,0.298515,1.07974,22.937287,6.943717,-2.6584745,-6.331585,398.9134125238,38.86713,0.148866,1.295478,29.500195,27.498,86.7125,98.634519,25.672937068564,58.87,27.21,-9.90695,35.128,31.584,2015.748,30.733474
1,18.25,3.004738,0.2926,1.394077,6.505718,2.54065,-1.940751,-5.963726,401.066416771,39.065285,0.1243115,1.1417025,29.034391,26.94,88.7215,98.6569005,25.5127360101175,7.462,3.147,-29.6905,7.252,18.481,2074.8685,30.0876975
1,18.75,4.0407495,1.3029455,2.418582,2.1096975,4.969483,-1.7562905,-6.289983,403.3641069028,39.465062,0.103823,1.166782,28.6008375,26.4055,91.864,98.6976365,25.3237034001775,0.0205,0.0745,-32.0425,18.4585,35.209,2083.373,29.471464
1,19.25,3.316439,0.9836825,2.057497,1.028409,3.645722,-1.39154,-3.8469045,405.974006383,39.4468335,0.090863,1.048756,28.314652,26.16,93.238,98.7639675,25.2334704632759,0.015,0.057,-29.576,15.3495,4.543,2146.673,28.9607665
1,19.75,4.645901,0.346042,2.496057,2.923098,-1.463216,-1.975863,-3.860876,409.1138218006,39.385877,0.087653,0.986072,28.274875,25.786,94.119,98.82666,25.1701129549052,0.015,0.0555,-26.868,24.1225,6.6725,2172.774,28.791478
1,20.25,5.3104655,3.0525615,1.489405,3.921268,3.3104825,-2.267631,-3.316027,412.6462926184,39.141557,0.102857,1.137662,27.820429,25.5285,95.86,98.87958,25.0547906147866,0.0145,0.0575,-26.07,25.874,8.802,2216.054,28.4607685
1,20.75,7.215667,4.100151,1.404247,6.909654,1.6254685,-1.554394,-4.451029,416.6493784546,39.151144,0.098639,1.0560385,27.519181,25.213,96.5475,98.9285425,24.934094735304,0.0185,0.0605,-26.0165,55.6625,41.959,2187.031,28.100141
1,21.25,7.492927,5.351336,1.480292,5.200547,1.20764,-3.108071,-2.22605,421.5835518376,38.881822,0.120082,1.05375,27.327096,25.0275,97.4465,98.9567225,24.8505845213908,0.017,0.064,-23.0605,43.312,-26.766,2219.829,27.9857445
1,21.75,6.163528,3.014568,1.674121,3.2772495,1.33998,-2.961402,-3.474459,421.4705466517,39.0620005,0.0943235,1.192573,27.2293455,24.8995,98.25,98.98799,24.7434616611216,0.016,0.0695,-23.0715,-4.639,24.719,2174.61,27.7352765
1,22.25,6.24914,2.8947305,2.5023075,2.0690775,0.456119,-3.579045,-2.761595,422.616095626,38.833014,0.091639,1.245612,26.979608,24.691,98.8765,98.9987485,24.7017065541651,0.0185,0.071,-23.394,21.921,4.4355,2211.203,27.463833
1,22.75,4.714694,3.911178,0.929845,1.640915,0.773121,-3.1381855,-2.1060625,428.0409504868,38.533045,0.095009,1.119847,26.992959,24.411,100,98.995864,24.6752911624574,0.0195,0.0795,-21.2475,-9.01600000000001,64.909,2274.061,27.254991
1,23.25,7.3288,4.204689,2.99836,2.094482,0.617531,-2.413314,-2.749324,427.4264775244,38.5017,0.094213,1.11526,26.93794,24.3205,99.9725,98.9886675,24.6288931628562,0.022,0.086,-21.2065,27.3705,-29.564,2410.61,27.0300915
1,23.75,3.307738,3.876071,0.073172,3.544004,-2.9875265,-1.74064,-1.377707,427.1523651967,38.169303,0.096526,1.131203,26.8268215,24.2545,100,98.9665015,24.5970307805271,0.022,0.086,-19.575,58.6575,16.282,2375.2755,26.795185
2,0.25,7.2126715,3.282275,3.50193,1.7727255,1.2598035,-2.473846,-3.830633,438.2987993398,38.858239,0.084229,1.197442,27.112858,24.1765,100,98.8564345,24.8148562834043,0.0235,0.0385,-19.203,55.063,13.981,2318.9335,25.3804665
2,0.75,4.327245,3.590521,1.151934,0.0233789999999998,2.687147,-1.6654315,-2.360138,443.1839470603,38.9658435,0.084625,1.1654195,26.9981355,24.1935,100,98.839445,24.7443662713455,0.0235,0.037,-18.631,23.74,-3.46,2363.144,25.2465
2,1.25,4.9691515,3.40947,-0.466482,1.1224015,1.476091,-1.477628,-1.903283,448.3999497694,39.131389,0.0922795,1.0559335,26.8990195,24.0785,100,98.81151,24.7483944929406,0.025,0.0395,-17.8045,30.609,-17.7125,2542.4845,25.021607
2,1.75,6.80933,3.718969,-0.035627,1.1267275,-0.483835,-1.646469,-2.330314,450.1180806106,38.991985,0.100195,1.155103,26.765319,23.949,100,98.770338,24.7325676798789,0.024,0.042,-17.242,21.88025,2.2995,2603.869,25.195177
2,2.25,4.934242,1.627794,0.752164,0.728851000000001,-0.6798,-1.0318345,-1.965365,448.836217006,38.842857,0.1024535,1.144893,26.7072525,23.863,100,98.733523,24.7042000310642,0.023,0.042,-16.206,13.1515,23.792,2547.788,25.051568
2,2.75,3.5729765,3.1012185,-0.861091,1.06351,-2.085435,-1.109557,-0.499387,457.446215944,38.5938,0.1057335,1.086607,26.6356795,23.73,100,98.7075505,24.6406376323437,0.023,0.0455,-15.5025,4.747,7.923,2433.701,24.8917985
2,3.25,7.294804,3.510554,1.319112,0.188543500000003,-1.449054,-0.956514,-0.730872,453.5558623606,38.5773915,0.11188,1.105492,26.643243,23.662,100,98.697568,24.5926932904794,0.019,0.046,-15.6635,60.853,11.404,2358.355,24.743113
2,3.75,4.732809,3.409348,2.67271,2.11717,-0.707161,-1.3930145,-1.975968,464.2087054807,38.2645585,0.1007,1.0792,26.582853,23.5465,100,98.6908075,24.5830827733149,0.025,0.048,-15.5635,45.767,-6.755,2406.632,24.549149
2,4.25,6.539685,5.40653,0.199906,1.578272,-2.439145,-1.518144,-1.009841,471.9643215202,37.890278,0.110822,1.0825935,26.6643005,23.568,100,98.701678,24.6863707047718,0.026,0.049,-15.693,38.109,7.623,2405.0795,24.667438
2,4.75,6.349472,5.470618,1.100774,0.329975,-2.863457,-1.8686675,-0.284802,467.0503595515,38.2227525,0.0861005,1.190802,26.558239,23.541,100,98.7343995,24.7505825672428,0.029,0.0485,-15.8615,15.538,-14.467,2428.137,24.8877165
2,5.25,5.229446,5.896226,0.231015,1.5597135,-2.095298,-1.1380765,-1.326252,475.5897001582,37.901586,0.0861215,1.0935865,26.5080135,23.4185,100,98.750421,24.7376164873675,0.025,0.046,-16.204,23.168,-0.1355,2360.978,24.781194
2,5.75,7.676012,4.90272,2.245901,1.393418,0.422714,-1.8949925,-1.5344115,462.2791742416,38.3643785,0.1009075,1.079021,26.4838605,23.3865,100,98.7817525,24.7137023042703,0.386,0.257,-14.321,40.194,21.577,2499.435,24.6530065
2,6.25,6.36718,5.256107,1.069799,0.360138000000001,-1.910767,-0.938283,0.340891,470.9537734408,37.755721,0.0944315,1.015212,26.5068335,23.3915,100,98.814203,24.7226633576844,18.695,8.295,-7.54285,105.2115,-13.8655,2518.271,24.712606
2,6.75,8.034503,7.475929,1.3761155,5.028662,4.7829705,-1.405081,2.241778,482.9946702946,38.15135,0.11737,0.997591,26.4188425,23.4945,100,98.8551505,24.7051664949785,81.35,36.97,13.8575,56.8535,5.877,2622.3015,25.0256015
2,7.25,7.3948985,11.161365,-2.307597,22.232816,12.2423605,0.490228000000002,7.913171,486.893560111,38.616803,0.150991,0.926228,26.707762,23.876,100,98.909203,24.6967698564905,188.8,78.85,47.364,68.495,-4.245,2690.386,25.190442
2,7.75,0.011881,5.4018435,-11.872425,55.839296,4.265779,8.396301,9.086267,463.2295386136,38.751325,0.1954735,0.968357,27.161293,24.278,100,98.965484,24.6923937078862,305.75,138.2,89.382,87.116,-55.46,2507.0675,25.3261155
2,8.25,-10.389343,-3.602674,-9.098331,102.592229,-0.364761,13.114903,11.536431,451.9005322504,38.505336,0.224421,1.02525,27.5585255,24.813,96.921,99.0008335,25.0057908943278,417.8,197.9,142.2,32.646,-49.159,2340.453,25.8746315
2,8.75,-10.238514,-7.72848,-7.465165,112.693207,0.041981,22.468016,8.0433915,444.1199252026,38.712859,0.246882,1.069046,27.877362,25.481,93.234,99.0361195,25.2478553121774,568.85,256.9,195.52,60.189,-14.067,2238.7565,26.549326
2,9.25,-14.357282,-8.1166395,-5.472353,123.188048,-0.0381685,25.7069995,11.300955,430.1504734876,38.490445,0.245422,1.0403355,28.354524,26.19,89.467,99.0535535,25.537809949912,690.9,326.3,259.92,87.732,-16.09,2110.416,27.1399675
2,9.75,-20.6579785,-16.281717,-3.8233115,170.5813335,-4.955139,36.8055505,9.749721,427.6735337806,38.672565,0.2563345,1.155936,28.987683,26.89,86.891,99.060214,25.8492123548344,825.5,390.75,318.5,55.479,-15.941,2120.475,27.4789475
2,10.25,-18.975776,-19.788243,-1.922372,212.904804,-3.585068,37.599506,7.372695,423.124216963,38.7551,0.265566,1.017098,29.3047825,27.304,85.644,99.0611685,25.8988035512087,864.5,396.95,339.895,46.627,-3.279,2116.593,27.969954
2,10.75,-21.820241,-18.8846145,-2.0866675,178.791078,-2.538372,41.657808,5.950221,421.726616665,38.922945,0.236232,1.12072,29.717257,27.693,84.141,99.0202755,25.9751542004442,1007,449.8,383.51,62.3915,0.592,2080.8355,28.284602
2,11.25,-23.9875385,-22.1853005,-1.844943,193.554788,-5.911736,38.031094,6.0660325,418.974310531,38.872847,0.275949,1.310408,30.575622,28.254,80.2805,98.994612,25.9559138368368,1048.5,499.1,431.84,70.1895,-8.6965,2063.882,28.4682435
2,11.75,-20.063372,-18.162647,-1.700679,194.4603395,-3.132579,33.650287,4.736881,416.7101202166,38.360852,0.27025,1.36478,30.7896955,28.8375,79.5765,98.9785945,26.0707722742766,1085,510.3,437.1,43.6065,-0.208,2016.378,28.96262
2,12.25,-22.365502,-22.560654,-1.111412,231.595296,0.914064,41.20727,7.41979,416.0725715659,38.881838,0.247513,1.285001,30.9968705,28.812,80.599,98.9270095,26.2204852663243,1123.5,531.6,442.765,62.3225,-4.4095,2006.543,29.320814
2,12.75,-23.3884305,-23.1772095,-1.418295,201.115025,3.739112,36.461079,6.472049,415.4640722254,38.620779,0.297193,1.296079,31.0111875,29.0055,79.082,98.8804545,26.319362256476,1035.5,516.2,437.065,57.098,4.307,2013.4735,29.511283
2,13.25,-20.0808125,-18.468049,-0.4311345,237.1902305,3.6582595,45.900077,3.989457,415.4624520388,38.725844,0.281124,1.340745,31.23245,29.269,78.7065,98.8088045,26.4610961224466,1080,497.2,409.485,52.161,3.158,2004.459,29.5062375
2,13.75,-20.8321315,-21.537882,-0.7305855,245.7270555,-1.442409,42.778011,3.334297,414.2799125764,39.298678,0.2773315,1.323558,31.318271,29.4965,76.4595,98.728558,26.5042661325739,946,473.05,414.815,55.679,-1.5785,2009.647,29.725023
2,14.25,-19.161163,-16.490106,-0.700169,217.68865,6.201805,31.23272,3.372106,412.2619862722,39.875708,0.287078,1.611445,31.4223225,29.247,76.4325,98.668071,26.5685978365702,928.5,458.9,408.875,51.126,-0.634,1999.084,29.80326
2,14.75,-17.915424,-15.814534,-0.7830415,203.411887,7.041423,20.01556,4.0910285,413.1536325919,39.6115205,0.261683,1.426929,31.421936,29.158,75.8765,98.6071415,26.6129739936626,837.5,393.3,340.775,45.765,0.412,2009.189,29.4270095
2,15.25,-13.829815,-12.513315,-0.1461315,168.616847,-5.240764,12.097246,1.558255,412.5071167612,39.74817,0.243516,1.48659,31.139073,29.4585,77.26,98.552558,26.5764184625653,710.75,338.2,278.155,51.917,0.152,2014.441,29.508118
2,15.75,-13.431068,-10.7552555,-0.997019,145.934223,11.237228,26.4562285,-3.096153,411.840879664,39.483322,0.237528,1.3774785,30.891061,29.297,79.459,98.521372,26.4795787783452,536.85,240.1,183.635,57.814,1.3565,2019.703,29.110872
2,16.25,-8.507923,-8.4120455,-0.505745,107.808074,8.085308,13.292902,-2.319897,411.1544006815,40.3961365,0.250395,1.6743365,30.735583,28.611,83.8125,98.4955125,26.3774119450289,411.25,179,130.58,50.50075,7.756,2008.978,28.922578
2,16.75,-4.287956,-4.078257,0.209416,85.7413785,8.627674,0.506927999999998,-1.693425,411.3279334618,39.356477,0.2077865,1.462416,30.3764755,28.286,83.791,98.508918,26.3149397176038,260.25,111.8,72.516,43.1875,10.7625,2018.2825,28.3606415
2,17.25,-1.535912,-1.936201,0.577755,53.090571,7.568575,-1.919111,-4.516889,410.4198106018,39.748314,0.189202,1.258853,30.248185,27.572,85.888,98.5283,26.1484953022704,158.25,71.61,34.055,23.929,5.108,2007.128,28.1306475
2,17.75,1.0823705,0.6234015,0.758118,25.964423,2.361521,-4.2699675,-6.6025195,410.730864664,39.504751,0.152975,1.218741,29.677212,27.165,88.03,98.556966,26.0123669270032,66.655,28.95,-4.8149,35.128,2.5625,2015.748,27.6097115
2,18.25,3.0504225,0.750459,0.9572265,11.006644,4.47562,-2.341089,-6.013295,414.3801948139,40.3763845,0.107751,1.188314,29.413875,26.68,91.163,98.588489,25.8543307477249,8.52,3.809,-27.897,7.252,9.071,2074.8685,27.1582345
2,18.75,4.5241895,1.606679,1.839374,4.441942,1.972046,-2.221436,-5.835809,414.9490487716,40.542858,0.117032,1.060573,29.110519,26.077,92.394,98.631089,25.6903720775793,0.033,0.048,-29.436,18.4585,3.12,2083.373,26.878022
2,19.25,3.673981,1.898781,1.101181,1.385035,-0.064329,-2.578647,-4.8562395,416.9864242798,40.453221,0.0976105,1.152535,28.7645415,25.836,93.944,98.697176,25.6403015151035,0.02,0.033,-27.54,15.3495,3.706,2146.673,26.834937
2,19.75,5.878273,3.5566525,2.448901,3.571417,-1.036645,-2.96728,-4.4158305,418.9497739759,40.470721,0.098945,1.302232,28.431921,25.488,96.008,98.7589265,25.5792055322924,0.0235,0.03,-26.969,24.1225,25.719,2172.774,26.657499
2,20.25,3.560352,2.8591465,2.071654,2.430524,1.6923395,-2.666854,-4.185481,420.4782267598,40.04924,0.108255,1.2868135,28.2400695,25.284,97.446,98.819055,25.4339885303744,0.0205,0.029,-25.833,25.874,6.633,2216.054,26.443869
2,20.75,5.771585,1.9180115,2.6339315,2.248226,-1.371283,-4.090915,-3.8620805,424.72585543,39.896975,0.0972975,1.3084385,27.8971435,25.166,97.739,98.8639485,25.3004464125419,0.02,0.03,-25.412,55.6625,22.567,2187.031,26.393784
2,21.25,7.529611,3.793331,2.1860165,0.808557,-1.6659095,-3.444489,-4.373833,426.2089303654,39.761225,0.104842,1.242002,27.876343,25.094,98.649,98.899527,25.1711644676441,0.0235,0.032,-24.279,43.312,-4.215,2219.829,26.1927345
2,21.75,5.698497,2.8880215,1.704496,0.36668,-0.525542,-2.908792,-1.504383,433.763131789,39.89017,0.103715,1.196818,27.65521,24.8695,99.308,98.9312565,25.0482225260245,0.0255,0.035,-23.7775,26.556,-6.006,2174.61,25.854851
2,22.25,4.131833,2.06588,0.908688,0.2087735,-1.422451,-2.398626,-2.097461,435.0654649408,39.704469,0.081562,1.197966,27.640181,24.7965,99.1675,98.9522585,25.056827920718,0.0255,0.033,-21.0895,21.921,0.688,2211.203,25.622706
2,22.75,6.792666,2.171342,1.3913285,-0.663377,-1.499437,-2.9929285,-2.312726,440.0740707061,39.266275,0.101382,1.143796,27.569398,24.645,99.818,98.943899,25.0284911987486,0.026,0.0345,-19.4235,14.019,0.785,2274.061,25.606661
2,23.25,5.876572,3.612263,0.109379,2.3985755,-1.476639,-2.8947095,-2.348538,438.7860180061,39.1553395,0.10301,1.079967,27.329413,24.5115,100,98.9278735,24.9261233409382,0.027,0.037,-19.9135,27.3705,16.02,2410.61,25.513305
2,23.75,6.8618335,5.44254,1.829869,2.097428,2.7344435,-2.248291,-2.2237385,439.9981043266,38.819598,0.092988,1.245726,27.173008,24.3385,100,98.893778,24.8323840729553,0.027,0.0385,-19.716,58.6575,-2.696,2375.2755,25.3705255
3,0.25,4.961472,1.819798,1.791352,0.211515,-2.307897,-2.2217855,-1.977389,457.7233910425,35.3692955,0.1095335,1.0654755,27.014852,24.0105,100,98.880038,24.8651587972195,0.0135,0.048,-17.998,19.894,-6.334,2318.9335,25.119226
3,0.75,5.220691,4.058436,1.830055,0.903836999999999,-1.4102915,-1.93942,-2.5083815,458.8897160152,35.482759,0.111823,1.058578,26.841554,23.9715,100,98.841293,24.8172453822006,0.013,0.048,-17.502,10.8415,-0.9955,2363.144,25.0768865
3,1.25,7.080702,3.870218,0.844365,-0.086431,-1.4814845,-1.909957,-1.751577,464.0459781523,35.6745595,0.103565,1.147868,26.751086,23.9055,100,98.809868,24.8223251165345,0.0135,0.0515,-15.6405,21.741,3.6805,2542.4845,24.830191
3,1.75,5.6106445,2.393176,2.398722,1.088422,-3.1914345,-1.6656275,-2.473132,467.0560406518,35.287336,0.1156655,1.058135,26.7619255,23.841,100,98.791284,24.7704839921675,0.012,0.053,-16.558,6.5415,-0.8465,2603.869,24.890269
3,2.25,5.334449,4.9685345,2.063561,0.914026,1.1336765,-2.408051,-1.059915,469.4741099515,35.410987,0.117778,1.166572,26.62434,23.729,100,98.7642665,24.7274570186997,0.012,0.055,-17.322,36.995,-4.2195,2547.788,24.985015
3,2.75,8.8201465,4.2791225,0.9174955,0.425494,-0.2216105,-2.654954,-0.863097,471.9614154574,35.023364,0.119264,1.092467,26.739802,23.625,100,98.7538195,24.6474724651461,0.0145,0.055,-17.3605,29.4135,4.878,2433.701,24.943927
3,3.25,8.392587,5.1070105,2.6589355,-0.358484,-1.683329,-1.854358,-1.046692,473.1280494931,37.741061,0.1073545,1.054542,26.6600225,23.4835,100,98.7550585,24.6356970688134,0.012,0.055,-16.392,50.861,3.3675,2358.355,24.729558
3,3.75,5.524165,4.538111,1.667763,0.025017,-2.359376,-2.015328,-1.7409085,474.214346302,35.180192,0.113177,1.036305,26.564843,23.431,100,98.76298,24.6048707358005,0.012,0.055,-16.309,26.915,18.931,2406.632,24.632467
3,4.25,6.9809035,4.6077805,-0.6209855,-0.446191499999998,0.2373015,-1.945311,-0.767343,481.8638897434,35.212195,0.115916,1.105379,26.270429,23.371,100,98.7751985,24.6822883611975,0.014,0.056,-14.71,42.933,3.089,2405.0795,24.672996
3,4.75,6.733516,5.221555,-0.284749,0.473412,-1.9798065,-1.405748,-1.441062,480.7650306118,35.286426,0.0953115,1.0459995,26.454867,23.251,100,98.794228,24.7632935006446,0.011,0.062,-14.0805,50.392,-8.653,2428.137,24.50959
3,5.25,3.485505,5.097883,-0.586952,0.090240499999999,0.860778,-1.5994595,-0.149191,478.8673089202,35.257209,0.100745,1.142914,26.245886,23.196,100,98.811953,24.7637883301688,0.0115,0.063,-15.778,87.534,-19.804,2360.978,24.413193
3,5.75,7.913769,3.861341,2.9694535,1.750164,-2.643434,-1.520905,-0.659896,484.1990000044,35.48464,0.121695,1.043917,26.277435,23.158,100,98.8284545,24.7837052185162,0.3605,0.304,-14.9285,60.772,-7.545,2499.435,24.566771
