DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,440.5,17.0745,430.714,19.311,2092.24325,446.553,17.289,435.19275,20.56875,2097.849,465.6585,17.5435,442.9705,18.4345,2107.4725,523.397,16.5805,480.8955,18.574,2108.2,2.619,19.823,0.256,437.853,17.6715,2.3255,0.75975,2.234,0.608,0.5225,0.222,-2.574,-0.044,0.539,2.0325,1.555,0.255,17.99925,18.08375,17.922,17.0655,16.44325,102.06475,93.0375,3.276,15.7725,16.475,16.49,1.2,-1.69,2.7,0.88,372.5,401.2,-25.75,384,403.8,0.19,0.13,0.12,-0.01,0.31,0.265,0.05,0.075,17.59,17.767,18.407,18.4445,18.572,19.72575,20.147,20.0905,20.325,17.76425,17.9445,18.42425,18.44,18.39725,18.6825,19.6655,20.53575,21.158,16.852,17.2825,17.888,18.19725,18.40075,18.62475,19.70925,20.52175,21.197,17.37475,17.702,17.8015,18.25925,18.3305,18.67625,19.5015,20.5275,20.73475,17.50225,18.047,18.248,18.472,18.3605,18.793,19.83,20.704,21.239,-11.50425,-7.61925,-8.13275
1,0.75,440.74675,16.86325,431.6935,18.756,2086.9525,447.2395,16.857,433.5925,19.2555,2106.247,465.7415,16.91275,452.05525,20.05325,2119.375,519.072,16.666,485.347,18.702,2099.085,2.6765,19.5245,0.252,437.855,17.752,1.844,0.693,1.933,0.587,0.582,0.218,-2.627,0.214,0.547,1.9075,1.4875,0.25,17.81525,17.92625,17.891,17.055,15.52725,102.059,93.395,3.065,15.565,16.315,16.2975,1.2,-1.83,2.6,0.89,372.5,400.8,-20.72,384.6,400.525,0.19,0.13,0.12,-0.01,0.31,0.265,0.05,0.07,17.5485,17.765,18.3485,18.4095,18.557,19.725,20.144,20.082,20.324,17.75975,17.79975,18.31875,18.41925,18.3435,18.684,19.6685,20.5345,21.17875,16.8455,17.16825,17.8135,18.12975,18.4045,18.62225,19.7075,20.5215,21.21625,17.306,17.65175,17.78975,18.2495,18.3065,18.65925,19.49775,20.5275,20.73225,17.431,17.92,18.218,18.381,18.3325,18.7915,19.83125,20.7025,21.23825,-10.9455,-7.526,-7.049
1,1.25,442.8605,16.851,431.111,18.8225,2087.793,451.0445,16.8635,437.28175,19.8135,2103,470.293,17.417,440.61925,18.79825,2110.22575,510.679,16.3655,473.5715,17.138,2093.244,2.72825,19.637,0.257,441.48,17.63,2.1985,0.411,2.165,1.825,0.911,0.2405,-2.244,0.433,0.562,1.99,1.47,0.27,17.803,17.862,17.571,17.081,14.96275,102.056,94.145,2.877,15.41,16.06,15.8,1.2,-1.9775,2.625,0.86,372.025,400.6,-28.6875,381.95,400.25,0.19,0.13,0.12,-0.005,0.3,0.265,0.05,0.08,17.342,17.702,18.3015,18.409,18.542,19.7235,20.142,20.087,20.3225,17.629,17.733,18.29375,18.4,18.3075,18.68525,19.66925,20.533,21.17775,16.82775,17.114,17.71575,18.10225,18.37275,18.6185,19.70575,20.521,21.215,17.166,17.507,17.7355,18.2415,18.297,18.641,19.494,20.52775,20.7305,17.318,17.867,18.1675,18.343,18.3265,18.7895,19.8325,20.7005,21.23675,-12.88,-9.705,-9.2385
1,1.75,442.90925,16.80725,432.866,19.18775,2086.432,451.613,16.71875,437.265,20.391,2100.3105,467.498,16.626,450.412,19.263,2122.328,502.26725,16.26125,484.45175,18.31075,2089.48,2.777,19.31875,0.26625,439.5125,17.8615,2.3695,0.837,2.436,0.995,0.7165,0.2645,-3.336,0.246,0.58375,2.0575,1.55,0.2675,17.68525,17.69,17.3435,17.0025,15.256,102.056,94.8,2.857,15.4875,16.1325,16.045,1.2,-1.6775,2.6,0.94,375.625,400.55,-24.535,384.875,398.35,0.19,0.13,0.12,-0.005,0.31,0.26,0.05,0.08,17.172,17.542,18.247,18.413,18.553,19.72125,20.143,20.084,20.321,17.50025,17.63375,18.24725,18.39875,18.303,18.68925,19.6655,20.53075,21.1775,16.70925,17.06225,17.64175,18.06625,18.348,18.61825,19.70475,20.52075,21.21375,17.017,17.39825,17.67,18.23475,18.272,18.622,19.49025,20.52775,20.72775,17.2715,17.7955,18.117,18.315,18.32,18.7875,19.83375,20.69925,21.236,-12.086,-10.104,-9.57
1,2.25,443.05775,16.8685,433.9235,19.01,2086.667,450.655,16.75425,438.79825,20.12175,2092.177,461.5245,17.02775,441.94425,18.771,2122.20225,511.40925,15.78175,484.37875,18.381,2090.907,2.7865,19.206,0.25725,440.3225,17.583,2.0365,0.492,2.2715,1.57325,1.2705,0.23925,-2.3345,0.881,0.5705,1.9725,1.5175,0.255,17.409,17.58575,17.333,16.54425,15.16225,102.0455,95.13,2.896,15.605,16.255,16.1625,1.2,-1.46,2.7,0.91,376.9,401,-18.63,386.325,399.05,0.1875,0.12,0.12,-0.01,0.3,0.26,0.05,0.08,17.087,17.444,18.1615,18.41,18.562,19.7205,20.143,20.083,20.321,17.422,17.5885,18.1465,18.4115,18.29125,18.6795,19.66125,20.52925,21.177,16.594,16.9845,17.60075,18.02725,18.33,18.616,19.7025,20.521,21.2125,16.87775,17.29025,17.64825,18.22475,18.22975,18.6025,19.48625,20.52775,20.72525,17.2765,17.766,18.0485,18.288,18.312,18.788,19.8335,20.69875,21.2355,-11.5565,-9.562,-9.832
1,2.75,445.19925,17.83,434.695,19.198,2087.691,455.978,18.12375,436.1405,19.21675,2095.95025,468.8135,17.98025,444.165,19.10025,2119.48625,499.557,16.2985,475.174,17.6615,2115.357,2.97525,18.69475,0.24375,442.2525,17.063,2.0905,0.73025,2.066,1.391,1.1205,0.24925,-1.9025,0.46875,0.55925,1.965,1.46,0.26,17.1535,17.09825,16.929,16.215,15.074,102.038,95.69,3.01,15.125,15.7375,15.7725,1.2,-1.54,2.6,0.93,374.1,400.6,-24.22,382.1,398.85,0.1875,0.1275,0.12,-0.01,0.3,0.26,0.0525,0.07,17.092,17.3495,18.055,18.3955,18.561,19.71825,20.14,20.0915,20.32,17.41625,17.54925,18.13225,18.40025,18.28725,18.6675,19.656,20.527,21.176,16.69225,16.929,17.5805,17.98525,18.307,18.6005,19.69925,20.52025,21.2115,16.912,17.3015,17.63225,18.197,18.2215,18.583,19.486,20.528,20.7235,17.2195,17.7135,17.9985,18.285,18.304,18.785,19.83125,20.698,21.2345,-13.448,-10.45,-10.285
1,3.25,445.185,17.15775,434.392,18.591,2083.35975,451.3615,17.2965,438.13675,18.7225,2099.577,466.91475,16.7585,446.73725,18.78725,2111.24,514.57475,15.932,457.793,17.02225,2102.3655,2.814,18.351,0.257,442.159,16.819,2.162,0.486,2.36925,1.542,1.033,0.231,-2.2,0.77825,0.541,1.9625,1.445,0.27,16.92,16.917,16.589,16.1705,15.061,102.0245,95.8125,2.965,15.135,15.585,15.8575,1.2,-1.58,2.7,0.88,372.3,400.1,-21.91,379.75,397.95,0.19,0.13,0.12,-0.0075,0.3,0.26,0.05,0.075,17.1525,17.332,17.9345,18.357,18.51,19.7205,20.139,20.0785,20.3185,17.4495,17.51625,18.06475,18.33625,18.29925,18.65825,19.65075,20.5255,21.1755,16.73075,16.967,17.52925,17.957,18.278,18.58975,19.69625,20.51875,21.2095,16.94325,17.1945,17.6005,18.143,18.2055,18.5705,19.481,20.5285,20.721,17.207,17.6365,17.938,18.285,18.281,18.7825,19.832,20.6975,21.2345,-14.4865,-10.812,-10.501
1,3.75,445.54425,16.813,434.98525,18.578,2088.052,451.31575,16.78325,441.125,18.738,2085.393,471.40125,16.64975,450.3705,18.278,2104.334,509.5915,15.7295,476.1525,17.6405,2102.5535,2.686,18.015,0.255,442.3805,16.809,1.815,0.7805,2.3905,1.099,0.7175,0.233,-1.6255,0.658,0.596,2.07,1.555,0.29,16.871,16.8935,16.4445,16.33825,14.909,102.015,96.35,2.974,14.875,15.4125,15.5175,1.2,-1.63,2.6,0.95,370.8,397.8,-22.38,379.6,395.775,0.1875,0.13,0.12,-0.01,0.29,0.26,0.0525,0.08,17.1065,17.2665,17.885,18.3165,18.477,19.71925,20.129,20.0885,20.3175,17.246,17.48575,18.0235,18.26075,18.304,18.6535,19.6455,20.52325,21.1745,16.57325,16.92525,17.43725,17.90925,18.23275,18.58,19.69325,20.518,21.20825,17.0655,17.11725,17.519,18.087,18.20375,18.5615,19.476,20.529,20.71825,17.1425,17.586,17.863,18.2805,18.253,18.775,19.83475,20.697,21.23375,-13.044,-10.556,-9.831
1,4.25,446.133,16.859,437.013,18.276,2096.37,453.32475,16.786,447.678,18.983,2101.02375,470.2205,16.411,456.183,17.953,2114.41,504.504,15.7715,501.775,17.409,2115.777,2.833,18.022,0.2615,443.67975,16.7625,2.57275,0.5935,1.966,1.982,1.2975,0.2325,-2.959,1.113,0.587,2.1425,1.6775,0.255,16.767,16.65775,16.332,16.207,14.404,102.01275,96.575,2.858,14.935,15.28,15.4475,1.2,-1.58,2.6,0.92,375,398.1,-17.97,382.275,394.925,0.19,0.13,0.12,-0.01,0.29,0.26,0.05,0.07,17.077,17.2095,17.898,18.285,18.431,19.7285,20.127,20.098,20.316,17.185,17.42325,17.975,18.183,18.30875,18.6495,19.644,20.52175,21.174,16.4375,16.86975,17.398,17.832,18.1945,18.58075,19.69475,20.51675,21.207,16.88325,17.065,17.5115,18.0295,18.19925,18.54475,19.47075,20.52875,20.7165,17.1085,17.5595,17.8205,18.264,18.228,18.772,19.837,20.696,21.234,-12.535,-9.584,-9.2535
1,4.75,449.005,16.8845,436.735,18.3865,2107.99075,458.565,16.74,444.985,18.148,2108.89375,473.975,17.3155,452.968,18.092,2120.92,504.44175,16.22675,477.79875,17.1635,2101.481,2.796,17.685,0.2515,445.8155,16.8325,2.412,0.745,3.06125,1.8595,0.421,0.215,-2.076,0.63175,0.5625,2.19,1.6575,0.2575,16.8735,16.781,16.468,16.1715,14.62125,102.00675,96.89,2.7465,14.83,15.2375,15.3825,1.2,-1.57,2.6,0.9,375.7,397.4,-20,382.45,394.825,0.18,0.13,0.12,-0.0075,0.29,0.26,0.05,0.0775,16.9705,17.155,17.8845,18.2395,18.398,19.73125,20.124,20.0925,20.3135,17.185,17.3205,17.91675,18.11875,18.31325,18.64125,19.6425,20.5195,21.17375,16.33025,16.818,17.361,17.7755,18.1605,18.5845,19.69775,20.51525,21.1855,16.69275,17.00225,17.52275,17.9565,18.2065,18.52925,19.4695,20.53,20.71375,17.1335,17.533,17.7655,18.225,18.203,18.7675,19.83825,20.696,21.2355,-13.421,-10.731,-9.461
