DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1
1,0.25,9.36642442883429,-1.05120227417376,1.15861421938508,0.148413327530508,7.43379286139911,0.394105770641343,36.0882843130914,5.85447018014501,1.20567588695238,7.584,7.1975,-0.640050000000003,-1.44725,-0.918672500000001,-2.053195,93.17962,86.93625,3.1237775,-4.56225,-1.3315,-2.681,3.585,0.199249999999996,5.9425,-0.26575,0.222749999999999,282.9175,294.8925,292.625,298.075,0.45,0.3645,0.09,0.13425,0.41,0.114,0.23,0.262,-1.7846,-1.2968,-0.907425,-2.070025,-1.716625,-1.173,-1.05475,-0.9183,-0.717625,-0.2181,-3.2996,-3.017525,-1.9942,-1.571475,-1.1868,-0.154,-0.00619999999999997,-2.569,-2.1084,-1.7708,-1.0824,-1.09745,-0.7996,-4.966925,-4.8489,-1.4803,-2.42135,-0.759900000000001,23.5325,3.84430694137939,3.52094355256002,3.19864325924903,3.52076101621909,3.22875985436208,3.51635619281725,3.26100025191987,3.62633176309129,3.37610725100377,426.874821679804
1,0.75,9.54716712147647,-0.940231145991084,1.10581192115361,0.199195663312972,2.77956537937188,0.412868253740712,21.8368668247717,9.44582004190007,1.49554830596365,8.2075,7.236,-0.614845000000005,-1.55330000000001,-0.556779999999998,-2.0766,93.18874,87.6665,3.328245,-4.6965,-1.342,-2.6705,3.945,0.336999999999999,5.835,-0.27,0.31,281.415,293.535,292.6925,298.1325,0.45,0.3545,0.1045,0.14,0.407,0.106,0.23,0.26,-1.787,-1.2984,-0.908,-2.0746,-1.7198,-1.1704,-1.0528,-0.9176,-0.71825,-0.2184,-3.29535,-3.015875,-1.994075,-1.57145,-1.186875,-0.153,-0.00597500000000005,-2.5622,-2.1084,-1.7748,-1.0824,-1.0974,-0.8008,-4.9668,-4.8524,-1.5232,-2.3956,-0.766600000000001,19.9275,3.81367954167836,3.55299266530998,3.3031692739154,3.55235162246845,3.3243588242171,3.53963115846791,3.26353303548119,3.63816427529181,3.31334419472925,426.809932739729
1,1.25,9.83044217263635,-0.628118054679712,1.32492943073479,0.12524927015398,5.70728838532069,0.368204263903917,74.5830574650723,6.46871005993293,1.28918979081927,8.32,7.49125,-0.2954,-1.12395,-0.637325,-2.04628,93.169412,87.77,3.21956,-4.52,-1.3375,-2.65625,3.98,0.160999999999998,6.045,-0.2855,0.309,280,292.705,293.135,298.87,0.46,0.34,0.11,0.14,0.41,0.09,0.23,0.26,-1.7892,-1.299,-0.9098,-2.0822,-1.7246,-1.1676,-1.0506,-0.917,-0.71925,-0.2184,-3.291875,-3.0305,-1.995525,-1.557825,-1.188875,-0.154,-0.00620000000000005,-2.5628,-2.1088,-1.777,-1.0822,-1.1002,-0.801,-4.9772,-4.8578,-1.53135,-2.40925,-1.0654,16.91375,3.83893949002236,3.51922379315666,3.35506037329406,3.56250624266847,3.32852131610902,3.55367650023225,3.28512062947076,3.69085638732362,3.39874229400715,427.155214324905
1,1.75,9.502295655937,-1.37115718355809,1.28090906622082,0.120811942549145,1.95832085575991,0.373894554136141,20.9960393500437,5.24744255989113,1.49850585117949,8.115,7.442,-0.8405,-1.76625,-1.47367,-2.56251,93.14177,87.5145,2.994075,-4.243,-1.3385,-2.642,3.88,0.0764999999999958,6.09,-0.32,0.3,280.81,295.09,292.6275,299.335,0.46,0.3445,0.1,0.14,0.41,0.092,0.23,0.262,-1.7884,-1.3006,-0.9118,-2.089,-1.73,-1.168,-1.0494,-0.9176,-0.71925,-0.2194,-3.28885,-3.024975,-1.997525,-1.556825,-1.190875,-0.156,-0.00620000000000005,-2.565,-2.1102,-1.7778,-1.083,-1.104,-0.8024,-4.9872,-4.8634,-1.4689,-2.24465,-0.808125,18.6549999999999,3.80205019910794,3.51030309270259,3.17214708034955,3.49353469701417,3.205060379558,3.42224400796072,3.05133563833117,3.88423146333488,3.33473973808056,427.206909058594
1,2.25,11.599107464593,-1.51483715375533,1.36014639522318,0.178156458515309,6.11269272398207,0.358735130165735,16.1002294906256,11.3753398981164,1.51901960764563,8.105,7.845,-1.915035,-1.9843,-2.3657375,-2.6395,93.159048,87.615,2.83075,-4.0355,-1.3395,-2.6515,3.92499999999999,0.2535,5.9,-0.2865,0.4045,282.39,294.56,292.595,299.23,0.45,0.339,0.09,0.1345,0.41,0.1,0.23,0.26,-1.7858,-1.3012,-0.9134,-2.097,-1.7354,-1.1702,-1.0472,-0.9182,-0.72025,-0.2194,-3.2856,-3.0189,-1.99875,-1.5563,-1.1931,-0.157,-0.00697500000000005,-2.565,-2.111,-1.7784,-1.083,-1.107,-0.8034,-4.9982,-4.8692,-1.4946,-2.33475,-0.740375,19.6189999999999,3.8145370209875,3.50405975530146,3.06243339232188,3.41562788021078,3.23996291736245,3.38692250291754,3.15943194726633,4.02156851205314,3.30907152114302,427.175967495304
1,2.75,10.841703344846,-1.40759354955963,1.07986173039529,0.320552793459971,4.51281491204953,0.345097653275256,8.90168813469074,6.44523016862282,1.44299415558306,7.545,6.818,-1.616735,-1.9922,-1.4691825,-2.7245,93.17472,87.305,3.059395,-4.0325,-1.3405,-2.701,3.69499999999999,0.0374999999999983,5.88499999999998,-0.2855,0.199,285.015,294.865,292.5625,299.2825,0.44,0.3445,0.1045,0.13,0.39,0.092,0.23,0.26,-1.7826,-1.3028,-0.9152,-2.1048,-1.7406,-1.1718,-1.046,-0.9188,-0.7203,-0.2204,-3.282575,-3.0126,-2.000975,-1.5553,-1.194325,-0.157,-0.00697500000000005,-2.5592,-2.111,-1.7782,-1.083,-1.1106,-0.8046,-5.009,-4.8756,-1.532625,-2.3444,-0.81595,17.3045,3.83378291952626,3.38830454359879,3.05311211419718,3.41415161573048,3.12725011189794,3.43881786367614,2.8927341452019,3.97641387985479,3.31229947789578,426.695406155924
1,3.25,10.110833386245,-1.3472430748744,1.07695713993889,0.15160552341167,3.32940339054135,0.412110052212479,9.4057073514783,10.4515519357418,1.29870013331689,8.3975,7.47,-1.46562000000001,-1.92615,-1.38348,-2.661815,93.1781125,87.3555,2.9481,-3.9975,-1.346,-2.7425,3.68,0.112499999999997,5.68,-0.301,0.302499999999999,286.175,294.435,292.8,299.235,0.447,0.3445,0.09,0.13,0.4,0.092,0.23,0.26,-1.781,-1.3036,-0.917,-2.1124,-1.7456,-1.1734,-1.0438,-0.9186,-0.72125,-0.2204,-3.280325,-3.0073,-2.002425,-1.556,-1.196,-0.157,-0.00720000000000004,-2.552,-2.1108,-1.7782,-1.083,-1.1144,-0.805,-5.0198,-4.8788,-1.468125,-2.3394,-0.74725,17.1315,3.74663081304279,3.23478107921369,3.02100462175933,3.33287138437662,3.04647817776293,3.29340785925488,3.12109580341257,3.91345333852147,3.17734350632309,427.333873872922
1,3.75,9.47558238200358,-0.872738560139724,1.22572447368317,0.364832825513455,4.18013696415287,0.335942202844118,13.8181247022144,10.9225223869754,1.34344226823591,7.6375,6.9575,-1.40352500000001,-1.49870000000001,-0.783420000000006,-2.307515,93.18357775,87.58225,2.9362,-3.9145,-1.347,-2.7845,3.445,-0.00550000000000011,5.5,-0.3365,0.268,284.39,295.155,292.94,299.2875,0.45,0.372499999999999,0.1,0.1345,0.407,0.102,0.23,0.26,-1.7804,-1.3042,-0.9188,-2.1208,-1.7522,-1.175,-1.0426,-0.9192,-0.72225,-0.2214,-3.277525,-3.00045,-2.0031,-1.5545,-1.198325,-0.159,-0.00720000000000004,-2.5488,-2.1116,-1.7782,-1.0828,-1.118,-0.8062,-5.0308,-4.882,-1.5106,-2.3806,-0.7516,13.4979999999999,3.67181225081323,3.21651118568931,2.98387717105145,3.27033437857774,3.12058527244454,3.29714174189589,3.01960311396587,4.00167165164115,3.18632749925313,427.287483177053
1,4.25,9.97330212833406,-1.42634588795681,1.42208675578451,0.596652591989951,1.40029881581276,0.421043923724924,1.4235998429618,7.99187763410501,1.3050142456364,8.0825,7.4025,-0.974875000000002,-1.85520000000001,-0.963140000000004,-2.0684725,93.190498,87.07625,2.8409925,-3.7755,-1.3425,-2.82125,3.58,0.228,5.445,-0.33,0.479499999999999,280.73,296.165,292.42,299.2875,0.46,0.3545,0.09,0.14,0.41,0.09,0.23,0.26,-1.7798,-1.305,-0.9206,-2.1302,-1.758,-1.1774,-1.0424,-0.9198,-0.72225,-0.2224,-3.2755,-2.994375,-2.002775,-1.556,-1.200325,-0.16,-0.00797500000000005,-2.5432,-2.1116,-1.7782,-1.0828,-1.1186,-0.8074,-5.039,-4.885,-1.479625,-2.3867,-0.75685,13.4534999999999,3.94787148731702,3.26494419938257,3.26103458073136,3.26352562528507,3.30428037126429,3.31494003718624,3.23515068494787,3.98012656412458,3.19921020782116,426.733920824181
1,4.75,10.8367472452297,-1.02172061811604,1.14595336979468,0.233061829897384,7.67667477175803,0.367809339411729,13.6375803645108,8.9715595458347,1.39410446637095,7.9225,7.83925,-0.948500000000001,-1.49035000000001,-1.11228,-2.11418,93.2238675,87.145,2.88455,-3.557,-1.3435,-2.858,3.735,0.119999999999998,5.38,-0.352,0.394999999999999,286.455,298.36,292.5975,299.24,0.46,0.3845,0.1,0.1345,0.4,0.1,0.23,0.26,-1.7784,-1.305,-0.9214,-2.1384,-1.7638,-1.179,-1.0436,-0.9212,-0.72325,-0.2224,-3.2737,-2.98885,-2.004875,-1.5565,-1.202325,-0.161,-0.00875000000000006,-2.539,-2.1124,-1.779,-1.0836,-1.1192,-0.8078,-5.045,-4.8892,-1.5255,-2.3982,-0.7694,13.9465,4.07094649003118,3.38816616952626,3.70730073121082,3.44917443261562,3.70505190611354,3.50209056176193,3.41421178076515,4.12752268267072,3.24866585116279,426.834244858188
