DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.719382379407512,0.0526815773302272,6.40925564633902,1.31980855698965,0.751781276461789,-25.7742466399431,-1.48751197871595,1.46016392907356,417.823547567457,7.03674443563578,421.824139072949,4.80352317609438,420.856195048701,421.877434772602,4.78047328955363,419.452766815966,421.676549389397,4.79512533284596,421.536659098867,421.971812823705,4.79034414127798,421.535189604651,421.670605624233,4.76487669366131,419.432256256881,419.712240285697,4.96060680299813,420.741267536585,4.68932641341737,-1.90174560645562,0.178600875389173,4.07,3.19,1.71,1.18,0.695,-1.5442,-3.3295,-1.3536,-0.1939,-1.83615,-2.6326,-3.0091,88.28536,86.405,0.7129,-0.93,-0.85,-0.945,-0.985,-0.62,0.2,-0.715,0.8,0.12,287.2,305.4,299.05,305.6,-0.08,0.085,0.01,-0.01,-0.24,-0.185,0.06,0.28,0.11,0.08,1.4365,1.9655,2.741,3.33,5.09,4.8515,5.661,5.801,6.536,1.647,1.8315,2.9215,4.422,5.018,5.542,6.528,6.8645,2.9425,3.3965,4.048,4.3185,5.137,5.3795,5.947,6.429,1.789,2.6335,3.9735,4.716,5.1155,5.0065,5.124,6.001,6.313,1.8965,2.603,3.38,4.319,4.7235,5.1565,4.954,-5.949,-13.323,-11.785
1,0.75,0.788099639811315,0.00206474141999547,0.393563450019841,0.253168431327177,0.742356704680064,-20.8133438783277,-0.960968250957651,1.43220558797755,417.664980808899,6.90656474290272,422.340426359321,4.72532597628181,421.138293957063,422.298045621231,4.73892876734678,419.90815566338,422.329230343237,4.74215368229273,421.723934569225,422.118565429823,4.7383776283878,421.388058546181,421.756895103503,4.62022938883101,418.829465595238,419.633743393247,4.9837068033606,420.515517655738,4.85202106329139,-2.23417574904903,0.175389505571491,4.005,2.96,1.67,1.22,0.725,-1.4288,-3.383,-1.408,-0.3708,-1.7536,-2.7626,-2.89095,88.289705,87.84,0.6972,-1.105,-1.09,-1.045,-1.085,-0.715,0.2,-0.8,0.8,0.11,287.3,304.9,299.05,305.25,-0.08,0.08,0.01,0.04,-0.245,-0.24,0.055,0.29,0.11,0.08,1.4275,1.9605,2.739,3.329,5.088,4.85,5.657,5.7995,6.5345,1.6275,1.815,2.9195,4.4205,5.017,5.539,6.527,6.862,2.917,3.4085,4.052,4.3155,5.137,5.3775,5.946,6.428,1.786,2.646,3.976,4.7145,5.114,5.01,5.124,6,6.3105,1.883,2.535,3.374,4.316,4.724,5.1555,4.949,-6.04,-14.206,-8.82
1,1.25,0.874398728183267,0.0467118202892934,3.81656279154121,-0.17858525353674,0.769157130532289,-19.0931765396209,-0.6524391958137,1.38990410422872,416.686086720103,8.40410084870158,422.586025021401,4.65528137020347,420.821253877735,422.723624479563,4.56912853550718,420.154251083333,422.730698983104,4.63460897097179,421.924873952381,422.529391800718,4.71052826039136,422.623841631114,422.184641007762,4.7265779066214,419.294332191589,419.616905317044,4.93297399423349,420.544481592834,4.79275443221984,-2.26375624161938,0.169453787588847,4.21,3.09,1.79,1.25,0.715,-1.3543,-3.585,-1.5971,-0.5406,-2.0202,-2.7832,-2.8257,88.267725,87.03,0.8351,-1.16,-1.265,-1.035,-1.14,-0.55,0.2,-0.76,0.8,0.11,289.5,305.2,298.4,305.15,-0.08,0.08,0.01,-0.005,-0.245,-0.305,0.055,0.295,0.115,0.08,1.419,1.9515,2.746,3.3285,5.086,4.849,5.6525,5.8,6.531,1.615,1.8195,2.9185,4.4195,5.015,5.5355,6.525,6.86,2.8845,3.4005,4.0585,4.307,5.1375,5.375,5.945,6.426,1.788,2.6345,3.981,4.713,5.1135,5.01,5.1245,5.999,6.3085,1.865,2.527,3.372,4.313,4.724,5.1545,4.945,-6.062,-13.876,-8.19
1,1.75,0.691223026230282,0.0837903367682754,6.7380285347696,0.83887382762389,0.76799597922959,-18.0575107486496,-1.78890000163701,1.4730184196581,416.601398372786,8.31264118360812,422.807091489151,4.4754477586493,421.80196938212,422.796134493303,4.50513207387577,420.167309562015,422.83747120847,4.4732794116031,421.522543794788,423.015203704582,4.52450906652049,422.10537427188,422.385020573191,4.59931499633475,418.940988071429,419.844155290182,4.90391565409228,421.189478780731,4.88474623424658,-2.25860535078527,0.175567101768085,4.305,3.12,1.81,1.19,0.72,-1.57125,-3.492,-2.0182,-0.6983,-2.04955,-2.6613,-2.81,88.29805,85.29,0.81635,-1.11,-1.29,-1.13,-1.235,-0.695,0.2,-0.85,0.9,0.12,289.6,304.7,298.2,304.95,-0.075,0.08,0.01,-0.03,-0.24,-0.3,0.05,0.27,0.115,0.08,1.4505,1.9775,2.75,3.312,4.9825,4.851,5.6505,5.797,6.5285,1.6095,1.818,2.92,4.4185,5.0135,5.533,6.5225,6.8585,2.8715,3.389,4.0655,4.2985,5.1375,5.3725,5.944,6.425,1.7925,2.6125,3.98,4.713,5.114,5.0095,5.1235,5.9985,6.3065,1.8485,2.521,3.37,4.31,4.723,5.154,4.9545,-6.043,-13.346,-9.22
1,2.25,0.616202223751029,0.366781300056654,3.90753712505074,-3.88312061018568,0.756231183322899,-18.6937864657222,-1.40662218935061,1.46267745800741,417.261777766432,7.73619664827388,423.094442804216,4.50826194682168,421.231897033457,423.568110761034,4.44668267709048,419.905496662162,423.149534004384,4.47258744443179,421.866741139881,423.260848944284,4.49301191909453,421.586906912646,422.590290492856,4.64100505245408,419.317472398148,419.982335758045,4.86862787175119,420.832242700347,5.04781594962041,-2.45826056658857,0.161569427781806,4.17,2.915,1.72,1.19,0.7,-1.1721,-3.316,-1.3427,-0.4368,-1.94855,-2.7115,-2.8467,88.26872,85.64,0.7559,-1.085,-1.05,-0.765,-1.22,-0.555,0.2,-0.86,0.9,0.12,288,304.4,298.3,305.15,-0.08,0.08,0.01,0.04,-0.24,-0.225,0.05,0.29,0.105,0.08,1.4555,1.9635,2.7545,3.31,4.977,4.85,5.656,5.796,6.527,1.5985,1.8135,2.923,4.418,5.011,5.53,6.5205,6.857,2.872,3.373,4.0725,4.2905,5.1375,5.3705,5.943,6.423,1.8145,2.641,3.9795,4.713,5.1135,5.01,5.1215,5.997,6.306,1.8315,2.575,3.3685,4.3075,4.7125,5.153,4.937,-5.813,-13.462,-9.51
1,2.75,0.736732843115894,0.121717353955821,3.94115607411223,-0.758350606480697,0.802050274990606,-23.3320810695519,-0.64977267473599,1.40285782445165,417.783858461671,7.9028909634466,423.021381867703,4.67645347103366,422.338365917492,423.653896704002,4.68738450384734,419.017081452381,423.448397911649,4.57294945580051,422.531396292883,423.104878576099,4.67760609706465,421.068439553413,422.858194847889,4.76290039002768,419.330163895833,420.615685218099,4.88015587767437,421.392714112917,4.60174190100345,-2.4109921378662,0.155166958132996,3.8,2.73,1.62,1.155,0.715,-1.3396,-3.5355,-1.041,-0.1492,-1.1793,-2.5561,-2.7628,88.29635,88.37,0.7359,-0.875,-0.86,-0.445,-0.98,-0.48,0.2,-0.945,0.9,0.15,289.6,304.5,297.7,305.25,-0.07,0.085,0.01,0.015,-0.24,-0.315,0.05,0.295,0.115,0.08,1.4535,1.9505,2.7475,3.309,4.9705,4.85,5.6595,5.793,6.5245,1.5725,1.801,2.9275,4.4165,5.009,5.527,6.518,6.8545,2.854,3.3705,4.08,4.282,5.1375,5.368,5.942,6.422,1.7835,2.6255,3.9795,4.713,5.1105,5.0105,5.122,5.996,6.3045,1.8155,2.5725,3.3655,4.3045,4.7105,5.1515,4.932,-5.992,-13.797,-8.405
1,3.25,0.629413299584855,-0.1093062570825,4.70197825259271,-1.09735517208192,0.783966277753061,-23.114369896593,-1.73971136381775,1.41299323194384,416.059303530504,8.27616574814481,423.038577215645,4.57908331900484,421.070037349968,423.333784659879,4.57457701306849,419.643277486715,423.40170078928,4.60634661827559,421.710001014268,423.296682052333,4.59052704199475,422.842292290093,422.655510369194,4.7827726728359,418.590224244898,419.693542090399,4.82017528258544,420.194425123314,4.86543771210906,-2.54543474311822,0.173711195676997,3.895,2.8,1.68,1.19,0.74,-1.26415,-3.626,-0.94245,-0.11075,-1.3315,-2.3443,-2.6913,88.33169,87.27,0.8176,-0.87,-1.035,-0.6,-1.17,-0.615,0.2,-0.72,0.85,0.14,291.3,305.1,297.3,305.1,-0.08,0.08,0.01,-0.005,-0.24,-0.205,0.05,0.265,0.11,0.08,1.411,1.945,2.742,3.3255,4.9645,4.845,5.659,5.7915,6.5215,1.558,1.765,2.944,4.416,5.007,5.5235,6.516,6.853,2.841,3.3465,4.087,4.274,5.1375,5.365,5.941,6.421,1.7315,2.5995,3.98,4.714,5.1095,5.002,5.1215,5.995,6.3035,1.814,2.5735,3.363,4.302,4.7105,5.151,4.928,-6.071,-13.528,-8.17
1,3.75,0.471149868391536,0.0291377103323088,3.29055666710788,-0.919305546815012,0.843573821672733,-15.4624016624586,-2.01725155067521,1.42164945044978,415.853123173468,7.9309480140241,423.137178932514,4.58215651554023,421.117244745098,423.195782598029,4.62345830529419,418.457581199187,423.245922849262,4.59999721015918,420.808087133333,423.213992713694,4.61984715797418,420.647119806452,423.163366636684,4.66301235047916,418.536105574468,420.74669850897,4.8348724159247,420.755743442509,4.93258113872247,-2.50237504396415,0.160018455015164,4.135,2.91,1.755,1.22,0.735,-1.2608,-3.683,-0.9618,-0.16685,-1.5703,-2.3149,-2.4852,88.30755,84.44,0.904,-1.045,-1.035,-0.965,-1.275,-0.58,0.2,-1.05,0.9,0.14,289.9,304.3,297.35,305.25,-0.08,0.08,0.01,-0.01,-0.245,-0.24,0.05,0.265,0.105,0.08,1.3865,1.948,2.7425,3.3225,4.9585,4.8435,5.652,5.789,6.5195,1.524,1.6995,2.9745,4.4145,5.0045,5.5205,6.514,6.851,2.829,3.3355,4.086,4.2655,5.1375,5.3635,5.94,6.42,1.707,2.5785,3.9845,4.7225,5.109,5.005,5.12,5.994,6.3025,1.8695,2.5855,3.361,4.2985,4.7095,5.15,4.924,-6.084,-13.049,-9.95
1,4.25,0.662673888621532,-0.175911780664844,7.02161330016137,-1.75140652351917,0.777759308806272,-17.9572052148847,-0.460300830687127,1.55109656258359,417.343494655163,7.58573027990339,423.111846633985,4.55269223315627,420.511327521312,423.149453195443,4.6023996947982,419.957877580645,422.911169214511,4.60251087620449,420.571030115867,422.880914455413,4.58462290333576,421.568887483871,422.910762930368,4.63962563314797,418.133107925081,420.449285101667,4.79228775368252,420.875836779446,5.10688067957229,-2.18410296785347,0.164798535057805,4.345,2.925,1.74,1.23,0.695,-1.22215,-3.382,-1.10835,-0.2458,-1.2236,-2.5471,-2.3366,88.2959,88.015,0.78165,-1.195,-1.17,-0.95,-1.29,-0.55,0.2,-1.04,0.9,0.12,289.6,304.3,296.9,305.3,-0.08,0.09,0.01,-0.01,-0.235,-0.3,0.05,0.275,0.11,0.08,1.3515,1.9315,2.7435,3.3185,4.953,4.8425,5.646,5.787,6.5165,1.5225,1.684,2.9635,4.413,5.0025,5.518,6.5125,6.849,2.8525,3.33,4.077,4.2565,5.1375,5.3605,5.94,6.419,1.701,2.5475,3.984,4.721,5.1105,5.008,5.12,5.993,6.3015,1.879,2.596,3.3585,4.2955,4.7095,5.149,4.92,-6.179,-14.026,-11.76
1,4.75,0.761977402080038,-0.0206132474324526,2.83185422468548,-0.787724238245553,0.828658388861354,-18.478591907428,-2.06207165147795,1.40897692330079,417.032118304043,5.31088504307596,423.080546897503,4.54465140442062,421.110062752588,422.683657912401,4.51689218189698,418.849948878906,422.888232677991,4.5278178997352,421.196618119475,422.863931442647,4.52042900051197,420.061315086957,422.762167303163,4.6750406450236,418.47958615534,420.565058917528,4.7941381156502,420.770281187486,4.97476671348523,-2.34683615090819,0.157024243578512,4.195,3.015,1.81,1.21,0.705,-1.2975,-3.675,-1.02155,-0.40935,-1.1946,-2.54375,-2.7993,88.29076,89.32,0.85065,-1.225,-1.2,-1.015,-1.44,-0.84,0.2,-1.05,0.9,0.12,287.8,304,295.75,304.5,-0.08,0.08,0,-0.005,-0.235,-0.26,0.05,0.25,0.115,0.08,1.3425,1.9185,2.745,3.3165,4.9465,4.8415,5.645,5.7845,6.514,1.532,1.68,2.952,4.4095,4.9995,5.5145,6.51,6.847,2.8745,3.328,4.0695,4.2485,5.1375,5.3585,5.939,6.418,1.6825,2.5545,3.9835,4.72,5.1115,5.009,5.122,5.9925,6.301,1.8905,2.6215,3.3565,4.293,4.709,5.1475,4.944,-6.198,-13.9845,-9.715
