DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH_1_1_1,RH_1_2_1,T_SONIC,TA_1_1_1,TA_1_2_1,TA_2_1_1,VPD_1_1_1,VPD_1_2_1,USTAR,WS_1_1_1,WS_1_2_1,G_1_3_1,G_2_3_1,G_3_3_1,G_4_3_1,LW_OUT,SW_IN,SW_OUT,LW_IN
1,0.25,693.761825,0.210610925,13.1359225,41.06229,23.28592,96.39464,96.2,96.7,24.7611775,19.57,17.77,21.62525,18.03231715,14.54410352,0.55326465,1.292,0.527925,-4.591,-8.08,-6.48557500000001,-5.02225,405.435,0.171,4.6656,384.7875
1,0.75,689.62285,0.190738925,13.2514825,25.5027849999999,34.6257375,96.3715275,96.4,96.8,22.9390475,19.26,17.99,20.628,17.1773925,13.22054241,0.558119775,1.348,0.53995,-4.978,-8.19,-5.69215,-5.19025,404.6675,-0.0585750000000006,4.81625,388.505
1,1.25,688.9664,0.21545365,13.38501,35.8813,21.2147575,96.3614475,96.51,97.005,22.8116025,18.783,18.18625,21.1005,16.1732594165,13.64043392325,0.546264775,1.488375,0.6397,-4.760425,-8.01150000000001,-5.7299,-4.25737500000001,403,-0.0702250000000011,4.578425,387.14
1,1.75,705.940775,0.201232849999999,12.9715575,20.0595899999999,21.0096449999999,96.356105,96.605,96.8075,23.0511725,19.1415,17.9355,20.036,15.588077709,13.3768557285,0.5273691,1.563325,0.7506,-4.74355,-8.56132500000002,-5.65895,-4.90275,403.6225,-0.0851000000000002,4.323975,387.9025
1,2.25,713.7209,0.260946624999999,12.84459,34.9053975,24.1272324999999,96.351915,96.1125,96.8025,22.0668575,18.53025,17.71925,19.67825,15.349240967,13.2734264915,0.5316639,1.550225,0.874,-4.59775,-8.37935000000002,-5.478125,-4.983425,401.6025,-0.12815,4.320825,387.8
1,2.75,708.327625,0.324428525,13.026615,21.44847,29.6927475,96.3330675,96.0175,96.705,22.3323675,18.30575,17.313,19.3155,15.21930326725,13.09755886525,0.5279736,1.351525,0.82255,-4.81275,-8.29150000000001,-5.76365,-5.121325,400.4125,0.0250250000000009,4.192575,385.3075
1,3.25,697.11725,0.4555085,12.62816,30.3609375,23.321925,96.32119,96.505,96.8025,21.6816375,18.6815,17.7515,19.5365,16.00326353775,14.576295721,0.539624875,1.42505,0.7641,-5.177025,-8.89250000000002,-6.10072500000001,-5.55725,400.115,0.0247,4.00805,383.685
1,3.75,698.6627,0.2066005,12.44393,36.8483125,28.0231375,96.315295,96.705,96.905,21.7356625,18.5205,17.29,19.8435,15.953490572,14.8761267945,0.571468125,1.435925,0.7928,-5.29057500000001,-9.09975,-5.9047,-5.461625,400.365,0.2604,4.67235,383.4
1,4.25,707.4332,0.189274575,11.8657,33.6995725,26.8935025,96.31464,95.725,97.1,21.0831075,18.365,17.4,19.362,14.9659097945,14.1072298875,0.54552795,1.469525,0.780675,-5.256725,-8.859,-7.56980000000001,-5.106875,397.76,0.221999999999998,4.4202,384.84
1,4.75,708.6335,0.25926,12.0183,59.7569549999999,24.550585,96.3015,95.5325,97,20.833645,18.1405,17.5245,19.05,15.4967049685,14.59940462575,0.5322292,1.498725,0.863675,-5.81845000000001,-8.32825,-7.27317500000001,-5.068025,397.6,0.2935,4.5265,382.85
1,5.25,710.598725,0.277286125,12.059115,25.455325,23.703575,96.2976475,96.3125,97.005,19.9947025,17.839,17.26575,18.29125,15.599806006,14.483468331,0.538625375,1.462025,0.6703,-5.52382500000001,-7.83425,-6.83137500000001,-5.10355,394.3525,-0.0561250000000005,4.2778,382.86
1,5.75,707.856775,0.1830274,11.65914,43.60193,33.5241125000001,96.3080425,96.605,97.0075,20.725455,17.8915,17.2265,18.89725,15.19329246975,14.03487452425,0.5406258,1.555475,0.6911,-5.09125,-7.79152500000001,-7.24890000000002,-5.069325,397.55,0.299574999999998,4.272975,383.335
1,6.25,693.29845,0.237399,12.0060525,33.9959275,24.68942,96.3235075,96.7025,97.3025,20.997,18.9015,17.678,19.38275,15.517319302,13.696000088,0.54365805,1.713,0.809175,-4.7826,-6.563625,-7.62427500000001,-5.308325,396.125,-0.0484000000000002,4.146025,382.67
1,6.75,696.04465,0.492236049999999,11.6090325,54.00809,33.467565,96.3550025,96.41,97.1,20.470605,18.1035,17.9,19.31125,15.4692789895,14.0581714075,0.59206,1.612975,0.596425,-4.9289,-8.32600000000001,-7.78037500000001,-5.505775,395.625,-0.0989,4.232925,382.6225
1,7.25,722.305875,0.2209934,11.5662325,43.7877025000001,36.1017,96.3840125,96.4075,97.2,20.52733,18.805,18.2425,19.40975,14.4376338915,13.42132255,0.552156975,1.67365,0.627075,-5.47800000000001,-8.286,-7.07082500000001,-5.5202,395.6025,0.544775,4.04525,383.65
