DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1
1,0.25,376.1264,0.722168726025,-0.28224555,-1.208941,7.2445635,0.0344574348,-45.75782,-1.5764525,-10.29588125,-1.20267,100.8287,56.274375,6.5102,8.14585,0.0747976394,0.1641532,0,-87.3928805,-3.8448375,-0.059286874,264.060425,323.25115,-0.19826075,0.026755,0.1436116573,0.10056224425,0.02606249625,0.2455296,-31.71866,-37.1067715,-27.657388,-22.833436,13.976495,13.0708725
1,0.75,375.289775,0.674105935625,-3.0582375,-1.33000375,7.3396185,0.0288802715,-53.088415,-1.506371,-7.694635,-1.996815,100.8139,56.056125,6.1344,7.58305,0.11215499025,0.169529565,0,-86.900486,-4.13234835,-0.0177570325,263.767375,323.532155,-0.2419,0.03349,0.14507680135,0.1094681779,0.0194499201,0.18089,-31.5254385,-37.874151,-26.6259735,-23.3425865,13.856057,13.0467795
1,1.25,374.8517,0.536343616575,-1.130234,-2.65127,7.6380575,0.02308864,-44.44164,-1.5488225,-8.209015,-2.2952445,100.818125,57.423,5.8501,7.380925,0.08782058755,0.1305520175,0,-88.218364,-4.82625935,0.060865991,262.351185,326.62275,-0.209525,0.0191025,0.12054859055,0.103073302525,0.016786362175,0.226751175,-30.201107,-38.9138955,-27.1828135,-23.2880595,13.722663,13.044769
1,1.75,375.47895,0.58752115,-13.535515,-1.0763735,7.894711,0.022852082,-57.5680125,-2.01432675,-13.646435,-2.310255,100.828575,56.825,5.55825,6.984375,0.09329491855,0.099221345,0,-88.885722,-4.2079067,0.094226405,260.453905,325.393625,-0.225775,0.02594,0.1148885101,0.120990151225,0.01898535225,0.226819275,-30.8736055,-40.126483,-28.3151705,-22.8921585,13.589507,13.0272365
1,2.25,374.102,0.739883537,-1.882157,-2.651695,7.40049725,0.032387491275,-57.3729275,-1.63660775,-20.7588775,-1.736604,100.841775,56.4445,4.98395,6.216675,0.0702247002,0.081843075,0,-91.9837115,-4.87709725,0.1445642,257.303035,323.95023,-0.229775,0.0306575,0.099947823525,0.1070944917,0.016147419275,0.312730425,-35.0116775,-41.1759185,-29.468441,-23.202916,13.4603455,12.94817
1,2.75,374.66965,0.6989890162,-8.4185035,-2.023976,7.4208595,0.02941110965,-53.56538,-1.983683,-41.352225,-2.764647,100.834,56.71875,4.91085,6.2405,0.073799592375,0.071514225,0,-91.8746935,-4.9878424,0.08948,254.93774,322.3945,-0.233586725,0.0232125,0.095495485775,0.094857807775,0.017022188375,0.2090341,-37.0498965,-41.795303,-30.272671,-23.5305305,13.3407925,12.858996
1,3.25,374.42395,0.6046572348,-2.2453855,-1.95762925,7.19462825,0.0371754995,-52.8399625,-2.07549225,-12.5795125,-3.565264,100.828975,56.79525,4.554825,5.94255,0.0636658924,0.08102565,0,-92.814556,-5.32631385,0.0380231725,253.78795,322.4883,-0.2630219,0.034095,0.1314189216,0.10377775885,0.0174046491,0.2525502,-36.843542,-42.049121,-30.182865,-24.1689885,13.2388835,12.765651
1,3.75,374.8921,0.51523713745,-5.5470065,-1.9673115,6.8067275,0.0247728314,-52.93336,-1.442302,-33.259125,-9.83833725,100.8301,56.68525,4.62215,5.89345,0.0603585846,0.10786633,0,-90.880806,-5.1500678,0.12130655,256.281285,322.36035,-0.2879629,0.027565,0.1284841427,0.1154548784,0.02307434225,0.2708316,-36.5843065,-42.0676675,-30.335142,-24.611676,13.156465,12.6630395
1,4.25,377.021125,0.74761832645,-13.0521725,-4.496344,6.674921,0.02985792575,-48.17302,-1.49279,-10.47935625,-4.803756,100.8449,56.500625,4.2729,5.60945,0.05484635685,0.098488775,0,-89.8309295,-4.7694939,-0.0135445305,254.998305,320.60595,-0.24392555,0.03306,0.11547274435,0.1074367544,0.0179539173,0.3191915,-36.3283345,-42.506592,-30.409206,-25.051337,13.0929035,12.5643185
1,4.75,379.7108,0.601031733725,-16.6512,-1.49957175,6.4929685,0.0256120259,-60.06464,-1.646711,-10.96475,-2.5840095,100.8573,57.96970625,3.85,5.2648,0.06915638735,0.07378943,0,-87.6206705,-4.2970954,-0.0144168445,252.174375,321.2511,-0.19975,0.024855,0.120160057,0.0780150324,0.0220538093,0.1938876,-36.0955175,-42.8675355,-30.816581,-24.929716,13.0400105,12.4703675
1,5.25,377.65545,0.62171431785,-9.263402,-2.684939,6.368603,0.022774488125,-52.18695,-1.9750755,-15.5386375,-3.36590375,100.8675,57.9823845,3.608,4.7407,0.0550726949,0.029630705,0,-87.225135,-4.7682042,-0.01600517055,247.64774,321.43535,-0.19222845,0.0343,0.1232469228,0.1366311137,0.0207892174,0.247479625,-35.992945,-42.646271,-31.7201495,-25.016486,12.984619,12.391055
1,5.75,375.04535,0.580448108375,-29.880975,-4.608865,6.51532,0.0371405102,-41.24021,-2.2931525,-23.32084,-3.14757,100.89275,60.1785825,3.28955,4.45715,0.0636037259,0.00908050000000001,0,-85.9773435,-5.15798165,-0.01386,247.497035,321.3786,-0.18793095,0.02596,0.1267214566,0.12537958015,0.0221044304,0.1902612,-35.8082325,-42.2756245,-32.1880615,-25.0816855,12.9298815,12.2903965
1,6.25,360.457625,0.597396649875,-3.2289175,-4.35801,6.434011,0.0240379853,-38.513855,-1.773204,-83.78735,-4.242057,100.89225,59.87195,3.049,4.4668,0.06708309045,0.00729794,0,-85.6222765,-4.5149849,-0.0173112796,246.059395,321.52347,-0.1908499,0.030225,0.13067192645,0.11123360185,0.0209980237,0.3360093822,-35.8831915,-42.0621045,-31.8174065,-25.263534,12.8633345,12.18506
1,6.75,363.3967,0.5951111265,-12.098806,-2.75289,6.3762705,0.028256531975,-48.761255,-2.3091845,-11.896695,-2.94099675,100.9936,60.1632,2.9215,4.3221,0.0852504957,0,0,-86.4042935,-4.4283485,-0.01538578215,243.7609,318.91532,-0.1678064,0.033655,0.1434562559,0.12670143045,0.02342491415,0.260255,-37.4296485,-42.607437,-32.337997,-25.60714,12.736273,12.123358
1,7.25,378.22885,0.5730336998,-13.04922,-1.0553582,6.2984875,0.0217428178,-38.314695,-2.2972525,-15.006155,-2.9352445,101.0368,59.4506625,2.707,4.0075,0.07122072625,0,0,-80.8333555,-0.894807105,0.236891175,243.07811,319.157915,-0.2434,0.02765,0.10711091005,0.1122256305,0.0234485735,0.173151875,-37.46625,-42.9988375,-32.7716425,-26.2031305,12.5923715,12.086699
1,7.75,379.0931,0.411305608075,-10.3428065,-5.158079,6.458843,0.047662228875,-29.42014,-1.087076,-28.367635,-1.3745075,101.0735,59.43225,3.15,4.281,0.07036223185,0.0045975605,11.16019625,-44.702793,6.04188485,1.06938925,242.881035,324.485245,-0.20805,0.04835,0.1778168845,0.1379276722,0.032931671,0.173224125,-36.646411,-43.1167965,-33.068294,-26.765029,12.442001,12.049218
1,8.25,377.372475,0.5221627,-4.298379,-6.23685825,6.544076,0.104775352775,-26.70798,-0.05015,-26.88598,-2.61298325,101.07855,56.358265,5.2833,6.1222,0.0754149932,0.024099334,27.8197115,2.8974551,18.011317,3.49466715,246.68662,336.80195,-0.2281498,0.08326,0.2074697202,0.18588550785,0.0816680818,0.208164625,-33.5992735,-42.036791,-32.7412975,-26.750144,12.317218,12.027502
1,8.75,375.520675,0.6931402525,-11.78160725,-4.5319405,6.292005,0.1192112752,-12.123395,0.174978,-3.30678,-2.336038,101.0948,52.119955,6.5085,7.39405,0.08233593465,0.081147405,64.08723125,13.698689,31.3641115,5.5500697,251.84295,345.77534,-0.25728745,0.1024683,0.27436060155,0.2721378555,0.15377769525,0.6393434,-30.3436815,-38.7915525,-31.029446,-25.6613725,12.275185,12.05459
1,9.25,372.938125,0.7453325172,-12.873925,-5.34816325,6.1853175,0.13176209615,-3.972841,0.1790287,9.95196000000002,-3.9003515,101.1255,48.7605125,7.4945,8.6095,0.08536999175,0.113125995,73.5618025,23.597905,30.9588835,4.61755955,256.09595,356.15293,-0.31846005,0.1393796,0.32905492135,0.3648746581,0.1705752284,0.6513534,-25.0968975,-33.6620795,-27.7763205,-23.6961545,12.356088,12.123757
1,9.75,372.263625,1.026345466125,-10.9278375,-2.911276,5.792755,0.14615990285,7.059119,0.2082609,31.2308875,-4.0616995,101.14455,45.76059,8.111,9.63165,0.1522797214,0.20245536,77.87579625,30.3108705,38.26917475,6.463771475,260.2297,367.56789,-0.41285635,0.1788222,0.42837630925,0.4352193878,0.21779912575,0.9568317332,-16.38943675,-26.67662625,-24.248917,-22.02052875,12.53151375,12.24776075
1,10.25,367.528125,1.3727199536,-11.8978,-0.7117584,5.8423745,0.140678239,9.37351750000001,0.1394401,43.219915,-3.3960485,101.15395,45.20543,9.128,10.61965,0.15477827355,0.37530525,173.5026875,70.12258325,90.67785975,12.99982625,265.0555425,370.692915,-0.4272603,0.1669724,0.4798572511,0.5766480619,0.2339481663,1.034838,-9.6022753,-21.28467325,-23.258337,-21.5789905,12.85825,12.41419525
