DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.539291907,2.7009,-3.046805,0,-10.505,-3.268,76.82,0.2141392395,90.9,0.281,-4.5015,0.596596,0.65123,-2.607,3.7595,-4.142,-3.1475,-2.985,-3.735,-3.631,-2.608,408.075
1,0.75,0.5549503495,2.8105175,-1.69929,0,-10.06,-3.34075,76.9,0.197598,90.9,0.197,-4.5965,0.016830275,0.13637975,-2.6755,3.99525,-4.1015,-3.1225,-2.961,-3.653,-3.569,-2.615,409.05
1,1.25,0.56690499475,3.65535,-1.997606479,0,-10.055,-3.32125,76.9425,0.21083,90.8,0.1955,-5.82275,0.01084,0.11918225,-2.699,3.858,-4.043125,-3.0965,-2.953,-3.752,-3.558,-2.632,408.3
1,1.75,0.534007672,2.769423762,-2.07865,0,-9.6975,-3.3145,76.705,0.21389,90.8,0.188,-4.567,0.031227975,0.148566,-2.696,3.9835,-4.126625,-3.09775,-2.96725,-3.82025,-3.59825,-2.64175,409.7
1,2.25,0.567923583,2.81003,-1.507054181,0,-9.92,-3.2955,76.4075,0.20554075,90.8,0.208,-5.71875,0.01362135,0.1341495,-2.829,4.0485,-4.158125,-3.094375,-2.94825,-3.80525,-3.6215,-2.65325,409
1,2.75,0.4314028665,2.62363894375,-2.091565366,0,-9.6775,-3.292,76.5725,0.1979042065,90.8,0.2435,-6.646,0.02368,0.167756,-2.8265,4.354,-4.168375,-3.091125,-2.95525,-3.78975,-3.61825,-2.679,409.15
1,3.25,0.506982998,3.1947193945,-2.589668053,0,-9.5525,-3.368,76.5625,0.2015695,90.8,0.2185,-6.28625,0.0251023,0.13424675,-2.8055,4.3175,-4.179,-3.092,-2.95625,-3.7605,-3.61875,-2.689,409.3
1,3.75,0.4927629305,3.2758375,-1.77686449425,0,-9.7225,-3.37525,76.585,0.19936,90.8,0.2015,-4.7615,0.010170475,0.147991,-2.8325,4.117,-4.17425,-3.08225,-2.949,-3.75875,-3.6315,-2.6895,409.775
1,4.25,0.47,4.12691279525,-1.32789200825,0,-9.5125,-3.39125,76.8925,0.212610509,90.8,0.206,-5.716,0.00844971,0.12215875,-2.831,4.3155,-4.184625,-3.08025,-2.95175,-3.765,-3.65175,-2.6885,409.7
1,4.75,0.486168908,3.565362519,-1.2090416345,0,-9.6675,-3.3965,77.1975,0.200435,90.8,0.23,-4.329,0.0195537,0.1186165,-2.7575,4.146,-4.166125,-3.080625,-2.941,-3.769,-3.676,-2.687,409.35
1,5.25,0.538289421,4.533375,-5.383025,0,-9.9675,-3.4225,77.0675,0.2083025,90.8,0.1785,-4.63475,0.02559175,0.132104,-2.791,4.103,-4.191125,-3.090375,-2.9355,-3.77175,-3.7305,-2.688,408.1
1,5.75,0.5700886595,3.33517,-2.946524325,0,-10.1175,-3.38125,77.2525,0.19773,90.8,0.2,-5.1685,0.0260286,0.14445,-2.822,4.028,-4.184875,-3.115625,-2.92275,-3.77175,-3.72675,-2.68825,408.4
1,6.25,0.5779632625,3.11065,-2.3527468665,0,-9.8375,-3.39525,76.9625,0.202387588,90.8,0.244,-7.061,0.0175785,0.1328495,-2.7845,3.975,-4.171375,-3.13125,-2.8865,-3.78275,-3.69325,-2.702,408.375
1,6.75,0.635029178,3.6602712465,-2.30942179675,0,-10.055,-3.4125,77.1,0.207774145,90.8,0.177,-5.97325,0.0230094,0.118487,-2.82125,4.1665,-4.164,-3.1265,-2.86925,-3.789,-3.661,-2.69575,407.725
1,7.25,0.57362804825,3.82285814675,-2.803195,0,-10.0175,-3.39825,76.875,0.2103104705,90.8,0.214,-6.4435,0.012716925,0.13031425,-2.838,4.106,-4.16125,-3.104,-2.8735,-3.7315,-3.6585,-2.6945,407.35
1,7.75,0.568181852,3.7632369715,-3.244009074,0,-9.985,-3.349,77.13,0.210405,90.8,0.214,-6.22875,0,0.123043,-2.805,4.209,-4.144625,-3.090875,-2.87975,-3.70725,-3.6595,-2.69825,407.5
1,8.25,0.6296709555,4.2916,-2.44466,0,-9.66,-3.3465,77.165,0.2113775,90.8,0.21475,-6.54375,0.00511544,0.115182,-2.819,4.136,-4.13975,-3.11125,-2.9145,-3.717,-3.654,-2.7015,407.75
1,8.75,0.63000990675,3.091515,-3.0745560185,0,-10.215,-3.3955,77.13,0.201665,90.8,0.225,-7.2945,0.014057,0.145279,-2.88175,4.035,-4.13175,-3.1015,-2.923,-3.717,-3.6485,-2.699,407.8
1,9.25,0.612222547,3.0403736665,-2.100557067,0,-10.09,-3.394,76.765,0.2208510475,90.8,0.21925,-7.42175,0.090582,0.136173,-2.8295,4.024,-4.119,-3.10025,-2.9175,-3.7215,-3.6725,-2.695,407.95
1,9.75,0.5870760065,3.331486975,-0.915296889,0,-10.48,-3.39,77.06,0.19374,90.8,0.403,-7.20525,0.39519,0.384115,-2.812,4.208,-4.10175,-3.1005,-2.931,-3.7375,-3.671,-2.699,408.575
1,10.25,0.57272037225,3.6581,-2.3359,0.4635,-10.0175,-3.3575,77.2525,0.2033445615,90.8,1.0095,-6.565,1.728545,1.563025,-2.7845,4.0835,-4.1125,-3.123,-2.8685,-3.735,-3.679,-2.697,409.425
1,10.75,0.553450062,3.61126,-2.486375,2.09025,-9.875,-3.362,77.2075,0.19132475,90.8,2.803,-6.2325,5.832405,5.8666375,-2.8205,4.169,-4.117125,-3.099375,-2.8865,-3.73225,-3.66325,-2.703,409.55
1,11.25,0.702693649,4.2070993985,-2.2612439715,5.044,-10.4375,-3.3835,77.705,0.20586406375,90.8,5.5505,-6.793,13.141725,12.2447,-2.819,4.0885,-4.112375,-3.10675,-2.873,-3.72225,-3.67525,-2.69825,409.95
1,11.75,0.5750457965,3.070704651,-2.76071849975,8.9625,-9.8125,-3.4585,77.19,0.19724,90.8,9.19,-5.4835,20.70705,21.4141,-2.85425,4.112,-4.105875,-3.104625,-2.85075,-3.72475,-3.68575,-2.692,408.125
1,12.25,0.58739397875,3.04333745525,-1.6368731735,12.055,-9.9275,-3.4795,77.52,0.22645,90.8,12.435,-6.899,28.3905,29.771125,-2.8705,3.79625,-4.093,-3.1205,-2.818,-3.7205,-3.6565,-2.6705,407.45
1,12.75,0.66713769675,3.122575,-2.41688,15.08,-10,-3.477,76.9275,0.193490973,90.8,14.67,-6.7005,32.798,34.4285,-2.8545,3.957,-4.06975,-3.119875,-2.853,-3.717,-3.704,-2.68,408
1,13.25,0.57930392525,2.4077683305,-2.4737775,16.4575,-10.02,-3.535,77.2275,0.2124946725,90.8,15.55,-7.552,33.96635,37.94125,-2.8655,4.058,-4.057875,-3.11875,-2.82475,-3.7135,-3.71975,-2.65825,408.6
1,13.75,0.630314996,3.16021,-1.077306576,14.42,-10.4325,-3.497,77.15,0.2135107445,90.8,13.9,-8.3625,29.416775,35.20155,-2.89975,3.947,-4.06425,-3.126375,-2.82175,-3.74025,-3.73925,-2.65925,409.7
1,14.25,0.6857380695,2.499581977,-1.79958,9.39,-10.11,-3.5,76.915,0.211394607,90.8,10.12,-6.7615,21.4579,26.9774,-2.94725,4.073,-4.0945,-3.121125,-2.83375,-3.76875,-3.76075,-2.63325,409.7
