DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,1.027621,-1.77960125,47.9873875,0.4738407,4.60460000000004,99.0882575,100,2.4027815,6.374311,1.47824620022304,1.20295207988504,0.6170468279462
1,0.75,2.08616725,1.60109999999999,53.62012,0.52564235,4.03640000000002,99.066135,100,2.31780375,6.760004,1.5104623107111,1.15763946934576,0.612611228935683
1,1.25,1.36085875,-1.65272975,65.49434,0.54180625,4.43475000000002,99.05603,100,2.308415,7.1755975,1.61785690786249,1.1693248902891,0.649308477036493
1,1.75,1.055587675,5.22194125,48.9438375,0.53326045,4.74745000000002,99.050535,100,3.9645645,7.52840925,1.67107008161589,1.22999315582454,0.655338215541561
1,2.25,1.3005793,3.73063599999999,45.3067499999999,0.5451074,4.94105000000001,99.0830525,100,4.9217455,7.200489,1.66924461205633,1.32679926913419,0.655108236614251
1,2.75,2.524884,5.292595,45.82757,0.4603615,5.26330000000002,99.03219,100,3.17914,6.76737,1.58184811763664,1.26765414727661,0.623862416428871
1,3.25,1.265546,1.159595,46.918965,0.51336975,3.50090000000001,99.16402,100,2.24741775,6.9775,1.55521486375006,1.25835692509192,0.63291908746284
1,3.75,1.57028975,6.433025,44.4837725,0.49347335,3.61650000000004,99.1774875,100,3.2412015,6.6870665,1.60474177361967,1.21980152789627,0.611519873767901
1,4.25,1.248224,3.94228449999999,38.1106,0.44819485,5.72430000000001,99.17348,100,5.0247785,6.15726125,1.4290199186925,1.1753304325873,0.534401994170764
1,4.75,1.480522,6.636347,40.11668,0.45646525,5.94175000000003,99.1694,100,2.134236,6.17248125,1.35668625972005,1.02728315351288,0.557696904671166
1,5.25,1.33351,4.81870875,31.6414875,0.45709365,6.3297,99.16574,100,4.43676374999999,5.9501615,1.36443233479002,1.05286007028721,0.53815958558559
1,5.75,2.07352075,-2.753852,29.023575,0.4476134,8.96220000000003,99.1672975,100,1.927778,5.893512,1.24622588641838,0.891329590569377,0.518340333613812
1,6.25,4.563147,1.6408775,27.9387875,0.421403925,8.53000000000001,99.18936,100,2.090841,5.61820975,1.22309763975581,1.0307975524501,0.486450459304422
1,6.75,1.70847,-0.5122453,32.42725,0.397566275,8.09940000000003,99.23532,96.285775,3.16816625,5.07996,1.12256312048308,1.01237476148479,0.513975567079671
1,7.25,1.772927,1.46622992499999,53.1707475,0.39909,8.10730000000001,99.2655875,96.6147625,2.55743,5.2799525,1.11882430734028,0.869189768667976,0.515920416896716
