DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,456.62096725,10.1758085,3112.861636,1.98994825,46.78802175,-3.8266925,5.553094,1.434892,0.208575,0.440951,0.238721,102.5155,96.6,7.856,1.4229315,17.351544,0.5071555,8.64075,8.3706665,8.5375,9.1633335,9.7733335,11.777,-8.3822495,0,0,-0.507246,1.615385,339.308924,349.783483,-0.00058625
1,0.75,454.2269585,10.302672,3077.638352,1.60435,43.3366,-2.831564,3.296018,1.4345525,0.2057335,0.447429,0.2476215,102.5,96.75,7.652,1.3140185,17.127167,0.507116,8.6425,8.3721665,8.5383335,9.1683335,9.776667,11.777,-8.186205,0,0,-0.507246,1.538462,337.8792205,349.09822,-0.000508
1,1.25,455.391945,10.274847,3071.11189125,2.083425,38.002934,-2.6343875,5.3697605,1.47031,0.207194,0.458926,0.258361,102.49525,97,7.453,1.3004155,17.099188,0.458434,8.6491665,8.3825,8.5425,9.1691665,9.7783335,11.777,-8.0129175,0,0,-0.507246,1.538462,335.293036,349.1151705,-0.000456
1,1.75,458.05741225,10.2851325,3090.78553875,1.982851,46.818312,-2.19250025,1.341756,1.4700365,0.215514,0.4787525,0.255765,102.50775,97.1445,7.517,1.208604,17.0085175,0.4828285,8.6466665,8.389667,8.541833,9.1708335,9.775167,11.777,-7.87506,0,0,-0.507246,1.510031,334.558817,348.6315925,-0.0001505
1,2.25,457.5122175,10.18264325,3205.485879,1.4802555,40.737388,-2.074276,2.790494,1.373795,0.21642,0.452991,0.245806,102.52,97.2,7.328,1.156165,16.948165,0.46599225,8.64,8.36,8.528333,9.17,9.776667,11.777,-6.690351,0,0,-0.434783,1.461538,335.532272,348.224375,1.2e-05
1,2.75,456.960304,10.14142,3159.896723,1.531052,38.901111,-0.21086,2.386579,1.317441,0.199389,0.450412,0.229649,102.52925,97.1,7.276,1.058529,16.747734,0.468358,8.63,8.351667,8.534667,9.165,9.776667,11.777,-6.133745,0,0,-0.362319,1.461538,336.673632,346.819815,-0.00042375
1,3.25,455.604022,10.209974,3174.41681825,1.78205775,42.19011875,-1.2042535,3.011035,1.387619,0.207696,0.45089,0.24381,102.535,97.4,7.0115,1.02283325,16.707025,0.482917,8.612375,8.31033325,8.51350025,9.14625,9.773583,11.777,-5.914713,0,0,-0.362319,1.461538,337.039366,346.92724825,-0.000464
1,3.75,457.5470435,10.094233,3322.979045,2.0231125,38.34150025,-1.1910355,3.573182,1.36025725,0.1918325,0.4720595,0.2341785,102.518,97.5,6.864325,1.039144,16.649587,0.453749,8.6,8.297,8.50741675,9.1458335,9.76750025,11.777,-4.918404,0,0,-0.289855,1.384615,338.745707,347.08688825,-0.0007635
1,4.25,457.023819,10.076147,3293.24446475,1.8630205,47.083065,-2.953444,4.16276425,1.35504775,0.21233425,0.458034,0.24864475,102.512,97.4,6.8382,1.02738,16.449326,0.44620775,8.612875,8.30700025,8.504417,9.15125025,9.76349975,11.777,-4.34164075,0,0,-0.217391,1.384615,337.6792825,346.97770725,-0.000715
1,4.75,451.5851195,10.38685625,3226.220719,2.23188125,52.3341145,-1.924107,4.77953625,1.33970875,0.20426325,0.468617,0.232065,102.519,97.525,6.7115,0.95567375,16.48022825,0.4371095,8.612583,8.31225025,8.50375025,9.15125,9.77166675,11.777,-5.32511625,0,0,-0.289855,1.40384575,337.6294945,347.63352575,-0.000459
