DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,469.6735,0.304065111064433,2.428705,0.7768225,2783.6,103.4228,42.88854,24.6064,8.90797269417096,5.36428769999998,6.1746466,-0.203020025,45.0681475,102.40824,99.5964653497078,23.9314,0.765465740665227,23.5465,0.609110007261521,415.620592915605,435.760922834819,-0.2269,2.9768,-3.24729999999998,23,22.244,23.334,23.2865,24.672,24.328,24.577,0.007638862,1.25915356890816,0.4574914,0.876448828571978,0.524778479073064,4.35685
1,0.75,470.766875,0.337870247531646,3.48229,0.823749875,2872.187,352.204250000001,14.71658,24.728935,8.92767698880673,5.94223829999999,5.4204441,-5.20524000000001,36.9896025,102.39874,99.9461827189433,23.85225,0.628714056024468,23.64625,0.696640942351386,417.040826760802,434.482871995128,-0.0840000000000005,3.207,-3.74570000000001,22.996,22.065,23.033,23.074,24.51,24.2095,24.565,0.0101781155,1.22959757564985,0.459792275,1.03077991693416,0.541387345081693,4.78042499999999
1,1.25,473.695,0.300050834830939,3.388914,0.854215,2973.317,34.5771575,29.22313,24.5332,8.90110978151825,4.90580999999998,4.6771319,-8.160599,37.8558,102.3988,99.99,23.85725,0.58585174754253,23.595,0.655057799653023,427.194417985461,433.747670565887,-0.1158,2.8278,-3.3015,22.912,22.017,22.702,22.888,24.363,24.207,24.545,0.00654845374999999,1.20844289184151,0.4969456,0.98396464330306,0.582284392568865,4.89204999999999
1,1.75,479.2813,0.369685281871938,6.54792699999999,0.788181699999998,3024.131,108.0829,36.6946799999999,24.64206,9.57391841265575,4.59514019999998,3.9431591,-4.23955450000001,28.788695,102.35132,99.99,23.852375,0.439891544728931,23.6215,0.62169344851867,424.496407439459,433.241495698663,0.0841999999999986,3.0517,-3.08059999999997,22.844,22.1095,22.415,22.6975,24.176,24.0995,24.56,0.0102255495,1.16245378255231,0.41903885,0.967628632931896,0.548689303479236,4.94179999999999
1,2.25,477.5972,0.375422166972453,2.818979,0.922795299999998,3290.0605,65.6121000000001,66.1150199999997,24.55636,9.12376235510959,4.41338549999998,3.2190421,-3.094275,42.883575,102.31634,99.99,23.77715,0.492143663809186,23.597,0.612159523103947,413.993265551689,432.549962214188,0.0133999999999968,3.2603,-4.28740000000001,22.965,22.154,22.314,22.559,24.001,24.111,24.535,0.00567612699999999,1.23755873878643,0.504082474999999,1.00081880478731,0.607350602706665,5.385775
1,2.75,483.944525,0.398735089695862,5.74407425,1.07693925,2856.00625,60.7227825,21.9175275,24.4646375,9.186870054506,7.04481669999999,2.5074769,-3.212153,101.08583,102.35006,99.99,23.80995,0.368674479741377,23.625,0.606869100219428,415.700574446499,432.117475940577,-0.292800000000001,3.1323,-4.00130000000003,22.913,22.1045,22.126,22.4275,23.722,24.042,24.506,0.00806110999999998,1.4309490139892,0.540029574999999,1.03172129403745,0.633226773226912,4.73215
1,3.25,482.469975,0.563036887896604,2.86559325,1.191954,3230.29,44.5287,36.18902,24.449595,7.28048075489789,5.25786459999999,1.8102057,-3.71318,35.082025,102.34397,99.99,23.62005,0.513776955732566,23.64075,0.619353108640368,422.384450529516,431.519826285394,-0.2028,3.0205,-3.15489999999998,22.9425,21.8685,22.0575,22.349,23.47,24.091,24.50375,0.0049185445,1.42365228626925,0.4769875,1.0687338178403,0.575037601858702,4.77105
1,3.75,477.681625,0.417930689535456,2.96173249999997,1.1780605,3064.385,46.6963875,17.6940125,24.437065,8.08848224848244,3.66159189999998,1.1305591,-0.33935667,53.67895,102.34553,99.947305655791,23.6124,0.441280630848175,23.64925,0.598147804886931,422.482987597225,431.837155673113,0.1598,2.8679,-3.28269999999997,22.71,21.866,22.13,22.1895,23.3375,23.9655,24.48125,0.00751075424999998,1.34868220881248,0.4978002,1.01448239370921,0.598146632840058,4.85605
1,4.25,480.32715,0.425883694942059,3.337505,2.090831,3600.9895,51.345405,57.1129224999999,24.057975,8.76371034100018,3.37894039999998,0.476477169999995,-1.40884525,62.3732274999999,102.35474,99.99,23.50275,0.460115032432362,23.57875,0.600245497034567,422.299297969735,431.047242394003,-0.0779000000000034,2.8916,-2.80489999999998,22.751,21.8285,22.05875,22.236,23.2075,23.7735,24.43625,0.00904611224999997,1.20656288170837,0.4668893,0.982051706410482,0.583863958418464,4.905725
1,4.75,491.00975,0.375798390243449,2.846688,1.934272,3369.3385,20.1320375,17.99428,24.2360025,9.25042116390792,3.08413219999998,-0.142341350000005,0.0134159999999603,67.9039149999997,102.37179,99.99,23.46775,0.66858278321441,23.50775,0.598346363818799,422.542945375195,430.800210430687,-0.247400000000001,2.9359,-2.8351,22.52,21.9715,21.992,22.198,23.169,23.6615,24.453,0.00605388199999997,1.46701048912948,0.4976494,1.09961043697787,0.625828493484475,4.842625
1,5.25,475.069,0.380327490460524,2.63631,0.827779,3170.1775,36.501375,15.44446,24.1171225,9.84000815253941,2.77978609999998,-0.737184610000006,-1.14083499999999,57.77365,102.38373,99.7700343066485,23.639725,0.647024978321511,23.42225,0.564597321329209,421.41852662647,430.386064656325,-0.1686,2.927,-2.58899999999999,22.822,21.723,21.847,22.03,23.067,23.5445,24.384,0.00343469674999999,1.39532605481027,0.4953565,0.978571053781204,0.60447956973077,4.75029999999999
1,5.75,476.63555,0.36573304436402,3.3003685,0.5185229,3041.29475,150.1015075,31.3302224999999,23.946355,9.38984430878354,2.46831359999999,-1.30699967000001,1.29306807499999,52.4214424999999,102.45218,99.99,23.292625,0.565870512024677,23.213,0.551127454038701,420.314441412918,430.286799758933,-0.00740000000000253,2.959,-2.57889999999997,22.77725,21.7465,21.902,21.989,23.095,23.436,24.372,0.00142240425,1.33435200054783,0.481808525,1.08416519990331,0.586190309056352,4.66222499999999
1,6.25,489.292525,0.446284236592694,3.36677249999999,1.40459875,3363.108,34.82337,26.3580599999999,24.049315,9.42544656456917,2.15183359999999,-1.84888529000001,0.901742049999985,41.0137599999999,102.47252,99.9318331856643,23.24245,0.479558541658752,23.1,0.545354553712609,417.342590136989,429.127838333733,0.318399999999999,3.0251,-2.65290000000001,22.691,21.509,21.82275,21.919,22.94225,23.4145,24.404,0.00374314999999999,1.32731964025215,0.456410925,0.903384138510893,0.576908812070035,5.05244999999999
1,6.75,486.61435,0.31296233230967,4.9668805,0.784932575,3973.53025,309.463425,20.749315,23.9048475,8.58008324562092,4.94244609999995,-2.23024870000001,1.51069000000001,62.1511900000001,102.49763,99.99,23.1981,0.40662682404138,23.201,0.570186253401967,418.45991298142,428.553576347201,0.481999999999999,3.0036,-1.39249999999997,22.6565,21.4975,21.756,21.889,22.853,23.365,24.344,0.00392027249999999,1.44879121614917,0.5356325,1.11112288744315,0.626530184751388,4.82132499999999
1,7.25,483.31705,0.453924249226999,3.981153,0.701657449999999,3216.005,28.7965675,17.66106075,23.778895,8.95803210478182,4.90153659999993,-2.58087710000001,4.802825,47.4391,102.51869,99.99,23.1226,0.494992164245266,23.35325,0.608253116676274,418.262637467469,429.761586756679,26.277,6.073,6.9444,23.421,21.9065,21.711,21.8685,22.8,23.258,24.325,0.002999468,1.32130841340015,0.520364999999999,0.944115783288394,0.587969114349952,5.11149999999999
