DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT,LW_IN,LW_OUT,NETRAD,SW_IN
1,0.25,363.3450711,4.0776053825,0.542777647,2.400840007,-5.56214,0.16323,1.7271168055,0.598315153,0.6095296845,0.2513710435,98.548507055,-3.963554009,0.3552929,0.1047401,0.8757486,-5.82772,-4.273899,-5.2257215,0,275.0777,293.5581037,-11.9714,0
1,0.75,363.4968433,4.077237411,0.51932,1.923438536,-6.25604,0.165697083,1.789349813,0.593331562,0.6010790625,0.259291273,98.60235851,-4.192213579,0.35328575,0.1038059,0.8672962,-5.782076,-4.288004,-5.222564,0,274.5125,293.227,-12.3782673,0
1,1.25,363.2371002,4.104978682,0.46923,1.695051704,-5.8872369535,0.17255777,1.7419810875,0.57186,0.595883922,0.259680125,98.58700938,-4.311065509,0.3498698,0.10163795,0.8590823,-5.934125875,-4.398021,-5.2251505,0,276.1238,292.8498,-12.261527,0
1,1.75,363.8815279,4.166322656,0.515880332,1.827943302,-6.126503221,0.17123,1.838368365,0.585645749,0.5914193175,0.2683876895,98.57235295,-4.569884105,0.34897125,0.09765773,0.8500896,-5.954758,-4.413572,-5.285841,0,276.0119121,293.6698,-11.5790493,0
1,2.25,363.32306015,4.082574435,0.5097454,2.196602942,-6.659654918,0.17566,1.651000379,0.58168,0.58133,0.26158,98.5677111,-4.4300598345,0.3464437,0.09416866,0.841266,-6.0301355,-4.410861,-5.326983,0,274.03665995,292.73158065,-10.3374,0
1,2.75,362.8065488,4.0095901775,0.4565386145,2.3787671485,-5.535043023,0.161493842,1.741750174,0.57881,0.59113,0.25863,98.563717495,-4.487182494,0.3447174,0.09242936,0.832277,-6.059875,-4.406124,-5.350936,0,276.5843015,291.812,-10.1801,0
1,3.25,363.41116765,4.1213266585,0.47170238,2.5144176225,-5.85328169,0.1643557125,1.7539881375,0.6013487535,0.605686675,0.2510297755,98.56035496,-4.765152595,0.3409746,0.0909821,0.8145468,-5.994049,-4.350639,-5.315258,0,276.9348,292.2567,-10.46298,0
1,3.75,363.2385112,4.090192208,0.51974905,2.189138078,-6.19464,0.1731426605,1.7104798395,0.604462788,0.573204452,0.25377,98.574503825,-4.7043321315,0.3393228,0.08952187,0.809441,-5.998555,-4.418228,-5.318283,0,274.5131,290.703893,-10.2249,0
1,4.25,363.66152395,3.992881016,0.4975971915,1.9209404835,-5.566196488,0.173963939,1.739856121,0.588215935,0.58141,0.250128541,98.55297626,-4.760641802,0.3358113,0.08809665,0.8044453,-5.911832,-4.396785,-5.353876,0,274.5247,291.1008,-10.8219,0
1,4.75,362.6697789,4.061873179,0.55512201,1.597261249,-4.695159336,0.17014,1.7081153595,0.5663853305,0.569132612,0.25296917,98.57735011,-4.811110546,0.3336389,0.0869619,0.7985608,-5.951525,-4.464262,-5.3473105,0,274.6449,290.3679,-10.100864,0
1,5.25,363.6161389,4.039778173,0.542701753,1.7329085565,-5.236385581,0.1695941,1.677339631,0.58657,0.56524,0.258342819,98.57436491,-4.878575662,0.332368,0.08616867,0.78971465,-5.9032265,-4.434087,-5.333533,0,277.2712,290.9745,-9.67854,0
1,5.75,363.35060395,4.0580194585,0.468338825,1.985599497,-5.229782812,0.170300492,1.687777757,0.56576,0.58346,0.25256,98.5701246,-5.110119889,0.329446,0.08517286,0.78079065,-5.8636455,-4.4514945,-5.318091,0,278.5455745,292.8161,-8.54771,0
1,6.25,363.21362925,4.124862676,0.5102151165,1.7384480475,-4.9179,0.161877609,1.671450539,0.55322,0.570771378,0.245844511,98.602797575,-5.196465832,0.3272932,0.08345586,0.77223105,-5.714923,-4.468113,-5.311961,0,277.6561,293.0052159,-8.2046,0
1,6.75,363.25074735,3.9819050205,0.580118617,1.570647936,-5.1517554795,0.1660314285,1.708137343,0.566351839,0.5864,0.24208,98.5984,-4.714971232,0.3267358,0.08275603,0.76553275,-5.804306,-4.457305,-5.356593,0,278.4768,292.0343,-8.23497425,0
1,7.25,363.4499986,3.978799485,0.587659874,1.609308148,-5.00363,0.1836392255,1.767635411,0.580925885,0.595205572,0.250151672,98.6178,-5.152665671,0.3254717,0.08438341,0.7628011,-5.723202,-4.495429,-5.292963,0,281.30035,293.0839927,-8.70215795,0
1,7.75,363.9676343,3.9647352595,0.513564827,1.509253735,-4.463766462,0.18136,1.68647,0.591331684,0.59843329,0.264848839,98.5877114,-4.775932186,0.3278798,0.094520835,0.74807755,-5.685363,-4.492395,-5.2140335,0,281.8604,294.0050531,-9.3634,0
1,8.25,363.5303236,3.966295147,0.485391925,1.746577266,-4.2094563715,0.183333986,1.757725783,0.60995152,0.6167211155,0.269320219,98.63740777,-4.829473228,0.3321731,0.09008452,0.7489108,-5.6397735,-4.4623935,-5.208243,3.32797,281.24675,293.6996,-5.68031294,5.11575
1,8.75,364.12084445,3.9587729065,0.439514673,3.4432043405,-2.343112204,0.183567756,1.710069064,0.610044949,0.643486071,0.27469,98.68569334,-5.024985121,0.32954725,0.089726825,0.7417771,-5.7505505,-4.501669,-5.2078525,12.60689,280.2208,295.1507,3.8882415,24.50937
1,9.25,364.4781445,3.960924393,0.419509859,6.003673534,-1.036097424,0.2127481535,2.02092,0.703158738,0.68268814,0.29573108,98.66811829,-4.748714249,0.332892,0.083932805,0.7426664,-5.648244,-4.492367,-5.2317715,29.013672265,279.6122,296.7826221,16.28196,48.49343
1,9.75,364.21163515,4.097356796,0.332339127,8.222239186,2.8698375745,0.22103,2.0219,0.74766,0.74692648,0.326658971,98.640114635,-4.5782407445,0.33607615,0.087664295,0.7426425,-5.74322,-4.491251,-5.214367,45.58194195,279.0221,298.84392425,32.098053,85.71115
1,10.25,362.9838902,4.0615985435,0.266832443,11.9197463,5.887170425,0.236367569,2.26653,0.805041764,0.780085388,0.33677,98.654261455,-4.154971302,0.3355892,0.096631115,0.74359995,-5.687859,-4.495228,-5.2285395,66.547948005,277.79773735,301.3696588,50.767565,113.108
1,10.75,363.9542892,4.115471206,0.160850521,12.56743823,13.252960715,0.249609339,2.330953392,0.87176,0.883909743,0.36525,98.67177941,-3.509838874,0.3382691,0.09804322,0.7522107,-5.6968,-4.459662,-5.182381,76.190415,278.8557,303.6528603,67.69006,139.9369
1,11.25,363.83576165,4.163112785,0.171823574,15.42256034,15.96729793,0.256019023,2.446026668,0.908332805,0.939246532,0.366947873,98.68676302,-3.014909335,0.33861135,0.09855554,0.74922455,-5.503075,-4.261002,-5.1060845,86.72514,276.76975,305.8721,85.471,163.8802
1,11.75,363.6311368,4.1351360795,0.110719647,17.78133114,16.68835723,0.27479,2.53283,0.937842216,0.93987,0.385783102,98.67459056,-2.660464687,0.3411346,0.09932525,0.74827445,-5.3127075,-4.1025945,-4.9785255,97.66198603,273.35255,307.12,92.03388,178.9904
1,12.25,363.702424,4.094258831,0.046325579,17.54276362,17.44694278,0.266585537,2.64393536,0.92383,0.955847851,0.383121683,98.66693872,-2.5618036745,0.3383156,0.1081009,0.7312028,-5.2057895,-4.118376,-4.844614,96.483625,273.8009663,307.989,97.0857,195.5595
1,12.75,363.668457,4.1323186365,0.154048737,17.34715996,18.894567065,0.2660419435,2.575313248,0.92521,0.956579191,0.375496304,98.650191795,-2.517892867,0.3438526,0.1142103,0.73654385,-5.182418,-3.944085,-4.886576,99.414745,272.94505,309.26485905,100.775182,188.1968
1,13.25,363.8374478,4.254972355,0.06980406,17.584547975,17.45182575,0.267302486,2.620209134,0.9222625525,0.9275491,0.3788741405,98.58830738,-2.257055963,0.34424285,0.11722775,0.7490393,-5.1518095,-3.753671,-4.798467,94.26506,274.6693,309.5829,95.64217,188.2291
1,13.75,364.2789469,4.252758321,0.095135079,17.59642272,18.48876692,0.268245,2.61268,0.934137826,0.967772694,0.374734169,98.56479115,-2.0993975825,0.3408477,0.1208237,0.7526791,-5.015931,-3.689966,-4.7698625,89.62736,275.0037,310.2231,86.8758,169.0367
1,14.25,364.1819197,4.278608279,0.1957037785,17.159887795,15.065150295,0.2735876315,2.564194376,0.90553,0.9531315,0.382971598,98.54303103,-2.029847877,0.3442325,0.1232255,0.7550467,-4.953029,-3.6769005,-4.5724335,80.0677,276.4776,310.1733207,76.53795,166.3673
1,14.75,363.4744034,4.263104613,0.118014748,16.98634664,12.1445,0.2750975,2.453635,0.9127182025,0.951466468,0.380278563,98.54301324,-2.168463245,0.3424207,0.1243178,0.7584279,-4.951422,-3.681343,-4.62211,67.294135,273.75695,309.1665,65.122955,151.4523
1,15.25,363.7510467,4.329262637,0.2606625665,13.58379605,7.49578,0.254595483,2.460417767,0.88823,0.8993942265,0.371995497,98.51804105,-1.957174407,0.34592765,0.1149391,0.79180875,-4.948532,-3.590308,-4.6724545,60.08935895,276.9588546,308.4844068,49.969625,134.81275
1,15.75,364.46862105,4.343431338,0.29749105,13.20415522,2.8929218225,0.240261133,2.4307305975,0.834399183,0.859565,0.343560976,98.482006325,-1.782845542,0.34713725,0.1233751,0.777844,-4.887425,-3.630397,-4.5616785,46.06438,276.0654,307.7275,31.5838,98.255005
1,16.25,364.0885827,4.355501518,0.364995064,10.21074982,-0.505240196,0.241907777,2.4949799365,0.80393,0.823336991,0.339040685,98.49727925,-1.663640751,0.3455672,0.1242307,0.79404835,-4.936222,-3.5405565,-4.565833,30.32704,276.9643,305.3817,16.230574,64.345985
1,16.75,363.96200825,4.345810687,0.46605934,8.4293501325,-4.949570128,0.22406,2.330487322,0.757678554,0.78239,0.316528909,98.52314589,-1.7091973345,0.34624,0.12331445,0.8023582,-4.917801,-3.481064,-4.597731,16.34,277.6015973,303.25811415,0.560726,34.57486
1,17.25,363.70981005,4.3327890705,0.570586786,5.214057082,-7.573250312,0.210285561,2.167033589,0.703589457,0.722828434,0.28995,98.569382005,-2.181861818,0.3466353,0.1211923,0.8031589,-5.016215,-3.4503755,-4.769003,4.8362515,277.60963185,300.8047629,-11.19520785,10.22358
1,17.75,363.2269706,4.425183417,0.5588957205,2.8453472475,-7.630470804,0.195456999,1.990088566,0.643057584,0.6615,0.27448,98.55090468,-2.307116362,0.345,0.116882,0.8031312,-5.141634,-3.624887,-4.806442,0,274.16391485,298.584,-15.691411,0
1,18.25,363.1633612,4.38399667,0.545283964,2.488340158,-7.830490664,0.185905,2.004709259,0.62954073,0.64152,0.26383,98.62707468,-2.8235835075,0.3438319,0.1124079,0.8065742,-5.2186,-3.7342605,-4.876856,0,276.02605,297.3528814,-15.45372455,0
1,18.75,363.1478102,4.353164534,0.5439396605,2.078675,-8.0716242635,0.1800941695,1.86828,0.620751878,0.6558,0.26369,98.62133026,-3.0397626825,0.3420788,0.10933115,0.8094205,-5.2835545,-3.884534,-4.895548,0,276.3416,296.134,-16.1022,0
1,19.25,363.0840953,4.278076596,0.527543931,2.222281116,-6.6920587115,0.16683813,1.82689,0.578358813,0.58446,0.249285819,98.640328185,-3.1588150405,0.33699545,0.1078737,0.811543,-5.359101875,-3.9219965,-4.9231915,0,274.0424,296.3644,-15.1941,0
1,19.75,362.8598113,4.184614463,0.527164392,2.470588367,-6.5572183555,0.167725,1.883807206,0.58702,0.600248969,0.26162364,98.677249285,-3.2363666115,0.33487575,0.1066278,0.8138932,-5.413027,-3.9459155,-4.9534395,0,278.1585919,296.4034,-15.0225,0
1,20.25,363.36394805,4.1272416625,0.49651,2.323342181,-6.6629791685,0.169273596,1.864569468,0.575207478,0.58378,0.259794446,98.67021795,-3.2844560925,0.33379225,0.1028857,0.8157071,-5.433531,-3.942064,-4.968049,0,279.8173,295.923,-15.1433209,0
1,20.75,362.6865136,4.041630721,0.4885868495,2.75483,-6.878439918,0.16971,1.797667975,0.5760440815,0.5782681815,0.253211463,98.70001938,-3.495449548,0.3341892,0.1043479,0.8170493,-5.374997,-3.9903575,-4.988404,0,279.542,296.4463845,-14.4735085,0
