DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,RH_1_2_1,CO2_1_3_1,SG,WS_1_2_1,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD_1_2_1,PPFD_IN_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,G_1_2_1,G_1_2_2,TA_1_6_2
1,0.25,2.145,92.89,0.54255,1.112,2.389,2.5013,2.902,2.56,-1.138,-3.723,-5.0441,-3.2959,-3.695,-4.18,1.474,1.446,1.463,389.65,7.0465,409.5,0.119848,0.3766,-6.88324,0.7607205,0.02052045,-3.811,0.05800085,-0.9207,1.633,1.8705,1.9605,3.769,4.055,4.024,1.378,-9.88,-6.526,0,2.318,0,0,0.7255,0,0.473,16.545,0,3.355,3.6684,4.08,5.043,5.986,100.03,5.18295,1.454,315.014,324.185,98.2175,408.6475,-3.68912,1.29454,0.406627,0.450871,0.18971,0.117926854,0.254028,-4.08522,0,0,0.705365,-4.06081,-1.187295,1.85237
1,0.75,2.1581,93.05,0.5482,1.072,2.3456,2.53,2.901,2.576,-1.141,-3.7075,-5.1477,-3.32305,-3.763,-4.18015,1.29,1.484,1.516,389.4,7.08211,408.8,0.1133,0.2558,-7.5703,0.7773305,0.04041375,-4.01,0.01074,-0.8694405,1.611,1.728,1.938,3.733,4.122,4.0675,1.3925,-10.225,-6.139,0,2.322,0,0,0.76845,0,0.4789,16.545,0,3.356,3.657,4.0789,5.045,5.9899,100.03,5.19776,1.4285,316.183,324.405,98.1461,408.2315,-3.63165,1.27366,0.4124,0.4519995,0.195097,0.133449001,0.2688475,-3.981695,0,0,0.71749,-4.107415,-1.28259,1.7869
1,1.25,2.2306,92.78,0.5784,1.156,2.3361,2.485,2.873,2.5527,-1.137,-3.6851,-5.15705,-3.3116,-3.77425,-4.1705,1.087,1.388,1.416,390,7.05496,409.25,0.1213,0.4534,-8.08368,0.846066,0.0235138,-3.943,0.0495862,-0.783924,1.5,1.7115,1.9055,3.757,4.215,4.12,1.387,-10.3435,-8.092,0,2.324,0,0,0.6706,0,0.4696,16.545,0,3.341,3.657,4.0723,5.0427,5.9848,100.045,5.160395,1.489,316.2885,324.4,98.11000061,409.018,-3.59224,1.2784,0.414982,0.450963,0.19097,0.135723416,0.255063,-3.58405,0,0,0.67462,-4.061205,-1.47253,1.802
1,1.75,2.15,92.73,0.652,1.172,2.324,2.4852,2.851,2.547,-1.1379,-3.6842,-5.1032,-3.3084,-3.775,-4.18505,1.111,1.19,1.21,389.75,7.02294,408.05,0.120321,0.4556,-8.464,0.854,0.0178419,-4.011,0.110389,-0.67,1.479,1.876,1.984,3.787,4.172,4.1335,1.3985,-12.145,-6.356,0,2.325,0,0,0.63435,0,0.4742,16.545,0,3.326,3.658,4.0814,5.044,5.992,100.047,5.184,1.459,316.6555,324.7525,98.30715,408.729,-3.61217,1.27268,0.4370455,0.4604605,0.194477,0.127707,0.2470205,-3.60226,0,0,0.6772525,-3.967635,-1.567625,1.92203
1,2.25,2.2894,93.04,0.5624,1.154,2.2916,2.5073,2.834,2.5479,-1.1386,-3.7261,-5.103,-3.30835,-3.7707,-4.1477,1.07,1.102,1.189,389.5,7.046,408.2,0.1252865,0.22805,-8.66916,0.8292585,0.00261141,-3.966,0.0928134,-0.615,1.61,1.949,2.046,3.766,4.212,3.994,1.394,-9.658,-6.432,0,2.328,0,0,0.6199,0,0.4653,16.545,0,3.3387,3.627,4.0869,5.0456,5.999,100.065,5.084965,1.528,316,324.6025,98.23699951,409.19,-3.68616,1.3047,0.4432555,0.467234,0.208602,0.118683,0.250503,-4.07065,0,0,0.725175,-4.06047,-1.47261,1.97208
1,2.75,2.28245,93.06,0.6578,1.162,2.332,2.4913,2.853,2.5163,-1.1387,-3.731,-5.1316,-3.3814,-3.774,-4.1715,1.123,0.9978,1.039,389.85,7.02365,407.65,0.118693,0.3242,-6.8541,0.7394355,0.0278915,-3.876,0.00176972,-0.8076,1.5225,1.8995,1.964,3.829,4.397,4.0735,1.3775,-10.1675,-6.147,0,2.338,0,0,0.6581,0,0.4686,16.545,0,3.3245,3.625,4.0907,5.0421,5.9883,100.075,5.13,1.4725,314.6815,324.534,98.1235,409.14,-3.50944,1.22225,0.426788,0.47139,0.1939765,0.115972,0.2553,-3.68352,0,0,0.705265,-3.96828,-1.37624,2.02311
1,3.25,2.19465,93.14,0.61135,1.185,2.296,2.487,2.829,2.5242,-1.1429,-3.7009,-5.0995,-3.4027,-3.82185,-4.2075,1.418,0.9544,0.9554,384.2,7.057385,408.45,0.121918,0.144573,-7.33852,0.661724,0.04202675,-3.921,-0.1139,-0.8107,1.511,1.988,2.056,3.94,4.284,4.173,1.37,-13.155,-5.367,0,2.337,0,0,0.6937,0,0.4768,16.545,0,3.3108,3.599,4.0933,5.046,5.9881,100.05,4.99316,1.408,315.8395,324.465,98.3971,410.327,-3.50714,1.258965,0.4258165,0.4694765,0.2070785,0.102246975,0.2684045,-3.76683,0,0,0.613848,-4.24514,-1.471105,2.01019
1,3.75,2.1589,93.18,0.5811,1.14,2.2821,2.4592,2.815,2.5513,-1.136,-3.694,-5.1619,-3.4014,-3.8315,-4.221,1.174,0.9656,0.9179,389.8,6.986,407.6,0.114727,0.12925,-6.74838,0.802357,0.00830449,-3.841,-0.1398,-0.89795,1.624,1.996,1.9105,3.871,4.195,4.1145,1.3585,-9.053,-5.448,0,2.338,0,0,0.6574,0,0.4675,16.545,0,3.2985,3.624,4.1044,5.0504,5.9971,100.058,5.05496,1.438,314.3965,324.3,98.444300425,409.213,-3.60662,1.24472,0.4106475,0.4605905,0.193961,0.111396,0.2415685,-4.171455,0,0,0.65987,-4.24515,-1.56719,1.84653
1,4.25,2.148,93.34,0.56235,1.157,2.2585,2.4439,2.835,2.5428,-1.1368,-3.735,-5.1501,-3.39505,-3.8645,-4.1924,1.125,0.9808,0.9513,389.7,6.98164,407.6,0.105812,0.2753355,-7.175495,0.767702,0.0245595,-3.865,-0.008627,-0.8167105,1.616,1.9,1.977,3.824,4.281,4.108,1.2455,-8.7855,-4.803,0,2.339,0,0,0.6335,0,0.4673,16.545,0,3.2794,3.6345,4.109,5.0489,5.994,100.03,5.126,1.426,314.7885,324.2,98.3845,408.7275,-3.620725,1.205845,0.410616,0.458125,0.192668,0.1132048915,0.245493,-4.03945,0,0,0.664638,-4.24547,-1.519665,1.91661
1,4.75,1.967,93.47,0.49045,1,2.2217,2.4053,2.88,2.5258,-1.1425,-3.769,-5.1446,-3.4055,-3.8325,-4.241,1.006,0.9706,1.02,389.7,6.94912,408.6,0.108047,0.1915995,-6.933125,0.7584555,0.0344246,-3.897,-0.0391043,-0.927176,1.678,1.796,1.94,3.891,4.324,4.093,1.3495,-9.717,-4.955,0,2.339,0,0,0.6317,0,0.4671,16.545,0,3.2673,3.627,4.0999,5.047,5.997,100.015,5.13224,1.454,315.201,324.42,98.3477,408.5285,-3.56204,1.19177,0.40475,0.468678,0.1908265,0.1131579785,0.260574,-3.654935,0,0,0.6633,-4.522565,-1.51986,1.759555
1,5.25,1.9195,93.24,0.4777,0.9711,2.17775,2.3769,2.8415,2.5076,-1.146,-3.8053,-5.134,-3.44915,-3.85145,-4.23715,0.92695,0.9071,0.9482,389.8,6.99542,408.5,0.114823,0.1670725,-7.214,0.7901,0.0182948,-3.894,-0.09672,-0.816133,1.62,1.671,1.9,3.852,4.316,4.0765,1.3455,-11.955,-5.726,0,2.34,0,0,0.6143,0,0.466,16.545,0,3.25475,3.6179,4.1022,5.0494,5.9985,100,5.127,1.502,314.8,324.6,98.313699575,408.3735,-3.63086,1.20219,0.403427,0.464868,0.198379,0.109636358,0.244124,-4.57115,0,0,0.670007,-4.52206,-1.33016,1.8019
1,5.75,2.13125,92.88,0.5731,1.059,2.1727,2.3715,2.778,2.5001,-1.157,-3.8254,-5.128,-3.446,-3.895,-4.204,0.96515,0.9049,0.9454,389.8,7.01074,404.5,0.119075,0.3231,-6.8605,0.71534,0.04644995,-3.989,-0.0563961,-0.9549905,1.495,1.781,2.1365,3.856,4.305,4.0185,1.361,-11.03,-6.921,0,2.34,0,0,0.63645,0,0.4657,16.545,0,3.24855,3.6178,4.0881,5.05045,5.989,100,5.147,1.514,314.8045,324.7,98.4015,408.941,-3.53036,1.2204,0.422716,0.4633795,0.200022,0.115610313,0.243468,-3.45625,0,0,0.69666,-4.060565,-1.330065,1.814715
1,6.25,1.93095,93.29,0.7086,1.133,2.14115,2.3681,2.702,2.4944,-1.1957,-3.781,-5.119,-3.4222,-3.9095,-4.141,0.99675,0.83145,0.88445,390.1,6.95345,407.8,0.111662,0.1696865,-7.387115,0.7315,0.05323445,-3.8305,-0.1433,-1.1365,1.64,1.783,2.0925,3.764,4.277,3.952,1.367,-9.4385,-6.597,0,2.339,0,0,0.6682,0,0.4704,16.545,0,3.2482,3.62615,4.0836,5.051,5.9864,100.0055,5.10973,1.467,314.118,323.8715,98.4785,409.203,-3.536325,1.20393,0.413509,0.464356,0.18647,0.105689,0.245849,-4.45861,0,0,0.695044,-4.014685,-1.472325,1.650715
1,6.75,1.8703,93.13,0.5633,1.016,2.1246,2.3484,2.6705,2.45365,-1.188,-3.79675,-5.18365,-3.3973,-3.911,-4.1438,1.0345,0.83715,0.87505,390.25,6.97946,407.7,0.111409,0.2571235,-7.05825,0.729329,0.0208775,-3.848,-0.0854113,-0.8286,1.7565,1.789,2.176,3.699,4.282,4.054,1.327,-10.239,-5.9695,0,2.339,0,0,0.6979,0,0.4718,16.545,0,3.2464,3.617,4.0803,5.04495,5.99075,100.025,4.98592,1.406,314.608,323.6265,98.5881,409.066,-3.68542,1.2401,0.415047,0.436059,0.1930245,0.0974941,0.229017,-4.13065,0,0,0.6976355,-4.06088,-1.61455,1.593305
1,7.25,1.8423,93.075,0.5738,1.076,2.1218,2.3455,2.664,2.44185,-1.1825,-3.84875,-5.16075,-3.386,-3.9133,-4.19445,1.088,0.7999,0.8334,389.9,7.0156,408.65,0.1096,0.153241,-7.59506,0.7758,0.0162436,-3.9855,0.0252483,-0.7934415,1.562,1.681,2.1415,3.691,4.496,4.093,1.325,-9.1715,-5.1435,0,2.339,0,0,0.7042,0,0.47415,16.545,0,3.2481,3.59875,4.07055,5.0374,5.99185,100.005,5.05298,1.3995,313.9,323.301,98.7084,409.5635,-3.57194,1.213795,0.401855,0.447156,0.18613,0.0890547,0.2359505,-3.993735,0,0,0.697789,-4.338045,-1.472285,1.500815
