DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,376.727,353.33718,360.7814475,376.736025,376.27435,376.34175,376.48955,0.241076975,0.283731435,0.244991355,0.248098055,-1.044506025,-0.8378748675,-12.831713,-67.5885585,-4.08838375,-16.60625975,-8.38788025,1.0571371,0.2,0.1368086,92.65987625,-25.4321375,-23.3541,-23.4325,-23.3445,-23.6712,-24.703,-23.8209,-24.774,-24.87925,-24.2698,-24.9655,-24.924,-14.99825,-2.199425,-1.7017,-1.467125,-1.094425,0.663525,1.647975,-79.255329,-0.0438322555,0,0,-2.827225,-0.938307095,63.0697455,-3.46493365,-1.24099985,154.62713,212.589895,74.06333,72.32632,-0.07145291,0.215906675,0,-0.353,-0.100725,0.585,0.9151375,1.434,1.725,1.982275,2.3525,2.8815
1,0.75,376.73025,353.09401,360.5036075,376.524075,376.36465,376.35465,376.4102,0.242739,0.28332759,0.24309629,0.2459855,-0.8263,-0.7544695925,-13.116363,-63.4183595,-4.53836475,-15.83559825,-8.0353625,1.113894,0.2,0.14772183,92.6811775,-25.5560735,-23.77872,-23.6049125,-23.425,-23.8014,-24.92775,-24.0328,-24.931875,-25.027625,-24.4285,-25.12875,-25.15525,-14.93475,-2.2002,-1.7111,-1.4805,-1.093,0.648475,1.62635,-73.639,-0.04119126,0,0,-1.27355,-0.87326766,64.6523975,-3.4345309,-1.23461715,156.991845,212.607685,73.60099,73.08399,-0.0686954125,0.214032275,0,-0.353,-0.100725,0.585,0.9151375,1.4266375,1.725,1.982275,2.3525,2.8815
1,1.25,376.9989,352.90123,360.470305,377.12615,376.38795,376.50715,376.5539,0.2370848925,0.2831412,0.250396955,0.243686555,-1.1024378,-0.7724774,-13.3881365,-68.425948,-4.338902075,-16.603895,-6.3087448,1.03756875,0.2,0.148,92.6811175,-25.7249,-23.68772225,-23.74845,-23.495,-24.1038,-25.095,-24.0427,-25.1275,-25.1925,-24.6858,-25.28,-25.385,-14.8675,-2.1855,-1.713575,-1.4826,-1.08975,0.6355,1.62925,-71.7125,-0.04235615,0,0,-2.1301,-1.11892015,63.303895,-3.45965955,-1.21792705,156.827345,212.093315,74.10566,73.53201,-0.0760204225,0.214720375,0,-0.353,-0.100725,0.585,0.913,1.434,1.725,1.982275,2.36025,2.8815
1,1.75,377.30625,352.7542925,361.0863425,377.205225,376.43305,376.66265,376.7634,0.2330773075,0.281960635,0.24570591,0.240828445,-1.01166955,-0.645531445,-13.45047825,-72.192456,-5.2695668,-16.934695,-6.4821166,0.96991164,0.2,0.1213444125,92.666535,-25.98085,-23.943425,-23.90665,-23.8075,-24.4217,-25.3675,-24.5115,-25.37875,-25.4225,-24.7629,-25.49875,-25.5925,-14.72125,-2.19525,-1.71635,-1.4761,-1.09,0.62825,1.60075,-70.6795,-0.0423653,0,0,-3.064325,-1.1566292,63.30309575,-3.414683,-1.28085015,156.86137,210.35345,74.89066,73.32,-0.0730520825,0.217956675,0,-0.353,-0.100725,0.585,0.913,1.434,1.725,1.982275,2.3525,2.87375
1,2.25,377.052375,352.641665,361.036495,377.0533,376.4022,376.5839,376.70325,0.231011385,0.281028655,0.2416362,0.23992749,-0.79719233,-0.6429565575,-14.07855,-71.10148275,-4.354068375,-16.38697475,-5.178684,1.0316825,0.2,0.12396268,92.6539,-26.276263,-24.301025,-24.3154515,-24.1475,-24.4995,-25.6725,-24.6316,-25.63,-25.69,-24.9912,-25.7375,-25.78,-14.5,-2.19225,-1.7256,-1.4648,-1.0855,0.61125,1.57375,-70.1195,-0.045127715,0,0,-3.5701,-0.8941376075,63.672866,-3.3838758,-1.2300333,155.913295,208.89916,74.81032,73.79234,-0.0738408225,0.2170004,0,-0.353,-0.100725,0.585,0.913,1.434,1.725,1.982275,2.3525,2.8815
1,2.75,377.1802,352.028075,361.2208675,377.047075,376.44555,376.49735,376.64235,0.23188124,0.28472559,0.241480845,0.2396479,-1.0436192,-0.66230196,-14.2618125,-71.32026,-4.4484739,-15.772278,-4.7730631,1.0884656,0.2,0.1049926,92.730785,-26.3443885,-24.41376625,-24.34894025,-24.215,-24.6833,-25.86625,-24.8884,-25.79375,-25.855,-25.1349,-25.9125,-25.855,-14.63875,-2.18375,-1.72445,-1.4881,-1.10375,0.60775,1.588,-67.943,-0.04304507,0,0,-2.1648,-0.99150404,63.23546625,-3.4715961,-1.30100015,155.251375,207.995375,75.23533,74.52168,-0.07500833,0.21561455,0,-0.3603625,-0.100725,0.585,0.913,1.434,1.725,1.982275,2.3525,2.8815
1,3.25,377.08365,351.8435075,361.2873425,376.91035,376.5886,376.6557,376.7556,0.2285416075,0.281743145,0.241853655,0.237535345,-1.02707894,-0.62922053,-13.9118,-70.944236,-4.8507985,-15.53376025,-4.9252968,0.839225,0.2,0.095197228,92.7275215,-26.47772325,-24.73174725,-24.638375,-24.415,-24.8205,-26.06,-24.7644,-26,-26.075,-25.3572,-26.1275,-25.9275,-14.875,-2.17775,-1.723475,-1.4977,-1.12425,0.60525,1.606,-69.92650975,-0.042811505,0,0,-3.06875,-1.304833865,63.048558,-3.72568385,-1.2075167,153.72675,206.93493,76.25233,73.94034,-0.0799339525,0.215197275,0,-0.367725,-0.100725,0.585,0.9151375,1.4266375,1.725,1.982275,2.3525,2.87375
1,3.75,377.099475,352.05526,361.959015,376.789625,376.59895,376.72565,376.8186,0.2283241075,0.278978255,0.23865379,0.2351743,-1.2960312,-0.61669604,-13.979775,-69.700839,-4.4996088,-15.82117,-4.29728875,0.9451010925,0.2,0.1181035875,92.703625,-26.5976,-24.63151675,-24.75484725,-24.64875,-24.7387,-26.22375,-25.0051,-26.24125,-26.3075,-25.3859,-26.3625,-25.9625,-15.15875,-2.17425,-1.70945,-1.5034,-1.116,0.59825,1.616,-67.634063,-0.0421281075,0,0,-2.04025,-1.221879,63.09134,-3.6258529,-1.24444985,153.7945,206.806645,74.248,72.129,-0.0810333275,0.216885025,0,-0.367725,-0.1028625,0.585,0.9151375,1.4266375,1.725,1.982275,2.3525,2.87375
1,4.25,377.1262,352.13176,361.5701525,377.002175,376.66385,376.8092,377.0113,0.236246115,0.27643079,0.234024835,0.232067635,-1.507518925,-0.7889042325,-13.90579225,-70.63073,-5.64111835,-16.81881,-5.4413113,0.925797355,0.2,0.10793544,92.69428125,-26.7081,-24.92531225,-24.86544375,-24.6625,-25.0255,-26.395,-25.0071,-26.4825,-26.54,-25.5795,-26.5975,-25.9125,-14.9175,-2.172,-1.695425,-1.5034,-1.10325,0.59225,1.59575,-65.33335775,-0.0405280525,0,0,-3.319575,-1.434957725,61.331004,-3.4169862,-1.23693315,155.633515,207.115575,72.34068,71.269,-0.086026035,0.218627075,0,-0.367725,-0.1028625,0.585,0.9151375,1.419275,1.725,1.982275,2.3525,2.8815
1,4.75,377.218,352.50032,361.4048475,377.192875,376.8665,376.8559,377.029,0.2371781,0.2749396,0.2341491,0.2272523,-1.1537832,-0.6981230925,-14.0030145,-77.56241,-6.23024875,-16.720285,-4.6449998,0.892425,0.2,0.11242613,92.67233,-26.854025,-24.967575,-24.75105,-24.805,-25.157,-26.68,-25.3751,-26.55625,-26.56,-25.795,-26.565,-25.83125,-14.91875,-2.18375,-1.704175,-1.4824,-1.12,0.5875,1.594,-67.992375,-0.038460305,0,0,-2.08365,-1.3034255,62.642531,-3.517283,-1.298,155.95288,207.22909,73.30701,71.254,-0.0823666725,0.2167325,0,-0.367725,-0.100725,0.585,0.913,1.4266375,1.725,1.982275,2.3525,2.87375
