DOY2,HR2,CO2,FC,SC,H,LE,SH,SLE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,383.545109010178,1.18421835912056,0.000733290684255146,-19.6923315653965,4.85001245355113,-0.0453127015238554,-0.0526617822143012,0.231575100000043,0.777918105231436,0.210713075057055,63.9113812934762,2.21797770639026,93.7675205664062,-19.065,0.9255,5.73821445723085,0.275362682203096,-0.0922193596020598,0.781619860800515,0.614176839202256,0.32726016561751
1,0.75,383.288924532779,1.10869898786218,-0.000246,-21.141032116592,3.52074441362835,-0.136258740204875,-0.01426212347582,0.0571228430528663,0.78246643959622,0.201424839682401,63.5341378831238,2.18254290446293,93.7518586813151,-19.71,0.933,5.99862295963247,0.287087013140935,-0.098797262487839,0.840351718156868,0.600988373616952,0.332088022550832
1,1.25,383.834618348362,1.1732411317126,0.00177,-20.9475398372972,4.14230229190134,-0.0187483296782946,-0.02695,-0.181418699999995,0.621393497230343,0.216780083390289,62.9862063370131,2.20695820728276,93.7821877549913,-17.96,0.9675,5.88125881831255,0.273058451128843,-0.0893,0.777828289905098,0.589035389555046,0.327838274740928
1,1.75,384.198934271202,1.17988081276106,-0.000718273845683932,-21.2143027438809,4.00342047225225,-0.0563701919438802,-0.0199706210736737,0.124339100000043,0.80417798784049,0.218048535393103,63.6527935237084,2.23135626328444,93.7994384752604,-16.62,0.989,6.04701562157005,0.29300446585762,-0.101695578601385,0.807231481837715,0.628280946732163,0.348803027895671
1,2.25,383.949810310765,1.22024031543315,0.00246527811829315,-19.844072215,4.83946784777316,-0.0709459344075696,-0.0257,0.218961514780119,0.927988166611158,0.205012554096608,63.3450634791304,2.23928781193264,93.8065159163259,-18.61,1.001,6.43478425214164,0.293013857517621,-0.101915278302322,0.842557589348893,0.616911304919096,0.346848020168391
1,2.75,383.19559024017,1.2369523828578,0.003335,-24.5391623620119,4.22346680142463,-0.0618125183616755,-0.0359735417988967,0.251693357679642,0.932552441067173,0.211244795096602,63.4224822472647,2.26902533674474,93.8219407569444,-21.035,0.9805,6.35244276404293,0.291763487731674,-0.0997621345473886,0.854979608528765,0.635083274586877,0.334825972708212
1,3.25,383.302472031211,1.05968562751924,0.00196518958443606,-23.0839633041177,4.97629393700179,-0.0693603587683247,-0.0480690136850413,0.419382358904386,1.08540546711498,0.19498649542316,62.8003114400022,2.32466758787389,93.79672628852,-20.805,0.9385,6.35968477864712,0.297178644700511,-0.105529833715129,0.816945960311449,0.631337776647694,0.346625448584944
1,3.75,383.129485891979,1.06095385735244,0.00333,-22.41761892,4.29872753755178,-0.03056215208787,-0.0504087785395222,0.463857523600268,1.24511780000006,0.194935886896179,63.2232706154123,2.27150384078786,93.780141890191,-21.865,0.978,6.30281861505966,0.306772040280958,-0.113423338930165,0.855388810424827,0.628357971344963,0.361043725265915
1,4.25,383.287255534062,1.17895035491475,0.0015900850377196,-22.5198330014347,4.944546506274,-0.0200029403661691,-0.0455946626837225,0.0488769799669626,0.74979507961703,0.198101838364956,62.2252062560973,2.24022484094004,93.7729976525608,-17.29,0.9985,6.14971854297374,0.310750193408987,-0.11453865329567,0.840127714376872,0.64135051318559,0.3443329628666
1,4.75,383.891774851324,1.07088469488089,0.00273083150339075,-17.95895608,3.82077861137388,-0.0447905240922265,-0.02445,0.16733030000006,0.946343183729425,0.196724900676213,62.1284912495244,2.26842987182625,93.7636873270399,-17.17,0.976,6.143792116,0.296349136,-0.102369778342535,0.805595108111707,0.644165338999802,0.34393528486415
