DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.06,0.42,5.1625,5.9325,27.6225,-5.48,0.8,-70.355,-10.86,-7.205,-0.96,-0.13,4.68
1,0.75,0.06,0.42,5.64,5.7675,27.14,-5.6075,0.86,-70.5825,-8.88,-6.9,-0.82,-0.115,4.89
1,1.25,0.07,0.46,5.27,5.915,27.365,-5.5,0.83,-70.13,-9.89,-7.595,-1.68,-0.15,4.71
1,1.75,0.07,0.47,5.51,5.785,26.28,-5.705,0.9625,-71.025,-7.95,-6.64,-2.065,-0.15,4.87
1,2.25,0.07,0.46,5.46,6.06,25.725,-5.58,0.83,-70.83,-10.32,-5.0475,-1.57,-0.4,4.755
1,2.75,0.07,0.4525,5.62,6.0225,26.2925,-5.52,0.91,-71.2075,-12.18,-7.1125,-1.0225,-0.185,4.91
1,3.25,0.06,0.43,5.54,5.82,25.345,-5.6075,0.9125,-70.6875,-12.35,-10.11,-2.93,-0.17,4.655
1,3.75,0.07,0.44,5.52,5.85,25.74,-5.83,0.895,-70.18,-8.325,-7.8375,-0.8375,-0.11,4.605
1,4.25,0.06,0.465,5.085,5.6,26.165,-5.5325,0.845,-69.5975,-9.18,-6.12,-1.0075,-0.1825,4.64
1,4.75,0.07,0.445,5.37,5.7725,24.73,-5.7825,0.8125,-70.5475,-11.425,-9.2375,-1.72,-0.19,4.73
1,5.25,0.06,0.49,5.2425,5.54,24.735,-5.655,0.76,-69.945,-9.915,-7.1025,-0.78,-0.1925,4.54
1,5.75,0.06,0.48,5.065,5.67,25.95,-5.8,0.7975,-70.4925,-7.985,-7.975,-1.26,-0.185,4.53
1,6.25,0.07,0.4525,5.1,5.6,24.33,-5.7,0.975,-70.3175,-8.775,-8.02,-1.22,-0.2125,4.6
1,6.75,0.07,0.5,5.42,5.6375,23.58,-5.42,0.77,-69.52,-8.035,-8.2375,-1.48,-0.155,4.415
1,7.25,0.06,0.455,5.27,5.73,23.43,0.5175,1.53,-66.4125,-7.195,-5.8175,-1.22,-0.13,4.45
1,7.75,0.06,0.44,5.11,6.085,24.1075,26.44,5.97,-33.53,-7.595,-6.4725,-0.57,-0.2575,4.485
1,8.25,0.06,0.4575,5.66,6.795,22.93,71.1525,14.5625,8.5125,-5.105,-10.85,-1.985,-0.61,4.45
1,8.75,0.07,0.4225,6.45,7.3275,23.01,127.83,19.73,54.83,-3.39,-7.25,-1.25,-1.64,4.405
1,9.25,0.09,0.38,7.24,8.14,25,194.6625,24.8,92.935,-3.055,-4.41,3.99,-3.46,4.51
1,9.75,0.14,0.4075,7.39,8.44,23.3025,242.2525,28.5625,138.9175,-0.795,8.7225,6.325,-5.1325,4.65
1,10.25,0.27,0.5625,7.4925,9.145,24.44,280.02,32.67,167.315,-0.275,33.28,18.405,-6.8675,4.53
1,10.75,0.38,0.8575,7.88,8.9975,24.1025,334.67,36.18,223.565,-0.965,63.0325,31.46,-7.54,4.51
1,11.25,0.465,1.035,7.92,8.7,23.19,380.57,37.29,259.97,-6.545,97.185,42.485,-7.76,4.46
1,11.75,0.485,1,8.21,8.88,23.62,396.5,39.38,276.29,0.155,105.565,35.9925,-7.2625,4.585
1,12.25,0.4875,1.01,8.0775,8.79,23.96,377.8125,37.1175,267.21,-1.23,113.17,29.73,-7.32,4.61
1,12.75,0.49,0.9325,8.335,9.1625,25.095,315.9125,30.7225,205.5175,-7.13,91.46,28.725,-7.54,4.405
1,13.25,0.46,0.91,8.08,8.875,26.26,299.03,29.05,196.635,2.335,87.975,36.715,-8.03,4.785
1,13.75,0.44,0.8825,8.185,8.935,26.1325,248.1075,24.42,162.3825,0.32,73.855,24.615,-6.595,4.94
1,14.25,0.445,0.8,8.535,9.27,25.705,219.26,21.63,145.38,0.765,69.375,29.1125,-6.02,4.91
1,14.75,0.38,0.67,8.2175,8.5825,26.3875,175.345,17.27,119.6425,-3.13,37.12,16.61,-5.33,4.91
1,15.25,0.34,0.66,8.185,8.995,27.915,113.605,9.99,58.28,3.59,19.245,13.5375,-4.1925,5.07
1,15.75,0.25,0.575,8.145,8.65,30.67,37.04,7.395,-46.91,0.795,4.52,1.33,-3.6525,5.105
1,16.25,0.1625,0.47,8.08,8.8325,32.835,23.965,3.945,-57.01,-1.78,-3.095,1.505,-1.53,5.345
1,16.75,0.1,0.2875,7.29,7.7175,35.17,5.715,1.115,-68.2425,-3.78,-11.33,0.0625,-0.315,5.24
1,17.25,0.07,0.33,6.79,7.22,36.945,-4.81,0.16,-75.94,-2.52,-6.575,-1.5375,-0.0825,5.095
1,17.75,0.06,0.4,6.22,6.855,36.6,-6.305,0.1725,-75.78,-2.185,-4.7775,-1.35,-0.07,5.04
1,18.25,0.06,0.43,6.05,6.255,39.04,-6,0.405,-75.44,-3.61,-5.7725,-1.23,-0.185,5.33
1,18.75,0.07,0.45,5.7875,6.0975,38.08,-5.96,0.475,-73.36,-7.27,-5.02,-1.21,-0.11,5.4
1,19.25,0.06,0.41,5.78,6.1625,36.4075,-5.62,0.53,-72.855,-6.135,-5.38,-2.0325,-0.135,5.41
1,19.75,0.06,0.42,5.3825,5.87,33.6775,-5.6225,0.6575,-72.5375,-9.045,-7.51,-2.15,-0.095,5.375
1,20.25,0.06,0.4075,5.58,6.1325,31.785,-5.5,0.7375,-71.6875,-8.83,-7.485,-1.72,-0.1375,5.255
1,20.75,0.06,0.42,5.38,5.62,30.615,-5.58,0.65,-71.6625,-9.7,-6.83,-0.67,-0.1225,5.085
1,21.25,0.06,0.415,5.0925,5.3125,30.37,-5.565,0.7525,-71.4725,-10.105,-5.47,-0.5575,-0.09,5.18
1,21.75,0.06,0.405,5.57,5.875,29.23,-5.54,0.75,-70.61,-11.055,-7.45,-1.5575,-0.08,5.385
1,22.25,0.06,0.4,5.6125,6.005,29.7125,-5.61,0.75,-71.37,-9.995,-6.765,-1.7,-0.095,4.925
1,22.75,0.06,0.39,5.625,6,28.645,-5.6,0.97,-70.95,-10.98,-7.61,-1.7225,-0.11,5.115
1,23.25,0.06,0.42,5.605,6.3975,27.98,-5.665,0.735,-70.0075,-9.44,-7.2,-0.785,-0.105,5.205
1,23.75,0.06,0.44,5.4375,5.6075,27.5275,-5.445,0.9125,-70.0575,-9.62,-6.83,-0.4375,-0.11,4.9
