DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,NEE
1,5.25,0.71046,1.3437,-23.52615,-1.8375,-1.239,-2.21,-2.4785,-2.322,-1.82875,-2.4059,-2.596695,389.39,5.54715,86.74,1.0487,0.22674,0.440135,-0.122,-0.073335,83.3,0,0,0,0,272.13,307.86,-31.0535,0.2415,0.4485,0.665,1.056,1.761,3.128,0.31968,0.83143,0.822115,0.39674,2.6097,1.159
1,5.75,0.5265,0.92087,-22.5065,-1.847,-1.2465,-2.2115,-2.4785,-2.3205,-1.672405,-2.43174,-2.59675,389.465,5.41775,86.8,1.0215,0.2446,0.40854,-0.227,-0.276,83.6,0,0,0,0,268.57,307.625,-32.6,0.241,0.451,0.668,1.0615,1.7645,3.13,0.324,0.84634,0.82658,0.37876,2.62565,1.1575
1,6.25,0.63899,1.791355,-22.3835,-1.849,-1.2475,-2.2125,-2.4665,-2.319,-1.793965,-2.58304,-2.5968,389.73,5.3694,86.8,1.0612,0.21816,0.495,-0.36017,-0.414,83.4835,0,0,0,0,267.8,307.675,-33.7,0.237,0.4525,0.6625,1.0645,1.7625,3.126,0.31561,0.8462,0.85769,0.3828,2.68965,1.158
1,6.75,0.662115,1.1472,-22.696,-1.85,-1.25,-2.207,-2.484,-2.316,-1.80298,-2.5925,-2.5968,389.37,5.3805,86.772,0.750365,0.22455,0.2892,-0.37754,-0.39433,83.8165,0,0,0,0,269.275,307.295,-34.69333,0.238,0.448,0.662,1.063,1.771,3.1215,0.310865,0.8151,0.757555,0.38535,2.7584,1.125
1,7.25,0.6454,1.31941,-22.203,-1.8585,-1.239,-2.207,-2.494,-2.317,-1.73305,-2.60977,-2.5968,389.49,5.36725,86.749,1.03317,0.2347,0.41229,-0.3645,-0.4175,83.3,0,0,0,0,269.095,307.53,-32.578335,0.24,0.449,0.66,1.064,1.763,3.12,0.316,0.828675,0.81381,0.394665,2.62482,1.118
1,7.75,0.337,1.45344,-19.711,-1.85,-1.245,-2.215,-2.488,-2.312,-1.70708,-2.63678,-2.5968,389.44,5.39109,86.74,1.0905,0.22321,0.465,-0.224625,-0.312165,83.7,13.752665,11.423,0,0,268.53333,307.26667,-29.399,0.241,0.445,0.659,1.057,1.75,3.1145,0.3,0.83,0.815525,0.40875,2.55897,0.882
1,8.25,0.28,1.9642,-16.7315,-1.851,-1.247,-2.216,-2.493,-2.317,-1.66319,-2.5745,-2.5968,389.28,5.465,86.818,0.93299,0.21073,0.529175,-0.255,-0.088665,82.8,58.491665,51.947,28.573,6.487165,271.2,307.87,-7.98765,0.23,0.438,0.653,1.048,1.753,3.1095,0.32023,0.86935,0.82854,0.4364,2.557565,-0.006
1,8.75,0.041,5.75487,-8.1034,-1.8485,-1.221,-2.215,-2.47,-2.319,-1.680465,-2.53858,-2.5968,389.62,5.44139,86.773,1.1103,0.1978,0.92,-0.164665,-0.00466685,82.7,122.468335,96.3125,61.8435,13.397,271.2,309.67,20.679,0.23,0.43,0.648,1.039,1.749,3.097,0.34226,0.824785,0.79495,0.43085,2.41165,-0.554
1,9.25,0.05,10.795,-0.98966,-1.838,-1.204,-2.2105,-2.443,-2.3115,-1.57654,-2.29952,-2.5966,389.47,5.4526,86.77,1.3055,0.207,1.15,0.105165,0.369,80.8,195.7,136.633335,98.793665,19.6115,270.67,311.7,53.5845,0.24,0.4375,0.641,1.033,1.7405,3.083,0.361285,0.8868,0.80133,0.4576,2.3183,-0.901
1,9.75,-0.3665,18.502,11.2965,-1.8325,-1.168,-2.206,-2.391,-2.299,-1.567965,-2.184295,-2.57986,388.92,5.4942,86.7965,1.7037,0.216,1.53165,0.417,0.6845,79.4985,269.783335,174.6,138.185,24.07,270.3,313.37,81.795,0.243,0.433,0.635,1.0175,1.725,3.071,0.382,0.910705,0.82883,0.48995,2.29,-1.4255
1,10.25,-0.53,24.8205,25.7775,-1.8205,-1.124,-2.202,-2.389,-2.296,-1.56791,-2.2102,-2.4761,388.16,5.6371,86.8015,1.97875,0.24096,2.08,0.655665,0.976835,78.126,348.6,205.3,179.4,30.66667,270.216665,315.77,116.22,0.258,0.433,0.643,1.023,1.722,3.078,0.45887,0.9231,0.8665,0.55554,2.33,-1.7035
1,10.75,-1.20269,28.271,38.68,-1.826,-1.106,-2.198,-2.364,-2.289,-1.567595,-2.13087,-2.485055,388.16,5.7,86.828,2.2274,0.2568,2.4235,1.009165,1.3512,77.32,423.1,244.11,215.05,36.086,269.35,317.77,139.3,0.27,0.428,0.632,1.026,1.725,3.09,0.4941,1.0523,0.9523,0.602,2.49,-2.196
1,11.25,-1.301,30.04,51.66165,-1.792,-1.067,-2.193,-2.361,-2.28,-1.567765,-2.147925,-2.441575,388.15,5.622805,86.814,2.7567,0.270555,2.8669,1.2833,1.6797,75.605,488.1,259.615,240.56667,39.6685,272.5,319.565,164.67,0.2755,0.431,0.634,1.0305,1.725,3.108,0.498,1.0768,1.0014,0.6195,2.5625,-2.36455
1,11.75,-1.5135,31.399,64.3005,-1.775,-1.043,-2.181,-2.336,-2.259,-1.5676,-2.14765,-2.467335,388.24,5.6525,86.757,2.9727,0.296,3.27,1.623,1.98985,74.84,530.9,273.255,266.13,42.696665,270.25,320.585,184.7,0.282,0.44,0.632,1.04,1.758,3.122,0.5301,1.13025,0.98475,0.65595,2.72165,-2.46545
1,12.25,-1.72,30.86268,70.343,-1.7725,-1.0215,-2.1795,-2.3385,-2.2415,-1.56755,-2.1305,-2.29372,388.22,5.63072,86.723,3.1161,0.29284,3.27,1.849,2.1005,74,523.3,297.39,258.7,42.673,272.4,322.17,188.36,0.2975,0.4315,0.6325,1.0245,1.7225,3.116,0.54681,1.1456,1.05959,0.66618,2.68882,-2.56
1,12.75,-1.57695,32.191045,67.086,-1.764,-1.002,-2.183,-2.342,-2.2265,-1.56765,-2.13078,-2.4236,387.8,5.5995,86.686,3.1487,0.287,3.57,2.106,2.2307,72.988335,506.4,287.666665,255.665,40.34,269.8,323.13,174.3,0.3245,0.46,0.6605,1.0635,1.749,3.137,0.542,1.1539,1.0563,0.677,2.78905,-2.3445
1,13.25,-1.9015,30.708,64.46,-1.7205,-0.9935,-2.185,-2.342,-2.217,-1.5676,-2.13034,-2.4414,388.38,5.67039,86.699,3.2688,0.28385,3.585,2.17585,2.449,72.8015,492,273.84,245.55,37.638,272.9,323.7,164.69,0.329,0.468,0.672,1.076,1.774,3.1425,0.54637,1.18585,1.05815,0.680425,2.7791,-2.39545
1,13.75,-1.38815,29.120175,55.517,-1.6515,-0.9725,-2.1825,-2.339,-2.178,-1.5674,-2.1305,-2.2501,388.23,5.81,86.704,3.31808,0.2553,3.535,2.06485,2.4457,72.7365,441.3,242.66667,213.865,34.099,273.515,323.23,138.67,0.334,0.474,0.69,1.084,1.783,3.1755,0.55909,1.15365,1.05445,0.671065,2.73,-1.964
1,14.25,-1.199,23.7045,48.582,-1.6025,-0.941,-2.181,-2.344,-2.1625,-1.5677,-2.1302,-2.1982,388.935,5.823205,86.688,3.1903,0.229545,3.42,2.07565,2.49135,73.099,388.066665,208.93,185.55,29.813,271.235,322.86,110.47,0.3425,0.49,0.6965,1.088,1.7865,3.17,0.506425,1.1242,0.98523,0.6525,2.736,-1.7375
1,14.75,-0.80424,19.5845,30.429535,-1.574,-0.944,-2.1805,-2.328,-2.142,-1.5674,-2.1302,-2.164,388.91,5.8018,86.699,3.22519,0.206245,3.4,2.1195,2.40315,72.434,316.03333,174.3,150.61,24.323,270.57,322.33,79.1,0.341,0.49,0.703,1.098,1.797,3.17,0.53035,1.1631,1.0597,0.6399,2.8733,-1.4305
1,15.25,-0.730375,15.7025,15.64,-1.511,-0.96,-2.18,-2.3305,-2.1595,-1.5674,-2.1303,-2.28437,388.545,5.78,86.702,3.13745,0.18215,3.15,1.9753,2.26667,74.4915,227.36667,142.575,109.88,18.305,269.065,321.32,42.49,0.346,0.4905,0.705,1.0935,1.7835,3.1595,0.51,1.1368,0.98858,0.59662,2.7423,-1.1435
1,15.75,-0.364,10.838,3.233,-1.495,-0.975,-2.181,-2.316,-2.155,-1.56745,-2.1303,-2.26801,388.595,5.792675,86.7345,2.94105,0.1605,3.0663,1.93235,2.20515,75.31333,144.5,102.67,67.994835,12.182,269.3,320.32,10.6245,0.352,0.491,0.709,1.085,1.776,3.154,0.48,1.0833,0.9083,0.5624,2.77465,-0.5315
1,16.25,-0.117,5.2966,-6.53,-1.5095,-0.99,-2.19,-2.3125,-2.141,-1.5676,-2.130425,-2.27647,387.42,5.756,86.7125,2.9389,0.1569,2.68,1.6365,1.76835,77.3,65.57667,53.3565,29.9915,5.743,268.483335,318.331665,-13.634,0.343,0.4855,0.7125,1.0885,1.7715,3.144,0.43984,1.0272,0.87695,0.5362,2.765,0.032
1,16.75,0.15,2.9025,-15.65,-1.518,-1.007,-2.189,-2.323,-2.141,-1.567605,-2.1305,-2.250305,387.7,5.61893,86.7085,2.6802,0.191035,2.494355,1.3085,1.401,79.5325,16.9,12.551,2.01865,0,272.27,316.115,-33.47,0.336,0.481,0.713,1.082,1.766,3.136,0.40742,0.972995,0.847445,0.48685,2.63858,1.0205
1,17.25,0.46,1.67752,-19.38,-1.51,-1.035,-2.199,-2.323,-2.183,-1.567705,-2.148415,-2.233125,387.81,5.62105,86.719,2.4152,0.19635,1.81,1.014,1.045,81.012,0,0,0,0,270.16,314.645,-39.924,0.331,0.484,0.717,1.089,1.769,3.145,0.39,0.98085,0.85244,0.48653,2.73,1.3245
1,17.75,0.57378,1.243,-22.09,-1.6265,-1.074,-2.2,-2.322,-2.204,-1.567705,-2.148645,-2.20725,388.665,5.6213,86.758,2.2212,0.1928,1.70037,1.07065,1.0463,81.398,0,0,0,0,269.1,313.735,-40.94,0.321,0.48,0.712,1.076,1.757,3.135,0.3962,0.9749,0.84311,0.46982,2.82,1.297
1,18.25,0.5365,1.0371,-20.409,-1.635,-1.092,-2.205,-2.345,-2.222,-1.5679,-2.19281,-2.3196,389.19,5.643,86.741,2.29588,0.200145,1.68,0.891,0.97233,81.6135,0,0,0,0,267.02,313.4,-40.5,0.316,0.474,0.71,1.077,1.759,3.125,0.34387,0.91815,0.8189,0.4331,2.70885,1.2795
1,18.75,0.54,1.235,-22.531,-1.631,-1.1235,-2.209,-2.3425,-2.2315,-1.593315,-2.22802,-2.39769,389.11,5.5985,86.739,2.14816,0.1965,1.54443,0.687165,0.898,82.023,0,0,0,0,267.938335,313.25,-37.712,0.3105,0.471,0.702,1.0735,1.7565,3.1275,0.351,0.86765,0.77975,0.39578,2.67,1.265
1,19.25,0.52667,1.33285,-20.82936,-1.651,-1.122,-2.21,-2.334,-2.246,-1.619475,-2.210735,-2.38076,389.13,5.5402,86.735,2.004,0.19602,1.62,0.663165,0.798,82.178,0,0,0,0,267.9,312.55,-41.7,0.304,0.465,0.692,1.073,1.76,3.12,0.3145,0.83125,0.793585,0.381055,2.655,1.2815
1,19.75,0.56246,1.401,-21.78037,-1.667,-1.151,-2.209,-2.355,-2.261,-1.60241,-2.361265,-2.56258,389.11,5.58033,86.726,1.8898,0.20562,1.62,0.709165,0.741,81.437,0,0,0,0,268.35,312.098335,-41.2,0.301,0.463,0.684,1.059,1.75,3.118,0.30641,0.773955,0.7633,0.378025,2.6456,1.255
1,20.25,0.5,1.013,-20.146,-1.7325,-1.163,-2.209,-2.369,-2.255,-1.64583,-2.299165,-2.579635,388.87,5.5295,86.733,1.9257,0.20795,1.55,0.705835,0.711,81.367,0,0,0,0,268.785,311.75,-42.3,0.294,0.461,0.677,1.06,1.746,3.112,0.3,0.79127,0.79391,0.3725,2.7233,1.2565
1,20.75,0.52,1.42,-21.27738,-1.727,-1.184,-2.207,-2.374,-2.282,-1.602,-2.369785,-2.59616,389.36,5.57,86.7,1.7928,0.210335,1.5,0.673165,0.728,81.133,0,0,0,0,266.18,311.98,-44.62,0.29,0.45,0.673,1.058,1.739,3.111,0.31789,0.81155,0.78647,0.38072,2.69035,1.246
1,21.25,0.59,1.0058,-22.782,-1.7245,-1.194,-2.206,-2.373,-2.295,-1.5852,-2.52067,-2.5963,390.21,5.587,86.7035,1.8133,0.206185,1.404315,0.66359,0.60033,81,0,0,0,0,266.23,312,-43.5,0.272,0.454,0.677,1.045,1.74,3.104,0.31565,0.804345,0.765655,0.391235,2.7243,1.217
1,21.75,0.60825,1.30955,-21.01045,-1.7195,-1.199,-2.205,-2.381,-2.293,-1.584995,-2.36071,-2.5963,390.14,5.5705,86.71,1.7826,0.208715,1.355,0.584165,0.595,81.605665,0,0,0,0,267.725,311.395,-43.03667,0.276,0.456,0.668,1.04,1.74,3.109,0.33155,0.8003,0.798725,0.4013,2.7815,1.2755
1,22.25,0.584305,0.9635,-22.259,-1.7545,-1.203,-2.205,-2.391,-2.298,-1.59345,-2.530575,-2.59635,390.38,5.54815,86.687,1.68198,0.2046,1.4299,0.565665,0.565,81.4,0,0,0,0,267.615,310.91,-40.157,0.275,0.461,0.669,1.04,1.739,3.106,0.33,0.8689,0.79488,0.39789,2.7497,1.2705
1,22.75,0.638,1.46,-23.201265,-1.7615,-1.209,-2.206,-2.412,-2.306,-1.593445,-2.35248,-2.5963,390.34,5.5037,86.7,1.6122,0.20439,1.35,0.47417,0.548,81.8,0,0,0,0,263.945,310.565,-39.59,0.272,0.46,0.668,1.043,1.734,3.102,0.32784,0.7866,0.7898,0.4046,2.79,1.2105
1,23.25,0.695,1.4833,-22.403,-1.763,-1.215,-2.203,-2.4,-2.298,-1.64525,-2.450095,-2.5963,389.545,5.4523,86.7,1.5763,0.21115,1.34,0.431665,0.443,81.8,0,0,0,0,263.105,310.295,-41.771,0.27,0.457,0.666,1.042,1.734,3.102,0.34,0.862,0.77072,0.4143,2.78458,1.2275
1,23.75,0.728,1.33805,-23.533,-1.7775,-1.215,-2.203,-2.425,-2.297,-1.628095,-2.41475,-2.5963,389.35,5.477,86.7025,1.609845,0.20625,1.29,0.2915,0.413,81.56667,0,0,0,0,265.715,310.285,-41.13333,0.266,0.455,0.662,1.04,1.735,3.099,0.33,0.88265,0.81411,0.411,2.8145,1.2335
2,0.25,0.6,1.01061,-23.755,-1.375,-1.2315,-2.0065,-2.1325,-2.0605,-0.78366,-1.5983,-1.55795,390.56,5.27049,86.7305,0.3034,0.18175,0.05,-0.45367,-0.4,81.101,0,0,0,0,257.58,306.6,-53.23,0.217,0.369,0.589,0.9545,1.618,2.776,0.386775,0.96948,0.8729,0.481035,2.70265,1.0015
2,0.75,0.61,0.788,-18.81939,-1.373,-1.2405,-1.995,-2.1235,-2.064,-1.46275,-1.891435,-1.8267,390.98,5.317,86.706,0.3988,0.17732,-0.015,-0.32533,-0.473,81.17,0,0,0,0,260.3,306.37,-50.7,0.209,0.3675,0.5865,0.9555,1.612,2.7745,0.352555,0.88551,0.8302,0.48022,2.688,1.0315
2,1.25,0.647,0.85103,-19.0705,-1.3705,-1.237,-1.985,-2.127,-2.066,-1.56805,-2.1322,-2.3977,390.96,5.304,86.6995,0.31026,0.18189,-0.2,-0.38833,-0.59067,81.537,0,0,0,0,257.23,305.56667,-52.46,0.206,0.37,0.587,0.952,1.612,2.776,0.345,0.87166,0.8258,0.45956,2.6483,1.028
2,1.75,0.69,0.80545,-25.018,-1.3805,-1.233,-1.986,-2.128,-2.059,-1.56822,-2.13165,-2.59678,391.2,5.2824,86.682,0.24043,0.189,-0.2,-0.42933,-0.58733,81.667,0,0,0,0,255.515,304.93,-54.1,0.203,0.368,0.585,0.951,1.611,2.775,0.356,0.90245,0.845,0.45654,2.721,1.006
2,2.25,0.554,0.58245,-20.3215,-1.3835,-1.218,-2.001,-2.125,-2.056,-1.5685,-2.14795,-2.5961,391.125,5.306,86.703,0.0804,0.1896,-0.17,-0.45,-0.586,81.996,0,0,0,0,256.6,304.935,-52.35,0.2,0.362,0.587,0.949,1.61,2.769,0.33675,0.89454,0.859965,0.4539,2.70158,0.97
2,2.75,0.5345,1.054185,-24.068,-1.3815,-1.218,-1.999,-2.127,-2.072,-1.5685,-2.158535,-2.596775,391.565,5.23859,86.685,0.0963,0.18824,-0.22,-0.5265,-0.64917,81.717,0,0,0,0,261.58,304.785,-48.1,0.202,0.356,0.584,0.951,1.603,2.767,0.35225,0.9542,0.8351,0.462,2.7085,1.0145
2,3.25,0.61,1.2229,-21.754,-1.3815,-1.233,-1.991,-2.125,-2.081,-1.5688,-2.1752,-2.59682,390.97,5.192685,86.6715,0.0692,0.19159,-0.22,-0.567665,-0.738165,81.267,0,0,0,0,261.33333,304.95,-46.673,0.201,0.356,0.583,0.948,1.6,2.77,0.356,0.92637,0.8351,0.45901,2.692,0.971
2,3.75,0.51,1.108645,-21.56,-1.384,-1.224,-1.992,-2.122,-2.076,-1.569,-2.14805,-2.5968,391.24,5.206,86.67,0.0934,0.19707,-0.21,-0.726165,-0.96,81.3,0,0,0,0,261.62,304.765,-47.465,0.196,0.352,0.584,0.945,1.597,2.764,0.352375,0.9451,0.85018,0.44553,2.6867,0.983
2,4.25,0.677605,0.72,-21.4985,-1.3825,-1.23,-1.9915,-2.131,-2.069,-1.5684,-2.1583,-2.5968,391.4,5.171,86.677,-0.12778,0.2023,-0.565,-0.76,-1.044,81.667,0,0,0,0,259.87,304.74,-48.657665,0.19,0.352,0.58,0.944,1.598,2.763,0.34896,0.9424,0.8317,0.45376,2.6894,1.006
2,4.75,0.5855,0.82,-21.14758,-1.3815,-1.2315,-2.0025,-2.1245,-2.0805,-1.5685,-2.1763,-2.59679,391.55,5.191435,86.669,-0.2115,0.20549,-0.546825,-0.830165,-1.0817,80.88,0,0,0,0,261.375,304.485,-45.58,0.188,0.351,0.582,0.942,1.601,2.763,0.33,0.851,0.84695,0.452,2.55185,0.9995
2,5.25,0.688,1.04607,-22.7865,-1.383,-1.2375,-1.996,-2.128,-2.089,-1.5687,-2.2816,-2.596795,391.385,5.1701,86.6799,-0.2448,0.19495,-0.51,-0.8985,-1.0493,81.234,0,0,0,0,261.27,304.356665,-45.55,0.185,0.35,0.58,0.941,1.601,2.77,0.320985,0.9002,0.8295,0.42958,2.59008,1.0205
2,5.75,0.756,0.91455,-19.381615,-1.3855,-1.245,-1.993,-2.128,-2.089,-1.5685,-2.21905,-2.5968,391.845,5.14679,86.67015,-0.3247,0.192535,-0.576715,-0.870165,-1.0797,81.3,0,0,0,0,263.36667,304.181665,-47.037,0.184,0.346,0.581,0.941,1.598,2.767,0.31242,0.897075,0.81599,0.40158,2.49835,1.0165
2,6.25,0.64,1.028,-19.6665,-1.3855,-1.244,-1.999,-2.13,-2.0825,-1.5685,-2.21055,-2.59685,391.575,5.218985,86.67129,-0.24645,0.19357,-0.66,-1.0285,-1.1217,81.8,0,0,0,0,261.485,303.9,-44.4265,0.183,0.346,0.577,0.939,1.598,2.768,0.32,0.899855,0.8356,0.44211,2.64325,1.015
2,6.75,0.58934,0.8085,-19.6945,-1.3875,-1.2435,-1.9965,-2.1365,-2.093,-1.5685,-2.2108,-2.5969,391.93,5.1401,86.6895,-0.4541,0.191205,-0.67,-1.04885,-1.169,82,0,0,0,0,261.41,303.54,-45.637,0.183,0.347,0.575,0.939,1.596,2.763,0.321,0.87446,0.82075,0.43787,2.5455,0.958
2,7.25,0.4,1.339215,-18.3755,-1.3895,-1.242,-2.0015,-2.1355,-2.09,-1.56855,-2.21945,-2.5969,392.59,5.12773,86.6935,-0.33997,0.192,-0.68,-0.991335,-1.162,82.2,13.92,10.719,3.094,0,262.135,303.46,-36.619,0.179,0.344,0.569,0.938,1.593,2.76,0.31005,0.8558,0.7914,0.405025,2.46,0.53124
2,7.75,0.1235,1.71955,-13.234,-1.3905,-1.2365,-1.995,-2.1365,-2.076,-1.5685,-2.17565,-2.5969,392,5.13285,86.7,-0.32445,0.182435,-0.50848,-0.786,-1.0027,80.584,72.173,56.407,40.65,7.455,261.95,304.715,-5.81985,0.173,0.341,0.565,0.937,1.594,2.755,0.31,0.87705,0.7987,0.40466,2.42715,-0.174
2,8.25,0.0405,6.51,-3.19,-1.388,-1.2225,-2.0015,-2.1335,-2.088,-1.5685,-2.175,-2.59685,392.2,5.18,86.73,-0.15905,0.17964,-0.24,-0.742835,-0.72733,78.713,169.4,111.93,97.456335,17.3075,262.41,306.418335,27.7505,0.171,0.34,0.562,0.937,1.591,2.756,0.36,0.8695,0.84814,0.456865,2.4818,-0.604
2,8.75,-0.277,12.8625,11.997,-1.39,-1.2075,-1.9955,-2.136,-2.0825,-1.5685,-2.1319,-2.5968,392.195,5.2075,86.7135,-0.08805,0.202005,0.22125,-0.664665,-0.519,77.473,282.2,160.185,158.635,24.984,265.74,309.69,69.6205,0.17,0.333,0.55,0.924,1.594,2.752,0.415715,0.954,0.8953,0.5509,2.57,-1.1515
2,9.25,-0.6125,21.3235,34.42,-1.39,-1.16,-1.982,-2.125,-2.079,-1.5681,-2.147785,-2.596665,390.785,5.303,86.725565,0.2441,0.23578,0.43,-0.3005,-0.2,76.66,412.03333,198.05,226.48,34.519,264.66,311.9,121.81,0.1805,0.3325,0.548,0.9245,1.5945,2.744,0.425235,0.969,0.90997,0.568015,2.455,-1.7245
2,9.75,-1.315,29.2705,54.5695,-1.39,-1.1,-1.982,-2.115,-2.07,-1.5681,-2.13135,-2.596515,390.78,5.273325,86.728,0.66193,0.28355,0.68753,-0.137,0.24667,74.49,525.2,236.92,285.235,40.637,262.66667,314.185,167.085,0.1885,0.3485,0.5535,0.9335,1.6105,2.776,0.49654,1.0762,0.979,0.627335,2.513085,-2.29205
2,10.25,-1.674,34.12,76.003,-1.3855,-1.059,-1.975,-2.119,-2.028,-1.567955,-2.13055,-2.5617,390.555,5.29972,86.73,1.0449,0.32,1.40895,0.3285,0.636,72.593,596.7,265.8,318.65,45.394,262.67,316.805,204.615,0.2055,0.3545,0.554,0.9355,1.613,2.785,0.521,1.1592,1.0695,0.67001,2.702,-2.60545
2,10.75,-2.281,35.376765,108.16,-1.3855,-1.031,-1.982,-2.099,-1.977,-1.5676,-2.13039,-2.440805,390.77,5.26081,86.73,1.4503,0.355,1.6,0.5825,0.983,70.473,741.9,302.06,380.3,51.333,265.4,318.466665,253.68,0.217,0.364,0.557,0.955,1.63,2.8,0.554,1.21,1.114205,0.70215,2.7043,-3.0757
2,11.25,-2.38,42.828,128.33,-1.3755,-0.9935,-1.98,-2.09,-1.973,-1.5674,-2.1302,-2.147405,390.75,5.238,86.74026,1.71235,0.37387,1.88,0.887,1.332335,68.675,774.1,332.035,411.75,55.026,265.48,320,282.95,0.223,0.36,0.56,0.964,1.647,2.826,0.586,1.2881,1.144,0.7375,2.83907,-3.2805
2,11.75,-2.376,43.3755,137.12,-1.3655,-0.89,-1.958,-2.075,-1.923,-1.567265,-2.13016,-2.12085,390.675,5.249,86.7405,2.063215,0.37526,2.279515,1.2083,1.78,66.931665,844.9,353.77,439.58,56.280165,264.9,321.395,302.515,0.2385,0.376,0.564,0.9735,1.6715,2.846,0.60191,1.3145,1.2342,0.75075,2.986,-3.323
