DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2,VPD_1_1_1,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,11.75,0.308,5.658,4.153,-0.406,132.72,25.401,33.611,1.42,1.925,52.87,94.43,374.996,4.09,229.29,986.06,513.73,119.401,107.231,262.108,364.728,7.31
1,12.25,0.322,6.539,4.193,-0.366,142.931,27.4605,38.653,1.867,1.997,50.18,94.367,374.259,4.92,237.69,1014.201,534.35,124.07,111.45,265.204,372.529,7.334
1,12.75,0.34,7.35,4.555,-0.3805,146.2955,27.5125,43.228,2.625,2.152,47.08,94.32,373.804,5.38,234.6,1026.7,541.5,126.85,113.28,266.218,377.763,7.289
1,13.25,0.312,8,4.113,-0.221,148.177,26.47,42.233,3.303,2.375,44.53,94.249,373.3775,5.72,225.991,1013.901,534.641,127.77,114.13,268.366,380.193,7.3095
1,13.75,0.35,8.83,4.64,-0.3415,138.519,26.7,42.6755,3.6525,2.3995,44.52,94.237,373.383,5.92,206.215,971.5705,514.4405,125.401,110.56,271.6785,383.723,7.252
1,14.25,0.3285,9.4755,4.232,-0.1545,121.0635,24.177,45.0455,4.0425,2.6255,43.4205,94.208,373.299,6.135,176.0005,891.9005,472.27,119.221,103.46,274.058,383.742,7.0325
1,14.75,0.332,9.725,4.422,-0.255,104.7205,24.765,44.352,4.416,3.001,42.0355,94.1825,372.9335,6.315,140.1055,806.8755,423.87,111.4655,95.72,274.536,381.1375,7.167
1,15.25,0.3115,10.05,4.099,-0.1325,79.405,20.3475,40.458,4.684,3.3435,40.46,94.1475,372.519,6.39,102.215,678.0055,355.0755,97.5945,84.168,273.029,378.7745,7.0085
1,15.75,0.292,10.0155,4.228,-0.166,52.239,16.591,32.064,4.836,3.6115,40.2455,94.1315,372.494,6.48,59.2895,530.9455,282.03,85.019,73.493,274.7325,373.6815,7.116
1,16.25,0.284,9.87,4.091,-0.051,27.806,14.399,18.1865,4.9155,3.756,40.235,94.146,372.68,6.325,16.807,378.535,197.5,64.622,59.9975,272.84,366.8375,7.0935
1,16.75,0.2535,9.495,3.641,-0.101,0.9845,7.982,3.996,4.8835,3.9105,42.1955,94.159,373.004,6.385,-13.346,224.1655,115.1305,42.9325,43.3865,268.8705,359.9455,7.0475
1,17.25,0.183,8.825,2.948,-0.1545,-11.403,1.386,-9.639,4.8425,3.9985,45.13,94.15,373.24,5.615,-44.63,81.821,39.868,16.418,22.0325,266.6235,348.814,7.1615
1,17.75,0.144,7.187,2.36,0.034,-15.088,0.462,-17.6695,4.6365,4.0615,50.15,94.17,373.945,4.71,-54.81,13.5875,4.441,2.3295,3.54,264.275,335.932,7.1555
1,18.25,0.147,5.911,2.3795,-0.072,-16.312,0.1925,-22.508,4.3085,4.0795,56.1605,94.198,374.224,3.935,-50.884,0.104,-2.77,0,2.0275,262.833,327.493,7.143
1,18.75,0.154,5.262,2.5705,0.041,-18.34,0.66,-23.407,3.8835,4.0435,60.5405,94.2255,375.0185,3.54,-49.884,0,-2.817,0,2.3595,258.25,324.4395,7.309
1,19.25,0.137,4.3455,2.4175,0.0555,-18.045,0.5655,-24.407,3.539,3.9295,63.71,94.2425,374.4395,3.065,-48.8645,0,-2.783,0,2.338,258.0335,321.6355,7.338
1,19.75,0.143,3.638,2.333,0.032,-15.415,0.666,-24.6345,3.234,3.817,66.7555,94.2535,375.3135,2.645,-50.132,0,-2.725,0,2.5425,256.8085,319.255,7.25
1,20.25,0.177,2.924,2.488,0.101,-16.4435,0.591,-25.4395,2.9675,3.7105,67.785,94.27,375.5645,2.44,-49.072,0,-2.684,0,2.4405,256.281,318.7825,7.165
1,20.75,0.175,2.463,2.801,-0.033,-17.186,0.961,-25.8185,2.787,3.5975,69.1405,94.2975,375.979,2.195,-49.3905,-0.002,-2.722,-0.003,2.4145,255.963,316.8905,7.407
1,21.25,0.182,2.1505,2.835,0.063,-18.4695,0.552,-26.3365,2.586,3.501,71.5,94.327,375.204,1.84,-47.7145,-0.001,-2.5925,-0.004,2.3485,254.7035,315.8545,7.509
1,21.75,0.195,1.5035,2.994,0.051,-16.0395,0.494,-26.2625,2.4305,3.411,74.85,94.357,375.843,1.62,-46.092,-0.004,-2.4135,-0.004,2.1795,256.525,315.463,7.4415
1,22.25,0.192,0.9795,2.7885,-0.008,-14.3685,0.674,-27.0945,2.353,3.325,74.25,94.384,375.34,1.395,-46.9335,-0.004,-2.502,-0.004,2.0535,254.3015,313.452,7.371
1,22.75,0.1975,0.5605,2.998,0.013,-16.973,0.859,-27.4735,2.3155,3.2095,76.55,94.4055,375.316,1.315,-46.224,-0.011,-2.4325,-0.012,2.1765,251.7715,312.9085,7.231
1,23.25,0.2005,0.0125,3.006,0.003,-15.4165,0.944,-28.7795,2.1835,3.1095,77.9005,94.4205,374.813,1.15,-46.795,-0.008,-2.3375,-0.0095,2.3225,249.2085,311.229,7.123
1,23.75,0.187,-0.429,2.89,0.0405,-18.993,0.6025,-28.303,2.0415,3.0215,79.6005,94.4205,375.145,1.05,-45.1685,-0.004,-2.328,-0.006,2.3525,248.4825,310.649,7.077
2,0.25,0.204,0.183,3.33,0.159,-12.468,2.078,-23.5235,2.471,3.427,88.7,94.353,385.9735,0.58,-37.457,0,-2.2025,0,1.74,267.4115,314.396,6.584
2,0.75,0.2085,0.0495,3.315,0.06,-9.126,2.1255,-22.8335,2.38,3.397,89.2,94.355,385.4565,0.47,-37.458,0,-1.841,0,1.8655,273.124,314.1525,6.4685
2,1.25,0.2045,-0.1025,3.229,0.0935,-10.175,1.972,-21.6705,2.2505,3.3335,89,94.365,385.29,0.47,-36.1635,0,-2.154,0,1.726,275.2255,314.7845,6.416
2,1.75,0.2445,-0.1555,3.567,0.163,-7.751,3.565,-21.7995,2.1695,3.247,89.6505,94.3275,385.297,0.52,-36.4785,0,-1.776,0,1.6245,275.049,315.7885,6.53
2,2.25,0.2385,-0.1815,3.267,0.1355,-7.949,1.646,-21.061,2.1155,3.16,90.6,94.3315,386.1915,0.44,-36.134,0,-1.8765,0,1.51,273.1085,316.117,6.5465
2,2.75,0.2285,-0.342,3.53,0.0875,-10.684,3.0985,-20.294,2.043,3.053,91.8,94.3405,386.3755,0.435,-34.0425,0,-1.6595,0,1.6495,272.762,315.613,6.5165
2,3.25,0.2535,-0.3555,3.564,0.085,-9.751,2.009,-20.2395,1.973,2.96,90.25,94.347,386.623,0.375,-35.2715,0,-1.761,0,1.741,278.5905,315.9625,6.298
2,3.75,0.272,-0.5195,3.5185,0.204,-10.1625,2.584,-20.4985,1.934,2.9005,90.8005,94.3285,386.391,0.415,-35.723,0,-1.827,0,1.847,277.201,315.252,6.466
2,4.25,0.25,-0.921,3.3365,0.2325,-13.7485,3.25,-21.739,1.881,2.8515,92.401,94.3405,387.413,0.385,-32.7385,0,-1.862,0,1.581,279.021,314.637,6.3535
2,4.75,0.2285,-0.86,3.121,0.172,-8.978,3.261,-21.922,1.7755,2.839,92.5505,94.3385,386.992,0.37,-32.614,0,-1.688,0,1.5515,276.289,313.803,6.405
2,5.25,0.222,-1.225,2.71,0.184,-7.33,1.4955,-21.0755,1.6635,2.83,93.351,94.3785,387.4045,0.375,-32.6125,0,-1.676,0,1.4,280.672,312.458,6.277
2,5.75,0.214,-0.9515,2.804,0.128,-5.4635,1.5885,-22.598,1.6045,2.805,92.7005,94.392,388.159,0.31,-35.9745,0,-1.619,0,1.5475,269.539,311.498,6.285
2,6.25,0.226,-1.0575,2.835,0.1545,-10.9515,2.935,-21.716,1.575,2.757,93.7,94.401,388.957,0.295,-35.1895,0,-1.166,0,1.729,271.072,311.529,6.1365
2,6.75,0.2275,-1.4885,2.9055,0.11,-7.714,1.428,-21.6185,1.5485,2.709,94.9505,94.443,388.648,0.21,-34.763,0,-1.7425,0,1.7285,275.6435,312.2655,6.032
2,7.25,0.2145,-1.781,2.8885,0.103,-9.3265,3.0055,-21.8285,1.5235,2.665,95.55,94.4655,388.454,0.21,-33.4875,2.7455,0.4225,0.748,2.297,275.113,311.3765,6.015
2,7.75,0.248,-1.6485,3.4125,0.121,-5.0165,4.755,-20.983,1.49,2.6235,94.4005,94.474,388.633,0.28,-13.929,34.67,19.0285,6.7595,7.609,277.1975,312.131,6.188
2,8.25,0.229,-0.7155,3.445,0.122,2.492,10.3585,-18.026,1.478,2.5565,91.851,94.5005,388.312,0.345,6.2585,136.095,68.402,22.2875,25.032,274.079,315.0015,6.275
2,8.75,0.241,0.073,3.7725,-0.0865,12.9175,16.36,-15.3035,1.4415,2.493,88.3005,94.5165,388.8055,0.5,35.6145,290.835,154.9405,44.7745,41.702,271.2585,319.8365,6.47
2,9.25,0.28,0.6885,3.914,-0.305,29.539,21.1705,-11.502,1.4325,2.43,83.351,94.5235,386.625,0.75,74.095,472.44,247.1705,65.835,55.189,276.204,325.525,6.3635
2,9.75,0.325,1.2775,4.5625,-0.339,50.582,29.0365,-7.9695,1.5565,2.383,79.051,94.551,385.907,0.955,95.5665,621.475,329.0055,90.294,71.21,272.4645,329.7335,6.259
2,10.25,0.349,1.785,4.814,-0.354,65.809,32.363,-3.9255,1.6445,2.3445,75.7,94.545,385.059,1.215,139.3305,815.246,416.5955,110.6955,90.888,273.5065,333.619,6.617
2,10.75,0.337,2.4685,4.759,-0.245,74.487,33.45,2.711,1.866,2.3625,70.851,94.517,383.6615,1.695,170.3355,951.29,494.985,125.89,102.33,276.1555,338.701,6.764
2,11.25,0.354,3.528,4.863,-0.4235,98.208,41.109,21.3695,2.1405,2.455,66.471,94.478,383.517,2.09,220.2005,1070.0505,556.7555,139.08,111.23,276.715,348.904,6.134
2,11.75,0.339,4.2715,4.8505,-0.388,109.057,40.24,33.149,2.6225,2.5585,64.621,94.45,383.183,2.545,219.255,1158.2,604.8505,150.1355,120.92,278.724,355.4175,6.0865
2,12.25,0.373,4.962,4.969,-0.331,122.307,50.318,42.6475,3.0965,2.745,65.5005,94.3915,382.9885,2.73,258.5405,1236,644.646,158.76,129.54,280.025,360.3035,6.2405
2,12.75,0.369,5.8005,5.127,-0.329,132.9345,50.725,47.0615,3.7255,2.7765,64.296,94.3285,382.805,3.235,271.11,1231.7505,646.935,166.09,136.99,282.865,367.226,6.221
2,13.25,0.3765,6.105,5.1705,-0.233,130.163,52.604,42.709,4.4855,3.029,61.695,94.3195,382.663,3.665,262.535,1203.1,631.08,161.595,133.021,287.452,367.8315,6.246
2,13.75,0.374,6.3105,5.1565,-0.1735,121.466,50.701,42.422,4.5665,3.2305,57.0805,94.3055,382.471,4.15,245.75,1162.601,615.15,164.28,131.441,293.3895,367.8605,6.2445
2,14.25,0.369,6.757,5.01,-0.267,124.471,52.983,45.0065,4.743,3.518,57.79,94.2655,382.012,4.64,223.2655,1133.0005,597.9705,158.6955,126.6755,289.9705,367.8145,6.117
2,14.75,0.353,7.24,5.0515,-0.248,104.697,49.975,36.795,4.9435,3.8955,57.4905,94.232,381.9255,4.715,174.61,991.9805,528.4005,151.451,115.87,294.8795,368.954,6.272
2,15.25,0.356,7.0135,5.0815,-0.158,83.719,44.8425,29.413,5.1525,4.006,59.051,94.2185,382.024,4.195,133.6355,898.1005,466.3505,136.4705,103.85,294.1115,362.796,6.4395
2,15.75,0.355,7.0815,4.7855,-0.115,71.28,38.506,20.7025,5.464,4.1385,57.2955,94.2005,382.191,3.965,99.5805,700.8105,367.7855,116.6805,84.552,294.04,360.736,6.369
2,16.25,0.332,6.981,4.7135,-0.084,42.2325,31.557,10.3235,5.7035,4.2765,57.9355,94.178,381.908,3.79,55.4105,470.745,262.16,86.86,64.314,297.68,359.8775,6.367
2,16.75,0.3145,6.9665,4.535,-0.022,19.446,25.142,3.8895,5.629,4.3125,58.505,94.1725,381.886,3.67,22.3435,303.3455,175.545,62.324,45.015,293.7565,352.702,6.4985
2,17.25,0.2805,7.003,4.272,-0.068,1.834,17.018,-5.933,5.451,4.337,58.825,94.178,382.395,3.455,-1.0045,192.2355,99.548,39.21,33.541,295.2715,350.4715,6.479
2,17.75,0.2505,6.0995,3.7105,-0.0035,-10.42,10.015,-9.798,5.381,4.3425,61.1605,94.1835,382.818,3.335,-25.6045,76.519,36.5875,16.8705,13.9295,295.176,343.927,6.712
2,18.25,0.191,5.222,2.7905,-0.0315,-8.485,2.4295,-16.142,5.1165,4.3555,66.3205,94.2085,383.224,2.98,-44.3075,12.363,4.82,2.537,2.76,289.2845,336.149,6.8745
2,18.75,0.179,4.3135,2.652,0.232,-8.52,3.1535,-20.455,4.7705,4.337,70.55,94.247,383.336,2.715,-44.547,0.1925,-2.4305,0,1.3195,284.786,331.5435,6.847
2,19.25,0.1835,3.567,2.8065,0.275,-10.163,3.339,-20.874,4.3875,4.293,72.15,94.3,383.948,2.11,-43.7535,0,-2.7805,0,2.221,277.052,328.0805,6.624
2,19.75,0.196,2.8345,2.874,0.2495,-12.384,3.0775,-20.546,4.043,4.234,72.55,94.3105,383.998,2.02,-41.971,0,-2.649,0,2.246,277.861,326.8725,6.735
2,20.25,0.2075,2.6025,3.025,0.271,-12.4025,1.8615,-22.792,3.692,4.1585,75.301,94.295,384.03,1.84,-42.3935,0,-2.635,0,2.253,275.703,326.236,6.744
2,20.75,0.202,1.9795,3.056,0.1355,-12.694,2.7295,-23.616,3.432,4.0845,80.5,94.32,383.98,1.36,-45.0035,0,-2.3825,0,2.3555,269.465,323.1325,6.682
2,21.25,0.21,1.612,3.236,0.179,-14.984,2.449,-24.627,3.282,4.016,81.6,94.34,383.793,1.11,-43.0825,0,-2.521,0,2.41,268.496,321.2335,6.704
2,21.75,0.241,1.3465,3.253,0.253,-10.88,2.254,-23.7655,3.159,3.9415,81.7,94.352,384.367,0.9,-43.9205,0,-2.415,0,2.388,268.0715,319.8295,6.618
2,22.25,0.232,0.9835,3.217,0.207,-11.466,1.424,-23.7785,3.0415,3.876,82.4,94.3695,384.717,0.92,-42.8345,0,-2.4785,0,2.3725,268.094,319.961,6.614
2,22.75,0.227,0.6695,3.21,0.1725,-9.7625,2.213,-23.2795,2.884,3.817,82.801,94.376,386.062,0.97,-41.1485,0,-2.188,0,2.2005,265.063,317.3205,6.651
2,23.25,0.255,0.662,3.341,0.143,-8.511,2.2445,-22.5005,2.7545,3.7545,85.7,94.368,386.286,0.74,-39.4495,0,-2.2625,0,1.9635,265.0325,316.9655,6.5645
2,23.75,0.217,0.751,3.275,0.2135,-11.4785,2.097,-23.6095,2.6595,3.714,86.401,94.3685,386.24,0.66,-39.94,0,-2.003,0,2.1095,268.5195,315.728,6.46
3,0.25,0.244,7.405,3.788,0.412,-22.2265,3.268,-29.261,9.413,9.943,88.1005,93.98,379.9635,1.5,-51.408,0,-2.7825,0,2.7635,296.5795,349.165,10.161
3,0.75,0.2385,7.4005,3.507,0.454,-21.904,3.729,-30.052,9.255,9.731,88.4505,93.983,380.5365,1.245,-50.5955,0,-2.747,0,2.7635,298.366,348.7245,10.0415
3,1.25,0.2425,7.0885,3.771,0.447,-19.6525,1.9865,-29.5855,9.1,9.6055,89.2005,93.987,380.4855,1.175,-50.619,0,-2.803,0,2.745,298.5525,347.5405,10.02
3,1.75,0.255,6.4595,3.7435,0.521,-18.818,2.566,-30.222,8.9625,9.4985,89.7505,93.9855,381.0595,1.12,-49.945,0,-2.7765,0,2.736,297.221,347.0925,10.006
3,2.25,0.228,6.1725,3.5785,0.398,-18.4175,1.779,-30.312,8.8755,9.398,89.75,93.9735,382.09,0.985,-50.245,0,-2.7325,0,2.747,297.0175,348.3945,10
3,2.75,0.249,6.5895,3.931,0.4645,-19.409,1.893,-30.9735,8.793,9.318,90.3505,93.9525,382.202,0.975,-51.2055,0,-2.645,0,2.76,294.214,347.375,9.689
3,3.25,0.2445,6.4215,3.4985,0.41,-22.473,2.024,-31.356,8.693,9.2355,90.65,93.941,382.452,0.825,-50.8175,0,-2.7615,0,2.716,294.451,346.651,9.494
3,3.75,0.228,5.9415,3.4615,0.4325,-21.569,1.772,-32.5505,8.6235,9.1555,92.65,93.93,382.593,0.715,-49.8805,0,-2.787,0,2.6325,296.2495,344.661,9.8485
3,4.25,0.2315,5.555,3.478,0.459,-20.412,1.071,-32.52,8.535,9.0725,94.0005,93.9215,381.5845,0.675,-50.9475,0,-2.716,0,2.7305,294.6435,344.04,9.4485
3,4.75,0.252,5.5605,3.693,0.4745,-21.3165,1.822,-32.252,8.423,8.99,94.1505,93.9185,382.5305,0.535,-50.5075,0,-2.767,0,2.694,297.0215,340.9505,8.82
3,5.25,0.242,5.3415,3.8505,0.367,-15.5185,1.881,-31.281,8.3125,8.893,94.8,93.9195,382.568,0.505,-50.8975,0,-2.7305,0,2.7465,297.789,342.297,8.8935
3,5.75,0.242,4.876,3.7805,0.417,-16.56,2.669,-30.1445,8.195,8.778,95.8,93.952,382.2955,0.35,-49.5015,0,-2.6985,0,2.6855,299.0505,340.2155,8.936
3,6.25,0.2305,4.7965,3.547,0.37,-16.149,2.264,-28.952,8.0625,8.6975,96.6505,93.9355,382.947,0.35,-48.7555,0.804,-2.2795,0.067,2.6725,304.3965,337.6805,9.137
3,6.75,0.241,4.652,3.353,0.477,-14.799,1.6385,-28.6935,7.9025,8.6125,96.3,93.9475,382.3895,0.295,-44.369,6.639,2.0025,1.542,2.826,303.6675,336.1965,9.193
3,7.25,0.253,4.838,3.7555,0.1325,-7.5275,5.1035,-26.112,7.7175,8.5225,96.9,93.952,382.6515,0.295,-12.5075,45.5625,23.632,6.477,6.8305,303.0435,339.6805,9.313
3,7.75,0.2635,5.6895,4.013,-0.192,1.403,13.6565,-20.0145,7.6025,8.4575,93.7,93.9745,381.741,0.625,13.833,183.4755,101.197,21.263,26.9465,298.044,344.633,9.713
3,8.25,0.335,6.658,4.546,-0.551,23.672,27.413,-12.079,7.53,8.391,89.3,94.012,381.0835,0.95,66.712,344.42,188.78,41.708,42.285,298.852,353.283,9.516
3,8.75,0.3755,7.13,5,-0.835,49.449,37.554,-2.903,7.841,8.4,84.401,94.028,379.6415,1.56,125.831,527.73,289.61,64.9435,57.887,296.018,361.913,9.427
3,9.25,0.389,7.7255,5.5445,-1.114,69.7455,45.545,9.058,8.038,8.4625,80.9505,94.03,379.1485,2.255,184.67,716.15,389.96,85.566,72.812,298.1435,369.0215,9.1515
3,9.75,0.3775,9.1605,5.6,-1.129,105.562,53.238,20.5865,8.1855,8.5505,75.0005,94.0515,378.8975,3.11,242.3805,891.765,485.971,110.02,90.24,299.475,379.206,9.403
3,10.25,0.4055,10.455,5.821,-1.093,135.426,55.5865,33.0195,8.4355,8.6675,70.066,94.075,378.086,4.14,297.286,1060.15,578.14,130.661,106.985,301.635,390.168,9.4275
3,10.75,0.389,11.3855,6.052,-1.126,166.823,64.292,51.784,8.98,8.735,66.526,94.055,377.481,5.005,341.4455,1220.0505,654.081,152.0405,121.44,302.922,402.547,9.587
3,11.25,0.435,12.04,5.995,-0.767,185.868,71.946,70.0965,9.6925,8.805,62.071,94.03,377.216,5.78,370.485,1344.4505,725.766,165.98,132.64,303.8325,413.21,9.357
3,11.75,0.415,12.8305,5.616,-0.945,180.44,74.584,79.1265,10.4705,8.9905,58.445,94.004,377.026,6.89,394.025,1376.9,758.7855,169.4805,138.16,311.952,421.8435,9.597
3,12.25,0.418,13.095,5.635,-0.862,194.473,77.107,83.3905,11.2185,9.098,54.37,93.971,376.594,7.505,402.8405,1426.05,783.336,172.2755,142.9455,317.194,428.914,9.567
3,12.75,0.4135,13.68,5.578,-0.776,216.0305,72.432,85.727,12.085,9.313,52.785,93.9305,376.8905,8.17,412.6105,1477.85,814.565,178.53,143.3305,318.9025,435.5145,9.2345
3,13.25,0.399,14.52,5.37,-0.711,197.488,76.0945,76.913,12.845,9.668,50.1155,93.8855,377.183,8.78,400.06,1442.35,787.985,177.28,142.42,324.319,437.571,9.2085
3,13.75,0.419,14.72,5.386,-0.8415,188.987,82.824,74.932,13.775,9.968,48.23,93.851,376.872,9.5,377.071,1382.1505,764.9055,171.71,139.7,322.93,438.81,9.191
3,14.25,0.4105,15.16,5.898,-0.6625,173.677,81.999,79.632,14.338,10.4275,46.5755,93.8165,376.512,10,343.24,1325.9505,736.3505,167.631,134.1,324.6185,437.7445,8.922
3,14.75,0.4055,15.4105,5.856,-0.5055,153.406,68.815,79.0925,14.8805,10.9025,45.4555,93.7995,376.133,10.345,297.41,1219.8005,674.851,155.491,127.31,325.238,439.327,8.959
3,15.25,0.411,15.571,5.785,-0.396,142.164,69.7735,72.8565,15.1805,11.3125,43.2,93.777,375.802,10.875,259.6105,1100.2,608.785,145.5855,115.8955,328.852,437.5335,8.97
3,15.75,0.393,15.8555,5.9035,-0.505,119.135,63.8005,61.004,15.323,11.5925,42.52,93.7695,375.8385,11.28,196.7505,937.5655,511.261,130.201,103.0205,325.1465,430.4235,8.9685
3,16.25,0.3945,15.9,5.786,-0.496,84.54,55.961,50.054,15.3625,11.94,42.875,93.7515,375.235,10.92,145.67,785.0405,429.59,115.885,88.479,323.3995,421.252,9.002
3,16.75,0.382,15.701,5.7155,-0.3455,51.2025,48.674,33.158,15.255,12.23,46.755,93.751,375.052,11,81.737,610.77,326.4105,96.676,73.718,320.004,413.961,9.056
3,17.25,0.366,15.58,5.431,-0.2025,22.479,35.443,14.579,14.985,12.413,48.175,93.758,374.632,10.49,26.5345,411.49,230.4755,70.8765,56.8395,319.6755,405.918,9.2905
3,17.75,0.352,14.84,4.937,-0.0175,4.2935,25.8175,0.6345,14.633,12.4625,50.3755,93.806,374.725,9.635,-5.341,246.5705,138.1255,42.6185,38.531,319.9105,395.913,9.516
3,18.25,0.3165,14.0755,4.5915,0.087,-14.7335,13.5575,-12.478,14.168,12.4205,55.041,93.8295,375.0565,8.425,-36.826,90.1745,49.521,16.364,18.9605,312.747,384.67,10.019
3,18.75,0.279,13.135,4.138,0.5065,-21.4265,8.6925,-22.8355,13.6005,12.3475,62.181,93.855,375.748,7.22,-55.818,12.552,4.5365,2.0305,3.4605,311.0515,373.904,10.004
3,19.25,0.239,12.195,3.76,0.599,-21.0785,5.917,-27.9885,12.9375,12.2475,66.0455,93.898,377.271,5.805,-57.85,0.0525,-2.821,0,2.7625,307.7265,367.353,10.221
3,19.75,0.231,11.3605,3.4595,0.6055,-21.158,6.639,-30.5135,12.34,12.095,70.95,93.9035,377.7,4.93,-57.1175,0,-2.824,0,2.782,303.913,363.348,9.761
3,20.25,0.2275,10.6255,3.402,0.701,-23.077,5.673,-30.151,11.903,11.8825,72.1,93.9285,377.205,4.005,-56.513,0,-2.823,0,2.81,305.533,361.5185,10.041
3,20.75,0.21,9.81,3.2095,0.61,-24.813,4.7745,-30.861,11.423,11.7055,76.4,93.933,377.12,3.535,-56.3125,0,-2.822,0,2.808,302.598,359.7495,10.185
3,21.25,0.234,9.6605,3.4045,0.783,-24.1175,3.152,-31.8545,11.0055,11.493,79.2005,93.9435,377.627,3.155,-53.667,0,-2.824,0,2.7915,301.233,360.637,10.1005
