DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,RH,WS,SW_IN,LW_IN,PPFD_IN,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,VPD,SW_OUT,LW_OUT,T_CANOPY
1,0.25,0.075579,-0.1739345,-0.1541335,-0.02732475,-19.058756,-0.38019475,-1.27281325,-0.0785785,381.442224,2.2169925,-17.499,76.17066,1.255247,0,182.43,0,97.73525,-10.1316233665,-1.30795425,-1.03855935,-0.919460525,-0.7694803,-36.17654,0.30806719825,0.178149275,243.75025,-11.065097
1,0.75,0.084945,-0.197337,-0.1958085,-0.0325745,-18.31359625,-0.2974305,-1.181016,-0.0815455,383.469428,2.250452,-17.3355,76.51282,1.3041975,0,189.99,0,97.7035,-9.87782108075,-1.3359655,-1.04767425,-0.926041,-0.790279625,-40.063445,0.31726705925,0.1453658,240.297925,-10.619742
1,1.25,0.090448,-0.1144195,-0.101846,-0.0278885,-17.559565,-0.34166,-1.208363,-0.06856475,383.5839865,2.2550915,-17.445,77.5305,1.2382684395,0,192.0125,0,97.7265,-10.09500199075,-1.3342245,-1.08212575,-0.94720955,-0.791092275,-40.39372,0.31099175875,0.195501075,240.50925,-8.86389
1,1.75,0.07324,-0.1138825,-0.134213,-0.022472,-18.236541,-0.348824,-1.24335225,-0.077766,384.72384375,2.289181,-17.57875,77.109,1.2019655,0,194.78,0,97.76475,-10.29608433525,-1.31854125,-1.1140655,-0.985387725,-0.7913939,-47.0641275,0.29527573125,0.1943014,244.8616,-9.329553
1,2.25,0.076165,-0.0815045,-0.085662,-0.02563425,-15.1700775,-0.3751725,-1.2934525,-0.059091,384.2203325,2.158753,-17.736285,76.929,1.0977225,0,198.065,0,97.7615,-10.128493212,-1.299367,-1.1024075,-0.978184,-0.800372425,-47.3427025,0.283379168,0.207600025,245.576775,-8.569604
1,2.75,0.073886,-0.147123,-0.137037,-0.0260475,-14.892146,-0.352395,-1.34143225,-0.1394245,385.1152415,2.31372825,-17.894295,76.8515,1.11482488,0,193.0375,0,97.7865,-9.9520010895,-1.305002,-1.1052735,-1.008870525,-0.804792,-49.8258775,0.28970026475,0.2000497,245.58425,-9.99762575
1,3.25,0.079146,-0.1169095,-0.0672405,-0.0207655,-15.0846925,-0.401677,-1.45352475,-0.1045175,384.9622725,2.28826875,-17.9032025,77.5335,1.247553,0,195.145,0,97.716,-10.03463728875,-1.31535575,-1.09779975,-1.0160301,-0.79974115,-40.4268225,0.31102367525,0.203438575,243.587325,-10.408275
1,3.75,0.069437,-0.202185,-0.175196,-0.016457,-14.986234,-0.37146,-1.170831,-0.096719,383.61166525,2.3059585,-18.1252175,77.6885,1.0561461215,0,194.0575,0,97.77135,-9.986495783,-1.32261175,-1.09567725,-1.0098339,-0.797317225,-34.675015,0.28891208225,0.223144475,244.9557,-10.95889
1,4.25,0.07404,-0.18414725,-0.180629,-0.013103,-15.07840725,-0.3964455,-1.3131985,-0.1207885,384.47457675,2.289861,-18.45075,77.484,1.107028,0,194.75,0,97.746,-10.10074226325,-1.275487,-1.0673525,-0.995955125,-0.787716425,-27.85699,0.2831450145,0.117014,243.5194,-10.79951
1,4.75,0.06758,-0.179792,-0.18716575,-0.0162725,-15.68563525,-0.37139,-1.041899,-0.083612,384.648198,2.292388,-18.36225,77.755,1.111358,0,195.949,0,97.8019,-10.14756803,-1.25987625,-1.03851225,-0.973662675,-0.7748854,-29.60741,0.2863557255,0.1799415,241.31065,-13.0010875
