DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.286765159387929,0.255432039362757,2.09565925422914,0.0815869743693811,0.234276151942502,-2.66755533524712,4.55943034066147,0.715860346235246,423.674299531633,1.5740011831517,425.59010435978,2.38913050241462,424.214941788237,2.58633247755419,427.260025419295,2.39517409033869,424.57092564025,2.92649420535453,427.380550049084,1.94991835916182,426.395869565742,2.25651408424461,427.904390858927,2.11730364525967,427.565357782946,2.17091223866007,431.943558036593,1.76834422903423,430.826840910339,1.60415507282297,2.04531563775062,-12.6216478470113,0.602129108070072,1.5875,0.88,0.4125,0.21,-12.771775,-12.69825,-11.07925,-12.887675,-14.613575,-14.8119,98.77195,83.8525,0.3414,-12.18,-13.715,-11.7,-5.365,0.9,-1.02,1.7,-0.6475,-0.3175,242.8,250.95,274.95,278.05,0.375,0.05,0.14,0.37,0.22,0.1825,0.07,0.1425,-0.07,-2.7475,-2.285,-1.50725,-0.91325,-0.046,0.2355,0.162,0.0255,-0.0155,-6.11675,-5.30425,-3.417,-2.3285,-0.192,0.1125,0.024,0.036,0.36125,-6.74875,-5.41425,-3.29575,-1.42375,-0.31,0.147,0.04625,0.0195,-0.009,-6.2425,-5.601,-4.32075,-2.36725,-0.897,-0.21375,-0.13775,-0.2725,-0.1035,-3.63925,-3.074,-2.08425,-0.32975,-0.12225,-0.06375,0.1055,0.06575,0.044,-4.23,-4.04375,8.71
1,0.75,0.291657983762039,0.344234189158117,2.26765979440197,0.5300607767598,0.20559819571685,0.348909569064595,3.52379717231492,0.657518748863169,423.455159499359,1.54065036053739,425.467392900335,2.43096548049458,424.245238680283,2.32894757647276,426.592345199591,2.43348347873216,425.821016817449,2.55511907885631,427.25235305817,2.17447165102331,428.173160374769,2.28384054956322,428.266745058095,2.11691825783458,426.792848969786,1.75490926399335,431.444860500198,1.78882367645034,430.181199390323,2.09936384556058,2.06782561303968,-12.2020475349483,0.616056656860222,1.4675,0.89,0.44,0.22,-12.6883,-12.582,-11.2697,-12.713775,-14.99325,-14.4604,98.7853,84.1525,0.3373,-12.47,-13.4725,-11.61,-5.3775,1,-0.995,1.8,-0.57,-0.135,242.825,249.95,275.125,277.9,0.37,0.045,0.14,0.3775,0.22,0.18,0.0625,0.14,-0.07,-2.738,-2.28275,-1.505,-0.91125,-0.046,0.235,0.162,0.02475,-0.0155,-6.12425,-5.2825,-3.464,-2.33025,-0.19075,0.1125,0.024,0.036,0.36125,-6.73275,-5.494,-3.3,-1.44975,-0.309,0.147,0.04625,0.01975,-0.00875,-6.24725,-5.61525,-4.3325,-2.36825,-0.89775,-0.21475,-0.1415,-0.27275,-0.1035,-3.658,-3.11775,-2.0875,-0.3285,-0.123,-0.06375,0.1045,0.0615,0.044,-5.141,-4.022,8.99
1,1.25,0.274419759387638,0.146325016815569,1.87469114749076,0.112620008393495,0.19920386599242,-2.17627942150725,4.73222573052333,0.643543366349119,423.132982293578,1.55585684087891,425.823841932767,2.45954566734812,425.046371767742,2.25487030645762,427.122052577295,2.34884551931618,426.272430341105,2.26862489911762,427.676610213137,2.17253950746714,425.123097101862,2.02784130635615,427.890052013634,2.03778717984377,430.080721751593,1.56017020164202,431.857983090839,1.6645862909918,430.617825029032,1.73923385426638,2.1557548154123,-13.3618469671078,0.630293465591953,1.6175,1,0.4525,0.23,-12.773975,-12.5205,-11.52375,-12.703725,-15.618775,-14.634275,98.7936325,84.145,0.338775,-13.05,-13.435,-11.9525,-5.3625,1,-0.86,1.9,-0.61,-0.18,246.875,249.875,275.275,277.725,0.38,0.045,0.14,0.365,0.22,0.18,0.06,0.14,-0.07,-2.73325,-2.2805,-1.5035,-0.9085,-0.0455,0.2355,0.1615,0.02475,-0.0155,-6.1765,-5.3425,-3.46775,-2.32975,-0.18975,0.1125,0.02325,0.036,0.36125,-6.72775,-5.62775,-3.305,-1.45,-0.308,0.1465,0.04625,0.02,-0.00875,-6.24075,-5.62325,-4.35225,-2.36975,-0.89775,-0.21475,-0.1415,-0.2735,-0.1035,-3.68075,-3.15625,-2.09125,-0.32725,-0.123,-0.06375,0.1045,0.057,0.04475,-5.27375,-4.48575,8.4
1,1.75,0.176942112770009,0.231693221592915,2.26640188487284,0.595108311958156,0.236417672277092,-3.7862475369407,5.50126108398044,0.66585725676146,423.549467380248,1.53816770733243,425.204273855082,2.45467588006166,424.106204915675,2.71672686161217,426.625102831394,2.5008623990366,425.014764554032,3.14018184153326,427.130803516622,2.19428286873408,425.073489169581,2.2149589358122,427.988251737328,1.95740495115133,427.008909714663,1.72697872342108,431.957141626473,1.65455217552454,430.327205258991,1.91985054485696,2.14745368755483,-13.3212772405764,0.589874426434195,1.5,0.87,0.43,0.2225,-12.935975,-12.84625,-11.432525,-12.78325,-15.596925,-14.994575,98.81557,83.9125,0.32455,-12.87,-13.5775,-12.05,-5.29,1,-0.775,1.725,-0.6,-0.265,248.45,249.65,275.7,278.5,0.3725,0.05,0.14,0.3675,0.22,0.18,0.0625,0.14,-0.07,-2.7335,-2.27825,-1.5015,-0.90625,-0.04825,0.235,0.16125,0.02475,-0.01725,-6.2465,-5.3405,-3.46975,-2.3655,-0.18875,0.11175,0.024,0.036,0.36125,-6.82775,-5.684,-3.3225,-1.446,-0.309,0.1455,0.04625,0.01975,-0.00875,-6.2345,-5.636,-4.3745,-2.3715,-0.89825,-0.21475,-0.1415,-0.27375,-0.1035,-3.70625,-3.2015,-2.096,-0.3265,-0.1235,-0.06375,0.1045,0.05725,0.045,-4.376,-4.41125,7.895
1,2.25,0.368595353999497,0.00466385034397863,1.77134438783809,0.762317201006898,0.256241085136334,-3.0638055423649,5.33339419026948,0.653829299449853,423.358024630467,1.43109015251446,425.611961894428,2.36986447481137,424.625980570336,2.57620508547664,426.889299833499,2.38476860942809,427.204353680565,2.493142395441,427.53028468121,2.16067371133174,426.225613356454,2.25222055476062,428.755609152612,1.96128664718782,426.642390923797,2.11619590477942,432.247530549763,1.70494793417021,430.727829256489,1.78140780348485,2.17302507558762,-12.8376881074114,0.589448007835524,1.63,0.92,0.4325,0.2225,-13.06445,-12.97125,-11.5411,-12.4962,-15.56755,-14.926875,98.84371,83.8975,0.32115,-12.72,-13.8125,-11.7475,-5.27,1,-0.9,1.9,-0.55,-0.0975,246.15,249.9,275.3,277.625,0.37,0.05,0.14,0.3675,0.22,0.1725,0.07,0.14,-0.07,-2.733,-2.27525,-1.4995,-0.90375,-0.04825,0.235,0.1605,0.0215,-0.01725,-6.325,-5.339,-3.472,-2.41925,-0.1885,0.11175,0.024,0.036,0.3615,-6.8535,-5.696,-3.3505,-1.443,-0.308,0.1455,0.047,0.02025,-0.009,-6.229,-5.6645,-4.397,-2.37375,-0.89875,-0.21575,-0.1415,-0.27375,-0.10975,-3.713,-3.23575,-2.106,-0.3245,-0.12425,-0.06375,0.09375,0.05725,0.045,-4.45,-4.43025,8.17
1,2.75,0.574581857041414,0.135478149417186,2.7497570205463,1.22983142017853,0.224308242972685,-2.85672131016711,5.68894441371946,0.609456085962306,422.86923260096,1.55461733689106,426.091063905021,2.31974248761055,424.558601469722,2.63989692078677,427.175427485522,2.42400130693937,425.054757061626,2.86683297434823,427.386693623208,1.99934689512751,426.249394925361,2.22330766601534,428.615175817672,2.10044014520782,427.254221555556,2.2583780496687,431.598557462199,1.7879872600438,430.940241273312,1.5650145033633,2.21778694160124,-13.6914326182113,0.52165202423248,1.59,0.98,0.44,0.23,-13.23895,-13.2905,-11.11195,-12.06835,-15.461075,-14.75585,98.84429,84.4275,0.3359,-12.46,-13.535,-11.5925,-5.3225,0.925,-0.865,1.7,-0.5875,-0.08,249.55,251.025,275.3,277.925,0.38,0.05,0.14,0.37,0.22,0.17,0.07,0.15,-0.07,-2.74775,-2.27125,-1.4975,-0.90175,-0.0475,0.235,0.1615,0.0185,-0.01725,-6.41425,-5.35325,-3.47075,-2.4565,-0.18725,0.11175,0.024,0.036,0.36125,-6.854,-5.709,-3.39,-1.44075,-0.308,0.145,0.04625,0.02,-0.009,-6.254,-5.66075,-4.41975,-2.376,-0.89925,-0.21575,-0.142,-0.2745,-0.10975,-3.72975,-3.28375,-2.11625,-0.324,-0.12425,-0.06375,0.09375,0.05725,0.04425,-7.228,-4.29925,7.2
1,3.25,0.435727766769821,0.182511335810051,2.93540341266033,0.407503765475972,0.275739667799759,-2.48186212637815,5.00066424469751,0.660469150836914,422.123497086212,1.59045220486093,425.727266168572,2.30209559394021,424.611631055357,1.84792571212906,427.788999385927,2.44165468009467,426.198161471025,3.21855717862244,427.85327726789,2.13817102095214,425.980525855769,1.53684481001498,428.752883339815,1.88526537232539,428.251934865319,1.82815250813505,432.020285198674,1.64998943569575,431.14846733369,1.45113148420576,1.93821065773367,-13.0702248859975,0.606834046421195,1.4275,0.9075,0.425,0.22,-13.242175,-13.085,-10.799975,-12.40285,-15.427,-15.093325,98.82451,84.3875,0.3276,-12.83,-13.4475,-11.785,-5.385,1.025,-0.77,1.8,-0.57,-0.0575,245.675,250.625,275.975,278.175,0.38,0.045,0.14,0.3675,0.22,0.17,0.0625,0.1425,-0.07,-2.783,-2.265,-1.4965,-0.9,-0.0475,0.236,0.1615,0.01825,-0.01725,-6.49875,-5.3705,-3.45475,-2.45275,-0.18625,0.1115,0.024,0.036,0.36125,-6.87275,-5.7205,-3.3985,-1.43875,-0.3085,0.145,0.04625,0.01925,-0.009,-6.23975,-5.6565,-4.44475,-2.3785,-0.89875,-0.21575,-0.142,-0.2755,-0.115,-3.74675,-3.335,-2.127,-0.3235,-0.125,-0.06375,0.09275,0.05725,0.04425,-4.575,-4.187,6.52
1,3.75,0.394044615574858,0.0880642670228923,1.5825243315073,1.17235679193209,0.226446552690215,-1.64186713757047,4.48534293029712,0.574086175764042,423.005620930025,1.57501215850094,425.918437733389,2.32051114480168,423.866584159366,2.52417221706006,426.631633860228,2.29783061646583,425.5229307511,2.4329315618421,427.899715313955,2.11963103902933,425.100590056105,2.20100523618117,429.692376746877,1.91576205478911,426.817405117191,1.34305376348908,432.003801690444,1.76245641702106,430.26225294966,2.08812972004024,2.04514116826224,-12.9808532927333,0.599250628437582,1.4675,0.9,0.43,0.21,-13.19575,-13.167,-10.9386,-12.4605,-15.7987,-15.5607,98.84174,84.175,0.3383,-12.96,-13.48,-12.66,-5.3725,1,-0.89,1.8,-0.62,-0.1,247.475,251.35,275.825,279.325,0.3825,0.045,0.145,0.34,0.22,0.17,0.06,0.1425,-0.07,-2.812,-2.25175,-1.49475,-0.89825,-0.0475,0.2355,0.16125,0.01825,-0.01725,-6.5555,-5.44325,-3.44975,-2.44525,-0.186,0.1115,0.024,0.036,0.361,-6.902,-5.732,-3.399,-1.4385,-0.31325,0.145,0.047,0.01925,-0.009,-6.2265,-5.65425,-4.453,-2.3815,-0.899,-0.216,-0.13825,-0.285,-0.11075,-3.75575,-3.38525,-2.122,-0.32225,-0.1255,-0.063,0.10275,0.05725,0.04525,-5.221,-4.41925,6.9
1,4.25,0.424857163358529,0.0662413072919038,3.70545424507386,1.34343087059248,0.202937757888076,-2.38064441323358,7.07266041485106,0.664047157845802,423.105215580688,1.83736553868494,425.501945689101,2.21346399735671,424.154286502819,2.67069877389019,426.95881018815,2.31697647808763,425.461061255779,2.99226033004877,427.471986605265,2.02853961055608,426.272808598392,2.7611219112466,428.655874126444,1.96746347393322,427.479730849359,1.35373727598702,432.418458222665,1.59648429578463,429.851301053535,1.80017184776198,2.13130711774857,-13.0399457303851,0.638771353684581,1.5025,1.0475,0.4425,0.24,-13.4176,-13.18125,-11.059425,-12.8533,-16.025875,-16.0132,98.836065,84.785,0.33055,-12.66,-13.725,-11.79,-5.3725,1,-0.805,1.8,-0.5475,-0.205,253.4,250.85,275.675,280.35,0.37,0.045,0.15,0.3575,0.22,0.1725,0.0625,0.1425,-0.07,-2.8165,-2.245,-1.49375,-0.89625,-0.047,0.235,0.1615,0.01825,-0.01725,-6.6435,-5.523,-3.45,-2.44,-0.185,0.1115,0.024,0.036,0.361,-6.92775,-5.73675,-3.399,-1.43925,-0.31425,0.14525,0.04625,0.01925,-0.00875,-6.21525,-5.64975,-4.46325,-2.38575,-0.89875,-0.21675,-0.13925,-0.295,-0.107,-3.7715,-3.41925,-2.1175,-0.321,-0.1255,-0.063,0.102,0.05725,0.0445,-5.8135,-4.467,7.205
1,4.75,0.686136759420466,0.177046901008213,2.28812016827726,1.68657878219477,0.219439243326432,-3.85448105994215,3.32422870543788,0.709325185977139,423.122118162737,1.82922742901276,425.752909443466,2.36101149490127,423.646127567828,2.93365868708233,427.068997396792,2.47506386602448,426.203394426045,2.76422424002271,427.382294935475,2.2140369195275,424.301665016129,2.64441649841028,428.247017754564,2.09278428947677,428.17096509593,2.51374749533746,430.559292258208,1.90486594250357,428.926582635798,1.51821804334238,2.18307613019532,-12.9683987135981,0.670739175412869,1.6525,1.085,0.4525,0.23,-13.3516,-13.133,-11.082875,-12.1919,-15.87745,-15.34545,98.81115,84.3075,0.329375,-12.31,-13.0525,-11.65,-5.3575,1,-0.8275,1.725,-0.6075,-0.1875,254.275,251.825,276.8,280.35,0.3725,0.05,0.14,0.36,0.22,0.185,0.06,0.1425,-0.07,-2.82775,-2.25,-1.493,-0.89525,-0.047,0.235,0.1615,0.018,-0.0175,-6.7135,-5.603,-3.4625,-2.435,-0.18425,0.1115,0.023,0.036,0.361,-6.955,-5.742,-3.40025,-1.44,-0.316,0.146,0.04625,0.01925,-0.008,-6.207,-5.6455,-4.4745,-2.39,-0.89925,-0.21675,-0.1395,-0.295,-0.109,-3.79525,-3.43425,-2.1255,-0.32,-0.127,-0.064,0.102,0.05725,0.046,-4.1575,-4.5365,7.0675
