DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-2.9463640191042,-0.58203103158169,-13.6894359499909,-3.60732790661135,0.0431717153875117,-67.024397376252,-13.8626005762365,0.234037160411588,379.670599863497,2.12054058600305,409.211451691256,1.44781792910055,411.213986130365,2.94267837541917,408.200582946047,1.48723076948438,411.256191297112,2.88431027180023,410.104214594263,1.43762575526145,411.327265006124,2.84718486103408,411.561614689114,1.43541475254753,411.704487788523,2.81875267657577,0.843450586206776,-9.7374496094859,0.143039896429606,0.69925,0.629,0.16975,-10.4516875,-11.00975,-10.78691,-12.43822,-14.8641325,82.207738,38.751,0.227515,-12.9425,-13.1235,-11.8645,0,-4.355,0.32,-1.8105,-1.5205,193.5975,249.63,207.27,250.08,-0.23,-0.02,-0.04025,-0.19,-0.2,-0.4,-0.06,-0.25,-5.7665,-5.4901,-2.397625,-0.1374,0.53165,4.22215,7.670825,7.9329,8.64115,-5.448275,-2.16395,-1.2159,0.63,4.652975,8.457475,8.933,9.8835,-6.924,-4.88175,-2.69275,-1.20305,1.913275,5.13525,7.259,8.8262,-6.4804,-5.1543,0.019575,1.084525,5.20475,8.618725,8.863,-4.830225,-3.5684,-1.623675,-0.3537,1.101425,-7.6716,-11.9366,-10.3393,-81.78
1,0.75,-0.691324020822263,-0.288988068543729,-1.80016922709161,-2.61935035559103,0.0526213134206698,-87.469756538499,-16.8598604308753,0.291822370616564,377.668760758779,1.60410149887975,409.319952129515,1.36162501059569,410.968141765828,2.75640287634521,409.062961437176,1.37495467063347,411.236013632452,2.82762646329857,410.250745606786,1.30347531975317,411.190514211587,2.70438085909835,410.937052549654,1.18879286611269,411.544808038501,2.56335105390573,0.899890292664995,-10.0351012228603,0.162765412912909,0.76975,0.6605,0.17,-10.68436,-11.0848,-11.831885,-12.9147,-14.02718,82.18616825,37.512,0.3122325,-13.65125,-14.378,-12.245,0,-4.077,0.4,-1.76075,-1.0225,194.395,248.1975,209.025,250.46,-0.22,-0.01025,-0.04,-0.19,-0.19275,-0.40025,-0.06,-0.24,-6.0015,-5.76175,-2.5293,-0.1484,0.528,4.2223,7.669825,7.9319,8.64115,-5.545725,-2.200425,-1.2486,0.62275,4.65195,8.456475,8.932975,9.8825,-7.20995,-4.9992,-2.7757,-1.20125,1.915175,5.13425,7.258,8.8252,-6.800725,-5.440675,0.0154,1.092875,5.205475,8.617725,8.863,-5.110375,-3.75995,-1.6971,-0.36935,1.105875,-8.494,-12.17375,-9.881075,-82.237
1,1.25,-0.385577581857636,-0.273708395609459,-4.99541044488754,-2.23887716899028,0.0452325442206527,-81.4860121805749,-10.1460193771494,0.24766008455478,380.185369816637,1.91942931171546,409.364466266634,1.33442234530016,411.018111940048,2.58450033839444,408.753547514495,1.26530221253404,410.999496782976,2.43996163075068,410.001847770951,1.23918106920383,411.291765057805,2.46614949951727,410.4440285451,1.17592292049745,411.330680862013,2.58904802199162,0.684711430522305,-10.2262119831863,0.163644473425495,0.7355,0.6785,0.1695,-11.01936,-11.73755,-11.5892125,-12.985175,-15.43912,82.17907025,39.1245,0.32934,-13.976,-14.756,-12.8135,0,-4.304,0.42,-1.74025,-0.8825,196.2175,245.9175,211.96,249.9,-0.22,-0.03,-0.04,-0.18,-0.19275,-0.41,-0.06,-0.25,-6.235,-5.904075,-2.64685,-0.1596,0.523425,4.2213,7.66955,7.930925,8.64015,-5.67425,-2.232875,-1.27935,0.6194,4.65085,8.456475,8.932,9.8825,-7.5102,-5.103825,-2.859575,-1.2413,1.916075,5.13425,7.257,8.8252,-6.846925,-5.5772,0.01145,1.098775,5.205925,8.617725,8.862,-5.40235,-3.99645,-1.7596,-0.385125,1.111325,-9.270025,-12.320075,-8.88285,-81.512
1,1.75,-1.38990502575339,-0.272270618647388,-3.46576507615872,-3.78524023180675,0.0529299952628321,-92.5423498627027,-11.2583964320637,0.221341502022287,377.529881399147,1.42596710026896,408.871283654399,1.57035709659609,410.941081980855,2.61175867529067,408.664016048769,1.60049239499382,411.094203333538,2.652480926306,409.436264084084,1.26483353460934,410.98594403715,2.6088006036224,409.734247246783,1.22346729074807,411.208982130215,2.57428283151328,0.954607821064644,-11.0023456625897,0.153816224769185,0.97925,0.75925,0.17,-11.61614,-11.9119,-12.594405,-13.671325,-14.8205325,82.187588,38.992,0.32524,-14.844,-15.207,-13.334,0,-4.105,0.5,-1.781,-1.1335,196.17,242.5,211.935,247.775,-0.22275,-0.02,-0.04,-0.19,-0.2,-0.40025,-0.06,-0.25,-6.159,-5.86965,-2.7552,-0.1718,0.51785,4.2213,7.668825,7.929925,8.639425,-6.02075,-2.2578,-1.312175,0.609975,4.65095,8.45575,8.931,9.88195,-7.39485,-5.1994,-2.94725,-1.277675,1.916975,5.133775,7.256,8.8234,-6.5688,-5.52805,0.00705000000000001,1.1044,5.203925,8.616725,8.861,-5.70805,-4.282525,-1.819475,-0.402,1.115775,-10.07825,-12.62875,-11.7163,-82.3025
1,2.25,-0.688834493595783,-0.147091896816771,-4.91865937618404,-4.13674737920043,0.0448546589460568,-76.4167821083286,-15.4485006481571,0.278037277488436,378.758918697484,1.62417311293087,409.635791124124,1.4867366236255,410.775838777796,2.64390471381753,409.369400985883,1.37304382340223,411.067676051977,2.66845694817522,409.647124916511,1.15482136928082,411.038197426954,2.69081936750887,411.318078036072,1.0393585999347,411.067216760222,2.73244827156303,0.801494286459883,-12.0830288272801,0.0993174211325957,0.7375,0.6295,0.15,-12.35721,-13.0016,-12.47775,-13.826825,-15.83306,82.18232575,38.865,0.20162,-15.056,-15.8045,-14.1635,0,-4.16,0.32,-1.80075,-1.101,192.6875,244.7025,208.94,243.605,-0.22,-0.02,-0.04,-0.19,-0.19275,-0.41,-0.06,-0.25,-6.1135,-5.794,-2.885175,-0.175875,0.5123,4.2203,7.667825,7.92895,8.638425,-5.987125,-2.315325,-1.343875,0.59855,4.64995,8.455025,8.93,9.882675,-7.2831,-5.286075,-3.10535,-1.317825,1.9186,5.132775,7.255975,8.823675,-6.463975,-5.443475,0.000875000000000011,1.10985,5.202475,8.615725,8.86,-5.539925,-4.3655,-1.87895,-0.420025,1.12095,-10.6185,-12.78375,-13.651375,-73.7875
1,2.75,-3.06817451104522,-0.293635365176948,-7.54958221716634,-4.77216835737741,0.0498015057352601,-71.8378933024924,-14.8081326428297,0.229498651631946,378.609207699238,1.88100158741554,409.177616991929,1.37937012603304,410.79172038609,2.68904770824208,409.830063926524,1.3380533242709,410.975429036464,2.62401345988848,410.113549682762,1.20118997143083,411.007654854237,2.67755658681991,409.739348509692,1.00853085598461,411.179100956571,2.58909834127198,0.863487768928848,-11.5060942846338,0.160702806031737,0.827,0.6085,0.13975,-11.4226,-12.08975,-12.09031,-13.3541775,-15.81462,82.170645,38.8445,0.13314,-14.9075,-15.49225,-14.312,0,-4.328,0.4,-1.712,-1.028,192.8525,246.11,211.275,244.005,-0.22,-0.02,-0.04,-0.18025,-0.19,-0.4,-0.06,-0.25,-6.3285,-5.8634,-3.036275,-0.1867,0.50575,4.22015,7.66755,7.92795,8.638425,-6.101,-2.39835,-1.37795,0.589125,4.649925,8.454025,8.929,9.8824,-7.3845,-5.378725,-3.172175,-1.358,1.9195,5.131775,7.255,8.8232,-6.7249,-5.542,-0.00507499999999998,1.11775,5.203825,8.614725,8.859025,-5.733175,-4.44115,-1.946425,-0.441025,1.1254,-11.691775,-12.463525,-13.42215,-71.936
1,3.25,-1.14676187198422,-0.370462630694693,-2.09391341372722,-1.78142466781358,0.0394742653766012,-69.1754203677919,-10.9434989388774,0.198554101791782,377.89492305879,1.85935587166836,409.783378532245,1.27909301177009,411.150066234256,2.56638294828856,410.181385817284,1.24903447465371,411.31051685821,2.58727125463135,410.219315178175,1.12537763580742,411.152004893648,2.45757478383289,411.649223139622,1.16077283435512,411.444820619741,2.43782908693987,0.801511718879745,-12.5338391762774,0.107206918316951,0.73925,0.5965,0.1595,-11.65124,-12.34855,-11.796215,-13.725825,-16.28996,82.1586775,42.114,0.13686,-15.22625,-15.784,-14.4105,0,-4.082,0.4,-1.7405,-0.7905,190.345,245.7425,213.975,242.69,-0.23275,-0.02025,-0.05,-0.18,-0.20275,-0.40025,-0.06,-0.25,-6.476,-6.082975,-3.1814,-0.198525,0.499225,4.22015,7.66655,7.92695,8.637425,-6.2224,-2.489625,-1.415,0.578675,4.650975,8.453475,8.928,9.88285,-7.52635,-5.481025,-3.24015,-1.39715,1.9204,5.131775,7.254,8.8222,-6.873775,-5.71415,-0.0128,1.124825,5.2021,8.61445,8.858025,-5.90415,-4.5817,-2.023075,-0.463075,1.12985,-13.6844,-13.8566,-13.6111,-78.822
1,3.75,-3.34868067269262,-0.260780469028406,-3.46528939344459,-2.54322538852338,0.0478640464270617,-74.5251737532531,-13.6957095207039,0.236863629691064,377.972425804484,1.81501991756671,410.001184937379,1.45010493481201,411.049945179886,2.60356939282162,409.668950973418,1.35464040962014,411.325367518465,2.58116288965682,409.171608075397,1.26312069860254,411.375920860854,2.55643683305741,411.02802573152,1.02561262000959,412.112639765458,2.42889958811524,0.76281705883431,-12.0444570531829,0.122521392581195,0.657,0.5955,0.16,-10.97948,-11.60825,-10.96703,-13.3856,-15.72704,82.1383105,41.3515,0.17656,-15.29,-15.7655,-14.111,0,-3.9675,0.5,-1.88025,-0.892,189.065,245.505,214.26,241.925,-0.23275,-0.02,-0.03025,-0.19,-0.21,-0.41,-0.06,-0.25,-6.706,-6.382375,-3.3242,-0.21035,0.4917,4.2193,7.66555,7.92595,8.637425,-6.244975,-2.57275,-1.452925,0.56925,4.649975,8.4532,8.927025,9.88185,-7.6818,-5.583475,-3.3061,-1.43625,1.9203,5.13125,7.253,8.821675,-7.1723,-5.89385,-0.020525,1.132175,5.204,8.614175,8.85605,-5.82025,-4.5616,-2.099325,-0.4857,1.134025,-13.24975,-13.63325,-14.478,-79.06
1,4.25,-0.531379739672271,-0.322846038684727,-8.59108461254698,-2.71304262976573,0.0407562733495037,-61.7271417568036,-10.619390536424,0.242380983308248,378.64524072132,1.85618926861044,408.937883986001,1.56608707555229,410.978795031834,2.66611038209068,409.181581875979,1.41722139528057,411.198675901035,2.70611679573058,409.977933798827,1.42116573181289,411.364924695837,2.54480307914565,411.122654439663,1.19613875184646,411.742246027276,2.25118140545594,0.844274404444791,-11.4369737917831,0.120923616593836,0.74475,0.64,0.15975,-11.74566,-11.9448,-12.3959,-13.3865,-16.1518825,82.12210675,40.302,0.1724225,-15.52775,-15.461,-14.0625,0,-4.208,0.5,-1.80175,-0.984,190.27,244.0625,213.065,241.185,-0.23,-0.02,-0.04,-0.19,-0.19275,-0.40025,-0.06,-0.25,-6.918,-6.67945,-3.445175,-0.2224,0.484225,4.2176,7.664825,7.92495,8.6357,-6.336725,-2.64545,-1.48785,0.558825,4.65485,8.452475,8.927,9.881575,-7.80155,-5.6609,-3.3662,-1.474375,1.919925,5.130775,7.252,8.820675,-7.5312,-6.204025,-0.0277,1.136075,5.206625,8.613175,8.856,-5.80055,-4.567275,-2.14385,-0.507375,1.1382,-14.7727,-14.0499,-15.427875,-77.9515
1,4.75,-0.623270148822834,-0.307472369413749,-2.53343905935127,-3.49572428527928,0.0493303672812687,-65.5507486262563,-15.4314265032741,0.2405399093318,367.583431059369,1.92749831904029,409.579045338935,1.52200818841418,411.312606390107,2.49090499482301,409.771796837512,1.40236243346117,411.397866704122,2.45964777541509,409.728655763997,1.26661566136537,411.303567070501,2.68364282849408,410.454876666923,1.15958295998358,411.284218604809,2.75665439585881,0.626844424240582,-12.0269772546317,0.0987471645107698,0.7585,0.6075,0.15975,-12.260125,-12.77385,-12.53053,-14.05446,-16.079175,82.102345,41.103,0.19265,-15.58175,-15.52825,-14.553,0,-3.99075,0.42,-1.84,-1.016,192.23,244.2225,214.265,240.57,-0.22,-0.02,-0.04,-0.19,-0.19,-0.40025,-0.06,-0.25,-7.2005,-6.947225,-3.5738,-0.21485,0.474775,4.21845,7.663825,7.92395,8.635425,-6.352825,-2.71025,-1.51675,0.547425,4.64895,8.451475,8.926,9.881575,-7.8986,-5.734275,-3.4202,-1.5126,1.919825,5.129775,7.251,8.8202,-7.866325,-6.495375,-0.0361,1.14115,5.204625,8.61145,8.8541,-5.8435,-4.601225,-2.19365,-0.529,1.1411,-15.29245,-14.176175,-15.527075,-78.27625
