DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
3,15.25,5.27795,0.7827170315,0.5019,0.317804972,-18.705165,36.2802,102.09455,-18.44135,465.89565,0.90555,1878.32405,-0.0298,-0.0298,-2.1044,0.0211,0.2761,193.227,235.372,478.6828,430.2269,-2.27555,-1.57685,-2.52625,-2.1342,-16.38685,-16.75825,-17.03085,-16.71995,-14.5059,-15.9258,-15.8126,-15.1626,-15.0059,-15.5687,-15.3956,-13.9736,-15.4944,-15.4123,-14.7991,-14.7571,-14.837,-14.8341
3,15.75,5.0596,0.705691151,0.5236928355,0.3113,-18.705165,36.1738,102.08335,-18.4997,466.11625,0.8216,1881.8267,0.0069,0.0069,-3.2143,-0.01375,0.2765,190.956,234.298,398.7672,360.4407,-2.2452,-1.55725,-2.35615,-2.05055,-16.3754,-16.723,-16.9982,-16.706,-14.4909,-15.9114,-15.7664,-15.1621,-14.9946,-15.5642,-15.4,-13.969,-15.5013,-15.396,-14.7844,-14.7623,-14.8339,-14.8329
3,16.25,5.1037,0.7036984535,0.522685374,0.3037,-18.705165,36.3515,102.0958,-18.5899,465.2727,0.85965,1886.9456,0.0238,0.0238,-5.1411,-0.00295,0.274,190.096,233.974,331.8602,297.6925,-2.297,-1.4484,-2.3212,-1.9411,-16.3718,-16.7208,-16.9827,-16.6977,-14.4888,-15.8962,-15.7457,-15.1569,-14.9937,-15.5332,-15.4033,-13.9803,-15.5118,-15.3876,-14.7617,-14.7566,-14.8295,-14.8235
3,16.75,5.074,0.6775617545,0.5024,0.2981606055,-18.705165,37.0655,102.09535,-18.56565,466.2041,0.8453,1890.9734,-0.1254,-0.1254,-8.6385,-0.01385,0.2716,190.931,231.829,263.8746,232.8418,-2.1868,-1.4561,-2.2828,-1.9919,-16.3694,-16.6891,-16.975,-16.6879,-14.4861,-15.8542,-15.7148,-15.1466,-14.9736,-15.5241,-15.3841,-13.9721,-15.5401,-15.3861,-14.7361,-14.7503,-14.8237,-14.8389
3,17.25,4.96475,0.686722121,0.503487835,0.3024,-18.705165,37.3823,102.0839,-18.8415,465.98695,0.8313,1891.5762,0.0655,0.0655,-10.0824,-0.0116,0.2812,190.607,231.081,189.0816,170.0591,-2.2523,-1.4647,-2.4609,-2.0717,-16.3653,-16.6658,-16.9677,-16.6802,-14.4804,-15.8396,-15.6951,-15.1392,-14.9822,-15.518,-15.362,-13.965,-15.5164,-15.3849,-14.713,-14.748,-14.8319,-14.854
3,17.75,4.8461,0.6751,0.5003981545,0.305941171,-18.705165,37.4981,102.08745,-19.4002,465.721,0.7623,1892.1298,-0.0842,-0.0842,-13.9132,-0.0152,0.2741,190.82355,229.0775,122.3565,108.5503,-2.38565,-1.57295,-2.62575,-2.2107,-16.36575,-16.6677,-16.97825,-16.68495,-14.4681,-15.8292,-15.69,-15.1391,-14.9869,-15.5154,-15.3488,-13.9523,-15.5048,-15.3593,-14.6768,-14.7515,-14.805,-14.8642
3,18.25,5.0405,0.665507325,0.481352262,0.303479818,-18.705165,37.8475,102.1155,-19.6651,466.2508,0.6851,1898.876,-0.23185,-0.23185,-17.7527,-0.03345,0.27745,191.0456,228.1915,65.8416,58.199,-2.5008,-1.59255,-2.66955,-2.3561,-16.3504,-16.6581,-16.99535,-16.6667,-14.4658,-15.8167,-15.694,-15.1411,-15.0021,-15.5129,-15.3278,-13.9726,-15.4836,-15.3373,-14.6547,-14.7397,-14.8061,-14.858
3,18.75,4.8335,0.68212902,0.500799361,0.312409987,-18.705165,38.04445,102.14125,-19.5438,467.74235,0.5496,1909.17,-0.2385,-0.2385,-14.8216,-0.0044,0.28055,189.9533,227.113,26.4872,22.722,-2.7404,-1.60705,-2.8683,-2.5324,-16.3458,-16.66,-16.98465,-16.66055,-14.4517,-15.7933,-15.7075,-15.1339,-15.0036,-15.5112,-15.3149,-13.9757,-15.4812,-15.3297,-14.6581,-14.7419,-14.7905,-14.8519
3,19.25,4.97585,0.701242338,0.485695378,0.299666481,-18.705165,38.3396,102.12045,-19.613,467.50955,0.5603,1910.1934,-0.18495,-0.18495,-16.4244,-0.0285,0.2858,190.682,225.87075,6.0771,7.2498,-2.83585,-1.704,-2.92015,-2.7394,-16.34995,-16.68735,-16.9945,-16.6537,-14.4497,-15.791,-15.7276,-15.1363,-14.9961,-15.5257,-15.3038,-13.9846,-15.4548,-15.3197,-14.6636,-14.7375,-14.7876,-14.8466
3,19.75,4.8826,0.723099651,0.511175117,0.2925,-18.705165,38.1263,102.10795,-19.50765,467.022,0.2165,1902.23175,-0.0977,-0.0977,-15.01245,-0.0015,0.2889,191.5975,225.5255,0.6236,2.2609,-2.88995,-1.7346,-3.10375,-2.76545,-16.3416,-16.68635,-17.02545,-16.6612,-14.4332,-15.8065,-15.742,-15.136,-14.9837,-15.518,-15.295,-13.9896,-15.4452,-15.3076,-14.6561,-14.7397,-14.79,-14.8316
3,20.25,5.0306,0.698756773,0.49689033,0.304794307,-18.705165,40.0705,102.0769,-19.5366,467.4059,0.0179,1909.6597,-0.01305,-0.01305,-15.4608,-0.0217,0.29355,192.26345,226.2875,0.0719,0.5135,-3.0866,-1.7301,-3.37315,-2.77105,-16.33815,-16.6976,-17.0122,-16.6527,-14.4286,-15.8554,-15.7518,-15.1435,-14.9751,-15.526,-15.2847,-13.994,-15.4227,-15.3079,-14.6353,-14.7316,-14.7686,-14.8326
3,20.75,4.8956,0.681469001,0.522302594,0.309515751,-18.705165,38.6621,102.08195,-19.51975,467.4617,0.0177,1909.729,-0.1099,-0.1099,-15.0604,-0.0096,0.28775,192.1724,225.451,0.0308,0.0262,-3.28535,-1.73895,-3.4121,-2.77775,-16.3474,-16.68595,-17.01895,-16.6589,-14.4492,-15.8997,-15.7704,-15.1437,-14.971,-15.5412,-15.2786,-14.0143,-15.4194,-15.289,-14.6257,-14.7256,-14.7529,-14.8205
3,21.25,4.8175,0.666108099,0.493401716,0.30463088,-18.705165,40.5374,102.041,-19.2683,467.8656,0.0175,1912.4972,-0.1833,-0.1833,-13.1744,-0.0098,0.2902,192.52185,224.9555,0.0123,0,-3.23545,-1.7841,-3.456,-2.85765,-16.35615,-16.68415,-17.0377,-16.68465,-14.4782,-15.9439,-15.7845,-15.1452,-14.9789,-15.5558,-15.2959,-14.0149,-15.4038,-15.2776,-14.6384,-14.7152,-14.7745,-14.8138
3,21.75,4.87575,0.6647142815,0.4968900755,0.306104557,-18.705165,38.06105,102.0394,-19.3094,469.3487,0.01865,1914.79035,-0.0546,-0.0546,-13.21985,-0.0234,0.28935,195.31115,225.0515,0.0077,0,-3.16495,-1.77385,-3.33815,-2.8466,-16.35685,-16.6788,-17.02855,-16.6904,-14.4864,-16.0295,-15.7836,-15.1506,-14.9635,-15.5335,-15.3475,-14.0286,-15.4064,-15.275,-14.6465,-14.7238,-14.7584,-14.8138
3,22.25,4.80405,0.6532987765,0.481314307,0.3030522785,-18.705165,39.3367,102.043,-19.7002,468.79705,0.0184,1913.2765,-0.19665,-0.19665,-11.2699,-0.003,0.2886,193.04515,224.85055,0.0062,0,-3.31955,-1.78515,-3.4691,-2.92575,-16.34645,-16.6863,-17.0256,-16.71345,-14.4723,-16.0705,-15.7817,-15.1473,-14.9543,-15.5201,-15.3702,-14.0289,-15.3991,-15.2633,-14.6608,-14.7167,-14.7576,-14.8073
3,22.75,4.59535,0.657874837,0.492645907,0.314642654,-18.705165,38.48855,102.05115,-19.3843,469.9408,0.0175,1913.65635,-0.3077,-0.3077,-10.7394,-0.0012,0.30085,197.09605,224.9822,0.0065,0,-3.46825,-1.85095,-3.4427,-2.9357,-16.3503,-16.69905,-17.028,-16.7315,-14.4784,-16.1452,-15.7803,-15.1667,-14.954,-15.534,-15.3783,-14.037,-15.4206,-15.262,-14.6822,-14.7172,-14.7461,-14.803
3,23.25,4.8169,0.680955017,0.503289181,0.317979795,-18.705165,38.444,102.04165,-19.6307,466.73405,0.01755,1914.7725,-0.143,-0.143,-10.60065,-0.0017,0.28,194.6465,224.15,0.0062,0,-3.4621,-1.88405,-3.43805,-2.9842,-16.3412,-16.68095,-17.02845,-16.7493,-14.473,-16.2076,-15.8593,-15.1734,-14.954,-15.5541,-15.3642,-14.0421,-15.4336,-15.2648,-14.6903,-14.7246,-14.7409,-14.7998
3,23.75,4.9035,0.687604538,0.496789694,0.307011463,-18.705165,39.5186,102.0472,-19.6666,469.5188,0.01775,1915.7246,-0.2016,-0.2016,-12.3801,-0.01355,0.2808,192.204,224.061,0.0051,0,-3.5703,-1.9109,-3.4853,-3.0302,-16.342,-16.6671,-17.0261,-16.755,-14.4915,-16.2103,-15.8896,-15.1708,-14.9577,-15.5703,-15.3678,-14.0588,-15.4362,-15.2534,-14.7023,-14.7319,-14.7581,-14.7953
4,0.25,4.0653,0.637495098,0.43954522,0.257388536,-11.163335,30.27265,102.2903,-12.93815,460.8011,0.0547,2314.6589,-0.01975,-0.01975,-8.46155,0.0067,0.2389,220.1872,249.24385,0.0144,0.0447,-0.30885,-0.15115,-0.423,-0.36095,-12.18195,-12.1382,-12.2885,-12.1913,-11.8932,-11.74855,-11.7857,-11.87635,-11.8291,-11.8785,-11.74515,-11.7777,-11.48555,-11.7245,-11.97145,-12.0154,-11.9424,-11.75185
4,0.75,4.1097,0.6256,0.4479846355,0.27202941,-10.9835,29.17445,102.2847,-12.9297,460.54045,0.18295,2304.1603,-0.1304,-0.1304,-9.0295,-0.0218,0.2531,219.16035,248.32355,0.013,0.0395,-0.44425,-0.34545,-0.6419,-0.47505,-12.19325,-12.1705,-12.3194,-12.2157,-11.88735,-11.7701,-11.7907,-11.8821,-11.82725,-11.8918,-11.75225,-11.78115,-11.4905,-11.7202,-11.96595,-12.0089,-11.9378,-11.7531
4,1.25,4.2425,0.6437773955,0.450777107,0.265894716,-11.12933,30.5947,102.2765,-13.09175,461.78635,0.1604,2310.2605,0.085,0.085,-5.3149,-0.0458,0.2352,216.4783,248.1505,0.01255,0.0356,-0.4736,-0.5539,-0.7048,-0.51515,-12.1919,-12.1997,-12.3359,-12.23145,-11.88945,-11.811,-11.78675,-11.89005,-11.8224,-11.9033,-11.76635,-11.77195,-11.4868,-11.7223,-11.9618,-12.0108,-11.9363,-11.74815
4,1.75,4.0872,0.652993109,0.4586,0.2609596965,-11.237835,33.0646,102.27225,-13.4313,461.20385,0.1061,2304.7439,-0.193,-0.193,-8.42255,0.00465,0.2392,216.43015,248.2845,0.0123,0.05925,-0.66565,-0.66485,-0.7986,-0.7014,-12.20585,-12.2226,-12.3437,-12.258,-11.8819,-11.83285,-11.79405,-11.89325,-11.82545,-11.91275,-11.78725,-11.7682,-11.49815,-11.72235,-11.95235,-12.0073,-11.933,-11.7542
4,2.25,4.4385,0.615792173,0.4699960995,0.2816,-11.44067,30.4369,102.26155,-12.9274,461.0317,0.1831,2319.63465,0.047,0.047,-8.8446,-0.0414,0.2532,217.379,247.5695,0.0206,0.1184,-0.8582,-0.73395,-0.93615,-0.84225,-12.2365,-12.26875,-12.36365,-12.2984,-11.88625,-11.8483,-11.78895,-11.9155,-11.82805,-11.9222,-11.80705,-11.77305,-11.5023,-11.7333,-11.96195,-12.009,-11.9327,-11.7587
4,2.75,4.58305,0.6726083775,0.426,0.285832119,-11.78183,32.0489,102.2601,-13.06305,461.2004,0.0896,2317.5098,-0.0162,-0.0162,-8.3201,-0.0501,0.26185,215.38415,247.098,0.0311,0.3522,-0.7788,-0.71855,-1.06895,-0.91755,-12.25165,-12.2894,-12.3787,-12.3189,-11.8872,-11.8581,-11.7853,-11.9354,-11.81725,-11.939,-11.8305,-11.76205,-11.50025,-11.7379,-11.96205,-12.00935,-11.9335,-11.7643
4,3.25,4.6954,0.686512928,0.491731634,0.286356421,-12.267995,31.7826,102.2572,-13.58695,460.9035,0.2132,2326.0276,0.3564,0.3564,-5.1206,-0.0152,0.2744,217.9175,247.308,0.0655,0.744,-0.94655,-0.86115,-1.18685,-1.05595,-12.2751,-12.32445,-12.3882,-12.32815,-11.89145,-11.8745,-11.79865,-11.9375,-11.81805,-11.94235,-11.8419,-11.76215,-11.4927,-11.73065,-11.94795,-12.00655,-11.93765,-11.7682
4,3.75,4.3904,0.712338025,0.465725241,0.2833632615,-12.83201,32.26445,102.28125,-13.82595,461.9623,0.2813,2308.7694,0.0562,0.0562,-7.0528,-0.00305,0.2615,220.1993,246.574,0.34605,1.8141,-1.1695,-0.89545,-1.30695,-1.0988,-12.2698,-12.33635,-12.39625,-12.32485,-11.88465,-11.91975,-11.8012,-11.9426,-11.8092,-11.9551,-11.84435,-11.76185,-11.5138,-11.7352,-11.96185,-12.0028,-11.9397,-11.77405
4,4.25,4.2865,0.694059073,0.490338433,0.283372546,-13.120005,32.57765,102.2905,-13.90735,462.1279,0.2292,2321.9592,0.1765,0.1765,-4.183,-0.0044,0.2645,215.6533,245.5452,2.2104,4.2382,-1.2363,-0.9786,-1.3279,-1.1474,-12.2787,-12.3382,-12.4125,-12.3265,-11.8861,-11.9262,-11.81365,-11.923,-11.8113,-11.97885,-11.8459,-11.75895,-11.5153,-11.7352,-11.9641,-12.00025,-11.94065,-11.77875
4,4.75,4.4518,0.684185299,0.46151923,0.297993289,-13.47525,33.1146,102.2918,-13.94,462.8477,0.3258,2327.16945,-0.00115,-0.00115,-7.35325,-0.02305,0.265,214.471,245.223,9.91905,10.70005,-1.3233,-1.011,-1.4519,-1.2334,-12.3297,-12.3759,-12.4304,-12.3403,-11.8746,-11.9332,-11.8252,-11.91705,-11.8129,-11.9904,-11.8559,-11.7566,-11.5247,-11.7415,-11.96775,-11.9942,-11.94045,-11.7787
4,5.25,4.4537,0.68965,0.4919311645,0.282488938,-13.45235,33.7207,102.29355,-14.22735,462.3678,0.33365,2319.4702,0.2474,0.2474,-4.7586,0.0059,0.2871,219.2731,245.883,29.7801,26.38055,-1.3083,-1.0133,-1.581,-1.3211,-12.3296,-12.376,-12.4347,-12.3494,-11.87635,-11.9414,-11.8402,-11.91505,-11.82695,-11.99665,-11.8667,-11.75495,-11.5371,-11.7458,-11.956,-11.9909,-11.9434,-11.77835
4,5.75,4.59475,0.705367497,0.5174410815,0.276224546,-13.865665,34.439,102.2935,-13.92355,462.06075,0.3005,2336.74805,0.0919,0.0919,-6.8616,-0.02295,0.2758,217.743,245.362,62.8298,58.3317,-1.3057,-1.0238,-1.5192,-1.3335,-12.33,-12.3959,-12.4363,-12.3618,-11.8657,-11.96995,-11.84855,-11.9079,-11.84255,-11.99195,-11.87615,-11.75975,-11.5576,-11.75315,-11.96615,-11.98395,-11.9482,-11.7777
4,6.25,4.5929,0.6743,0.486312657,0.281247166,-14.19183,34.3595,102.282,-13.5106,461.8673,0.4066,2329.5039,0.3535,0.3535,-3.643,0.023,0.2652,218.264,247.016,112.2758,101.6112,-1.3539,-1.017,-1.4562,-1.2986,-12.3294,-12.4298,-12.4542,-12.386,-11.86715,-11.98135,-11.87395,-11.90135,-11.85235,-12.0062,-11.884,-11.7519,-11.56005,-11.7612,-11.97375,-11.9796,-11.94705,-11.76945
4,6.75,4.694,0.6922,0.476235236,0.3038624585,-14.663165,32.0602,102.2793,-13.03165,462.1931,0.3843,2330.135,0.1952,0.1952,-1.9438,-0.0058,0.2749,217.1949,247.636,175.93855,158.284,-1.2913,-1.2134,-1.7121,-1.409,-12.3295,-12.4423,-12.4582,-12.4205,-11.86125,-11.9905,-11.88515,-11.89715,-11.877,-12.0064,-11.89425,-11.756,-11.5624,-11.77335,-11.9687,-11.98005,-11.95735,-11.76905
4,7.25,4.6997,0.657571289,0.4577117,0.2889618005,-14.83633,29.0831,102.2725,-12.5643,461.57935,0.3862,2340.50645,0.3132,0.3132,-1.3865,0.0149,0.2558,219.2205,248.3475,255.18505,234.08595,-1.2387,-1.1355,-1.6009,-1.3495,-12.33455,-12.461,-12.46895,-12.42945,-11.8636,-11.99205,-11.8996,-11.9029,-11.88325,-12.0177,-11.8994,-11.75065,-11.57365,-11.78075,-11.97935,-11.97565,-11.95345,-11.77615
4,7.75,4.58935,0.7320560555,0.479061583,0.296876473,-14.823165,30.5998,102.22125,-12.154,460.7393,0.40245,2316.49625,0.60175,0.60175,0.4002,0.0219,0.2708,221.013,251.4391,347.93565,319.0361,-1.1311,-1.11055,-1.60065,-1.3361,-12.32555,-12.45535,-12.4798,-12.4476,-11.85675,-12.003,-11.91845,-11.90465,-11.89145,-12.02235,-11.90305,-11.7481,-11.5906,-11.78565,-11.98005,-11.9698,-11.96395,-11.77985
4,8.25,4.7159,0.746793144,0.5,0.30016662,-14.809665,30.0182,102.2273,-11.959,460.6744,0.5155,2328.343,0.54305,0.54305,2.2794,0.04975,0.2786,217.49385,252.4172,441.6719,403.08625,-1.06985,-0.9036,-1.31405,-1.19325,-12.3092,-12.45965,-12.51145,-12.4596,-11.8632,-12.0125,-11.93375,-11.90325,-11.88585,-12.02125,-11.9081,-11.755,-11.60025,-11.79425,-11.98225,-11.9708,-11.9602,-11.79155
4,8.75,4.5049,0.699911205,0.4910658235,0.297299164,-15.07083,29.61695,102.2321,-11.9911,461.0108,0.41435,2315.9355,0.4933,0.4933,5.2339,0.3506,0.2666,218.862,253.936,538.2353,477.5489,-1.02435,-0.85985,-1.1696,-1.0003,-12.3108,-12.4419,-12.5157,-12.4477,-11.86355,-12.01345,-11.9413,-11.9006,-11.8985,-12.01915,-11.91205,-11.7517,-11.61035,-11.7927,-11.99215,-11.97265,-11.9662,-11.7995
4,9.25,4.76165,0.7038022415,0.4921,0.2807983425,-15.248165,29.49455,102.21505,-12.1746,461.09345,0.62615,2311.80235,0.3968,0.3968,8.5103,0.2403,0.2564,218.711,255.4682,625.93695,563.88775,-0.8264,-0.7282,-1.0711,-0.8333,-12.2733,-12.4382,-12.5164,-12.4334,-11.86475,-12.01035,-11.9447,-11.89895,-11.90215,-12.0118,-11.90175,-11.7492,-11.6217,-11.8085,-11.98845,-11.9683,-11.97835,-11.80165
4,9.75,4.8574,0.752063827,0.488671401,0.290860791,-15.172335,28.88855,102.2094,-11.7106,460.3199,0.72955,2341.5416,0.2528,0.2528,10.8316,0.84355,0.27875,219.295,257.719,720.04905,656.16335,-0.6054,-0.4742,-0.8935,-0.7745,-12.2679,-12.4258,-12.4704,-12.4033,-11.8605,-12.01305,-11.93095,-11.8935,-11.9074,-12.00575,-11.8896,-11.7515,-11.6309,-11.8162,-11.99395,-11.97425,-11.97605,-11.8052
4,10.25,4.8696,0.753591401,0.519230199,0.28652056,-15.27717,28.57635,102.19565,-11.3463,459.5206,0.8929,2323.27615,0.3438,0.3438,12.20025,0.5911,0.26165,217.806,259.228,799.61075,733.86355,-0.3538,-0.1727,-0.4214,-0.4087,-12.2713,-12.3937,-12.4739,-12.3616,-11.8614,-12.0133,-11.93065,-11.89745,-11.9143,-12.00375,-11.8922,-11.75605,-11.6545,-11.8398,-11.9878,-11.97425,-11.9762,-11.81035
4,10.75,4.9918,0.77181604,0.534509121,0.280681817,-15.403505,28.42855,102.1847,-11.2309,459.69985,0.9817,2430.9902,0.4542,0.4542,14.3632,1.2071,0.2562,220.781,261.3612,857.2586,793.0873,-0.1791,0.0079,0.0482,0.0299,-12.2382,-12.3499,-12.4723,-12.337,-11.8686,-11.98015,-11.93655,-11.89275,-11.9236,-12.00005,-11.89505,-11.7583,-11.6637,-11.844,-11.98675,-11.9754,-11.98115,-11.8168
4,11.25,5.19885,0.76358944,0.531220677,0.293938769,-15.4845,28.0177,102.2009,-11.1692,458.9451,1.02845,2354.1362,0.71155,0.71155,16.5851,1.47045,0.2614,217.248,263.485,926.81565,858.51645,0.1875,0.2895,0.18,0.2806,-12.2241,-12.2915,-12.4602,-12.3194,-11.8703,-11.94575,-11.94275,-11.8851,-11.9274,-11.98995,-11.8974,-11.7627,-11.66865,-11.8361,-11.9832,-11.9704,-11.98035,-11.82145
4,11.75,5.0423,0.756967635,0.5488154275,0.300084308,-13.3239175,27.1296,102.209,-11.04195,459.7526,1.0756,2333.2092,0.36545,0.36545,17.9365,2.2269,0.2708,217.641,264.76,982.33235,913.66385,0.4783,0.4323,0.7384,0.5045,-12.222,-12.2711,-12.4372,-12.2958,-11.8768,-11.87345,-11.93945,-11.87615,-11.9368,-11.99925,-11.8887,-11.7616,-11.63965,-11.83315,-11.9858,-11.97935,-11.98205,-11.8269
4,12.25,5.1796,0.741822081,0.546717477,0.302820079,-11.163335,27.358,102.2098,-10.887,457.0563,1.2589,2361.7572,0.18975,0.18975,15.6561,2.671,0.2784,218.264,266.123,1018.185,934.1594,0.7243,0.5033,0.8645,0.7204,-12.206,-12.2103,-12.4205,-12.2429,-11.87885,-11.78275,-11.93525,-11.86915,-11.9311,-12.0075,-11.88295,-11.76315,-11.63215,-11.82835,-11.98955,-11.97705,-11.98435,-11.82775
4,12.75,5.0064,0.7608229965,0.533291665,0.280534297,-11.163335,27.0282,102.18255,-10.6354,458.28855,1.3301,2371.54065,0.0024,0.0024,17.2851,3.19125,0.2637,216.9555,267.325,1037.636,950.1747,0.8998,0.5365,1.1816,0.9186,-12.195,-12.1963,-12.4077,-12.2269,-11.8951,-11.7828,-11.9201,-11.8876,-11.9511,-12.007,-11.8947,-11.7638,-11.6489,-11.8294,-11.9986,-11.9889,-11.998,-11.8643
4,13.25,5.22695,0.7595477545,0.527920449,0.278699773,-11.163335,27.5069,102.1541,-10.2647,457.9775,1.34005,2374.20385,0.1818,0.1818,20.4987,3.0281,0.24725,217.8763,268.076,1041.576,945.4978,1.0646,0.7487,1.4759,1.0386,-12.1562,-12.16,-12.3922,-12.2208,-11.8859,-11.6657,-11.9204,-11.8855,-11.931,-12.017,-11.8823,-11.7644,-11.6293,-11.817,-12.0105,-11.9617,-11.9923,-11.8696
4,13.75,5.1859,0.7517,0.5543915415,0.298831056,-11.163335,27.2195,102.13125,-10.3701,455.99685,1.2516,2333.8142,0.1004,0.1004,18.285,3.1537,0.2664,215.947,268.9215,1034.082,929.7792,1.25,0.89935,1.7828,1.2558,-12.1516,-12.135,-12.38,-12.1911,-11.896,-11.6638,-11.9098,-11.8815,-11.9306,-12.0076,-11.8461,-11.7669,-11.6179,-11.8158,-12.0139,-11.9675,-11.9916,-11.8681
4,14.25,5.0964,0.767164393,0.5447934155,0.296815677,-11.163335,27.2157,102.10075,-8.3505,456.4207,1.3461,2334.1628,-0.02595,-0.02595,18.14715,3.25035,0.26655,218.822,269.0785,992.8649,898.9752,1.41535,1.1237,1.96875,1.5156,-12.1094,-12.115,-12.36505,-12.17285,-11.8913,-11.6719,-11.8714,-11.8654,-11.9029,-11.9889,-11.832,-11.766,-11.6055,-11.8153,-12.0165,-11.9788,-11.9922,-11.8656
4,14.75,4.9998,0.773433858,0.526972485,0.277308492,-11.163335,27.13365,102.0636,-7.1725,453.5875,1.3972,2340.55735,0.069,0.069,15.57625,3.0537,0.26885,220.2882,269.171,969.9668,857.7344,1.5951,1.1866,2.174,1.68685,-12.09505,-12.09475,-12.3472,-12.1416,-11.9032,-11.6347,-11.8671,-11.8599,-11.8926,-11.9604,-11.8145,-11.7701,-11.6017,-11.8352,-12.0031,-11.9747,-11.9874,-11.8602
4,15.25,5.0291,0.742495791,0.538330753,0.283725219,-11.163335,26.16155,102.1066,-5.3164,453.17195,1.3953,2321.33175,0.2282,0.2282,14.5233,2.4833,0.2767,218.755,269.339,893.8943,805.4414,1.94535,1.27235,2.46545,1.91205,-12.07755,-12.07965,-12.3364,-12.13965,-11.9052,-11.5848,-11.8542,-11.8476,-11.8963,-11.9407,-11.7882,-11.773,-11.5882,-11.8448,-12.014,-11.973,-11.9837,-11.8614
4,15.75,5.1527,0.761380325,0.543783045,0.2866,-11.163335,25.73735,102.1146,-5.96215,452.8599,1.32445,2308.0232,0.1171,0.1171,12.2283,1.5463,0.2736,217.578,268.73295,834.0467,730.215,2.12405,1.35885,2.7632,2.0796,-12.0753,-12.0813,-12.31755,-12.1404,-11.9039,-11.5677,-11.8551,-11.8199,-11.873,-11.9235,-11.7785,-11.762,-11.5718,-11.8531,-12.023,-11.9694,-11.994,-11.8516
4,16.25,4.8777,0.7819,0.5161869485,0.285482048,-11.163335,25.6379,102.1198,-6.0001,452.3521,1.3256,2312.5311,0.1924,0.1924,11.0946,1.4544,0.27925,216.71715,268.081,740.2243,646.6506,2.14545,1.4293,3.01315,2.27505,-12.07095,-12.0832,-12.2922,-12.1311,-11.9036,-11.4953,-11.8334,-11.8129,-11.862,-11.9081,-11.7712,-11.7742,-11.5586,-11.86,-12.0124,-11.9594,-11.9968,-11.8489
4,16.75,4.8289,0.726429625,0.488719546,0.274408455,-11.163335,25.35345,102.1187,-5.16755,452.9852,1.33365,2336.85535,0.07675,0.07675,9.425,0.9982,0.2627,218.217,266.6865,651.1633,563.9752,2.349,1.4485,3.19655,2.41035,-12.0597,-12.0581,-12.28025,-12.11755,-11.9097,-11.4389,-11.8162,-11.7945,-11.8614,-11.902,-11.7523,-11.7646,-11.569,-11.8476,-12.0151,-11.9401,-11.9893,-11.8454
4,17.25,4.7334,0.726739058,0.476130234,0.280426674,-11.163335,26.0403,102.1175,-4.52945,454.0193,1.3285,2313.5337,0.0486,0.0486,5.73755,1.01305,0.2647,218.3135,265.122,569.4432,477.3438,2.5791,1.5729,3.3435,2.4767,-12.06885,-12.0543,-12.2585,-12.1187,-11.8942,-11.396,-11.8178,-11.7777,-11.8496,-11.8551,-11.7421,-11.7657,-11.5568,-11.8231,-12.0219,-11.9339,-11.9908,-11.8308
4,17.75,4.3701,0.6748205565,0.471,0.25542848,-11.163335,27.9717,102.1242,-6.5025,453.7769,1.23555,2334.9788,0.02705,0.02705,1.18895,0.1899,0.2453,220.6447,263.452,468.4438,396.3205,2.76505,1.566,3.2927,2.58915,-12.0593,-12.03655,-12.25495,-12.104,-11.8953,-11.3946,-11.7962,-11.7683,-11.8358,-11.8427,-11.7289,-11.7634,-11.5443,-11.7948,-12.0076,-11.915,-11.9885,-11.8171
4,18.25,4.2162,0.700499822,0.463680925,0.262581922,-11.163335,28.9992,102.1332,-4.65825,454.8505,1.2671,2325.8901,0.0842,0.0842,2.4066,0.0822,0.23445,220.2558,261.4874,371.9836,314.7406,2.61665,1.55655,3.0726,2.54155,-12.05125,-12.02,-12.25285,-12.09665,-11.9071,-11.388,-11.7684,-11.7471,-11.8337,-11.8309,-11.7166,-11.7594,-11.5326,-11.7611,-11.9944,-11.9094,-11.9768,-11.806
4,18.75,4.26,0.7094281285,0.4683414415,0.2552448115,-11.163335,29.63645,102.1693,-5.266,454.095,1.2029,2348.9663,0.2148,0.2148,0.1404,0.0266,0.2334,223.1075,260.1865,263.9993,225.746,2.5305,1.436,2.98535,2.42475,-12.0712,-11.98955,-12.2444,-12.091,-11.9092,-11.3777,-11.7463,-11.7381,-11.8268,-11.8259,-11.7141,-11.7626,-11.5271,-11.7367,-11.997,-11.894,-11.972,-11.7902
