DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,427.078325,461.85982,442.45326,433.1099375,400.05405,400.4216,404.0774,2.2107005,2.5819155,2.38989275,2.371781,2.37231975,0.7869501125,-2.1476,17.245581,18.9655555,11.8040605,14.6522619999999,5.497837675,1.510775,1.1386255,96.35698875,0.2955556625,1.0804,1.089325,1.903225,2.4327,1.961725,0.972799999999997,1.68415,1.51465,1.5469,1.353975,1.1938,-0.05635,0.83665,0.948,1.1775045,1.479925,2.567375,3.399275,1.235238875,0.01508176,2.24125,1.301,3.2243,1.824149375,99.83059025,0.0753411289999989,1.0162664,315.725505,316.21789,99.37666,99.446655,1.40708775,1.653455,5.946916,0.797,1.0886125,1.725,2.017,2.510225,2.8235,3.1185,3.5135,4.035
1,0.75,426.577325,462.30108,441.8733325,432.9554875,399.1679,399.4693,403.85925,2.210607725,2.56796655,2.3881225,2.3716878,1.714776625,0.8296578125,-2.197425,13.4857655,19.3094,12.11197,11.4919693,5.6186061,1.4767,1.08524315,96.3242745,0.17533577,1.00499999999999,0.741649999999992,1.940125,2.2535,1.80995,1.21179999999999,1.63175,1.502475,1.56499999999999,1.367825,0.738300000000004,-0.0634249999999999,0.821375,0.9507,1.1737445,1.4761,2.5613,3.3892,1.528662,0.01524522,2.274,1.2625,4.095025,1.678045775,99.981445,0.0801794904999997,0.945177619999999,315.613785,315.910775,99.51834,99.466665,1.405085,1.6519565,5.753811975,0.7901125,1.086,1.725,2.017,2.510225,2.83075,3.1185,3.499,4.035
1,1.25,426.320435,462.48251,442.327555,432.8195375,398.98525,399.27805,402.9273,2.203586325,2.5574354,2.3858856,2.4007045,1.4524666,0.800909575,-2.2568,12.050529,16.580222,12.2638925,4.521829025,5.5985785,1.44975,1.0843052,96.3276365,0.20333718,0.831549999999991,0.801324999999994,1.98625,2.2016,1.762,1.2077,1.74625,1.5855,1.5529,1.46925,0.35875,-0.06325,0.8185,0.9523,1.1733522,1.4815,2.56,3.39275,1.211334,0.0177500025,2.3053,1.295325,5.543525,1.6559773,99.98281,0.14903295,0.936010799999999,315.497475,316.00552,99.51667,99.548325,1.40571675,1.65200825,5.7327705,0.7901125,1.081725,1.725,2.017,2.510225,2.8261125,3.1185,3.50625,4.035
1,1.75,426.1946525,462.674395,442.68557,432.9038375,398.71325,399.1866,404.9205,2.19819615,2.5310912,2.38159795,2.39694545,1.795169025,0.798272975,-2.246575,13.547428,18.54358,13.6450125,4.7787507,5.827688,1.43125,1.105238475,96.34399525,0.289129889999999,0.969974999999984,1.06362499999999,2.1425,1.70639999999999,1.67,0.996299999999993,1.70925,1.543,1.46149999999999,1.48575,0.5965,-0.064,0.82,0.9556,1.172158,1.47925,2.569,3.3865,1.15131675,0.016627795,2.248775,1.244575,3.22935,1.799845275,99.84872425,0.126656689999999,0.830126379999998,315.31938,315.97588,99.47667,99.62666,1.406741,1.652989,5.72710485,0.7901125,1.086,1.725,2.017,2.5171125,2.838,3.1185,3.50625,4.035
1,2.25,426.30092,462.70744,442.0349125,433.0383,397.76,398.49125,404.1818,2.186701925,2.5198758,2.37153235,2.39014185,1.80687595,0.61442857,-2.644375,13.04300725,15.8000585,11.25385,4.3647818,5.545041,1.463,1.119809,96.36227,0.160023947499999,1.17822499999997,1.11027499999998,2.295,1.8753,1.556,1.4793,1.61625,1.46025,1.2682,1.409,0.83425,-0.0595,0.8325,0.9592,1.1780635,1.4745,2.579,3.3895,0.832046275,0.0150523475,2.2257,1.236,3.6452,2.074690025,99.247548,0.128680745,0.908989164999999,314.952435,315.47363,99.46167,99.61499,1.4067875,1.6485075,5.440041175,0.797,1.086,1.725,2.017,2.510225,2.8235,3.1185,3.50625,4.035
1,2.75,426.3236675,462.13302,442.0411,433.21485,397.96775,399.3431,404.0067,2.182244,2.50589535,2.3528928,2.3644183,1.698054725,0.7836947,-2.66,14.976454,19.91609975,12.5409195,4.524233125,6.0496034,1.44575,1.15190425,96.36394,0.137037132499999,0.971199999999977,0.987699999999974,2.24475,2.0294,1.5525,1.39029999999999,1.5625,1.43075,1.7193,1.381,0.73325,-0.06275,0.8145,0.953125,1.1733946,1.4755,2.574,3.3925,1.2545,0.015489415,2.225025,1.253375,2.938975,1.8237904,99.86810525,0.133002295,0.87843135,314.72379,315.23208,99.523325,99.58999,1.40605775,1.65323875,5.44937465,0.797,1.086,1.725,2.017,2.510225,2.8235,3.11125,3.50625,4.035
1,3.25,426.662695,463.158545,441.937695,433.0093125,399.33265,400.69975,401.9983,2.155433475,2.4945254,2.3338486,2.3386951,1.65434765,0.7981820325,-2.21542500000001,19.7309684999999,18.497512,10.280067,5.0097537,5.656889275,1.406,1.120588575,96.34454375,0.01308333025,0.788124999999988,0.520249999999993,2.07,1.906,1.455,1.14339999999999,1.4245,1.25425,1.40639999999999,1.2085,0.1655,-0.07025,0.82525,0.95195,1.1777528,1.4875,2.56625,3.40075,3.34506532499994,0.014399925,2.22435,1.250275,3.712725,1.887684025,99.909484,0.217391374999999,0.88313775,314.43363,315.07921,99.516665,99.58834,1.40454325,1.65027375,6.008771025,0.7901125,1.086,1.725,2.017,2.510225,2.8235,3.1185,3.499,4.035
1,3.75,426.774215,463.149345,441.33091,432.7526375,399.5643,399.93485,403.8993,2.14484,2.5072007,2.3307731,2.3325751,2.0462816,0.870046584999999,-2.26545,15.208844,19.4815,15.515878,4.2979576,5.63921555,1.4595,1.123191725,96.35359,-0.0107999999999984,0.510274999999987,0.468524999999992,2.01875,1.53839999999999,1.33125,0.740799999999998,1.1815,1.01075,0.745399999999994,0.96775,0.14475,-0.07575,0.813,0.953825,1.1761809,1.464,2.56925,3.39725,2.02413189999998,0.01481175,2.2227,1.22765,3.153925,2.0660408,99.936073,0.27337817,0.814999919999995,314.460075,314.98858,99.564995,99.665005,1.4061895,1.653943,5.81762535,0.797,1.0886125,1.725,2.017,2.510225,2.8235,3.11125,3.50625,4.035
1,4.25,426.14854,463.293415,441.555715,432.666225,399.0994,399.65125,406.09255,2.191222125,2.52009305,2.3343459,2.3355576,1.91146475,0.96782275,-2.559125,17.2295002499999,14.936379,10.790233,4.6330977,5.402925,1.5255,1.1177793,96.33833025,-0.0254444464999988,0.705549999999984,0.599474999999987,1.81075,1.3525,1.1985,1.0328,0.93225,0.763,0.757999999999991,0.7245,0.09975,-0.078,0.83125,0.959425,1.1805038,1.48,2.55925,3.40375,2.19385304999999,0.0152046975,2.2257,1.21045,3.505675,2.3427855,99.963071,0.135252025,0.848383444999996,315.45255,315.00497,99.618335,99.69167,1.4063885,1.65059925,5.518207825,0.7901125,1.086,1.725,2.017,2.510225,2.83075,3.11125,3.499,4.035
1,4.75,426.32943,462.911535,441.48079,432.3030625,398.519,399.6652,405.35475,2.198491725,2.5250951,2.34556085,2.33962755,2.3737926,0.7884893025,-2.62445,20.7145385,14.816581,12.160453,5.06710839999999,5.3933218,1.51,1.1164839,96.3470025,-0.102361095,0.604249999999986,0.607499999999994,1.778,1.0021,0.90075,0.797699999999999,0.8315,0.69675,0.630699999999999,0.67075,0.08425,-0.08025,0.82625,0.953475,1.1769883,1.4685,2.56725,3.39475,2.418825,0.0150833325,2.2257,1.204575,3.51225,2.56679919999998,99.972885,0.0910887285,0.840814509999999,314.63638,315.464885,99.66498,99.64167,1.4043005,1.65267475,5.16791665,0.7996125,1.086,1.725,2.017,2.510225,2.8235,3.1085,3.499,4.035
