DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_3_10_1,TS_3_11_1,TS_3_12_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_4_10_1,TS_4_11_1,TS_4_12_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,459.15475,2106.28,1.4621075,0.0771793,1.68358,-8.86,-7.252135,1.9055275,0.12594225,101.812809545387,82.725,-14.7265,-15.0875,0.300425829051451,243.8,248.2,2.5146290621612e-22,0.46925661111457,-4.27025,0.002,0.002,-3.33095486718459,-4.024,-3.26325,-3.692,-3.37375,-3.1211986068059,-2.52025,-1.66875433998859,-1.04152463770747,-0.46449868505927,-0.424,-0.366755154310894,-0.3165,-0.321,-0.3135,-6.0405,-5.741,-5.238,-4.10825,-3.418,-2.69649732506055,-1.33017502494601,-0.630691660829142,-0.335533673062918,-0.365072808024798,-0.35,-0.33575,-0.034736275,0.855640651888274,0.717291204324742,0.330845565326665,0.30038,5.463
1,0.75,459.039,2102.88,1.3683,0.0672097,2.32488,-8.99439057789557,-7.27768528197154,2.26168,0.104189,101.788225,83.2,-15.3715,-14.9425,0.301069808997787,241.95,250.049663574409,3.48977574268773e-18,0.5504809902559,-3.73523182104252,0.002,0.002,-3.339,-4.04625,-3.26575,-3.68925,-3.37725,-3.12475,-2.514,-1.66725,-1.03403110566493,-0.462,-0.427,-0.3695,-0.32075,-0.3285,-0.315,-6.03925,-5.75475,-5.25475,-4.1135,-3.4195,-2.70325,-1.33439989397769,-0.63125,-0.3365,-0.367722283789861,-0.345,-0.33775,-0.0381119,0.922171834301601,0.718903777036267,0.344300078325797,0.2914555,5.273
1,1.25,459.9185,2104.795,1.342815,0.07525,2.5474575,-8.8775,-7.26850125,-2.2373875,0.088809725,101.766939105629,82.025,-16.041,-15.405,0.307192773222318,243.14485010101,249.4,3.3881317890172e-21,0.61125,-3.81775,0.002,0.002,-3.3505,-4.063,-3.2655,-3.68375,-3.37941760148342,-3.12525,-2.50575,-1.66964563462026,-1.02525,-0.46225,-0.43275,-0.363917166419514,-0.31275,-0.32275,-0.3055,-6.04375,-5.7665,-5.27675,-4.1095,-3.41587961625725,-2.70600452446948,-1.34075,-0.62275,-0.336710115162967,-0.3615,-0.344,-0.3385,-0.03007825,0.94786550466606,0.725669689619387,0.334442457171749,0.2912305,5.314
1,1.75,458.931,2104.655,1.36214,0.076888125,2.003665,-9.047078,-7.2547235,0.03578075,0.02573515,101.765325,82.075,-15.911,-15.3925,0.314244832776879,245.825,249.225,5.02925812432241e-22,0.57125,-3.83375,0.002,0.002,-3.35775,-4.057,-3.265,-3.673,-3.38275,-3.12425,-2.499,-1.67,-1.02325,-0.465,-0.43375,-0.35575,-0.331868127189759,-0.336474160356408,-0.321207325309728,-6.0655,-5.78575,-5.3025,-4.10375,-3.41125,-2.7105,-1.34835175794816,-0.61,-0.33425,-0.361621419334053,-0.343,-0.34175,-0.0495047,1.056607779642,0.794635765618437,0.36233961969401,0.316857,5.5255
1,2.25,458.901,2099.92,1.42884,0.0645018,2.153285,-9.22195175,-7.27532725,2.37213,0.005380695,101.7762,81.575,-15.609,-15.34,0.318110362245487,242.875,249.375,3.30872245021211e-23,0.52775,-3.4435,0.00203206499696453,0.00248340810927433,-3.36475,-4.048,-3.26875,-3.66975,-3.39075,-3.12625,-2.4965,-1.6655,-1.02225,-0.46575,-0.4385,-0.35780052018817,-0.3315,-0.33625,-0.32925,-6.08125,-5.81425,-5.3345,-4.097,-3.41825,-2.71675,-1.353,-0.611,-0.33125,-0.359,-0.342,-0.33925,-0.0561817,0.99668701205544,0.77029474878127,0.370644034081219,0.336157,5.478
1,2.75,458.392,2104.78,1.455565,0.0764869,1.708615,-9.150146,-7.32390425,1.671452,0.0570124,101.7643,81.925,-15.5175,-15.565,0.318707003939198,239.025,248.5,8.470329472543e-22,0.55375,-3.85075,0.002,0.002,-3.3705,-4.045,-3.26525,-3.68025,-3.399,-3.12375,-2.49425,-1.6695,-1.02775,-0.4685,-0.439,-0.36125,-0.331542329013043,-0.339064076817784,-0.329965479054075,-6.09775,-5.80775,-5.37025,-4.09298196257499,-3.428,-2.7175,-1.353,-0.6235,-0.33825,-0.36175,-0.341,-0.338998901044265,-0.0473448,1.03153943118681,0.745356505766285,0.388038039059633,0.3440225,5.476
1,3.25,458.625,2104.3825,1.54215,0.0819941,1.756105,-9.14369879545295,-7.39189225,1.8691925,0.0803558,101.773075,82.15,-15.118,-15.4795869802469,0.327941946377968,239.427741843508,248.134702983923,6.93508225564458e-21,0.502,-3.96575,0.002,0.002,-3.3787585419338,-4.0415,-3.2655,-3.695,-3.4032076896258,-3.12493676170523,-2.49175,-1.67625,-1.0425,-0.46975,-0.4485,-0.36825,-0.33175,-0.338095594955162,-0.33025,-6.115,-5.80825,-5.39075,-4.0845,-3.42975,-2.7355,-1.359,-0.63375,-0.34875,-0.360288099796197,-0.349,-0.338,-0.0307712,1.00413644491175,0.734817664458334,0.349305024298249,0.30362,4.925
1,3.75,458.6485,2102.61,1.4221525,0.0800131,2.4188,-9.1301375,-7.47675225,1.98368,0.0401728,101.750472555263,82,-15.5745,-15.3075,0.32648766434618,234.4,247.55,1.05879118406788e-22,0.47825,-4.2445,0.002,0.002,-3.39275,-4.03325,-3.26986118589759,-3.699,-3.4015,-3.127,-2.4905,-1.67575,-1.05025,-0.47075,-0.4515,-0.3735,-0.327739708464108,-0.335587108978221,-0.326786819368841,-6.13875,-5.8135,-5.38307196151677,-4.0795,-3.42,-2.729,-1.3555,-0.63925,-0.3495,-0.35475,-0.351,-0.33775,-0.042036775,1.08601950884917,0.79703565091472,0.379399787642396,0.33510325,5.3755
1,4.25,458.48,2102.36,1.539985,0.0930258,2.1284475,-8.9459005,-7.57359975,-0.7978435,0.1669035,101.745375,82.35,-15.0085,-15.6329092121855,0.324420780563139,232.375,245.685598564284,6.77626357803439e-20,0.5425,-3.66075,0.00103877773073719,0.002,-3.3965,-4.02725,-3.27175,-3.74075,-3.40525,-3.12825,-2.4925,-1.67075,-1.0485,-0.47125,-0.44475,-0.3705,-0.32225,-0.32675,-0.32425,-6.1665,-5.82,-5.37875,-4.079,-3.41025,-2.73575,-1.35475,-0.65125,-0.344,-0.35125,-0.349,-0.337,-0.0370018,1.01320281121729,0.722709556764917,0.360750060679231,0.3197135,5.646
1,4.75,458.646,2105.3875,1.47223,0.0748317,2.606655,-8.89571125,-7.6772005,1.6343225,0.06689195,101.74495,82.425,-15.845,-15.81,0.316046386042495,232.025,244.35,1.6940658945086e-20,0.54575,-3.7447133460918,0.002,0.002,-3.39894675996669,-4.0245,-3.27,-3.72525,-3.4235,-3.12620937956781,-2.48825,-1.6695,-1.05025,-0.47175,-0.448,-0.3705,-0.317078455672859,-0.319981758809262,-0.32160698088267,-6.204,-5.81975884908008,-5.37556262985795,-4.083,-3.39425,-2.741,-1.36375,-0.661,-0.342825565224773,-0.348884165774827,-0.348,-0.33575,-0.036403,0.958106465900319,0.701915949384255,0.369883765526415,0.340709,5.61
