DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT,LW_IN,LW_OUT,NETRAD,SW_IN
1,0.25,370.2057031,4.96148632275,0.982924592,7.494663661,-1.267805,0.2784971525,2.8575036635,0.973857467,0.9725789715,0.410425,99.2221173525,-0.922942153,0.648607875,0.457102725,2.104,-2.506302,-0.8124724,-3.1526785,0,300.3487,310.7485,-2.057006,0
1,0.75,369.57269875,4.915726387,0.941377025,7.9492529575,-1.2413909345,0.276112811,2.7468967175,0.8851292475,0.9255208365,0.3924173755,99.271546165,-0.89600993175,0.645691625,0.442118425,2.1025,-2.524197,-1.0475525,-3.19139975,0,299.5412,310.9923,-2.2983,0
1,1.25,368.845999275,4.977812145,0.855494094,6.957787628,-1.552788926,0.26383453475,2.713720981,0.921315,0.944002982,0.399944926,99.245242605,-0.91034173675,0.640879225,0.42904594975,2.1349445,-2.5643985,-1.23398925,-3.17048325,0,298.5076,310.4234,-1.981773,0
1,1.75,369.48966255,5.031965143,0.865555,8.083135076,-0.852809868,0.26298508225,2.768370917,0.90431,0.903871508,0.39632985,99.209665485,-1.05335233775,0.636156225,0.427697,2.1100595,-2.585448,-1.25502,-3.19599025,0,298.8656114,309.1971,-1.119249,0
1,2.25,369.105214125,5.055992976,0.933356183,8.2928085365,-1.3044163155,0.26018303725,2.80118847325,0.897137815,0.87753706025,0.3951075,99.2296393825,-1.000543762,0.6324431,0.42691342,2.0851555,-2.5429445,-1.3632075,-3.4043155,0,298.75285,308.1647,-0.9305,0
1,2.75,369.01563805,5.029761103,0.8524096345,7.94621176675,-1.281775867,0.2655775,2.741021672,0.87242829225,0.8937131965,0.38888679125,99.221313635,-1.2913086775,0.6293861,0.429032325,2.0583075,-2.753944,-1.6577315,-3.469488,0,298.36784705,309.7951388,-0.9799805,0
1,3.25,369.308405625,5.03628176525,0.8051218945,8.5679029995,-1.4912,0.263513279,2.7153,0.896404449,0.8928,0.39681715,99.22878049,-1.27944147625,0.6270493,0.4376852,2.04971725,-2.7379755,-1.678557,-3.469519,0,298.0099,309.5518,-1.34793,0
1,3.75,369.64123925,4.9717449145,0.8403546415,8.157005948,-1.20779882975,0.2656153025,2.767136397,0.90031,0.91933,0.399268778,99.23360561,-1.157155367,0.62230715,0.42373795,2.04255875,-2.7142295,-1.453144,-3.3749985,0,297.442283,309.7423111,-2.1002829,0
1,4.25,369.755937425,4.872545915,0.8670245785,6.617553764,-0.9888121895,0.26093164725,2.703538677,0.89135522225,0.878608021,0.3951290875,99.20651992,-1.18704730525,0.6184851,0.42448035,2.036551,-2.6653105,-1.62875775,-3.43484125,0,298.855034,309.5881962,-2.0431062,0
1,4.75,369.61657805,4.88866594,1.004937922,6.716410458,-0.65334236,0.2645089765,2.760145,0.911260583,0.9152034585,0.400982975,99.20306771,-1.4309397045,0.61343775,0.41939143,2.02980225,-2.7398,-1.7879435,-3.51849475,0,299.1774,307.5861101,-1.4863,0
