DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,PA,RH,TA,TS_1_2_1,WS,PPFD_IN,TS_1_1_1,USTAR,VPD
1,0.25,405.387225,0.4536,5.373775,3.20659999999997,6.99414999999999,49.2473749999999,78.93025,90.5585,3.56017499999999,-0.858800000000001,11.280975,0.28255,-0.670600000000001,0.69055,3.512
1,0.75,404.8691,0.4576,5.2793,2.18117499999999,6.9522,30.620175,78.90395,90.843725,3.085325,-0.866600000000001,12.51365,0.297325,-0.685000000000001,0.754525,3.707
1,1.25,404.449075,0.3714,4.63464999999998,3.4262,6.9982,32.509825,78.880975,93.335925,3.25909999999999,-0.875200000000001,12.541875,0.296775,-0.699500000000001,0.762525,3.6985
1,1.75,403.844975,0.4104,4.55292499999998,8.05994999999998,6.802675,26.3882,78.86745,93.7869,3.38104999999999,-0.880200000000001,10.752475,0.29255,-0.715000000000001,0.618524999999999,3.5755
1,2.25,404.10845,0.2762,4.45792499999998,3.32454999999997,6.55695,28.67215,78.8777,93.78545,2.65394999999999,-0.874500000000001,10.6157,0.30105,-0.731600000000001,0.630749999999999,3.59075
1,2.75,403.89405,0.4158,4.35384999999998,11.98,6.52555,34.8024749999999,78.857525,93.190625,2.2055,-0.868800000000001,10.63825,0.2892,-0.751200000000001,0.65575,3.59825
1,3.25,403.81575,0.576800000000001,4.22997499999998,7.87214999999998,6.679425,26.0157,78.8525,92.752,2.25735,-0.862100000000001,10.43095,0.287775,-0.769500000000001,0.659974999999999,3.894
1,3.75,405.1762,0.321875,4.08052499999998,7.95717499999999,6.9162,24.28395,78.839425,93.318925,2.96897499999999,-0.855400000000001,10.45805,0.29575,-0.787800000000001,0.68905,3.76799999999999
1,4.25,405.5529,0.255625,3.91347499999999,7.28629999999999,6.92765,42.55225,78.823775,91.041525,2.586925,-0.849700000000001,10.0736,0.29585,-0.807000000000002,0.635675,3.46625
1,4.75,405.853775,1.4294,3.71907499999999,20.7405,7.103775,32.85385,78.8204,91.026775,2.17305,-0.844000000000001,10.402725,0.2942,-0.827200000000002,0.60325,3.562
1,5.25,405.544,0.4968,3.50342499999999,9.25064999999999,7.08485,29.6164,78.815825,93.381225,2.02235,-0.838300000000001,11.25805,0.2922,-0.847400000000002,0.59875,3.58049999999999
1,5.75,406.334475,0.3786,3.28002499999999,20.9708999999999,6.795425,27.2069,78.83155,91.3551,2.362175,-0.833500000000001,10.98215,0.29055,-0.868500000000002,0.59215,3.70775
1,6.25,406.2398,0.90975,3.06979999999999,6.74485,6.80885,37.1473,78.84155,91.08245,3.046175,-0.826800000000001,10.9927,0.289775,-0.884300000000002,0.56275,3.9095
1,6.75,405.820275,2.7495,2.891575,9.35299999999998,6.749275,28.154575,78.83685,91.83245,2.859775,-0.822000000000001,10.856625,0.290325,-0.875500000000002,0.56105,3.874
