DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH,T_SONIC,TA,VPD,TS_1_2_1,TS_2_2_1,USTAR,WS,G_1_2_1,G_2_2_1
1,0.25,580.2012,0.0373073285,3.211673,-36.4,-0.35,93.935685,23.279295,13.97748,12.06,9.95335,13.445,15.225,0.0962886,0.70342002,-23.9275,-17.4275
1,0.75,580.323,0.00975943,3.258298,-29.6,-0.19,93.932825,23.8099,13.899215,11.9275,10.132225,13.58,15.35,0.09004313,0.74032080175,-24.315,-18.385
1,1.25,580.68025,0.0341434215,3.29899225,-29.35,-0.27,93.9273775,24.3464975,13.2175725,11.255,9.350125,13.145,15.025,0.09522222,0.722147965,-24.63,-19.25
1,1.75,580.8189,-0.003658765,3.347181,-29.725,-0.23,93.94303,24.7476,13.06725,10.98,8.9678,12.895,14.8825,0.09232856,0.570893659,-24.27,-19.78
1,2.25,581.455,-0.0551195325,3.4078935,-32.4,-0.32,93.9328,26.03355,12.353765,10.575,8.7244,12.495,14.58,0.08905045,0.485495582,-24.7,-20.21
1,2.75,581.7894,0.002961068,3.393689,-27.35,-0.27,93.93796,26.79906,12.10846,10.2,8.539,12.205,14.425,0.0708334375,0.4613451135,-24.9025,-20.56
1,3.25,583.1888,-0.006701229,3.399058,-39.25,-0.19,93.93002,26.3831,11.83334,9.97,8.0009,11.875,14.1875,0.0883179325,0.59281200175,-25.0025,-21
1,3.75,583.9709,-0.011605824,3.385157,-36,-0.59,93.93504,26.2237,11.75398,9.67,7.6418,11.5925,13.95,0.0794962725,0.5131747685,-25.26,-21.5975
1,4.25,584.1232,0.041883639,3.36501,-40.2,-0.105,93.91772,26.7057,11.3501,9.44,7.5846,11.455,13.7475,0.0761216525,0.57132712125,-25.2525,-22.1425
1,4.75,583.151475,-0.0042144675,3.50384325,-42.325,-0.12,93.91157,27.5826275,11.2201125,9.305,7.534175,11.48,13.66,0.0686468,0.488588483,-24.9725,-22.4975
1,5.25,583.44525,0.05295934075,3.5290185,-43.575,0,93.8938975,29.0355,11.062595,9.09,7.293175,11.2825,13.5,0.07869257,0.463328872,-24.885,-22.6225
1,5.75,583.4459,0.0035870035,3.6942745,-40.5,-0.225,93.870525,29.511925,10.8430325,8.9275,7.421125,11.5,13.64,0.055656225,0.2787196775,-24.2475,-22.825
1,6.25,584.7275,-0.03034864,3.7566885,-36.4,0.205,93.86538,30.697025,10.761115,8.79,6.88505,11.3,13.4325,0.053972105,0.2422134705,-24.355,-22.62
1,6.75,585.03295,0.0620030515,3.75897475,-42.7,0.09,93.87507,30.357105,10.346065,8.4375,6.88845,11.12,13.195,0.0699618125,0.40264303775,-24.35,-23.29
1,7.25,584.4642,0.018881577,3.74324,-51.225,-0.16,93.88751,31.11152,10.30807,8.57,6.3474,11.4,13.48,0.04639634,0.194197285,-24.1825,-22.5475
1,7.75,584.8377,0.089392345,3.81697725,-47.1,-0.015,93.9037975,30.58755,9.93216025,8.155,6.31485,10.67,12.5866666666667,0,0,-24.775,-22.505
1,8.25,584.0493,0.00304445825,3.7372915,-49.125,0.095,93.9121675,31.5861375,10.059615,8.145,6.20735,9.94,11.6933333333333,0,0,-24.3875,-22.6425
1,8.75,586.568,0.007332746,3.600336,-35.675,0.185,93.88844,30.8388,9.787104,8.46,5.9515,9.21,10.8,0.06025487,0.520842744,-24.37,-23.6
1,9.25,585.7676,-0.236001427,3.6654085,-20.65,1.8475,93.924405,28.149,10.62613,9.665,6.69165,9.5325,10.055,0.1022567,0.355340845,-21.395,-22.045
1,9.75,583.0767,-0.760359942,3.666903,8.1,4.8825,93.97841,26.17698,12.08617,11.05,8.2978,10.52,10.79,0.11975275,0.6865431615,-16.5675,-18.295
1,10.25,578.8149,-1.25622411375,3.641388,35.05,6.235,93.96719,24.2006,13.55576,12.4,9.4216,12.57,12.21,0.2110454,0.982486749,-8.0725,-13.8625
1,10.75,576.50015,-1.64596021525,3.1399085,67.65,7.3375,94.016375,20.72635,15.521125,14.015,11.05,14.31,13.31,0.25300285,1.288497263,1.98075,-10.175
1,11.25,577.0691,-1.456007562,3.06452525,87.75,7.805,94.045125,18.755275,17.08438,15.92,12.95,15.9075,13.915,0.2538103,1.266394037,8.11,-5.90175
1,11.75,577.99705,-1.9294366555,3.0571095,114,9.7025,94.04385,16.583285,18.2974275,16.97,14.85,16.93,14.86,0.24055,1.18588723325,14.37,-2.0955
1,12.25,576.17005,-1.81444122025,2.9852145,136.75,8.6225,94.022185,15.0961,19.3392725,18.21,15.9,17.25,15.97,0.247950675,1.15666186525,19.21,2.0805
1,12.75,575.3225,-2.294612757,2.8629285,162,11.65,93.972245,14.090055,20.342535,19.135,17.05,18.55,16.77,0.241174675,1.20893602125,22.53,8.535
1,13.25,573.67675,-2.53700390775,2.8209515,176,11.65,93.913525,13.256015,20.7752275,19.7,17.95,18.66,17.05,0.23220155,1.30589407425,29.86,17.59
1,13.75,572.63995,-2.12172494,2.732933,177.25,10.825,93.85916,12.656155,21.16453,20.38,18.85,19.42,17.41,0.22964295,1.334125631,38.63,21.145
1,14.25,571.37345,-1.840904952,2.6791715,174,8.34,93.818645,12.31365,21.61563,20.6,20,20.18,18.14,0.2574795,1.6520124295,50.42,19.51
1,14.75,571.07975,-2.185847606,2.658692,175.5,7.73,93.79105,12.1118,22.07899,20.94,20.35,21.06,18.43,0.26953125,1.771464694,59.315,16.995
1,15.25,570.59755,-1.912666574,2.5403075,157.5,7.965,93.76319,11.96575,22.52316,21.55,21.05,21.29,18.68,0.26938835,1.688440557,49.585,18.95
