DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,0,-14.32517,-59.298425,0,-39.689875,-9.46375,57.54875,0.02142,96.91,0,-39.054,0,0,-7.1135,0.2042716,-17.3875,-10.11375,-13.11,-15.53625,-13.383125,-13.7225,390.53,0.072649875,-5.81985
1,0.75,-0.003825,-6.257815,-48.864461839,0,-39.70125,-9.44875,57.7975,0.019905,97.005,0,-40.2575,0,0,-7.13325,0.2143095,-17.37125,-10.14375,-13.1825,-15.6675,-13.481875,-13.835,384.48,0.07283225,-5.825425
1,1.25,0,-5.28990566505,-50.83581300475,0,-39.69475,-9.46875,57.17875,0.02542,97.1025,0,-39.973,0,0,-7.15425,0.2300536,-17.38625,-10.18,-13.21375,-15.74125,-13.538125,-13.895625,388.375,0.070549975,-5.837275
1,1.75,0,-6.6190675,-65.7068061795,0,-39.6805,-9.4875,56.91625,0.02102,97.1,0,-39.956,0,0,-7.176625,0.21502325,-17.40125,-10.19125,-13.25125,-15.805,-13.573125,-13.9325,387.06,0.06946595,-5.8504
1,2.25,0,-6.779166,-62.49899,0,-39.681875,-9.4975,56.9775,0.018695,97.2,0,-35.104,0,0,-7.197,0.2105182,-17.4075,-10.19625,-13.29375,-15.8675,-13.611875,-13.97875,386.9375,0.071125225,-5.86125
1,2.75,0,-7.46159215125,-49.90774201925,0,-39.696,-9.49625,57.51375,0.0224525,97.2,0,-41.092,0,0,-7.217125,0.2034122,-17.48,-10.20875,-13.33125,-15.9725,-13.64,-14.04375,360.3625,0.070214675,-5.87365
1,3.25,0,-5.6678035,-54.7095725,0,-39.6755,-9.49375,57.1275,0.0214,97.1025,0,-35.057,0,0,-7.23825,0.216757225,-17.56625,-10.18375,-13.39,-15.93875,-13.6725,-14.128125,378.92,0.071190725,-5.8853
1,3.75,0,-4.57659775,-58.81345,0,-39.667375,-9.4975,56.38125,0.021995,97,0,-33.39175,0,0,-7.196875,0.20925285,-17.64375,-10.1225,-13.45875,-15.93,-13.700625,-14.219375,380.0575,0.070835625,-5.8975
1,4.25,0,-7.22723875,-46.80465,0,-39.685875,-9.555,56.758,0.02538,97.0025,0,-33.0475,0,0,-7.156625,0.212071875,-17.71125,-9.9725,-13.63875,-15.93625,-13.70875,-14.311875,385.21,0.07092915,-5.906975
1,4.75,0,-8.074925690625,-63.13274,0,-39.64275,-9.59375,56.717,0.023205,97,0,-32.18,0,0,-7.128125,0.1967475,-17.7575,-9.91,-13.82875,-15.945,-13.705625,-14.418125,371.635,0.07106665,-5.92175
1,5.25,0,-8.840025,-53.60854,0,-39.696,-9.64,57.677,0.0215125,97,0,-36.2915,0,0,-7.085875,0.18872985,-17.795,-9.90125,-14.0075,-15.98375,-13.71875,-14.529375,378.5725,0.07215685,-5.9119
1,5.75,0,-4.49362,-63.6146425,0,-39.69125,-9.68875,57.9775,0.023145,97,0,-36.046,0,0,-7.04875,0.19358155,-17.8025,-9.8925,-14.1875,-16.055,-13.685625,-14.631875,357.4,0.071519075,-5.9019
1,6.25,0,-5.55517975,-58.08175307525,0,-39.67325,-9.70625,57.26875,0.025565,97.0025,0,-35.5395,0,0,-7.037625,0.1923662,-17.80875,-9.88625,-14.21875,-16.0875,-13.66375,-14.716875,370.32,0.072891,-5.9007
1,6.75,0,-4.063639253275,-57.4188921,0,-39.700125,-9.755,57.38125,0.0206775,96.9,0,-33.299,0,0,-7.058125,0.1653438,-17.7725,-9.8775,-14.22625,-15.91875,-13.64,-14.714375,387.8225,0.0719222,-5.8984
1,7.25,0,-3.0105,-67.538237818,0,-39.6915,-9.8,58.7475,0.01946,96.9,0,-34.036,0,0,-7.079875,0.2114426,-17.6825,-9.87,-14.27,-15.85375,-13.65125,-14.6325,373.535,0.0709994,-5.8952
1,7.75,0,-3.57548369475,-68.829,0,-39.70475,-9.84375,58.77475,0.02624,96.9,0,-32.892,0,0,-7.102875,0.21361025,-17.6025,-9.8675,-14.295,-15.77,-13.67,-14.576875,371.25,0.072210025,-5.891825
1,8.25,0,-5.1312901103,-56.669225,0,-39.70475,-9.88125,57.75125,0.02678,96.99,0,-33.57775,0,0,-7.1265,0.219318,-17.4925,-9.865,-14.3025,-15.7125,-13.69,-14.550625,364.9225,0.07157295,-5.8898
1,8.75,0,-6.745809015425,-64.078547572,0,-39.6925,-9.90875,56.4625,0.024275,96.995,0,-39.738,0,0,-7.150875,0.2096381,-17.30625,-9.91375,-14.3575,-15.735,-13.711875,-14.540625,339.87,0.07323305,-5.886225
1,9.25,0,-5.462711090975,-64.4401084795,0,-39.71,-9.93625,55.83125,0.0341225,96.8975,0,-35.975,0,0,-7.168,0.210165,-17.38,-10.1075,-14.4425,-15.795,-13.710625,-14.399375,367.235,0.0728734,-5.880025
1,9.75,0,-5.702375214375,-64.669285,0,-39.696875,-9.95625,55.73875,0.02269,96.8,0.00125,-33.5065,0,0,-7.122625,0.2092425,-17.47,-10.29875,-14.55375,-15.83125,-13.704375,-14.43125,367,0.07336685,-5.877275
1,10.25,0,-2.6463206414,-67.95004508775,0,-39.71,-9.97375,56.87,0.023745,96.7925,0.271875,-34.068,0.2763718,0.006914175,-7.08025,0.220489375,-17.55125,-10.445,-14.5925,-15.835,-13.675625,-14.4475,357.23,0.07431765,-5.889825
1,10.75,0,-2.256293818,-59.2493868,0.19445,-39.68375,-9.9925,56.7375,0.022225,96.8,0.925625,-33.115,1.81611,1.14012625,-7.032375,0.1935202,-17.57125,-10.56625,-14.60625,-15.7875,-13.59875,-14.42875,358.375,0.078483075,-5.902925
1,11.25,0,-2.8320410517,-52.092588435,1.28545,-39.501,-10.0055,57.841,0.024475,96.8,2.4241,-36.58375,2.90634,4.083799,-6.9649,0.195555325,-17.54875,-10.635,-14.60375,-15.715,-13.434375,-14.395,389.04,0.0932267,-5.917475
1,11.75,0,-5.8358810604,-46.73236058475,2.639025,-38.3595,-9.97675,57.166,0.0231275,96.89,3.1691,-32.56,5.6211395,7.500487,-6.931475,0.22513025,-17.57375,-10.61125,-14.58125,-15.60125,-13.205,-14.32625,389.25,0.10958075,-5.928825
1,12.25,0,-1.75788675,-44.1547525,3.960875,-37.049,-9.929,58.63825,0.02285,96.98,4.61785,-27.3285,7.3835855,9.51353,-6.900325,0.23462455,-17.57875,-10.38625,-14.5425,-15.46625,-13.02125,-14.190625,389.35,0.11953425,-5.93635
