DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.07073796519651,4.78684002819598,0.541345570895489,-7.38521560650414,0.971098334136328,429.302200554055,5.39919813059077,432.613106250308,6.33870124669958,428.312625037736,427.637927458124,5.61398102171044,426.397545943925,433.491133069119,6.3022484765002,434.139452763197,6.13607765478272,449.021690326138,6.23443095634408,444.821999452748,461.073683792005,6.55797883591975,469.633419405538,4.17571851715352,5.69050299739979,0.183240323179433,2.4625,1.89,0.9825,0.6175,0.4025,5.6394,5.574,4.239025,6.4628,4.7213,4.223125,2.647325,102.5312,83.095,3.499,5.5525,5.3475,5.04,5.0075,4.325,1.1,-0.76,2.5,0.7525,311.575,338.225,325.325,331.425,-0.0925,0.26,0.14,0.26,0.4425,0.2825,0.13,0.28,0.1225,-0.08,5.33025,5.7025,6.6045,7.0205,7.84725,8.59575,9.79775,11.054,11.67325,5.65475,6.178,6.7085,6.9885,7.91125,8.1285,9.44075,10.87325,11.657,5.617,5.89875,6.351,6.707,8.07575,8.81975,10.744,12.196,12.856,4.983,5.3525,5.588,6.3185,7.00525,7.44325,9.3385,11.186,11.862,4.6035,4.90625,5.67825,6.25475,7.324,8.03025,9.26725,10.8275,11.8005,-9.2565,-5.808,-7.845,-6.745
1,0.75,1.0814029875954,3.77037744699002,0.52874862953684,-8.43494112596699,0.876292024464322,430.012674737493,5.44297438801779,433.059492831236,6.17830909306757,427.846027628418,428.721726342799,6.1063246712898,427.758706557875,433.174925521016,6.34283521111948,435.130497431125,6.06951031970476,451.06859372156,6.34791119215799,456.325396958086,458.319639487394,6.59186653416165,458.841004860489,3.97944549440424,5.59128016715786,0.196529155521413,2.375,1.78,0.9525,0.635,0.4325,5.5031,5.446,4.02435,6.3808,4.509325,4.1234,2.6383,102.50536,82.67,3.474375,5.4275,5.365,4.9825,4.9775,4.395,1.025,-0.78,2.35,0.71,312.1,338.175,324.775,331.025,-0.0625,0.26,0.13,0.2575,0.4425,0.285,0.13,0.2825,0.115,-0.09,5.31275,5.63075,6.55425,7.0225,7.84,8.598,9.798,11.05375,11.673,5.65275,6.17825,6.67725,6.96975,7.91125,8.12725,9.44025,10.8735,11.6565,5.63575,6.04225,6.34775,6.71575,8.07525,8.81575,10.741,12.195,12.856,4.97675,5.28075,5.53725,6.30475,6.99375,7.443,9.337,11.1845,11.86125,4.6405,4.831,5.66475,6.2005,7.309,8.02575,9.269,10.82625,11.7995,-8.96,-5.94375,-7.55025,-7.9025
1,1.25,0.939008597692872,5.88729995515928,0.517465891205447,-9.71529764626288,0.883817880766105,429.807938004606,5.61387770354224,433.035751353871,6.38074147925355,427.752854159722,428.786706230236,6.01941736582027,427.97356744483,434.043165278367,6.37435707488222,435.039951350285,6.23101542831221,452.507160615693,6.43120998158128,448.576258158333,463.362012486436,6.74620020031876,465.216914889896,4.08454732264092,5.76842009041405,0.178604148833084,2.445,1.8625,0.9425,0.625,0.4125,5.45045,5.392,3.83205,6.292175,4.3601,3.9634,2.658475,102.496555,82.735,3.3432,5.3175,5.285,4.95,4.905,4.465,1.2,-0.895,2.6,0.73,313.55,338.275,325.25,330.475,-0.07,0.26,0.1325,0.265,0.45,0.29,0.13,0.28,0.1325,-0.08,5.27625,5.54875,6.529,7.0345,7.8315,8.59925,9.7965,11.05375,11.672,5.647,6.1565,6.648,6.95575,7.91125,8.125,9.44075,10.8715,11.65525,5.614,6.06625,6.35275,6.727,8.06875,8.8125,10.738,12.194,12.855,4.93925,5.25425,5.5265,6.29775,6.99425,7.446,9.336,11.1835,11.86,4.602,4.84025,5.668,6.2005,7.29325,8.0205,9.269,10.8255,11.7985,-8.9305,-6.08875,-6.8475,-8.85
1,1.75,1.36773908087008,4.56996394629971,0.496716484078106,-7.27799774388768,0.913765730102277,429.707457568954,5.46748707282213,432.673701035907,6.41023277613576,427.791629162038,428.608940279171,6.09744529848939,424.487257033349,434.058242023312,6.55475741313549,434.489197339793,6.23743902553213,448.693798285086,6.53436919975579,445.27854778393,456.403816626643,6.49982351378743,455.483596052816,3.95363567284846,5.76103937484444,0.182693430485572,2.3525,1.785,1.015,0.6525,0.4125,5.312825,5.48175,3.804575,6.174725,4.35685,3.7278,2.84095,102.4971725,83.82,3.1244,5.4675,5.3475,5.25,5.185,4.67,1.2,-0.675,2.5,0.7825,314,337.575,323.75,332.925,-0.1175,0.26,0.1325,0.275,0.4525,0.29,0.13,0.2825,0.1225,-0.08,5.353,5.47375,6.52325,7.05225,7.823,8.6005,9.795,11.05325,11.671,5.58475,6.159,6.61575,6.944,7.91,8.1215,9.43975,10.87,11.654,5.5435,6.0195,6.33875,6.72,8.06275,8.80875,10.735,12.193,12.854,4.905,5.17,5.53325,6.29625,6.984,7.4495,9.33625,11.18175,11.85925,4.584,4.755,5.647,6.1975,7.277,8.015,9.25775,10.82425,11.7975,-9.773,-6.203,-7.3855,-8.42
1,2.25,1.51180021735719,4.90340722009318,0.522091846927362,-11.6738959242991,0.933744121912504,429.977770764713,5.49388259515399,432.32939687735,6.46835748384564,427.557094345912,429.113763905446,6.25110012663997,428.960211383205,434.207719005534,6.44484646286409,435.555017745032,6.39957839147074,450.14431388939,6.69754321374598,448.933358909753,459.720327041759,6.51977144519413,452.55954381529,4.06264195178043,5.6719487142997,0.167178561789756,2.4425,1.975,1.0725,0.6525,0.4225,5.35655,5.787,3.67875,6.08735,4.333725,3.7207,2.91515,102.520285,83.05,3.0827,5.4725,5.4175,5.1625,5.0075,4.6175,1.125,-0.7825,2.3,0.7425,314,338.05,325.075,333.125,-0.1225,0.26,0.13,0.25,0.45,0.2825,0.13,0.275,0.12,-0.08,5.377,5.4735,6.53425,7.07125,7.8225,8.6005,9.7935,11.05225,11.67,5.47575,6.0985,6.623,6.94175,7.90925,8.11475,9.4385,10.866,11.6535,5.441,6.03075,6.362,6.7075,8.0565,8.80575,10.733,12.192,12.854,4.99225,5.1465,5.57,6.302,6.989,7.453,9.33575,11.181,11.859,4.66175,4.736,5.62775,6.1915,7.26025,8.009,9.2645,10.82275,11.7965,-9.499,-6.0425,-7.655,-10.57
1,2.75,1.36214084480538,6.06899732893058,0.553031087382804,-12.1741399200286,0.999545386414892,428.161410958595,5.48490082254,432.134333041041,5.93732704774575,427.521696239438,429.126704071023,5.81508359628304,426.72163849375,433.764731209672,6.21980497427693,435.206710691859,6.10014423438874,453.746203422175,6.2114988573106,451.396702603434,461.084517529881,6.25518537147811,465.699026913522,4.25856087637307,5.61074587400981,0.168141726505597,2.5825,1.97,1.2275,0.6575,0.44,5.3773,5.7545,3.637025,6.154,4.2477,3.751075,2.894675,102.51863,83.32,2.9466,5.2875,5.2175,4.905,4.895,4.335,1.125,-1.03,2.825,0.73,312.05,337.975,321.875,332.3,-0.1325,0.26,0.14,0.37,0.45,0.285,0.13,0.275,0.1225,-0.0875,5.438,5.46075,6.56375,7.0935,7.82525,8.6,9.792,11.05175,11.669,5.53325,6.1385,6.5875,6.9225,7.9075,8.112,9.43725,10.865,11.652,5.46875,6.0495,6.37225,6.69775,8.0525,8.80175,10.73,12.191,12.853,5.08025,5.15875,5.57,6.3025,6.988,7.45,9.33525,11.18,11.858,4.6105,4.78525,5.61875,6.18125,7.24475,8.0035,9.2645,10.822,11.7955,-9.727,-6.208,-8.0455,-10.935
1,3.25,1.2081804180974,9.215480493584,0.552914561646095,-11.3220008036017,0.953812335095538,428.438015403961,5.46837470273627,431.909606024259,6.14539290200894,428.159802105727,428.777670704467,5.95069691290388,426.612822269998,433.63910577002,6.02729306603219,434.560363952693,5.82126736321796,451.732910942868,6.26698983610147,450.310107758326,464.226864703419,6.34956891476246,454.315899586751,4.1032409992658,5.34628831292054,0.167062482639759,2.4525,1.89,1.1025,0.645,0.3925,5.3277,5.677,3.4448,6.15585,3.991775,3.71515,2.821525,102.5096175,84.75,3.02545,5.3875,5.16,5.135,4.91,4.41,1.3,-0.965,2.4,0.75,314.425,338.1,325.45,333.2,-0.1325,0.26,0.13,0.3025,0.445,0.285,0.13,0.28,0.1225,-0.08,5.47225,5.44625,6.54275,7.1115,7.8255,8.6,9.7905,11.0515,11.66875,5.54325,6.20625,6.55425,6.904,7.90625,8.111,9.43675,10.864,11.65075,5.54475,5.97925,6.3695,6.689,8.048,8.798,10.727,12.19,12.852,5.10125,5.20875,5.55225,6.29525,6.9875,7.448,9.33475,11.178,11.85625,4.6075,4.78875,5.61025,6.16575,7.23,7.99825,9.26625,10.82075,11.7945,-9.6725,-6.8285,-10.135,-10.475
1,3.75,1.26484451248248,10.2861523737928,0.486238429427676,-9.67092018141474,0.912236630114711,429.736366748707,5.44847659922399,432.555946578696,5.96042421901873,426.829181882899,429.758488539738,5.60395641467794,426.305435673067,434.28038031658,5.65312372236066,435.356347996077,5.82403508373834,453.813691303798,5.72180161316638,446.235446892143,464.475780846673,5.85788995163296,462.608288696651,4.01474149355014,5.06909784498988,0.167584822472082,2.43,1.885,1.1175,0.635,0.405,4.792575,5.17325,3.530925,6.10215,3.941975,3.649125,2.00675,102.5001575,81.84,2.905225,5.265,5.145,4.7325,4.6375,4.25,1.2,-0.96,2.625,0.79,316.1,337.425,326.45,330.725,-0.1225,0.26,0.14,0.2875,0.47,0.285,0.13,0.275,0.125,-0.08,5.47725,5.4465,6.49975,7.09475,7.824,8.598,9.789,11.05025,11.668,5.6145,6.13,6.5505,6.891,7.90425,8.1125,9.4355,10.863,11.6495,5.6205,6.037,6.36025,6.6815,8.04525,8.795,10.724,12.189,12.851,5.104,5.25325,5.54125,6.27725,6.98475,7.4475,9.33475,11.177,11.8555,4.65225,4.82225,5.61825,6.15025,7.216,7.993,9.2655,10.82,11.7935,-10.1255,-7.124,-10.053,-9.22
1,4.25,1.20403183165457,5.30603530859599,0.478325385711762,-8.72797854738999,0.944154585341202,429.941754940346,5.43608722178557,431.861339562299,6.07148265877925,426.942758414711,428.404242896915,5.89429150742134,428.214733990712,433.377777248975,5.9919142941432,434.976687752138,6.10882941764932,454.496020312981,6.3087768858782,436.646775424051,467.412474678617,6.7096630519996,456.626742401543,3.99056499754408,5.00428665908439,0.181267374838398,2.25,1.695,0.95,0.5925,0.395,4.73305,4.79725,3.6097,5.876125,4.058625,3.6,1.412,102.4898275,79.8375,2.831,5.2725,4.84,4.5125,4.5375,4.2075,1.225,-0.8,2.75,0.75,316.35,336.95,324.6,329.75,-0.1325,0.26,0.1325,0.25,0.4725,0.2825,0.13,0.2825,0.125,-0.08,5.4595,5.4735,6.44675,7.0565,7.837,8.5965,9.789,11.05,11.667,5.62575,6.05375,6.5535,6.89725,7.90175,8.1155,9.43425,10.86175,11.649,5.65425,6.062,6.33825,6.6725,8.04225,8.79125,10.721,12.189,12.851,5.09325,5.25925,5.55575,6.26825,6.97575,7.447,9.33375,11.176,11.8545,4.7515,4.8725,5.5545,6.1315,7.2045,7.98825,9.26375,10.81875,11.79275,-9.0585,-6.6385,-8.1905,-8.21
1,4.75,1.22344349591995,6.50918017896752,0.522537427351435,-9.48086218913411,0.94000975230062,429.301067587237,5.39714022513227,431.785531524922,6.15803595265182,427.702535770833,428.370090321971,5.9850378714554,425.855186714807,434.413470261651,6.00999803134917,435.384269847084,6.20972776426754,458.033057480825,6.16843121026819,453.230826359452,469.351585282004,6.77332180713232,461.582506167702,4.09238530746801,5.04371332746922,0.178738348292344,2.37,1.8075,1.06,0.6225,0.3825,4.704775,4.56075,3.8069,5.864825,4.16095,3.746475,2.24625,102.4726775,80.16,2.893125,5.045,4.9475,4.475,4.56,4.21,1.125,-0.7625,2.725,0.79,316.4,334.7,324.725,329.625,-0.13,0.26,0.15,0.265,0.4475,0.2825,0.13,0.2825,0.1175,-0.08,5.45025,5.48925,6.424,7.01325,7.8315,8.5955,9.78975,11.0495,11.666,5.66575,6.0555,6.5155,6.8775,7.90025,8.116,9.433,10.86075,11.64725,5.63325,6.072,6.3105,6.6525,8.039,8.788,10.718,12.188,12.85,5.08025,5.28,5.56175,6.26125,6.96625,7.44625,9.33275,11.175,11.8535,4.67825,4.89625,5.51425,6.11075,7.1965,7.98375,9.26275,10.818,11.79175,-9.9515,-7.006,-9.28475,-7.6975
