DOY2,HR2,FC,LE,H,CO2,H2O,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.53678,3.2202778,-49.4396025,396.591475,4.2192359,0.441211465,-0.15440999999998,50.33876,78.021015,2.9062607,3.5900465,-90.496997,0,0,214.56717,1.740916,301.29364
1,0.75,0.54149,3.25495175,-49.44905,396.7442,4.3188905,0.43736486,-0.37295999999998,51.36353,78.00209,2.9472295,3.65345035,-90.5384305,0,0,214.69413,1.754751,300.145
1,1.25,0.52822,3.0525705,-49.447759,396.807475,4.24970645,0.42933256,-0.56549499999997,51.46327,77.98772,2.8382856,3.5712377,-89.4880695,0,0,214.1855,1.71469,299.91271
1,1.75,0.55084,2.7037607,-50.892514,396.485735,4.2955028,0.41118998,-0.50261,51.42025,77.976605,2.7704443,3.5232218,-88.743276,0,0,213.43976,1.7294835,299.09634
1,2.25,0.53353,3.0325283,-50.7998345,396.788105,4.274957,0.43414974,-0.64811999999995,50.87867,77.97832,2.7445998,3.5946078,-88.4328125,0,0,212.82,1.758532,298.51735
1,2.75,0.53331,2.7219178,-50.4645005,396.66282,4.3340295,0.40796626,-0.66364999999996,51.83555,77.967545,2.708836,3.5743607,-88.452795,0,0,212.76169,1.7660955,297.63605
1,3.25,0.53603,2.4584583,-49.060717,396.81012,4.2896555,0.42075307,-0.82943999999998,52.96991,77.978045,2.6461145,3.56456125,-88.456009,0,0,213.30099,1.728713,297.15136
1,3.75,0.54456,2.48942405,-49.216719,396.65666,4.2629616,0.42731854,-1.143465,54.16897,77.985985,2.51002605,3.5225496,-87.75277,0,0,213.06316,1.734788,296.58318
1,4.25,0.52625,2.128424,-48.1631755,396.715655,4.2363082,0.43188133,-1.28833999999995,53.63314,77.97288,2.47941095,3.4681015,-86.970059,0,0,213.6651,1.767737,295.87832
1,4.75,0.55722,2.0697187,-47.258542,396.86033,4.23249695,0.430075715,-1.467035,54.98948,77.96913,2.3703387,3.5602473,-86.9683395,0,0,213.689,1.704763,295.45215
1,5.25,0.55879,2.25441685,-47.574301,397.202695,4.2493063,0.42584216,-1.29747,55.03643,77.972065,2.4028542,3.5731249,-86.815933,0,0,213.46923,1.678356,295.49927
1,5.75,0.5171,2.3710298,-47.353432,396.80622,4.2342859,0.42982109,-1.41555,56.08863,77.97352,2.3855585,3.5398271,-86.1423415,0,0,212.91183,1.712352,295.82378
1,6.25,0.53336,1.68448365,-47.566707,396.8281,4.1857645,0.41221971,-1.27384,57.23526,77.98988,2.3656674,3.4349839,-86.3205905,0,0,212.79429,1.688914,295.13986
1,6.75,0.54332,1.4710951,-45.2599455,396.65703,4.1664828,0.41047735,-1.3325,58.03033,78.003095,2.3389865,3.3048852,-86.6568685,0.074110482,0,212.38198,1.7063475,294.9215
1,7.25,0.48907,2.5073377,-44.370616,396.95415,4.1159405,0.41900712,-1.46382,56.96877,78.01562,2.2860603,3.46888425,-60.427692,12.524036,2.869794,212.94132,2.901167,294.80396
1,7.75,0.35063,5.5450112,-22.1098685,396.83101,4.2195894,0.42598894,-1.19931,56.31532,78.040485,2.3913218,3.2659878,-39.07919,87.4351945,66.79547,211.91641,23.22398,296.83959
1,8.25,0.0511475,9.74605385,9.03282705,396.48669,4.2006475,0.46120461,-0.609924999999975,54.20652,78.078685,2.6799373,3.30717175,29.267,248.377735,157.0123,211.69009,35.26176,302.27397
1,8.75,-0.35203,16.284518,59.379732,396.4661,4.3466737,0.514604055,0.0540050000000175,51.38595,78.10334,2.93415955,3.4902942,103.19701,452.11913,256.9657,212.51273,44.65246,308.94225
1,9.25,-0.848115,21.4701365,105.03928,396.70433,4.3619463,0.52820307,0.728285000000025,48.50721,78.12843,3.169972,3.55501875,180.1531,636.16565,352.8999,213.61793,54.60538,315.43253
