DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH
1,0.25,-1.261278,-46.73011,-15.56629,-10.4,0.3102538,0.0645608,-17.0372,356.1571,0.2450747,0.232137,0.1966525,0.0916935,0.03427,-4.1390341,-0.0774451615,184.767255,242.00678,-17.843,60.0015
1,0.75,-1.347887,-57.21422,-6.283711,-10.9352,0.1201428,0.03738,-17.07591,349.51,0.2736318,0.1539668,0.1384037,0.0608,0.02708,-4.25692645,-0.14994465,177.21708,242.03979,-18.1705,60.4535
1,1.25,-1.548943,-57.32296,-5.69683375,-18.953625,0.18910775,0.04778,-16.76984,361.65855,0.27083075,0.1312125,0.1524057,0.05248,0.03746,-4.13866105,-0.0424777325,177.48562,241.07953,-18.196,60.545
1,1.75,-1.67907,-46.004325,-13.383225,-9.28191849999999,0.31301025,0.04355,-16.83385,363.8581,0.273513625,0.184226375,0.1380595,0.0563,0.03445,-4.35932525,0.0323250802,180.07959,241.238965,-17.949,60.51
1,2.25,-1.55437,-70.499125,-15.0911625,-28.8565975,0.185229875,0.044,-17.2565875,359.65535,0.210550875,0.154062875,0.14113475,0.0441875,0.02615,-4.22166425,0.02053810825,178.009085,240.185355,-18.236,60.519
1,2.75,-1.5889225,-70.4169,-24.5258375,-20.901885,0.127168,0.0466125,-17.6548375,380.33585,0.15982725,0.127744125,0.186212375,0.0497375,0.0280175,-4.21887175,-0.0133183549,177.16563,237.43892,-18.804,59.8625
1,3.25,-1.954336,-52.4831125,-35.344005,-27.80838,0.195513,0.03962,-17.8087625,386.04495,0.3069656,0.1282432,0.12783575,0.04561,0.0313725,-4.4808525,-0.0165405445,174.477405,236.57807,-19.2895,62.033
1,3.75,-1.49487375,-47.883725,-6.7210705,-21.027005,0.264838125,0.05905,-15.72771,400.026175,0.2861598,0.137130875,0.143731125,0.0594375,0.0262,-4.2915478,-0.0271422935,173.87123,236.26733,-19.2155,61.9375
1,4.25,-1.72075375,-46.8476125,-11.34876,-34.5198675,0.15395425,0.0376125,-15.80743,319.84295,0.21300725,0.1278825,0.19286425,0.050875,0.024825,-4.0360624,-0.072484344,174.197315,234.951305,-19.496,64.2515
1,4.75,-1.3624975,-53.029825,-50.325832,-8.27573675,0.18883375,0.0473375,-15.87097,301.715,0.2820768,0.20123625,0.1401655,0.064325,0.02607,-3.94969605,0.055461932,175.615905,233.520425,-19.7415,64.4885
