DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.161572550738465,-0.463174277685693,-0.52719172028723,-2.73529345801488,-7.82741204347341,0.0946244428046336,-13.7983732318251,-11.0710037035145,0.291396576427104,408.914304321576,4.15449244779562,410.597246550858,4.43104019312132,414.152529534762,411.401102861883,4.40544907914184,410.665771296296,411.382740269675,4.39756555507989,413.45293537719,411.26571128195,4.37635762381537,413.119987600896,4.50006285158939,417.757462602428,414.169639686829,4.5259599557775,418.156361388008,0.817356468774076,5.54317067090705,0.146418696056727,0.82,0.735,0.61,0.46,0.22,5.167125,4.7795,5.25425,4.840625,4.415925,4.161625,0.870875,87.99783,30.8675,1.9916,0.1725,1.5775,1.5075,0.6625,0.86,0.1,-3.78,0.8,0.4375,254.925,326.925,273.55,313.825,-0.1,-0.1575,-0.16,-0.4575,0.07,-0.54,0.12,-0.09,-0.3,-0.32,3.25375,3.97825,5.36125,6.003,6.973,7.85425,8.817,9.34025,10.14425,3.69225,4.533,5.495,6.332,7.06925,7.6905,8.42375,10.2675,8.9715,3.271,3.923,4.8045,5.46375,6.46975,7.148,8.238,9.1045,9.75325,3.9245,4.50825,5.27825,5.62625,6.65975,7.5615,8.641,9.308,9.62775,4.16325,4.67875,5.363,5.72975,6.509,7.207,7.781,8.73475,9.32025,-4.6835,-6.46675,-7.9705,-77.7275
1,0.75,-0.0935628858390627,-0.137468938843509,-0.52719172028723,-5.29388358766956,-12.1068165389918,0.10354515223425,-13.1954058628195,-10.8882540796814,0.285748561626101,409.088969967886,4.06456384181502,411.296047733839,4.33448414864348,414.861293006737,411.445274553101,4.31374454820696,410.28765608085,412.500132765683,4.41352588715695,414.624779820057,413.154068671645,4.38725976648861,413.833072640213,4.49055562310908,416.87867008657,413.904449256788,4.51133050720721,418.403592806554,0.867740032857732,5.34916595034173,0.135205853063606,0.82,0.75,0.59,0.4475,0.23,5.0532,4.565,5.32185,4.695375,4.2861,3.8993,0.7224,87.98815,30.1975,2.2974,0.12,1.2825,1.355,0.655,0.69,0.1,-3.6775,0.825,0.3225,257.8,326.9,274.55,313.425,-0.0925,-0.15,-0.16,-0.45,0.07,-0.5475,0.12,-0.09,-0.3,-0.32,3.0855,3.88125,5.34225,5.99925,6.97525,7.8475,8.7995,9.33925,10.14375,3.6825,4.52375,5.46475,6.32925,7.06925,7.6895,8.42375,10.2675,8.9715,3.214,3.86175,4.78175,5.46125,6.46975,7.148,8.23775,9.10375,9.752,3.80275,4.44625,5.2605,5.614,6.66175,7.542,8.63975,9.30775,9.62675,4.141,4.61475,5.34875,5.73475,6.51125,7.20425,7.768,8.691,9.296,-4.807,-6.885,-8.718,-68.365
1,1.25,-0.195937258907323,-0.752464581598049,-0.52719172028723,-6.8049129598884,-13.1916883259983,0.0907871888736553,-5.32313009827697,-8.65120675522078,0.262424749299372,408.981749437572,3.95964081081866,411.672346351498,4.17844548500585,414.339364195553,411.193561524499,4.23109519149282,410.231436742142,412.11230760845,4.28014396865768,412.674148659398,412.77932014085,4.30001352052031,413.080907741792,4.51185029714097,416.894013058824,414.297206527167,4.37871661567048,417.350499468253,0.773799817006947,5.47912185039227,0.168082154268987,0.815,0.73,0.6125,0.4475,0.23,4.911225,4.58775,5.2399,4.51055,4.3393,3.967475,0.7601,87.98799,30.72,2.44495,-0.075,1.04,1.2825,0.62,0.84,0.1,-3.71,0.9,0.2275,256.3,326.7,276.825,313.275,-0.0925,-0.16,-0.16,-0.46,0.07,-0.55,0.12,-0.09,-0.3,-0.32,3.021,3.8195,5.305,5.9945,6.977,7.8475,8.76725,9.29475,10.14325,3.6305,4.485,5.45375,6.3245,7.0595,7.68875,8.423,10.2665,8.9715,3.186,3.766,4.76325,5.4525,6.46875,7.14775,8.23725,9.10075,9.7495,3.71325,4.392,5.23725,5.6,6.66375,7.5435,8.63925,9.30775,9.623,4.0865,4.60075,5.33175,5.7385,6.5135,7.2025,7.768,8.69,9.295,-4.72175,-6.659,-8.28725,-79.465
1,1.75,-0.323267890780072,-0.763348124809959,-0.987224303176577,-5.9184796864793,-13.3694268515888,0.100799285961275,-7.77903942377093,-14.8115082176964,0.301271108261262,408.902735053723,4.08220945293271,411.595972662312,4.35064142696767,414.288489967165,409.693466063073,4.44386568416429,411.191883724752,411.961584568672,4.20986981100702,414.947125350294,412.079592685945,4.34297633375421,413.091461578268,4.45616554722824,415.945097817135,414.496950668285,4.49522044692196,417.798788050846,0.85137778431579,5.92800080185299,0.163448424469184,0.89,0.81,0.7,0.4975,0.23,5.2775,4.58725,5.369875,4.8457,4.6473,4.2901,1.02245,87.97169,27.7,2.5428,-0.0025,1.2175,1.24,0.53,0.725,0.1,-3.8,0.9,0.39,256.7,325.6,274.4,312.15,-0.085,-0.16,-0.16,-0.45,0.07,-0.55,0.12,-0.09,-0.3,-0.32,2.95775,3.77,5.239,5.981,6.974,7.848,8.755,9.2935,10.137,3.5595,4.436,5.44675,6.307,7.056,7.688,8.421,10.265,8.969,3.175,3.735,4.747,5.4485,6.466,7.14825,8.234,9.098,9.747,3.71325,4.314,5.2,5.5885,6.661,7.542,8.637,9.302,9.622,4.052,4.582,5.299,5.741,6.515,7.194,7.768,8.68875,9.3145,-4.8185,-6.76875,-8.579,-77.4
1,2.25,-0.262554173442043,-0.52206115789003,-1.44725688606592,-4.11103410967002,-9.20864428259199,0.107938131406867,-12.1427380792835,-15.6748358042165,0.294295255849266,409.040815969679,3.73535498841422,411.319598512827,4.18994958964217,413.70520516552,411.799997103105,4.21668530589981,410.570003656863,411.769575610886,4.23273060743993,412.168009250794,412.340447322462,4.2628084536068,413.304848361135,4.36483126533075,416.30289109854,413.989069829743,4.40426229441707,417.371058307692,0.978514207445675,5.30622928547993,0.151169230448635,0.885,0.87,0.72,0.49,0.24,4.88895,4.029,5.227075,4.36615,4.068425,3.8011,0.51095,87.9619775,26.475,2.590175,-0.29,0.99,1.14,0.27,0.55,0.1,-3.89,0.7,0.45,254.6,324.7,272,312.2,-0.09,-0.16,-0.17,-0.45,0.07,-0.55,0.12,-0.09,-0.3,-0.32,2.881,3.711,5.236,5.985,6.977,7.8475,8.754,9.283,10.12625,3.4765,4.3425,5.431,6.3035,7.055,7.687,8.42,10.27275,8.969,3.142,3.752,4.728,5.441,6.464,7.144,8.233,9.097,9.743,3.693,4.288,5.176,5.564,6.664,7.546,8.636,9.302,9.621,3.982,4.559,5.274,5.742,6.517,7.192,7.768,8.675,9.311,-5.04,-7.169,-9.4945,-81.64
1,2.75,-0.132944193560131,-0.286035810479681,-0.0164282045121557,-4.74555100542346,-6.79639653158306,0.107832791110494,-9.08010418099984,-10.274849915926,0.284779190229948,409.223819383355,3.38924131535159,410.371823823222,3.86964192095352,413.155486802721,411.169407545596,4.07962129098029,410.841804960776,411.041130024188,4.02483175572442,414.919506108501,411.311693839099,4.20019924170191,411.092329559812,4.33767187022659,415.439304363636,412.534805572639,4.36923935401302,415.759444318555,0.883008450179356,5.15675411797801,0.153377488335213,0.81,0.78,0.64,0.45,0.22,4.7736,3.89,4.821625,4.14545,4.061725,3.5395,0.270475,87.93841,25.24,2.435675,-0.37,0.94,0.94,0.25,0.57,0.1,-3.99,0.8,0.43,253.8,323.9,271.6,311.3,-0.09,-0.16,-0.16,-0.46,0.07,-0.54,0.12,-0.09,-0.3,-0.32,2.831,3.647,5.221,5.986,6.979,7.848,8.754,9.282,10.078,3.4505,4.2865,5.4135,6.297,7.0555,7.687,8.4195,10.27175,8.9695,3.119,3.725,4.709,5.434,6.462,7.145,8.233,9.093,9.74,3.672,4.308,5.155,5.559,6.662,7.549,8.637,9.302,9.621,3.894,4.516,5.252,5.743,6.517,7.195,7.769,8.674,9.31,-5.1745,-7.038,-9.09675,-77.55
1,3.25,-0.373727077556649,-0.238169201969653,-0.00965995662416946,-4.78214870670011,-5.60196111994003,0.106165957790399,-10.6465035746996,-12.574724226868,0.287440680026274,409.684338762156,3.32303394138053,411.069822443799,3.69498137719745,413.077911070131,412.680481606304,3.75974541052786,410.451465419355,411.399140059351,3.97119900788006,413.347821851291,412.987447117897,3.8673633200522,412.176258608207,4.12948597112659,416.224487515863,414.108083381841,4.17481409646801,416.000775952527,0.871850881830038,5.19500319633002,0.148022145381779,0.86,0.81,0.65,0.45,0.22,4.7011,4.177,5.15625,4.3092,4.10895,3.6408,0.3284,87.922585,25.62,2.3192,-0.43,0.8,0.95,-0.05,0.47,0.1,-3.8,0.8,0.41,253.9,324.7,271.7,310.8,-0.095,-0.16,-0.16,-0.46,0.07,-0.55,0.12,-0.09,-0.3,-0.32,2.78,3.609,5.167,5.983,6.983,7.84975,8.754,9.282,10.078,3.434,4.282,5.3955,6.2885,7.0555,7.68675,8.4195,10.2635,8.969,3.065,3.675,4.693,5.427,6.458,7.146,8.233,9.092,9.737,3.62,4.281,5.134,5.554,6.658,7.546,8.64,9.302,9.62,3.834,4.448,5.231,5.743,6.514,7.195,7.769,8.673,9.31,-5.20075,-7.137,-9.311,-77.22
1,3.75,-0.0972443933423797,-0.332860846001225,-0.00289170873618325,-1.09348265065747,-5.41727084179925,0.115098238840535,-19.1724147699385,-14.1530610695553,0.29252297884966,409.820903676217,3.39775615754256,411.062806427143,3.97979682387327,413.145706770701,410.583679523801,4.07821647383527,411.824441882962,412.314073349902,4.0432942813533,413.994788405013,412.067647591277,3.96715588824182,412.742174218331,3.90410077108391,414.46560252795,414.080324633355,3.99292259315035,416.187216967037,0.884158826890518,5.23059911774349,0.165822330385785,0.905,0.81,0.62,0.46,0.22,5.29065,4.2625,5.2672,4.34595,4.0904,3.6861,0.347075,87.93288,27.4925,2.4767,-0.62,0.57,0.91,0.09,0.49,0.1,-3.675,0.9,0.39,250.5,324.2,269.4,310.5,-0.09,-0.16,-0.16,-0.45,0.07,-0.55,0.12,-0.09,-0.3,-0.32,2.766,3.476,5.129,5.981,6.986,7.85,8.753,9.281,10.0865,3.3685,4.266,5.378,6.2805,7.05375,7.686,8.4195,10.263,8.969,3.033,3.657,4.678,5.42,6.454,7.149,8.234,9.089,9.734,3.494,4.193,5.11,5.545,6.654,7.544,8.641,9.302,9.619,3.75,4.394,5.208,5.737,6.511,7.19,7.769,8.672,9.309,-5.20775,-7.242,-9.413,-74.6025
1,4.25,-0.303810536410959,-0.406141097481078,0.00387653915180296,-9.4467699948846,-6.68429992968731,0.104836789851121,-8.94931189631951,-15.1898327610065,0.29255535905893,409.857798355531,3.3569023382496,410.476804061803,3.90284536060014,412.88896024821,410.122301789426,3.83068285903085,410.296621875343,411.574760742904,4.00307448606688,412.937979828572,411.955318090085,4.07532653590876,411.148272166707,4.04632737725829,415.205831972573,414.36752816018,4.19673457299384,416.087121276586,0.82060107363495,4.98149716395315,0.163813305157014,0.865,0.8025,0.67,0.4575,0.2375,4.42995,3.883,5.0175,4.1026,3.802975,3.4502,0.3918,87.9201075,27.4825,2.3746,-0.54,0.55,0.77,0.26,0.37,0.1,-3.7925,0.8,0.45,252.4,323.7,269.6,311.2,-0.09,-0.16,-0.17,-0.46,0.07,-0.54,0.12,-0.09,-0.3,-0.32,2.783,3.423,5.118,5.979,6.988,7.853,8.751,9.28,10.094,3.289,4.234,5.3645,6.2715,7.0525,7.685,8.42,10.2625,8.969,2.997,3.617,4.66,5.413,6.452,7.15,8.234,9.086,9.73,3.443,4.156,5.095,5.53,6.65,7.541,8.643,9.311,9.614,3.735,4.331,5.182,5.726,6.507,7.189,7.77,8.671,9.308,-5.1515,-7.30925,-9.8735,-76.9775
1,4.75,-0.697586543143226,-0.308552322261638,0.0106447870397892,-9.14696632311131,-3.11417001362359,0.111456040579226,-5.42212215112001,-19.9765596729861,0.319644877221885,409.911102633309,3.40062921605974,411.60794899129,3.74844428309142,413.04583303401,411.825400560497,3.77861195249101,411.29656663924,412.108312813309,3.88864122161947,415.584884231942,412.162011631826,3.91785542179429,413.385862519059,4.04081289944496,413.88412130456,414.136344497208,4.2357596006704,416.036587439645,0.873125170548322,4.57273862907145,0.164364080996415,0.87,0.79,0.64,0.47,0.2275,4.0371,3.51775,4.36935,3.5322,3.36945,3.015425,0.285,87.93073,27.81,2.385675,-0.89,0.32,0.62,-0.01,0.21,0.1,-3.88,0.8,0.46,252.5,323.5,271.1,309.4,-0.09,-0.16,-0.16,-0.46,0.07,-0.55,0.12,-0.09,-0.3,-0.32,2.679,3.376,5.114,5.964,6.989,7.8545,8.751,9.279,10.093,3.234,4.2215,5.343,6.2675,7.053,7.68475,8.4205,10.262,8.972,2.985,3.589,4.644,5.408,6.451,7.15,8.234,9.083,9.726,3.4,4.134,5.088,5.524,6.644,7.539,8.643,9.31075,9.618,3.68,4.318,5.161,5.716,6.508,7.189,7.77,8.67,9.308,-5.3095,-7.17,-9.87175,-77.67
