DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,420.2187,2.11665475,2079.4815,0.30436985,5.81974,0.665532175,-10.55,-0.7296966,0.740753075,3.457156,0.407344,96.45364,-4.72472475,-4.789834,-4.884667,-4.903,-4.924,-0.6683333,-0.34783335,-0.028166665,0.3376667,2.4393335,3.5806665,4.06920025,-4.6421465,0,0,0.7855236,289.0951,296.2984,-5.0093335,-4.9745,0.314175075
1,0.75,420.104,2.10866325,2074.248,0.304983,6.3083985,0.54713225,-10.5525,-0.66381875,0.8735668,3.4030405,0.39279045,96.4234175,-4.864933,-4.9714165,-5.02,-5.0638335,-5.0464165,-0.82041665,-0.41425,-0.0222500025,0.347583325,2.46841625,3.58100025,4.058801,-3.932092,0,0,0.6548804,290.571875,296.511225,-5.1164165,-5.0706665,0.3175269
1,1.25,420.471975,2.070404,2072.1935,0.2855327,5.6768645,0.22766005,-10.65583,-0.4976346,0.73935995,3.3436285,0.4008177,96.434155,-4.8714755,-5.1038335,-5.19524975,-5.22475,-5.27049975,-0.80883335,-0.41325,-0.053000005,0.34299995,2.474833,3.5665835,4.060301,-3.80121625,0,0,0.66233175,291.1714,296.7393,-5.2918335,-5.2973335,0.3437406
1,1.75,420.94495,2.08656325,2076.9105,0.2929879,6.848308,0.632935225,-10.68,-0.2129077,0.79489365,3.236013,0.3924308,96.4448225,-4.7465755,-5.347667,-5.37625,-5.4076665,-5.4365835,-0.844833375,-0.44941665,-0.053833335,0.341083325,2.46325,3.55625,4.051168,-3.84264875,0,0,0.6508289,292.018275,297.948775,-5.46,-5.42108375,0.3033113
1,2.25,421.163675,2.120884,2071.224,0.301916325,5.93669075,0.32915395,-10.6583325,0.0185567,0.98911465,3.31773125,0.388350325,96.470485,-4.795917,-5.0725,-5.2585835,-5.38258275,-5.505667,-0.8346667,-0.432250025,-0.03741666675,0.32408335,2.423333,3.54141675,4.04374,-4.257,0,0,0.5679613,291.217,298.0342,-5.43666725,-5.41674925,0.3032249
1,2.75,421.0632,2.109111,2074.761,0.32157835,4.98954775,0.52851065,-10.81,-0.3066783,0.740125125,3.216416,0.387909275,96.480745,-4.9540745,-5.362,-5.585001,-5.587667,-5.735334,-0.8606666,-0.495,-0.071,0.3316667,2.464,3.557333,4.0363495,-3.622833,0,0,0.5647956,293.545275,298.0274,-5.611,-5.623333,0.33547035
1,3.25,421.80915,2.1313125,2077.47275,0.272804075,5.563048,0.718495475,-10.81,-0.19396435,0.6096588,3.2166985,0.374056875,96.47334,-5.01994925,-5.498,-5.631,-5.639667,-5.875,-0.865,-0.487,-0.1043333,0.2966667,2.439333,3.553,4.0351335,-3.64499975,0,0,0.57391345,294.091675,298.847925,-5.847333,-5.816333,0.3352744
1,3.75,421.7813,2.127815,2077.872,0.27206835,5.3972425,0.513400325,-10.81,-0.28556005,0.48779325,3.141827,0.366844,96.44714,-5.18317475,-6.038,-6.038,-6.026,-6.044,-0.8433333,-0.4916667,-0.09766666,0.272,2.431667,3.541,4.020765,-3.19931,0,0,0.5087536,294.939,298.9159,-6.051,-5.980667,0.315010275
1,4.25,421.13255,2.1390195,2079.1195,0.3115228,5.9903875,0.5280784,-10.81,-0.2679819,0.622401325,3.18682275,0.3689288,96.451985,-5.1176165,-6.03883325,-6.01658375,-6.00799975,-6.0281665,-0.846249975,-0.51466665,-0.0777500025,0.2615,2.410917,3.554667,4.032282,-3.3734745,0,0,0.59173095,294.100175,299.200325,-6.00525,-6.0028335,0.33577545
1,4.75,420.912525,2.145553,2082.85275,0.2732778,6.08441775,0.604547575,-10.93,-0.3820973,1.0138393,3.1555185,0.372723375,96.447985,-5.1052005,-6.221333,-6.210333,-6.222,-6.272,-0.855,-0.5173333,-0.08633333,0.2637,2.4,3.554,4.03757425,-3.327438,0,0,0.56769875,296.1031,299.4673,-6.279,-6.267,0.281192625
1,5.25,420.68835,2.1268,2081.089,0.33016035,4.661745,0.6663458,-10.96,-0.1747105,0.764870175,3.29217425,0.3829979,96.45067,-5.0966,-6.210001,-6.238667,-6.421,-6.438,-0.9246666,-0.5226666,-0.08466667,0.262,2.391667,3.539,4.04567475,-3.77225,0,0,0.49099245,296.197,299.8852,-6.459,-6.479,0.340700375
1,5.75,420.795425,2.099803,2087.245,0.3066374,5.334655,1.09605995,-10.96,-0.42580815,0.4891966,3.241013,0.3816777,96.43835,-5.150233,-6.217,-6.343667,-6.559333,-6.685333,-0.936,-0.4973333,-0.104,0.2303333,2.397333,3.526333,4.0477175,-3.773,0,0,0.5906951,296.611225,300.20905,-6.679,-6.629,0.35439515
1,6.25,421.2254,1.98868,2091.3765,0.2800913,5.40130575,0.97509345,-10.94,-0.1968971,0.588896,3.320417,0.38618535,96.4624875,-5.17730025,-6.304667,-6.301667,-6.49,-6.603667,-0.9497,-0.4996667,-0.134,0.2363,2.391,3.528,4.04365025,-3.512333,0,0,0.459996525,296.79715,300.51425,-6.641666,-6.676667,0.30140925
1,6.75,421.60595,1.964674,2080.843,0.28708325,5.430099,0.58111065,-10.93,-0.4087133,0.66008515,3.3755965,0.38192055,96.4663125,-5.185925,-6.452,-6.431,-6.508333,-6.534334,-0.9403334,-0.5106667,-0.1616667,0.2386667,2.392667,3.529333,4.04250125,-3.36816675,0,0,0.52443725,296.4654,300.7231,-6.693667,-6.731667,0.30352825
1,7.25,421.533825,1.9935625,2099.19175,0.29639325,7.642477,0.3090452,-10.81,-0.3586601,0.6456458,3.20874525,0.3729562,96.48267,-5.252492,-6.491,-6.482333,-6.499334,-6.718667,-0.9723334,-0.5436667,-0.168,0.2553,2.395333,3.521,4.04135175,-3.37583375,0,0.44985,0.606756675,296.6274,299.5842,-6.834333,-6.795,0.327916975
1,7.75,423.758275,2.00197075,2092.782,0.30744015,5.216682,0.5174673,-10.78667,0.370816525,0.72019085,3.1908075,0.379906175,96.49066,-5.118834,-6.536667,-6.422667,-6.885,-6.894,-1.008,-0.5776667,-0.1986667,0.238,2.396333,3.514333,4.043585,-0.34203255,0,9.395751,5.091001,296.253125,300.080825,-6.905666,-6.917333,0.3757772
1,8.25,423.179325,1.98285675,2096.31,0.344993025,6.339311,1.01411,-10.625,4.4851165,1.054486,3.322883,0.3967183,96.508515,-5.208933,-6.245166,-6.229333,-6.185333,-6.421,-1.012,-0.5525,-0.1606667,0.24685,2.384,3.4948335,4.036335,6.55305875,94.5863375,51.063,18.441335,295.34665,299.82745,-6.212,-6.103166,0.3315673
1,8.75,423.7937,2.0116215,2103.6615,0.37955065,6.6444755,0.5755069,-10.62667,15.51562,1.892461,3.5776,0.425085375,96.509035,-5.06591675,-5.309333,-5.601667,-5.616,-5.367667,-1.106667,-0.6076667,-0.2013333,0.2443,2.385333,3.482333,4.085999,26.867585,221.24315,117.916225,36.72281,292.34095,299.403125,-5.485334,-5.104333,0.37334
1,9.25,422.928125,1.99018875,2081.836,0.389283925,6.07899175,0.616344775,-10.3050025,29.4668625,3.4143205,3.817294,0.43306395,96.53986,-5.12969975,-5.21691675,-5.17766675,-5.14483325,-5.12675025,-1.12049975,-0.622750025,-0.277166675,0.233525,2.3466665,3.4520005,4.125,57.66822,351.84525,186.2267,61.3257575,293.09015,300.21365,-4.71258275,-4.0760835,0.374916925
1,9.75,421.045,2.019329,2086.7235,0.43752905,6.443547,0.65807575,-9.9716665,50.2082075,5.415751,3.93836475,0.4482,96.55137,-4.6456505,-4.910583,-4.92533325,-4.7623335,-4.66324925,-0.9961668,-0.654275,-0.343575,0.21175,2.23199975,3.41075025,4.132235,90.7345725,466.311075,237.8108,84.031105,293.334375,301.110175,-3.976083,-2.67650025,0.38269425
1,10.25,420.641125,2.0433375,2087.009,0.4538411,8.23502325,0.62715675,-9.4000005,70.27,6.9281905,4.036956,0.4788869,96.5820075,-4.59759975,-4.666334,-4.4539165,-4.353834,-4.2915,-0.858,-0.5628333,-0.29483335,0.17966665,2.2171665,3.3661665,4.1521725,117.062425,576.702075,295.361775,103.6918,292.79035,302.0009,-3.0626665,-2.3001665,0.399204225
