DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,10.4014125,2.24174628365,1.522546214875,0.899449775399999,84.579665,104.2567525,10.054275,0.708255,557.2048775,4.75818,2066.436745,1.75833,1.75833,82.3743300000001,12.9636,2.24920999999999,277.911325,289.7754,0.07725,0.1778175,3.47941999999999,3.0373275,3.08465249999999,3.19515749999999,-8.9940725,-8.7685025,-9.3962275,-9.0289875,-7.41335,-8.758075,-7.3076625,-7.6270125,-5.75405,-6.864975,-7.4542625,-6.6789,-8.273375,-6.525425,-6.7027625,-5.3661625,-5.9846375,-6.5844125
1,0.75,9.661755,2.42021765405,1.562931015,1.112455149925,60.56734,104.2539575,10.07654,0.5917075,549.59835,4.7594125,2049.053845,6.91382,6.91382,33.6453349999999,30.9914,0.796449999999999,277.702325,289.528125,0.11385,0.1925,3.61735249999999,2.9318425,3.35587999999999,3.35323499999999,-8.9883525,-8.7611875,-9.393345,-9.028155,-7.41895,-8.746675,-7.3093,-7.63515,-5.7634375,-6.8617375,-7.4582,-6.68555,-8.2766375,-6.524675,-6.7150125,-5.36545,-5.9854125,-6.5875875
1,1.25,9.302065,2.45329512115,1.71467486225,0.7999270676,57.5697825,104.2900675,9.87698,2.74532,545.270935,4.717,2434.978815,5.3876,5.3876,16.7125,23.3153175,0.647,279.22945,289.912375,0.1047,0.1901575,3.37365499999998,2.9135225,3.07953749999999,3.44419,-8.989625,-8.7635975,-9.3860075,-9.0316775,-7.42095,-8.7420875,-7.303925,-7.628075,-5.762075,-6.8633625,-7.459975,-6.6926875,-8.27105,-6.530425,-6.7180875,-5.365175,-5.9841875,-6.5922875
1,1.75,9.7951825,2.4526833466,1.043607226125,0.680480764774998,73.10201,104.29739,9.84116,2.3445,542.62028,4.7417125,2445.854845,7.9427,7.9427,8.5422125,54.481675,0.817402499999999,283.438775,290.294625,0.0869099999999998,0.2272125,3.55893749999999,3.0150975,3.595235,3.67345,-8.9911025,-8.7692775,-9.378025,-9.03688,-7.424225,-8.7544875,-7.311025,-7.6345,-5.7617875,-6.867,-7.463525,-6.693925,-8.27195,-6.5307375,-6.724075,-5.3655375,-5.980625,-6.595025
1,2.25,10.38624,2.4116864596,1.148072421,1.2801448532,52.01566,104.2785575,9.7103375,2.4839975,573.9409225,6.30527999999999,2549.770225,9.2023,9.2023,3.97148749999999,56.846485,0.9663,284.042725,289.13595,0.092355,0.19372,3.66093499999999,3.2032475,3.8353725,3.82521,-8.997235,-8.777545,-9.355625,-9.041215,-7.4219125,-8.778225,-7.3033875,-7.64055,-5.768375,-6.873575,-7.468075,-6.6882,-8.2666875,-6.5259625,-6.72695,-5.3767125,-5.985425,-6.5969625
1,2.75,10.13981,2.32293430985,0.9147304985,1.328216467225,66.072895,104.223025,9.18345,2.09241,580.0942,4.38582,2549.258715,11.1963925,11.1963925,21.06779,9.35727749999999,0.764289999999999,279.38465,286.373825,0.09868,0.2105,3.9717625,3.3094975,3.97814249999999,3.9013225,-8.9997575,-8.802165,-9.3440175,-9.04283,-7.4197375,-8.8158125,-7.3062375,-7.6368,-5.7651625,-6.8770875,-7.46935,-6.6979875,-8.270425,-6.5292625,-6.7383,-5.373375,-5.98665,-6.60235
1,3.25,10.053225,1.89492937625,0.883531051375,1.39788885885,69.79412,104.2641075,9.01575,1.930735,578.384155,4.2148225,2479.5799675,9.78757625,9.78757625,11.28452,0.531282499999999,3.25839,274.6741,283.82225,0.09545,0.252025,4.07924,3.2650775,3.905415,3.8458925,-9.00057,-8.838965,-9.3476925,-9.04665,-7.424275,-8.85285,-7.303375,-7.65535,-5.769275,-6.875925,-7.4754125,-6.7036875,-8.27725,-6.532475,-6.7419125,-5.3712,-5.9931375,-6.6072875
1,3.75,10.31312,2.234258825025,1.0835114747,1.178734291075,83.9386124999999,104.222805,8.8576875,1.99337,573.905985,4.1597,2321.8949,8.37876,8.37876,14.061895,2.54754000000001,1.1158,274.654425,284.815975,0.08641,0.25094,4.171125,3.0601825,3.9016925,3.90439249999999,-9.003675,-8.8688125,-9.35301,-9.0507475,-7.4245,-8.8422,-7.3172375,-7.6646625,-5.77185,-6.8772375,-7.4810375,-6.6999625,-8.2784,-6.5360375,-6.742675,-5.3755625,-5.993525,-6.6099125
1,4.25,10.03354,2.3149620146,0.866547473949999,1.2454155036,80.9359975,104.18416,9.14644,0.8717975,579.6158,4.34502,2028.8250975,8.6803625,8.6803625,36.04462,0.947332499999999,3.1329,270.3246,285.4536,0.0898799999999999,0.2115925,4.1258325,2.97004499999999,3.71302,3.9002575,-9.001365,-8.8819625,-9.3560875,-9.05266,-7.4346875,-8.83455,-7.34285,-7.6718,-5.77205,-6.8796,-7.489125,-6.701225,-8.2849,-6.536375,-6.754675,-5.3838,-5.9950125,-6.616
1,4.75,10.48108,2.2736800454,1.1278708242,1.437870064825,83.0545125,104.1983025,9.0016525,0.674775,581.54741,4.23778,2415.78858,5.7481625,5.7481625,7.764075,19.92495,0.810739999999999,266.510375,283.40355,0.1047,0.21153,4.30001,3.0046375,3.6494275,4.0258575,-9.0014475,-8.8977725,-9.3623125,-9.055145,-7.4327375,-8.8145625,-7.3545375,-7.675075,-5.775675,-6.8810625,-7.49295,-6.7006625,-8.287225,-6.5317625,-6.7516375,-5.38925,-5.9926625,-6.6178875
