DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_2_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,TS_2_3_1,G_3_1_1,TS_3_1_1,TS_3_2_1
1,0.25,0.65792375,10.50105696,8.4842579084,4.5906025,4.82199799999998,0.701045202700001,16.67835,1.6851151148,28.7966,1.209847441825,2.83975,1.16855,9.28,4.7812,97.6125,99.247728715,427.1938283775,7.01995,-0.958844999999998,20.42882,0.25925,1.9975225,300.523675,366.74050164,9.5634610902,2.152,-12.591,6.85379,8.29675
1,0.75,0.670108554349999,10.4903202365,8.621260858925,3.390455,4.29743579537501,0.196351915649999,20.4912445,1.7504962891,29.794845,1.471538831775,2.641875,0.630524999999996,8.85,4.711825,97.783,99.23863825,425.2112810625,6.51182,-0.3995,20.978575,0.26015,1.94826,298.32142,363.00231436,9.474983822575,2.0805,-12.8538,6.40245,7.84889
1,1.25,0.682031322249998,10.360999591,8.596741747775,3.94541888775,5.2434086129,0.20860722975,17.17503664,1.802605172725,27.1262275,1.588824366275,2.3369467365,0.233924999999995,8.73,4.62585,98.0551188445,99.452253195,424.669874625,6.60637,-0.653875,20.3273125,0.2492,1.961935,297.1429375,360.8214493925,9.5710084188,2.023,-13.49515,7.0417,8.30503
1,1.75,0.689544555325,10.224865,8.593225,4.9739978355,5.6683539706,0.338939939999999,22.1744216307499,1.410871024675,30.7945273485,0.826019119075002,2.15499999999999,0.0808999999999949,8.67,4.590475,98.46496447675,99.47796017,426.3775387375,6.58379099999999,-0.334598080000005,21.37646,0.194,1.9494675,297.99668,359.98880802,9.3508760914,2.021,-13.99715,7.21379,8.81648
1,2.25,0.6720053407,9.797885,8.6174410902,4.011035,4.4456965706,0.421390183099995,21.28535,1.8423820776,35.6132582289997,0.7529274444,2.31124999999999,0.0756999999999941,8.33,4.616175,98.84724915475,99.489049525,425.59860741,6.69048697574999,1.04897791000001,20.8224175,0.20225,2.1569625,305.01625,359.864785275,8.96948483175,1.980925,-14.2914,7.45269,8.90662
1,2.75,0.6632874889,9.62123749999999,8.43805,4.30033379475,4.5571648964,0.315787085249999,20.4846616,1.73855651125,24.31953142,1.3402424262,3.3395,0.194074999999994,8.41,4.6334,98.597353696,99.492890775,426.4791033525,6.5695135,0.552450000000001,20.43589,0.26915,2.30111,302.745,358.494148995,9.267063694,1.951425,-14.581875,6.8578,8.29814
1,3.25,0.6902209796,9.16866633819999,8.594958762175,3.5646,4.485847781775,0.271428,21.281607813,1.416455442725,30.0855049999999,1.4930724081,4.214125,0.420299999999994,8.47,4.58,98.8,99.419299325,430.6866529925,6.438520424,1.10520000000001,20.32836,0.215875,2.232935,299.537,355.4415132425,9.554823324375,1.9607,-14.81435,7.50042,9.07603
1,3.75,0.675029498875,8.86265225,8.62843999999999,3.494996581975,5.35700836959999,0.310133048899999,25.01963425,1.47710357,29.2793749999999,0.768078054,5.082125,0.664199999999994,8.1,4.49,98.661267405,99.523533235,431.259230925,6.332170446,1.71894611999998,20.32573,0.27225,1.9591175,297.6045,352.624473415,9.55912252805,1.96915,-14.94695,7.57906,8.89959
1,4.25,0.674240602399999,8.65624799999999,8.223725,3.7354225,4.8110149389,0.293051065424999,20.6195075,1.51332064345,27.0752535,1.56089379275,4.896625,0.824849999999995,7.8,4.39925,99.2091297025,99.457305425,430.423142605,6.20374,1.37262116749997,20.56304,0.2512205125,1.8110625,296.32875,351.862764605,9.17801131252498,1.968,-14.785675,7.10336,8.69855
1,4.75,0.7286623705,8.64491350000001,8.5515949007,3.231810192675,4.194694599125,0.382614280800001,22.6803824295,1.585054063475,23.796035,1.47149795995,4.46825,0.841799999999996,8.27,4.43375,99.537594807,99.4498717,430.4919805,6.402546966,1.76672183999999,20.484395,0.294,1.8070017,294.55258,349.88239837,9.4254125051,1.959825,-14.66265,7.5468,9.10505
