DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,0.0940049999999999,8.05991899999998,69.6576699999996,29.49514,5.5387365,0.5640832,25.550895,23.89151,101.0734,100,14.30992,551.1275,27.9261125,1.724632,1.5207165,0.6960412,0.93164175,0.04468,3.927355,0
1,0.75,0.079295,12.2287925,69.01714,25.79575,5.29244325,0.62591,25.4885725,23.6736875,101.028875,100,13.8709825,544.2368,27.86793,2.2995285,1.71955225,0.73778,1.32909175,0.02992,4.0894625,0
1,1.25,0.0495099999999999,11.88737,71.8304899999996,21.263625,5.23562575,0.5959361,25.37708,23.6001025,101.0982,100,14.257425,537.14515,27.83335,1.5677,1.53826175,0.688027075,0.904654375,0.0214725,1.30829,0
1,1.75,0.0706125,2.3871375,52.23301,22.6247,5.12323125,0.479972875,25.4459625,23.35175,101.03675,100,14.09406,538.254,27.83356,1.4922375,1.471565,0.62817625,1.000239125,0.024525,1.71385,0
1,2.25,0.0582719999999995,11.70263,59.678625,22.42487,5.158869,0.45596,25.32918,23.72646,101.02525,100,14.062,534.844425,27.25374,1.52882,1.435724,0.6143422,0.6590372,0.022605,1.15183,0
1,2.75,0.05076,2.88392999999999,51.2025399999999,15.11224,5.08372,0.4801627,25.41784,24.68618,100.975875,100,12.96865,541.200125,27.0383725,1.450434,1.40281,0.571936,0.963263,0.03237,5.21186999999999,0
1,3.25,0.0409,5.28037125,37.4222375,14.0023775,4.3932375,0.430441375,25.286075,23.425975,100.981,100,12.510125,535.945575,26.770275,1.6704,1.6281325,0.578189875,0.619255875,0.025985,1.657155,0
1,3.75,0.055825,3.99882,31.2706825,18.57955,4.5190075,0.486194375,24.791925,22.9090875,101.03,100,12.24514,548.6395,26.731775,1.8005375,1.839175,0.62479625,0.594546375,0.01426,0.342245,0
1,4.25,0.103526975,7.99816000000001,51.551525,16.92274,4.6714645,0.41808465,24.236315,22.13868,100.995375,100,11.56831,553.321325,26.441265,1.3970315,1.1026075,0.556928175,0.4951425,0.019485,0.315285,0
1,4.75,0.08446,6.36240649999999,31.11274,20.28009,5.1355975,0.45184,24.052385,21.749895,101.0113,100,11.0079525,542.10155,26.273915,1.503721,1.2814365,0.61787,0.719605,0.01294,0.32134,0
1,5.25,0.160986,5.37115,75.40911,26.1912849999999,5.23224,0.48472,24.03463,21.5672,101.027,100,10.427025,531.9506,26.3109375,1.485247,1.55101,0.60641,0.6733346,0.02443,2.70501749999999,0
1,5.75,0.0791149999999999,11.103245,53.498,21.21203,5.43192399999999,0.48256625,24.02326,21.853125,101.095725,100,12.6915875,552.4547,30.216885,1.346289,1.46645,0.62120155,0.542641599999999,0.01435,3.8431525,0
1,6.25,0.0941486999999996,4.4856,85.2520799999995,18.230325,5.335895,0.5023,24.42627,22.13259,101.090675,100,14.68036,545.539425,29.3983,1.61847999999999,1.482,0.619259999999999,0.843459999999998,0.03956,3.68836,45.5
1,6.75,0.0629649999999998,14.61743,72.283055,12.0788,5.673895,0.4999025,24.34689,22.264085,101.133825,100,11.8009925,549.064675,24.94282,1.47357,1.4005475,0.558414999999999,0.720859199999999,0.0295725,1.69705499999999,279.78125
1,7.25,0.028865,30.346275,92.7905,15.87678,5.20907,0.529654875,25.0478125,22.9280125,101.13575,100,11.4967,536.88035,25.0519,1.64802525,1.27535125,0.705415425,0.866135275,0.02045,0.5376,533.925
