DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,PPFD_IN,SW_IN
1,0.25,6.14467015816742,-22.6071158179222,0.487629523519855,-19.19616,-64.49298,-9.02303,-9.448174,73.662165988202,0.480802701986192,65.78028,0.9557689,13.82719,397.777767691719,2.8133535593285,-6.836662,0.006346091,0.003221
1,0.75,6.10934011765521,-19.6491896168633,0.635340508993877,-19.134015,-61.42012,-9.116665,-9.5539695,73.4531940888224,0.465646136639317,65.75817,0.9598499,14.25179,397.621894762467,2.84997245903093,-6.884001,0.006368806,0.003362
1,1.25,5.61118259336588,-21.4124387643555,0.490471442205898,-18.6958,-62.75558,-9.0902805,-9.699224,74.9237368592483,0.473932288433867,65.741745,0.949624,14.08786,397.542108304448,2.87262656620237,-6.962378,0.006659917,0.00364483333333333
1,1.75,6.49207653770316,-18.9666706319827,0.5300371190606,-18.3399,-58.86965,-8.968224,-9.69443,74.8905187219048,0.472691963495232,65.74503,0.9442433,13.988015,397.561789089161,2.89523609739424,-7.00048,0.007914794,0.00336516666666666
1,2.25,5.77335720253424,-20.9676250166365,0.575839933614088,-17.88001,-62.5729,-9.0387185,-9.795429,75.0973821820669,0.471067971922213,65.77001,0.95650595,13.964895,397.661105039073,2.83443052928253,-7.100707,0.007114784,0.00289783333333333
1,2.75,5.41179273791177,-20.1208415352902,0.740212252647822,-17.90527,-62.21722,-9.22591,-9.7823455,75.148164626373,0.444633404709549,65.75941,0.94817425,14.07075,397.748799713656,2.83329254263556,-7.12857,0.00667059,0.00383483333333334
1,3.25,5.87050615701843,-23.0058991406846,0.736496875657539,-17.2725,-62.42495,-9.170375,-9.799334,75.7442507543471,0.436534692891214,65.76133,0.96682135,14.15563,397.744672174681,2.85054839789347,-7.12712,0.008160438,0.004019
1,3.75,5.86878901239063,-22.8149932901625,0.499554996977747,-16.96925,-62.42954,-9.229164,-9.71537,75.1752459120859,0.476596540828773,65.73501,0.97163165,14.33024,397.688136610759,2.85210751894068,-7.171854,0.0084155935,0.00439516666666667
1,4.25,5.37392855784173,-21.4979747972518,0.634598063745057,-16.98837,-64.54295,-9.367784,-9.911872,74.2617164450521,0.477304615351694,65.70593,0.9711294,14.64184,397.687086393816,2.87343229715749,-7.195173,0.0076280245,0.0053305
1,4.75,4.63312453668552,-22.6794116935547,0.42375884984869,-16.87672,-64.64684,-9.3700305,-9.914672,73.7815546503116,0.493240103175521,65.711875,0.96200785,14.57,397.672947069399,2.83248023321883,-7.218956,0.006566589,0.004768
1,5.25,5.71058528051316,-23.2962019021821,0.585667897527955,-16.4756,-62.24337,-9.500727,-10.10435,74.3767159963367,0.484816920393331,65.69484,0.9676825,14.143385,397.846888547428,2.78920728718444,-7.220078,0.0076124335,0.0046745
1,5.75,5.23635826874354,-22.1883379164074,0.386664062481916,-16.59694,-64.88728,-9.641085,-10.20978,73.863646845919,0.507698458390555,65.71593,0.9726425,14.17003,397.865459152281,2.77903846209534,-7.285169,0.006730574,0.00411666666666666
1,6.25,6.09870142415276,-20.1742154964086,0.551320684091857,-15.912195,-66.97407,-9.6935955,-10.15924,73.3437235437781,0.512796760506857,65.73933,0.9624395,14.237535,397.935438355892,2.72816989725365,-7.271422,0.006578362,0.00448566666666667
1,6.75,4.31104369131813,-22.4915309913708,0.637414666360466,-16.438085,-66.35371,-9.394844,-10.02163,73.679096589684,0.496568529845992,65.7488,0.9495243,13.99737,398.042842924415,2.7545524810514,-7.243511,0.07303602,0.199545333333333
1,7.25,5.06379510297511,-19.2229055655947,0.512463800286033,-16.41421,-63.582345,-9.44183,-10.094275,73.5072779233396,0.492506414603156,65.79263,0.9175699,13.36167,398.14647029007,2.81091767049491,-7.286049,7.631338,8.47488033333333
1,7.75,6.81924022625167,-15.2953375197143,0.464545032276183,-13.93711,-57.35193,-9.4404975,-10.04906,73.000330279117,0.510318426893299,65.790395,0.94804545,13.274685,398.300951231534,2.81890693678178,-7.386909,62.019465,56.0885783333334
1,8.25,9.68188004137329,-10.1609328249718,0.698434797631925,-9.135576,-34.87704,-9.286936,-9.812065,71.6528833984867,0.517892873930684,65.842615,0.9228828,13.05847,398.357669127331,2.8558156137199,-7.507133,194.1425,134.311371666667
1,8.75,12.9118696616545,-2.50366984674749,0.853246795608305,-4.849247,-2.196313,-9.197503,-9.553549,71.4661327810197,0.573114538580455,65.863315,0.9283411,13.22236,398.675330776682,2.85222725073227,-7.571529,369.13095,214.795156
1,9.25,14.531134668858,4.92556764406573,0.926251237372594,-1.939898,26.86406,-9.2126665,-9.3803375,70.4205278803321,0.597113097615315,65.87225,0.91954895,13.270095,398.818198663081,2.90340912227038,-7.520436,507.47875,291.587233333334
1,9.75,20.250353886653,11.7169238182318,1.15176992522624,2.027092,58.97236,-8.969336,-9.166067,69.3508733823143,0.615481238011864,65.89209,0.9358925,12.94758,398.712579681017,2.83009988653111,-7.356249,609.4523,360.75105
1,10.25,20.538232418421,21.518815860363,1.33117627170971,7.352332,91.90203,-8.806384,-8.864001,68.7236999419246,0.678417245080832,65.90773,0.9094322,12.54158,398.828833343836,2.91066499131041,-7.208145,669.28045,411.6712
1,10.75,26.6667587542412,29.6728498467817,1.50419002196334,9.5111335,121.1743,-8.78719,-8.777322,67.6420765591383,0.654699139587649,65.9118,0.9399016,12.50899,398.873335636617,2.94749164504255,-6.9478075,748.20565,460.52425
1,11.25,25.3457422192634,31.2860936325544,1.54099986257981,11.92807,147.4976,-8.6270775,-8.6294325,67.9963554424429,0.687252823037322,65.89409,0.9237696,12.750495,398.824873781154,2.9892073071205,-6.779898,874.8085,512.889066666667
1,11.75,26.6842772971845,42.3599718088555,1.57321010300647,16.44763,179.2484,-8.333356,-8.513502,67.9341237503386,0.715105030159259,65.86298,0.9308738,12.79391,398.987674049668,3.0286436667734,-6.483272,1024.5685,532.172183333334
