DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_3_10_1,TS_3_11_1,TS_3_12_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_4_10_1,TS_4_11_1,TS_4_12_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,456.826,2086.63,0.8717385,0.0475212,1.09437,-13.116645,-10.025,-6.652965,-0.05531675,101.38685,77.3863329009602,-20.8905,-21.41,0.230239285072041,206.45,224.55,0,0.342,-20.745,0.000780586491890891,0.001,-4.0735,-5.415,-4.157,-4.5095,-4.0105,-3.571,-2.88,-2.1305,-1.6085,-1.0815,-0.884,-0.4285,-0.3905,-0.382,-0.360574065251346,-10.1148745858441,-8.615,-6.70507073261238,-4.69554236124099,-3.8243157947027,-3.2745,-1.88,-1.024,-0.431,-0.4415,-0.425,-0.389,-0.07184055,0.684410888320224,0.563523647642963,0.263700730564268,0.2311885,3.535
1,0.75,456.988,2093.405,0.851633,0.0489448,1.37857,-13.04456,-10.0621385998828,-6.79651,-0.0596808,101.40765,77.68,-21.735,-21.67,0.231855516267431,209.5,225.3,0,0.333596371483875,-19.7405236022295,0.001,0.001,-4.092,-5.3835,-4.158,-4.5065,-4.0025,-3.5795,-2.87197189717932,-2.123,-1.6145,-1.08055119889142,-0.884,-0.438,-0.385,-0.38,-0.358895319158017,-10.135,-8.65,-6.69667379084237,-4.68957032639084,-3.82437438263328,-3.2735,-1.899,-1.031,-0.432046132676117,-0.432309825124099,-0.424351230957369,-0.3885,-0.068327,0.680800998824179,0.54,0.262685363124785,0.220796,3.385
1,1.25,457.281,2089.9,0.799459,0.0493167,1.311405,-13.02673,-10.0456361611181,-10.7233,-0.06391885,101.43475,77.2635801479111,-22.271,-21.9,0.226334444840284,209.75,224.146722746768,0,0.3765,-17.9567005989483,0.001,0.001,-4.126,-5.35337742908294,-4.1595,-4.5105,-4.004,-3.5975,-2.877,-2.1235,-1.6305,-1.08,-0.8975,-0.4355,-0.386,-0.372,-0.36,-10.105,-8.69,-6.68012635710623,-4.67544836170709,-3.8295,-3.274,-1.902,-1.03529116955549,-0.4305,-0.4325,-0.425,-0.3895,-0.0609128,0.666176403064534,0.547281463234413,0.265017169255126,0.2139,3.194
1,1.75,457.172,2093.47,0.808012,0.0536616,0.823293,-13.02744,-10.05692,-11.1375,-0.128961,101.433,77.925,-21.25,-22.1512939898978,0.226257332498972,208.35,225,0,0.298,-12.605,0.001,0.001,-4.1455,-5.333,-4.1595,-4.526,-4.0115,-3.5875,-2.8865,-2.124,-1.6245,-1.0725,-0.905,-0.4415,-0.384833731427235,-0.374,-0.355441083656873,-10.1,-8.605,-6.674,-4.6645,-3.836,-3.2745,-1.8965,-1.0405,-0.439,-0.439,-0.427,-0.3835,-0.103112,0.740922398095779,0.582861046905693,0.298208484118075,0.268027,3.836
1,2.25,456.975,2089.04,0.870885,0.0468603,1.17469,-12.968455,-10.11183,-12.3957,-0.122772,101.43815,77.8746979750446,-21.454,-21.825,0.222162551716236,212.514707937952,225.9,0,0.308,-13.53,0.001,0.001,-4.1465,-5.331,-4.16,-4.5265,-4.036,-3.5665,-2.88,-2.1255,-1.6115,-1.0705,-0.9,-0.4475,-0.387,-0.3725,-0.353,-9.885,-8.5,-6.668,-4.6575,-3.8355,-3.2715,-1.8875,-1.051,-0.449,-0.445,-0.428,-0.38,-0.088318,0.728486101446006,0.606053627990131,0.286141398612644,0.257448,3.971
1,2.75,456.722,2089.36,0.916958,0.0433649,0.854078,-12.89056,-10.22214,-9.92442,-0.111844,101.438580907552,77.515,-20.071,-21.64,0.226609979288058,212.25,225,0,0.3545,-12.7,0.001,0.001,-4.141,-5.341,-4.1585,-4.52082231973702,-4.052,-3.56460337301711,-2.8765,-2.12,-1.60011827784535,-1.0735,-0.8795,-0.4435,-0.389,-0.3715,-0.3585,-9.725,-8.49,-6.6555,-4.6625,-3.836,-3.2695,-1.8875,-1.0625,-0.448,-0.445,-0.429,-0.382,-0.085674,0.751613597535329,0.579490293275047,0.313723923219126,0.248747,4.1755
1,3.25,456.691,2092.255,0.900631,0.0567286,1.042485,-12.8515600823368,-10.2923651319892,-7.020245,-0.047229,101.4103,77.465,-20.452,-21.8416677098367,0.230294681945974,212.35,224.2,0,0.2985,-13.285,0.001,0.001,-4.1315,-5.34403800433567,-4.16096879557394,-4.5135,-4.06863890897549,-3.59115849732403,-2.885,-2.1075,-1.5915,-1.07469788428098,-0.868,-0.449259140307433,-0.3875,-0.3755,-0.362,-9.71762223703259,-8.53,-6.6555,-4.6795,-3.83943414872852,-3.2685,-1.8855,-1.0645,-0.451,-0.445,-0.429,-0.382,-0.0717984,0.675249583487469,0.521455654873931,0.27162290036004,0.227082,3.483
1,3.75,456.834,2084.94,0.8544145,0.0382915,1.36825,-12.9322734236396,-10.234515,-9.38725,-0.0264012,101.36905,77.275,-20.614,-21.975,0.22347690120444,214.35,222.9,0,0.209117016025534,-17.15,0.001,0.001,-4.1245,-5.35268386122496,-4.16702905400695,-4.5065,-4.066,-3.626,-2.88,-2.10105328326738,-1.5875,-1.0725,-0.86786377201598,-0.445127931976349,-0.3855,-0.382,-0.3575,-9.835,-8.575,-6.642,-4.68036325889446,-3.84387088572165,-3.269,-1.88414645909559,-1.0615,-0.448606411514407,-0.442,-0.426,-0.377,-0.0916237,0.717019326366243,0.591724556371491,0.297374633005011,0.2538285,3.597
1,4.25,456.887,2086.88,0.885503,0.0490427,1.059641,-13.15811,-10.279415,-6.73828,-0.0572088,101.318302245302,77.455,-20.778,-22.135,0.220183197323688,206.05,222.35,0,0.2495,-22.2687902992795,0.001,0.001,-4.1125,-5.3835,-4.179,-4.5005,-4.04969185991188,-3.6415,-2.87534554230241,-2.0975,-1.589,-1.0695,-0.868,-0.4435,-0.3825,-0.382,-0.3575,-10.11,-8.605,-6.63090828577772,-4.681,-3.848,-3.2775,-1.885,-1.0665,-0.4455,-0.439,-0.426,-0.3775,-0.0882968,0.73959110324557,0.595713857485286,0.289165696444098,0.254236,3.607
1,4.75,456.983,2086.31,0.854378,0.0333091,1.12518,-13.4014677580182,-10.333285,-4.887785,-0.0629198,101.3374,77.4267203807624,-21.238,-22.19,0.219281267068959,199.25,222.15,0,0.2895,-24.34,0.001,0.001,-4.107,-5.41273253873561,-4.1845,-4.511,-4.0345,-3.652,-2.869,-2.094,-1.5965,-1.06820192958984,-0.865,-0.4435,-0.3845,-0.383,-0.3595,-10.11,-8.625,-6.625,-4.68615357333311,-3.853,-3.2824239210635,-1.88484983207792,-1.06769223171788,-0.4475,-0.44,-0.426,-0.38,-0.0919873,0.802066705455351,0.621203670304675,0.313573276922636,0.250678,3.617
