DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,421.21075,2.8485,419.256,3.053,2023.30975,420.256,3.097,416.91675,3.704,2023.02,421.4205,2.823,419.364,2.975,2025.942,421.39125,2.814,422.742,2.514,2027.91375,420.0845,3.196,415.175,4.41,2025.507,422.386,3.0615,421.26525,3.10275,2028.82525,3.3385,-5.3245,0.09375,416.69275,3.011,0.526,-0.1545,0.44625,-0.949,-2.229,0.554,-39.1795,-5.239,1.00025,2.8275,2.03,1.18,0.875,0.47,-5.1985,-5.80725,-5.655,-5.207,-5.501,-5.7865,-5.907,87.78575,63.16,0.26,-4.01,-4.635,-4.3975,-3.745,-4.1775,0,-3.135,0.6,-0.18,227.3,291.8,-76.86,272.275,290.5,-0.1,-0.01,-0.11,-0.1,-0.25,-0.35,0.04,-0.14,-0.24,0.02,0.71575,1.29,2.16075,2.8025,3.205,4.48025,5.2055,5.23325,5.66425,0.6125,0.95325,2.44575,3.458,4.135,4.554,5.189,6.0245,6.51225,1.96875,2.41025,3.50375,4.088,4.6555,4.94675,5.447,5.946,6.042,1.112,1.776,3.5705,4.367,4.7595,4.97575,5.2065,5.674,5.89125,0.83225,1.70675,2.687,3.76075,4.34175,4.811,4.5375,-9.131,-7.94425,-17.917
1,0.75,421.363,2.90925,419.7115,3.209,2021.3635,420.56825,3.1745,418.5715,3.1055,2018.4365,421.34,3.07625,420.017,3.28325,2024.2915,421.07675,3.0065,422.98825,3.07825,2024.174,419.99775,3.23625,415.055,4.165,2018.575,421.98075,3.1585,420.9445,3.36625,2023.13275,3.37675,-5.2365,0.105,416.78475,2.9725,0.55275,-0.1785,0.571,-0.618,-1.7255,0.548,-37.66225,-5.16,0.996,2.9075,2.01,1.19,0.85,0.46,-5.189,-5.997,-5.66725,-5.4375,-5.4195,-5.9005,-6,87.759,63.18,0.27525,-4.05,-4.54,-4.52,-3.93,-3.98,0,-3.19,0.6,-0.1475,230.625,291.925,-74.0975,271.9,290,-0.1,-0.01,-0.12,-0.1,-0.25,-0.35,0.04,-0.14,-0.24,0.0225,0.715,1.282,2.1515,2.7945,3.19825,4.462,5.203,5.231,5.66225,0.59,0.94,2.445,3.4215,4.13,4.551,5.1835,6.055,6.512,1.935,2.387,3.503,4.079,4.653,4.947,5.44375,5.94275,6.037,1.097,1.7565,3.5455,4.3765,4.7645,4.973,5.204,5.6205,5.8875,0.81,1.66775,2.685,3.757,4.33425,4.80825,4.537,-9.3845,-8.142,-18.3965
1,1.25,421.123,2.936,419.6285,3.4165,2020.8955,420.478,3.147,416.7485,3.7955,2023.059,421.36,2.93,419.656,3.254,2020.75625,421.25,2.925,421.51075,4.53875,2020.73675,420.06025,3.17825,414.406,3.559,2017.4145,421.8835,3.028,420.376,3.9935,2021.6105,3.548,-5.111,0.098,417.1265,2.98,0.545,-0.19025,0.63275,-1.188,-2.18075,0.539,-36.755,-4.584,0.976,2.92,2.03,1.19,0.89,0.46,-5.0705,-6.189,-5.81,-5.6555,-5.492,-5.872,-5.89025,87.7555,64.085,0.332,-4.07,-4.65,-4.65,-4.05,-4.16,0,-3.015,0.6,-0.155,233.6,290.4,-68.13,273,289.7,-0.1,-0.01,-0.11,-0.1,-0.25,-0.35,0.04,-0.14,-0.24,0.0225,0.709,1.285,2.14475,2.811,3.2045,4.461,5.201,5.2315,5.66025,0.623,0.932,2.43625,3.455,4.139,4.5515,5.18525,6.02225,6.509,1.93825,2.37875,3.49875,4.0785,4.64,4.94725,5.43575,5.948,6.032,1.093,1.74425,3.52,4.36975,4.7755,4.97075,5.20475,5.622,5.886,0.7955,1.6595,2.67975,3.7585,4.33625,4.80575,4.5375,-9.2555,-9.128,-18.267
1,1.75,421.183,2.858,419.988,2.948,2017.086,420.469,3,418.59525,2.7935,2013.41475,421.532,2.90075,419.795,2.271,2023.698,421.5815,2.884,422.66475,2.9565,2020.548,420.2405,3.03675,415.127,3.615,2019.2605,421.7365,2.95,421.36275,2.89525,2018.597,3.3545,-5.4465,0.0985,417.5285,2.9605,0.542,-0.157,0.3895,-0.624,-3.0695,0.5385,-38.3055,-5.04425,1.0325,2.945,2.03,1.215,0.88,0.47,-5.12625,-6.40525,-5.83,-5.60075,-5.49375,-6.173,-6.052,87.759,63.015,0.262,-4.19,-4.69,-4.43,-4.08,-4.02,0,-2.995,0.6,-0.14,235.375,290.5,-68.4275,274.5,290.5,-0.1,-0.01,-0.125,-0.1,-0.25,-0.35,0.04,-0.14,-0.2375,0.02,0.70175,1.264,2.14525,2.811,3.208,4.47,5.2005,5.229,5.65925,0.60575,0.9425,2.44925,3.4215,4.1325,4.55225,5.18425,6.02,6.50725,1.9175,2.38,3.506,4.0735,4.644,4.9495,5.445,5.95,6.027,1.07,1.73,3.498,4.353,4.7675,4.96875,5.204,5.6215,5.8825,0.765,1.6705,2.67875,3.751,4.34075,4.80375,4.538,-8.9625,-9.39025,-17.58125
1,2.25,421.4775,2.96525,418.44925,3.2285,2017.8655,420.54675,2.986,416.494,3.6815,2021.72525,421.11475,2.96,418.46,3.307,2020.0805,421.262,2.89225,421.488,4.536,2019.4,420.05325,3.04425,414.139,4.013,2013.041,421.607,3.118,420.34225,3.79375,2017.042,3.4045,-5.7145,0.09775,416.5875,2.86625,0.394,-0.181,0.4045,-1.425,-2.5555,0.523,-39.53225,-4.315,0.9875,2.97,2.0075,1.16,0.87,0.48,-5.026,-6.646,-5.596,-4.9995,-5.3585,-6.174,-6.277,87.773,66,0.2865,-3.9325,-4.5975,-4.4725,-4.005,-4.025,0,-3.15,0.6,-0.15,230.9,290.6,-70.72,275,289.65,-0.1,-0.01,-0.12,-0.1,-0.25,-0.35,0.04,-0.14,-0.23,0.03,0.69825,1.245,2.1555,2.811,3.21925,4.466,5.201,5.228,5.6575,0.5575,0.94075,2.44,3.44575,4.12675,4.55375,5.18225,6.01925,6.5055,1.89825,2.36625,3.482,4.06875,4.627,4.952,5.443,5.952,6.022,1.05425,1.7415,3.49525,4.345,4.76775,4.96625,5.20525,5.6265,5.89,0.7615,1.672,2.68,3.74575,4.3425,4.80225,4.5365,-9.1265,-9.5845,-18.1725
1,2.75,421.295,2.772,420.002,2.7325,2013.70825,420.22825,2.803,417.2755,2.7505,2007.23425,421.309,2.7755,419.8045,2.4365,2019.4465,421.462,2.826,422.2835,2.647,2019.048,420.308,2.939,415.345,3.939,2010.643,422.5545,2.942,420.8255,2.715,2012.857,3.4665,-5.65175,0.09925,417.719,2.882,0.42175,-0.18175,0.364,-0.8905,-2.5695,0.5465,-42.387,-4.12275,1.0685,2.95,2.0175,1.1925,0.885,0.49,-5.106,-6.3095,-5.331,-5.081,-5.294,-6.295,-6.39875,87.776,65.0475,0.32125,-4.0775,-4.595,-4.6925,-4.135,-4.375,0,-3.165,0.5,-0.135,229.5,290.1,-72.02,274.375,289.325,-0.1,-0.02,-0.13,-0.1,-0.25,-0.35,0.04,-0.15,-0.24,0.02,0.6995,1.253,2.1575,2.811,3.22325,4.4625,5.2005,5.227,5.65625,0.53375,0.953,2.42925,3.4415,4.124,4.55475,5.1775,6.0175,6.5045,1.878,2.3735,3.486,4.064,4.62125,4.955,5.445,5.952,6.016,1.08675,1.75375,3.513,4.33975,4.76375,4.96375,5.20625,5.63275,5.889,0.763,1.673,2.682,3.73725,4.3375,4.80075,4.5365,-9.544,-9.769,-18.359
1,3.25,420.7765,2.89025,419.85,3.374,2011.82925,419.46075,2.9965,415.9065,3.789,2015.263,420.97175,2.90775,419.573,3.5995,2014.817,420.98,2.876,422.51475,4.24575,2013.137,419.735,2.99725,413.849,3.125,2009.906,422.3465,3.01825,421.0545,3.50575,2011.2705,3.561,-5.264,0.099,417.7885,2.819,0.43,-0.2345,0.641,-0.741,-2.115,0.57,-42.253,-5.301,1.055,3.1175,2.1075,1.27,0.92,0.4825,-5.21475,-6.2505,-5.332,-5.098,-5.193,-6.34675,-6.7245,87.772,63.26,0.303,-4.155,-4.62,-4.73,-4.3825,-4.3775,0,-3.145,0.6,-0.17,231.6,289.5,-72.17,273.4,288.75,-0.1,-0.01,-0.1125,-0.1,-0.25,-0.35,0.04,-0.15,-0.2375,0.02,0.687,1.25775,2.15575,2.81675,3.22625,4.45475,5.19875,5.227,5.6545,0.53325,0.94825,2.40825,3.4395,4.12125,4.5565,5.1705,6.01625,6.50275,1.85175,2.3525,3.48925,4.06,4.62075,4.957,5.433,5.953,6.012,1.1265,1.76325,3.5125,4.351,4.75975,4.966,5.206,5.6395,5.888,0.76375,1.65325,2.682,3.7325,4.33275,4.80325,4.5385,-9.18675,-9.7285,-18.3605
1,3.75,420.498,2.81075,419.417,2.69475,2011.06975,419.452,2.985,417.2115,2.686,2002.551,420.933,2.781,419.252,2.211,2019.179,421.2315,2.817,422.9815,2.298,2016.018,419.52875,3.0355,414.50525,4.67725,2013.458,421.773,2.891,420.93225,3.0225,2008.125,3.7055,-5.175,0.0995,418.6205,2.7675,0.3645,-0.2055,0.49375,-1.323,-2.896,0.5235,-42.424,-4.63475,1.019,3.015,2.0725,1.25,0.9025,0.4825,-5.175,-6.3745,-5.455,-5.061,-5.22675,-6.51025,-6.2425,87.774,64.0225,0.2855,-4.245,-4.5925,-4.71,-4.4275,-4.335,0,-3.05,0.6,-0.21,230.8,289.4,-72.42,273.2,288.775,-0.1,-0.01,-0.11,-0.1,-0.25,-0.35,0.04,-0.15,-0.24,0.02,0.681,1.242,2.15475,2.81575,3.2305,4.45225,5.196,5.226,5.65325,0.53325,0.94575,2.397,3.438,4.11775,4.55675,5.16725,6.01525,6.501,1.8255,2.32825,3.4945,4.05575,4.62275,4.95875,5.441,5.952,6.007,1.08125,1.74,3.508,4.388,4.75675,4.9695,5.206,5.653,5.87425,0.75675,1.6295,2.68175,3.732,4.3295,4.80975,4.541,-9.162,-9.792,-18.268
1,4.25,420.444,2.87,418.591,3.023,2014.396,419.452,3.027,416.3675,3.701,2013.40825,420.314,2.997,418.6245,3.479,2012.58275,420.62,3.01,423.349,3.46,2012.679,419.8345,3.0735,414.471,2.3045,2005.74875,422.39625,2.96425,420.7265,3.0875,2014.8715,3.6805,-5.695,0.0985,418.66,2.7505,0.403,-0.239,0.22625,-1.006,-2.916,0.5495,-35.57225,-4.02725,1.0075,3.01,1.995,1.2025,0.8625,0.48,-5.2,-6.5165,-5.6905,-4.84925,-5.2875,-6.662,-6.6895,87.784,65.6,0.254,-4.38,-4.625,-4.7725,-4.43,-4.27,0,-2.91,0.525,-0.175,234.8,288.5,-66.51,273.05,288.475,-0.1,-0.01,-0.1125,-0.1,-0.25,-0.35,0.04,-0.1475,-0.24,0.02,0.66975,1.20975,2.1545,2.81475,3.23825,4.4505,5.194,5.22925,5.6515,0.5335,0.95,2.38525,3.4365,4.1135,4.55475,5.1645,6.0135,6.4995,1.81925,2.317,3.49525,4.05125,4.62175,4.96075,5.438,5.951,6.001,1.07075,1.73575,3.4995,4.399,4.75425,4.9745,5.20525,5.657,5.87175,0.73425,1.63525,2.68225,3.741,4.33,4.81525,4.541,-9.60075,-9.655,-18.365
1,4.75,420.36375,2.95125,418.644,3.23,2014.29875,419.762,2.934,416.4645,2.5915,2004.3055,420.3125,2.97625,419.8265,2.657,2019.3025,420.773,3.02975,423.342,3.49925,2013.802,419.9815,3.02125,418.1085,3.651,2003.948,421.93425,3.05825,421.90025,2.80775,2010.375,3.194,-5.557,0.087,418.87875,2.82075,0.4795,-0.161,0.456,-1.633,-3.448,0.482,-35.9385,-6.198,0.929,2.86,1.9475,1.21,0.895,0.48,-5.316,-6.793,-5.384,-4.875,-5.24425,-6.61025,-6.7925,87.77275,65.97,0.26075,-4.2825,-4.8,-5.0025,-4.14,-4.4725,0,-3.03,0.6,-0.22,231.4,288.8,-68.04,275.6,287.925,-0.1,-0.01,-0.1125,-0.1,-0.25,-0.35,0.04,-0.14,-0.24,0.02,0.65325,1.2085,2.1545,2.81375,3.24525,4.447,5.19225,5.22925,5.65025,0.5405,0.92925,2.37375,3.434,4.1095,4.55325,5.16225,6.01225,6.49775,1.78625,2.32125,3.4885,4.04775,4.619,4.96275,5.438,5.95,5.997,1.05125,1.7655,3.48875,4.42,4.75225,4.9765,5.206,5.655,5.87275,0.745,1.61525,2.682,3.74675,4.32975,4.81575,4.54125,-9.607,-9.7595,-18.3535
