DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_1_2_1,G_1_3_1,H,LE,SH,SLE_1_1_1,SLE_2_1_1,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,SW_IN_1_1_1,SW_IN_2_1_1,SW_OUT,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,421.10825375,3.843355,0.414689,0.040849,0.412267,-2.7716,-3.76095,-1.5165,-1.194945,1.3993975,0.291421,0.12008475,0.12528275,101.639999,89.135502,0.468988,0.47475,-4.00705,3.85093,282.95327025,292.59378825,0,0,0,0,0.62937,-0.00814375,0.869772,0.769603,0.36157,0.2549705,3.683514,0.10278,0.08775,0.550465,1.898675,2.826,3.7487,4.741325,6.8375,7.96465,2.57735,2.7705,2.7776,3.3923,4.33545,5.20315,5.9622,7.57595,7.996625,-0.7169775,-0.45849,-0.12272,0.680865,2.638475,1.433025,1.9665,2.49765,3.0331,4.13985
1,0.75,420.8014985,3.8225735,0.422588,0.0417455,0.434213,-2.77275,-3.7779,-1.50755,-1.30167,1.0759525,0.2871485,0.10563275,0.110001,101.629997,88.8022385,0.05199325,0.4651755,-4.09445,3.795806,282.1740725,292.78601825,0,0,0,0,0.666385,-0.00797,0.883016,0.78506,0.363769,0.252313,3.637793,0.11078,0.092615,0.55396,1.893325,2.81585,3.75235,4.7371,6.8319,7.9604,2.5499,2.76155,2.7827,3.393,4.3176,5.214,5.9602,7.576275,8.0008,-0.7456775,-0.4681775,-0.13328,0.6878475,2.6136,1.425275,1.972825,2.497025,3.016825,4.138475
1,1.25,420.9035035,3.779873,0.44048025,0.03996,0.4552895,-2.8114,-3.76135,-1.5335,-1.4196975,1.388615,0.2499675,0.110362,0.1061355,101.6225015,88.7769695,0.0722525,0.44575,-4.126,3.7789325,282.22966,292.728653,0,0,0,0,0.67025,-0.0080985,0.89437175,0.7945415,0.36393275,0.2590295,3.64845,0.094675,0.0879025,0.5592525,1.90665,2.823725,3.7556,4.7458,6.85865,7.962675,2.56555,2.771325,2.790025,3.3957,4.313375,5.210525,5.97315,7.5748,8.001725,-0.737295,-0.475235,-0.119575,0.69121,2.636575,1.420775,1.9735,2.50025,3.0315,4.1403
1,1.75,420.54150375,3.74651425,0.457296,0.048197,0.449738,-2.8035,-3.81025,-1.5299,-0.948662,1.3752805,0.3143295,0.135226,0.1228335,101.629997,88.70625125,0.195497,0.47435675,-4.1808,3.7648325,282.7880855,291.998001,0,0,0,0,0.66968,-0.00908,0.9029345,0.78846375,0.3638675,0.2651885,3.6665705,0.0967975,0.08651,0.5568325,1.8944,2.8242,3.7678,4.736,6.85885,7.96725,2.554575,2.76735,2.79915,3.3791,4.34025,5.20515,5.9698,7.5732,7.99695,-0.75166,-0.46269,-0.127735,0.688365,2.61495,1.3804,1.99165,2.4927,3.022325,4.14715
1,2.25,421.150009,3.740016,0.46789675,0.040225,0.46588125,-2.797,-3.7524,-1.5231,-1.0425385,1.37131275,0.3551455,0.13593225,0.11842275,101.629997,88.62325125,-0.13650525,0.435314,-4.244075,3.75064525,283.097076,292.4078675,0,0,0,0,0.62969,-0.009447,0.889211,0.771445,0.362855,0.266514,3.60176625,0.0911325,0.0845175,0.5547925,1.890775,2.831975,3.7497,4.724375,6.8505,7.955125,2.565475,2.77055,2.78035,3.4008,4.31085,5.202975,5.96925,7.58,7.997025,-0.761615,-0.473415,-0.13381,0.70264,2.6237,1.3572,1.9738,2.4989,3.0192,4.140925
1,2.75,421.751251,3.70506875,0.447448,0.039058,0.462255,-2.783475,-3.7887,-1.5158,-1.10128875,1.166826,0.32610725,0.137015,0.121192,101.6225015,88.89225,-0.403998,0.469663,-4.3675,3.689053,283.110016,290.504364,0,0,0,0,0.67653,-0.00917475,0.9057575,0.767115,0.360479,0.2601845,3.62084,0.1025075,0.09063,0.560255,1.884925,2.8201,3.759775,4.73795,6.8506,7.96725,2.56345,2.7728,2.75925,3.389,4.328175,5.209425,5.956075,7.5711,7.99655,-0.76122,-0.472605,-0.1364325,0.70183,2.622425,1.32885,1.9695,2.4888,3.020275,4.141
1,3.25,421.966011,3.73014725,0.43954925,0.042199,0.44682125,-2.80455,-3.78355,-1.5077,-0.2440965,1.26929,0.35051525,0.116769,0.128212,101.629997,89.0727485,-0.926001,0.473,-4.39355,3.73210325,283.4757235,290.657013,0,0,0,0,0.63234,-0.00972125,0.88524425,0.78222375,0.36895775,0.273469,3.666541,0.09861,0.084095,0.55441,1.8982,2.819075,3.759175,4.730025,6.83625,7.956575,2.55825,2.760075,2.778975,3.3993,4.330575,5.188975,5.959575,7.5544,7.99815,-0.788155,-0.48312,-0.1195475,0.695105,2.620375,1.20595,1.976125,2.4997,3.018,4.145625
1,3.75,421.41550475,3.693031,0.44179975,0.0408645,0.43283675,-2.7797,-3.79805,-1.504875,-0.512773,1.34708,0.30806575,0.13633725,0.1110265,101.599998,89.4074575,-0.6080065,0.468126,-4.587775,3.692987,285.8307955,289.972305,0,0,0,0,0.59486,-0.009024,0.903006,0.766713,0.3590605,0.265246,3.746822,0.10813,0.0899275,0.55762,1.8935,2.809225,3.75375,4.73995,6.8346,7.9642,2.55735,2.7629,2.768275,3.394675,4.331075,5.210575,5.953525,7.570475,7.997625,-0.808625,-0.47391,-0.1168575,0.691345,2.6181,1.37225,1.98165,2.50645,3.010975,4.1455
1,4.25,421.549011,3.651252,0.4526405,0.04334425,0.4521145,-2.797175,-3.761525,-1.515975,-0.811934,1.13540175,0.304765,0.1468105,0.127899,101.599998,89.3209665,-0.78501,0.46841,-4.6118,3.6678155,285.9920045,291.0193325,0,0,0,0,0.56735,-0.00916325,0.874325,0.750286,0.3525,0.262299,3.6543585,0.09834,0.080865,0.55424,1.8966,2.7995,3.766775,4.72685,6.84755,7.95795,2.555825,2.770025,2.78,3.381625,4.31975,5.1992,5.948,7.57,7.99605,-0.79954,-0.46805,-0.11143,0.7003125,2.6353,1.3571,1.9799,2.50185,3.012225,4.14605
1,4.75,421.144989,3.68914275,0.432243,0.03694575,0.439521,-2.783175,-3.766275,-1.510475,-0.75343875,1.26614475,0.35017375,0.1443555,0.11856975,101.60249875,89.28275675,-0.87351025,0.44101575,-4.6575,3.7079705,285.336914,291.646164,0,0,0,0,0.65,-0.0087485,0.911914,0.735677,0.367977,0.26666525,3.617244,0.0972675,0.082765,0.5562775,1.891275,2.821175,3.7708,4.72865,6.85455,7.96075,2.563475,2.76265,2.7697,3.39675,4.3136,5.20875,5.949975,7.5733,7.99805,-0.80502,-0.47166,-0.1064175,0.6794875,2.651475,1.3751,1.9737,2.50175,3.00365,4.12865
