DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,-0.1081055,-0.600496,-7.9702995,12.403,405.340752,2.583314,1962.9425,0.1250275,1.0503755,-13.318328,-14.505,84.2,95.847243,0.804,0,15.316,10.107,2033.433,2023.751,-0.8055
1,0.75,-0.0944545,-0.5643205,-6.505502,10.033,405.910447,2.574795,1962.626,0.111991,0.989458,-13.2897715,-14.73,84.85,95.847202,0.805,0,14.45,10.54,2039.602,2023.492,-0.468
1,1.25,-0.143854,-0.589117,-6.818032,11.504,405.4221455,2.605442,1966.439,0.115873,1.018501,-13.064977,-14.72,85,95.871618,0.8025,0,14.581,12.3495,2030.167,2026.857,-0.754
1,1.75,-0.0964715,-0.477284,-6.803231,10.301,404.671567,2.6257395,1974.063,0.117661,0.942417,-12.736145,-14.89,84.9,95.884065,0.8,0,14.091,12.351,2039.467,2023.282,-0.779
1,2.25,-0.065838,-0.66539,-6.936855,10.42,404.7397,2.652907,1966.4755,0.116604,0.977964,-12.637761,-14.465,84.9,95.909541,0.8005,0,13.1095,12.669,2032.079,2021.2135,-0.595
1,2.75,-0.182123,-0.414213,-6.4508855,9.737,405.599145,2.576561,1964.618,0.125346,0.9223945,-12.346845,-14.47,85.15,95.915342,0.8005,0,18.9595,11.889,2034.437,2024.69,-0.6585
1,3.25,-0.226598,0.0871655,-5.647401,9.34,404.953908,2.556076,1958.1435,0.115185,0.9434715,-12.394948,-14.44,85,95.894178,0.8,0,13.085,11.968,2028.583,2028.249,-0.567
1,3.75,-0.118233,-0.464335,-6.500652,10.105,404.958676,2.639159,1945.146,0.11765,0.888616,-12.677423,-14.455,84.6,95.884237,0.8005,0,13.082,12.0025,2055.549,2026.692,-0.7905
1,4.25,-0.0911845,-0.203737,-5.390833,11.841,404.588809,2.630819,1938.4485,0.119452,0.924467,-12.6286025,-14.5,85,95.865598,0.8005,0,14.4885,13.273,2046.7135,2024.775,-0.569
1,4.75,-0.100228,-0.2354195,-6.597743,10.018,404.483739,2.667731,1934.115,0.1232465,1.0205355,-12.904568,-14.605,84.95,95.829619,0.8,0,15.756,12.176,2036.4235,2028.88,-0.52
1,5.25,-0.1830775,-0.022388,-5.624677,11.473,404.9889425,2.6558445,1944.058,0.1199795,1.0207035,-13.172043,-14.62,84.95,95.823093,0.7995,0,15.4505,12.856,2050.84,2031.547,-0.4115
1,5.75,-0.135377,-0.207947,-6.8474995,9.8885,404.592326,2.632946,1944.781,0.1192385,1.02887,-13.153486,-15.24,85.3,95.841979,0.7985,0,14.6905,11.478,2042.048,2033.47,-0.792
1,6.25,-0.143612,-0.446196,-8.0293785,10.319,405.045376,2.723212,1949.726,0.122377,0.937698,-13.190709,-15.105,85,95.875763,0.801,0,14.2715,11.099,2037.718,2031.6145,-0.802
1,6.75,-0.135519,-0.9226095,-8.075418,8.711,405.325552,2.755619,1949.431,0.123677,0.951434,-12.806114,-15.36,85.3,95.902279,0.8035,0,15.902,12.78,2040.9055,2028.7185,-0.785
1,7.25,-0.108772,-0.573481,-6.2050145,10.814,405.058664,2.701508,1958.789,0.124495,0.957726,-13.2709535,-15.555,85.4,95.929146,0.801,0.008,16.432,9.7515,2044.813,2024.0795,-0.471
1,7.75,-0.055166,-0.371835,-5.227919,10.9445,405.228899,2.687183,1956.879,0.128218,1.046733,-13.05542,-15.685,85.6,95.865762,0.799,1.474,15.237,10.543,2051.4225,2023.871,0.3105
1,8.25,-0.1026515,-0.441494,-5.685407,8.485,405.247817,2.655268,1946.1445,0.129074,1.009698,-13.241894,-15.63,85,95.874567,0.7995,12.235,14.6415,10.9585,2055.96,2023.665,7.1665
1,8.75,-0.1869485,-0.444969,-6.423984,10.2585,405.944341,2.582001,1941.509,0.130934,1.146576,-13.3991425,-15.47,84.8,95.872387,0.798,37.78,13.11,11.755,2060.6295,2024.8725,20.885
1,9.25,-0.1848095,0.369143,-5.429466,12.416,404.605935,2.631885,1927.961,0.1445605,1.3090875,-13.224532,-15.115,83.65,95.9002185,0.798,68.4955,13.917,12.579,2039.1345,2020.464,36.36
1,9.75,-0.135008,-0.160394,-5.815193,11.258,404.4721975,2.4782165,1932.026,0.17268,1.522822,-13.480281,-14.55,82.45,95.909265,0.8055,103.065,13.226,12.287,2024.05,2013.1285,66.11
1,10.25,-0.171083,0.390223,-5.99624,8.94,403.58226,2.444267,1938.6565,0.178821,1.611396,-13.4047265,-13.76,79.68,95.926357,0.8055,131.4,14.288,13.031,2016.655,2012.2455,115.1
1,10.75,-0.156125,1.719813,-3.5816395,9.7845,403.394867,2.39453,1934.665,0.178876,1.747753,-13.090858,-13.08,77.9,95.9145175,0.8015,174.7,14.83,10.175,2025.1635,2010.7515,151.05
1,11.25,-0.2351475,2.197626,-4.872948,9.5925,402.6569765,2.454565,1932.052,0.188563,1.78871,-12.772237,-12.61,75.185,95.891035,0.811,219.55,15.158,11.406,2027.119,2016.83,204.4
