DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,1.1225,1.2275,4.735,-2.841,0.5305,0.05425,423.24575,5.133,-9.2875,0,0,0.59675,93.825,2.94475,99.8,0.585,1.389,1.773,2.17325,3.875,4.8945,0.0855,1.996,0.991,2.35975,3.9815,5.208,-1.084,-1.806,0.7047,1.1864
1,0.75,1.2765,1.21775,5.291,-2.447,0.507,0.057,422.8615,4.948,-9.12,0,0,0.53525,93.6625,2.942,99.8,0.576,1.39425,1.761,2.222,3.88475,4.87475,0.09125,1.962,0.943,2.345,3.9385,5.186,-1.08425,-1.8075,0.687275,1.1875
1,1.25,1.129,1.167,4.9405,-2.85175,0.516,0.0515,423.1685,4.9445,-8.62425,0,0,0.5225,93.8,2.92575,99.757,0.586,1.372,1.743,2.14875,3.855,4.85475,0.067,1.99975,1.041,2.3245,3.95075,5.19025,-1.084,-1.8125,0.67335,1.1394
1,1.75,1.14275,1.18425,5.0655,-3.003,0.51225,0.059,423.3735,4.95425,-8.7775,0,0,0.413,93.7,2.9385,99.756,0.554,1.34725,1.7,2.1685,3.855,4.86,0.079,1.97,0.9715,2.265,3.92,5.19,-1.09575,-1.82,0.682925,1.1551
1,2.25,1.081,1.06,4.416,-2.48125,0.516,0.057,422.876,4.8525,-8.5875,0,0,0.389,93.725,2.91475,99.771,0.547,1.348,1.686,2.149,3.798,4.84,0.09225,1.983,0.94375,2.302,3.955,5.1835,-1.105,-1.907,0.686175,1.14235
1,2.75,1.127,1.12,4.35775,-2.433,0.516,0.04575,422.6885,4.827,-8.47,0,0,0.451,93.7,2.86425,99.8,0.529,1.36525,1.664,2.17,3.787,4.853,0.072,1.973,0.9105,2.304,3.956,5.182,-1.2605,-1.9395,0.67505,1.14985
1,3.25,1.17375,1.15775,4.266,-2.365,0.512,0.0575,422.98025,4.81025,-8.945,0,0,0.3825,93.425,2.89225,99.8,0.52,1.32075,1.654,2.1765,3.782,4.85925,0.107,1.974,0.94775,2.2635,3.971,5.178,-1.2655,-2,0.68125,1.13195
1,3.75,1.1645,1.23,4.66,-2.6125,0.511,0.052,423.0275,4.81825,-8.96675,0,0,0.375,93.9,2.87775,99.76,0.589,1.32825,1.666,2.1755,3.775,4.84975,0.102,1.98,0.9745,2.26525,3.965,5.228,-1.2935,-2.0015,0.6803,1.1379
1,4.25,1.1605,1.1565,4.20375,-1.93125,0.521,0.05725,423.0075,4.745,-8.7975,0,0,0.3525,93.8665,2.9155,99.771,0.541,1.3135,1.649,2.082,3.77475,4.86775,0.101,1.941,1.0345,2.2735,3.978,5.193,-1.2875,-1.9575,0.6774,1.1327
1,4.75,1.104,1.127,4.63925,-2.1875,0.51675,0.053,423.07375,4.66475,-8.75975,0,0,0.37175,94.03725,2.9825,99.8,0.55075,1.287,1.699,2.0825,3.8215,4.8655,0.1,1.97675,1.0775,2.26675,3.9225,5.194,-1.272,-1.9345,0.67475,1.1376
1,5.25,1.15925,1.165,4.027,-2.1675,0.5125,0.05025,423.05575,4.638,-9.0425,0,0,0.291,94.125,2.9225,99.8,0.581,1.26025,1.675,2.076,3.7775,4.82625,0.093,1.969,0.889,2.2605,3.91,5.1925,-1.35025,-1.9485,0.6763,1.1308
1,5.75,1.186,1.23075,4.7275,-2.612,0.5145,0.05625,422.73675,4.6535,-8.8125,0,0,0.2665,93.925,2.91425,99.8,0.584,1.28375,1.595,2.077,3.812,4.815,0.07125,1.935,0.9085,2.255,3.912,5.15425,-1.3955,-1.979,0.65065,1.114575
1,6.25,1.1415,1.1855,4.769,-2.5715,0.513,0.053,423.2865,4.597,-8.2375,0,0,0.26275,94,2.92625,99.8,0.57025,1.281,1.612,2.0365,3.7945,4.806,0.093,1.935,0.993,2.2445,3.89,5.174,-1.4495,-2.005,0.6666,1.1247
1,6.75,1.204,1.197,4.5555,-2.7165,0.51725,0.054,423.061,4.65425,-8.0575,0,0,0.15275,94.1,2.9695,99.8,0.606,1.267,1.651,2.013,3.79,4.82,0.094,1.903,0.912,2.2135,3.865,5.176,-1.45475,-2.005,0.689,1.1773
1,7.25,1.157,1.22075,4.42,-2.3465,0.525,0.043,423.0665,4.68525,-7.97125,0,0,0.2055,94.30825,2.917,99.8,0.545,1.2965,1.585,1.987,3.7885,4.823,0.079,1.903,0.885,2.1925,3.837,5.173,-1.46475,-2.005,0.682,1.1311
1,7.75,1.129,1.212,4.535,-2.042,0.53875,0.0535,423.3235,4.65925,-7.2325,7.398,6.88225,0.17,94.2,2.94325,99.8,0.48475,1.32625,1.556,1.9965,3.78075,4.80925,0.089,1.908,0.8975,2.204,3.839,5.178,-1.44825,-2.006,0.69525,1.1675
1,8.25,1.203,1.217,5.254,-0.23,0.5355,0.067,423.2945,4.6955,-2.4375,56.231,16.79,0.169,93.8,2.98175,99.846,0.46725,1.28375,1.543,1.949,3.809,4.764,0.08,1.922,0.8745,2.2205,3.785,5.188,-1.44825,-2.0055,0.663125,1.148225
1,8.75,1.17375,1.237,6.3735,3.947,0.5405,0.037,423.3085,4.6765,11.2775,152.0035,44.4875,0.1735,92.90825,3.04275,99.865,0.4665,1.25425,1.551,1.994,3.80825,4.764,0.055,1.857,0.8705,2.20025,3.846,5.213,-1.44825,-2.005,0.707675,1.188925
1,9.25,1.102,1.192,8.4005,16.92,0.55925,0.033,423.061,4.721,37.1575,282.6315,73.435,0.324,92.57525,3.16025,99.848,0.4945,1.2985,1.571,1.9515,3.7715,4.765,0.059,1.875,0.878,2.208,3.917,5.189,-1.43725,-1.9965,0.73495,1.278625
1,9.75,1.16375,1.251,12.241,36.24975,0.582,0.022,422.662,4.77475,69.6525,405.779,108.85,0.52175,92.1,3.284,99.9,0.5945,1.308,1.565,2.014,3.769,4.7925,0.079,1.851,0.8295,2.216,3.883,5.226,-1.42025,-1.8295,0.7579,1.29685
1,10.25,1.0975,1.21525,14.22975,60.6335,0.602,0.014,422.3715,4.79,100.2,529.57975,139.575,1.031,91.2,3.373,99.9,0.585,1.273,1.59075,2.06425,3.757,4.82675,0.05775,1.8965,0.8745,2.24175,3.9915,5.28625,-1.265,-1.83625,0.75865,1.3365
1,10.75,1.137,1.24225,16.909,77.73525,0.61,0.016,421.6935,4.819,134.987,619.777,166.25,1.3525,90.2,3.4715,99.9,0.5365,1.25275,1.61875,2.03625,3.82025,4.8735,0.07975,1.918,0.896,2.22425,4.057,5.254,-1.138,-1.80525,0.7929,1.362025
1,11.25,1.035,1.1235,19.26675,101.9285,0.61525,0.013,421.351,4.815,162.85,715.27675,186.436,1.5535,89.4,3.5925,99.88675,0.5565,1.319,1.66325,2.1435,3.799,4.88425,0.06225,1.99575,0.86925,2.2375,4.0365,5.26725,-0.905,-1.805,0.80445,1.40585
1,11.75,1.113,1.208,22.03425,113.0595,0.634,0.021,421.3175,4.835,183.45,775.82975,196.2,1.6245,88.85,3.664,99.84075,0.52775,1.351,1.726,2.19375,3.81,4.9365,0.079,2.0875,0.9,2.279,4.10925,5.27025,-0.72,-1.60525,0.8179,1.419725
1,12.25,1.1125,1.144,23.118,128.24125,0.648,0.01625,420.87925,4.862,192.875,778.09025,199.8,1.762,88.0085,3.776,99.8,0.5655,1.427,1.75225,2.1535,3.83275,4.904,0.09075,2.10475,0.87925,2.327,4.03075,5.29225,-0.542,-1.52225,0.8276,1.4585
1,12.75,1.071,1.1175,22.6365,131.6855,0.666,0.02525,420.579,4.9545,194.15,788.03,185.9,1.891,87.9,3.745,99.7995,0.6135,1.426,1.827,2.184,3.8685,4.936,0.11425,2.1675,0.9665,2.349,4.0075,5.3005,-0.359,-1.38425,0.85245,1.4529
1,13.25,1.07,1.112,24.26025,121.254,0.64875,0.02725,420.531,4.9045,186.3,778.5165,186.732,2.044,87.23775,3.75,99.73175,0.64425,1.4205,1.873,2.208,3.883,4.929,0.1215,2.182,0.897,2.3845,4.0715,5.266,-0.179,-1.17175,0.835625,1.4404
1,13.75,1.11575,1.118,22.129,110.82975,0.626,0.027,420.546,4.899,159.02325,702.92,172.619,1.954,87.3,3.565,99.71725,0.6805,1.4665,1.8235,2.229,3.85425,4.92375,0.125,2.2235,1.035,2.37175,4.0705,5.3205,-0.0295,-0.984,0.83435,1.4425
1,14.25,1.0755,1.076,20.2835,98.3985,0.62075,0.031,420.536,4.85925,137.225,639.7815,160.4,1.944,87.3,3.608,99.711,0.6335,1.463,1.852,2.247,3.825,4.9295,0.1405,2.269,1.006,2.4,4.0985,5.302,-0.012,-0.64075,0.8086,1.4343
1,14.75,1.034,1.0505,18.403,72.219,0.627,0.035,420.43375,4.863,106.6,520.45,130.8,1.952,87.7,3.592,99.7,0.642,1.465,1.86,2.24,3.82925,4.9155,0.109,2.3315,1.01525,2.419,4.092,5.3015,-0.0745,-0.694,0.8057,1.3883
1,15.25,1.03675,1.01625,16.61675,51.76175,0.597,0.04575,420.6745,4.8845,78.6,411.425,94.37825,1.85425,86.975,3.5385,99.7,0.64375,1.452,1.922,2.27775,3.78225,4.86675,0.153,2.3155,0.96275,2.3675,4.07825,5.3735,-0.123,-0.686,0.78505,1.32355
1,15.75,1.0505,1.0725,14.301,29.794,0.5935,0.042,420.526,4.9045,41.01,275.28175,72.40275,1.71125,87.975,3.415,99.717,0.62575,1.43825,1.95625,2.231,3.7935,4.9045,0.11425,2.28,0.975,2.407,4.1055,5.28525,-0.181,-0.80025,0.7787,1.3353
1,16.25,1.073,1.06125,11.8675,10.085,0.57,0.044,420.56,4.90325,13.74,163.5685,41.15575,1.4975,88.6,3.311,99.8,0.6475,1.45675,1.87325,2.22275,3.7595,4.883,0.07175,2.2745,1.03925,2.415,4.0345,5.29025,-0.36425,-0.9935,0.7515,1.2919
1,16.75,1.02525,1.07,9.295,1.073,0.56,0.05675,420.5565,4.901,-2.123,68.498,18.22,1.282,88.848,3.176,99.8,0.6415,1.41525,1.84725,2.236,3.77475,4.8455,0.0815,2.26675,1,2.391,4.00425,5.26875,-0.542,-1.26375,0.72905,1.267675
1,17.25,1.046,1.092,7.298,-3.21,0.545,0.06575,420.737,4.851,-8.45,0,0,1.1025,89.425,3.06875,99.8,0.7125,1.43525,1.828,2.1865,3.7945,4.8385,0.06925,2.24675,1.01225,2.402,4.01825,5.2615,-0.67175,-1.40275,0.69515,1.2085
1,17.75,1.056,1.107,6.729,-3.80325,0.529,0.0625,420.471,4.84,-10.385,0,0,0.89,90.175,3.0235,99.8,0.64525,1.41725,1.85125,2.1545,3.759,4.8265,0.05925,2.22,0.99825,2.372,3.9795,5.263,-0.72725,-1.57025,0.70235,1.20325
1,18.25,1.069,1.13475,6.15125,-3.983,0.525,0.054,420.6355,4.87375,-9.805,0,0,0.73275,90.575,2.911,99.819,0.6025,1.373,1.777,2.16825,3.77175,4.8225,0.079,2.20625,1.017,2.3505,3.95175,5.234,-0.89175,-1.605,0.67435,1.177175
1,18.75,1.071,1.1,6.66075,-2.804,0.51575,0.054,420.7895,4.9125,-9.365,0,0,0.65725,90.99575,2.89575,99.864,0.548,1.1875,1.6825,2.11575,3.698,4.799,0.09875,2.069,0.961,2.2905,3.88625,5.226,-0.89475,-1.7205,0.6824,1.188775
1,19.25,1.051,1.118,6.22425,-3.028,0.50825,0.06025,420.924,4.848,-9.24,0,0,0.727,91.29575,3.01425,99.9,0.60775,1.24875,1.75825,2.1425,3.79425,4.816,0.05625,2.16325,0.90625,2.3155,3.98275,5.1865,-0.9085,-1.79875,0.681125,1.188775
