DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,503.62641365,12.850456175,3248.220884625,6.14078,88.272112375,4.28110865,9.9816612,65.4288085,8.59571619999999,0.5001678,0.0064877,1.0894266,0.5931004,102.8505,99.1,12.42375,4.264713625,22.6551866,0.589861199999999,13.465,13.69,13.74625,13.995,13.8925,12.88,13.2875,13.735,13.8025,13.825,13.18,13.485,13.73,13.7975,13.9475,-1.716138825,0.123153,0,-0.23619,3.8430587,360.8762278,370.3788958,-0.121065
1,0.75,504.32632075,12.839923875,3310.6296391,5.25386124999999,131.983312875,3.627681875,13.276577275,68.2995501,8.693122475,0.536513275,0.01036285,0.967706325,0.61404575,102.84175,99.2,12.316,4.2883068,22.686221225,0.555310449999999,13.383,13.62525,13.7025,13.96775,13.8965,12.81,13.16775,13.6695,13.821,13.84,13.07375,13.361,13.6975,13.7975,13.93875,-2.549773375,0,0,-0.10352,3.835513375,361.6329237,369.89664325,-0.121065
1,1.25,511.2886265,12.838657875,3469.03720525,3.92416824999999,73.3807073,2.83862125,11.417574125,64.0996527999999,8.565157325,0.580740525,0.00713175,1.04114835,0.6318159,102.8405,99.2,12.084,4.3148336,22.725329225,0.605270825,13.304,13.55075,13.655,13.93325,13.89875,12.75775,13.061,13.604,13.77775,13.84,13.01825,13.24525,13.6585,13.79975,13.92325,-3.01137199999999,0.015394125,0,-0.132186050000001,3.722334,360.3489997,369.708448,-0.121065
1,1.75,516.249722225,12.8068988,3444.778468,5.90817995,73.4142744749999,2.0443076,15.531084375,65.98056,8.5942918,0.6101722,0.010199125,1.0898664,0.6324106,102.858,99.3975,11.59,4.334897375,22.8086068,0.604096,13.2195,13.46075,13.6175,13.90875,13.90325,12.65,12.9055,13.5285,13.76975,13.8555,12.9585,13.11075,13.614,13.792,13.9155,-2.52138975,0,0,-0.214723999999999,3.722334,361.10299595,369.227368875,-0.121065
1,2.25,518.590636575,12.90968055,3604.337736525,4.80272542499999,68.7364148250001,1.928022875,25.1540103,65.0609354999999,9.42907579999999,0.547442999999999,0.0187468499999999,1.2153784,0.6178648,102.855,99.6,11.50125,4.54055125,22.7310352,0.642594425,13.14825,13.36525,13.5975,13.87425,13.9055,12.562,12.75325,13.463,13.75625,13.871,12.88325,12.99525,13.57725,13.78975,13.91775,-1.099158725,0.123153,0,-0.23619,3.7374246,362.13711915,369.86454405,-0.121065
1,2.75,519.69265875,12.59190805,3755.08688675,5.724967875,140.0242141,1.52611872499999,10.16444785,63.8009154999998,8.18492259999999,0.5367362,0.0125424,1.2274714,0.58533305,102.8615,99.6,11.56,4.47004775,22.6605858,0.56182165,13.03175,13.26975,13.5575,13.83425,13.89,12.4875,12.611,13.382,13.745,13.8655,12.81875,12.8355,13.47625,13.7875,13.92,-0.0522318249999981,0.123153,0,-0.0408993999999991,3.757545225,362.7724309,369.232794125,0
1,3.25,517.25053605,12.394162025,3541.5815775,5.68896075,103.316634125,1.186943,9.36611662499999,61.556343,8.257137,0.738093799999998,0.0119881,1.1265054,0.640291999999999,102.8545,99.34,11.598,4.345441,22.5779052,0.73149855,12.93325,13.1765,13.4925,13.79975,13.87325,12.43975,12.56425,13.30425,13.72275,13.8655,12.7275,12.7765,13.3675,13.75975,13.9355,-0.444799874999999,0,0,-0.102249,3.767605575,362.20504045,368.9545944,0
1,3.75,511.542302775,12.40879905,3655.98165175,7.423191725,114.126066925,0.746437574999998,12.877567025,54.1669955,8.4680012,0.4979785,0.00987430000000001,1.086479925,0.5880804,102.83625,99.37,11.65,4.1723504,22.40671945,0.73075005,12.89525,13.08325,13.4175,13.76525,13.841,12.37875,12.563,13.231,13.70275,13.8755,12.64075,12.79175,13.271,13.70325,13.9455,-0.7529297,0,0,-0.0293968750000009,3.6619716,362.3866628,367.8759218,0
1,4.25,513.7388429,12.4304478,3610.93723075,13.5741769,121.35419235,0.547097999999999,25.577299125,72.66222485,8.70134625,0.535865299999999,0.01147325,1.192666575,0.6158216,102.845,99.235,11.616,4.0300318,22.349145975,0.794178175,12.877,12.9955,13.3775,13.72525,13.8165,12.3555,12.51425,13.1655,13.68275,13.88325,12.562,12.733,13.181,13.64775,13.961,-0.737403149999999,0,0,0.0439959999999982,3.6461508,361.6442645,367.750104,0
1,4.75,512.5870585,12.46468075,3647.001981525,8.887459,82.1795362,0.211074599999998,12.8664478,64.3630871,9.14912897499999,0.508540699999999,0.0141106,1.0569648,0.591855375,102.85125,99.235,11.686,4.1475034,21.93110455,0.7522389,12.82675,12.951,13.33,13.69525,13.79325,12.251,12.42975,13.10775,13.6605,13.891,12.46325,12.632,13.113,13.611,13.971,-0.848347999999999,0,0,-0.0587931750000017,3.521127,361.35776935,367.3143762,0
1,5.25,509.805098975,12.348671825,3770.8739165,3.94414014999999,76.024434825,-0.413564400000003,14.7833755,54.4966454,8.583558325,0.575627724999999,0.004164,0.9778155,0.645449849999999,102.86125,99.475,11.98725,4.77262297499998,22.220071675,0.71425975,12.74925,12.92775,13.2875,13.66975,13.78775,12.111,12.3585,13.0455,13.635,13.8855,12.354,12.53425,13.0695,13.58325,13.981,-1.244143725,0,0,-0.0281187500000006,3.521127,359.86007955,367.3076856,0
1,5.75,521.9159755,12.7358435,3942.113054725,8.57634794999997,108.104594175,-0.848960800000005,24.607561,54.74669615,8.0934577,0.55293255,0.00675594999999998,1.0993227,0.6488829,102.894,99.3,11.57475,4.34635179999999,21.5053165,0.5806626,12.68175,12.9155,13.2475,13.64425,13.791,12.00875,12.2675,13.001,13.6195,13.9,12.2475,12.50425,12.98975,13.5555,13.991,-1.2294274,0,0,-0.051125,3.54124739999999,357.3715643,365.950531,0
