DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,G,SG,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,TA_1_4_1,TS_2_1_1
1,0.25,414.6855,1.7156135,3.453521,0.084690655,0.5323099,0.405896125,-1.0363684,0.897766975,2.34535375,1.9620345,0.179423225,-0.00461527425,0.7733019,0.56671905,0.13603175,84.197555,-2.2282715,67.827425,2.573823,-1.1878005,0.732161825,-0.30405375,-11.0172475,0.0008916665,1.3480035,280.26105,291.5469,-1.6225205,63.16081,-3.770905,89.6749,3.04248225,-0.4422065
1,0.75,414.660975,2.18225025,3.441555,0.094945985,0.721437925,0.405903975,-1.2190255,-2.0241225,-0.05723368775,2.05103825,0.1745167,-0.0055390805,0.713234625,0.664497475,0.13598675,84.17237,-2.31600875,66.931945,2.5625485,-1.113732,0.708530925,-0.2004144,-18.6195375,0.0008916665,1.41777025,277.3664,292.4741,-1.7239485,61.945415,-3.4112365,90.96634,2.5473195,-0.3449896
1,1.25,415.7871,2.280952,3.46247825,0.1031305,0.8412901,1.383051,-0.3267665875,-0.67443535,1.4434265,2.18252,0.179140625,-0.00670253875,0.679165525,0.712644875,0.1408473,84.156195,-2.439031,67.01051,2.5637675,-1.3084775,0.712257625,-0.1114007,-9.7414535,0.0008916665,1.577189,279.68515,290.8254,-1.73301775,61.80247,-3.632147,91.118235,1.798208,-0.3322449
1,1.75,415.4549,2.291891,3.3910335,0.1102439,0.846522,0.75312175,0.2979302,0.467573475,1.691772,1.870291,0.174809425,-0.00554256025,0.680113125,0.6665224,0.1434388,84.1593125,-2.88323,67.12368,2.428669,-1.77941525,0.74628545,-0.1312238,-10.75059,0.0008916665,1.2382545,279.327,288.1843,-2.277539,62.09665,-3.912292,91.055705,1.15273815,-0.3438289
1,2.25,415.3708,2.137653,3.35286325,0.1154516,0.5801001,1.143764,0.4642766,-2.887955,-0.0615200175,1.87731275,0.1640721,-0.006680261,0.676779075,0.62738065,0.1309548,84.16919,-3.010514,67.61131,2.475959,-2.000048,0.769234275,-0.20485565,-7.912812,0.0008916665,1.24008975,280.1491,287.1792,-2.243661,63.03988,-4.469139,90.58115,0.882254225,-0.277595
1,2.75,416.1306,2.153112,3.23543075,0.1102191,0.5286688,1.369605,0.551658,-0.595565525,0.709788175,2.035286,0.16356965,-0.00539917,0.654107975,0.5797792,0.147355975,84.171385,-3.61400275,67.00737,2.3711545,-2.75156575,0.6331989,-0.1940589,-10.01693025,0.0008916665,1.44975775,280.269575,288.031,-3.273182,62.5539,-4.766181,91.1342,0.708673675,-0.295948
1,3.25,416.0382,2.819762,3.176334,0.1116691,0.5190151,1.063221,0.003301052,-1.21517275,0.41912035,1.96080125,0.151382575,-0.00590691125,0.649262975,0.579474325,0.124485575,84.1602625,-4.0208045,67.11899,2.332146,-2.7671275,0.76309545,-0.211121,-10.61289725,0.0008916665,1.369627,282.90185,286.892,-3.376514,62.37985,-4.834797,91.661635,0.876472425,-0.343196375
1,3.75,415.879375,2.29576025,3.234138,0.10716135,0.47879145,0.3674708,0.23755345,-0.69402785,1.16261575,1.9111335,0.14511895,-0.004455819,0.5707738,0.580308625,0.1297904,84.1563925,-4.086928,67.2303925,2.23654925,-2.4874575,0.7888929,-0.2360009,-10.81448,0.0008916665,1.326018,281.8044,286.8683,-3.5012405,62.1650525,-4.857017,91.495425,0.936970775,-0.4318952
1,4.25,417.431225,2.2739165,3.2220355,0.1273468,0.5738585,0.61336885,-0.2422876,-1.53737475,0.101493705,2.00069125,0.15276595,-0.003161889,0.714630025,0.591376275,0.131705375,84.15006,-3.9759955,66.97263,2.18677725,-2.60217375,0.76777375,-0.1893181,-13.29436,0.0008916665,1.542001,282.6805,288.9196,-2.92023,62.10212,-4.5452595,91.05799,0.6577813,-0.406137275
1,4.75,417.5457,2.2417065,3.150217,0.1033565,0.5630222,0.394446,-0.7452025,-0.096658735,0.8292098,1.76479975,0.165699125,-0.0036551445,0.624504875,0.576789475,0.12338045,84.1396925,-3.7707725,67.18667,2.3266655,-2.44928775,0.61781495,-0.21650925,-9.3368145,0.0008916665,1.31253525,286.1189,291.6403,-3.004851,62.06262,-4.03313425,90.92917,0.354127625,-0.4441024
1,5.25,416.8202,2.510053,3.07827525,0.1169757,0.701270975,-0.144913575,-0.219794175,-0.74853335,1.32928475,2.07395225,0.16222775,-0.00525018225,0.662114675,0.62781615,0.129998325,84.1314475,-3.7747025,66.1925,2.275758,-2.709085,0.757906875,-0.29491745,-13.71799,0.0008916665,1.444474,287.4314,291.1565,-3.093993,61.73147,-4.0559525,90.80331,0.54424025,-0.481430525
1,5.75,416.6453,1.785776,3.2045065,0.109542,0.6708021,0.55701225,-0.759625825,-0.642680875,0.626295,2.16539175,0.18053245,-0.00543752,0.746516125,0.681930025,0.12790795,84.1389675,-3.63169875,66.59502,2.3599275,-2.37660725,0.8249303,-0.2850043,-7.513534,0,1.153211,288.2952,290.9236,-2.92073575,61.98993,-3.9271735,90.4354,0.403225825,-0.7099292
1,6.25,417.3786,2.122106,3.21994725,0.1109226,0.614029725,0.807698,-0.456721725,-2.27099075,0.672253425,2.20807125,0.15896615,-0.005671464,0.592321275,0.705345375,0.133173775,84.17061,-3.546011,66.4356,2.292871,-2.46806575,0.662401775,-0.324053975,-6.1744175,0,1.01580075,284.718275,289.3631,-3.04833175,62.21982,-3.71387625,91.1485125,0.23800695,-0.5649363
1,6.75,417.0148,2.172396,2.9831965,0.114494575,0.50929355,0.6353329,-0.45055765,-1.25367075,1.1985955,2.0720125,0.160186,-0.00489379575,0.636219025,0.584281225,0.118717425,84.21373,-4.005154,66.338635,2.3316565,-2.815476,0.748885875,-0.40387075,-5.756634,0,1.063368,283.439475,288.508875,-3.35834175,60.9819625,-4.187084,90.41158,0.189420025,-0.5064946
1,7.25,419.4409,2.005341,2.9504205,0.1187681,0.604325275,1.087564075,0.3244872,-1.5998265,0.53094855,1.890598,0.17138215,-0.004353161,0.64792055,0.6245984,0.135417025,84.2475275,-4.20062275,66.047325,2.210618,-2.98171825,0.67814435,-0.31613665,-1.32412225,0.111306925,1.204255,280.9155,287.5568,-3.96612825,61.369295,-4.50196875,91.1735375,0.68089515,-0.483570825
