DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,-0.0189016,-8.90195,3.98763,1.38315,0.701032,1.30698,0.11981,12.9998,446.861,8.56791,2145.6,0.5563,0.50743,0.1185,0.304903,102.034,0.082413793103448,0.051,-1.25083333333333,-19.0326666666667,-34.7383333333333,9.37266666666667,9.69793103448276,10.0736666666667,10.3556666666667,10.6051724137931,11.331,11.5673333333333,11.7296551724138,11.8903333333333,12.1498333333333,12.3603333333333,12.5738333333333,13.0227586206897,8.72172413793104,9.13566666666667,9.344,9.92933333333333,11.314,11.4986666666667
1,0.75,-0.0157975,-8.61871,2.969525,1.416705,0.9593405,1.50161,0.123123,13.0427,450.977,8.4744,2130.78,0.530822,0.523355,0.119429,0.282669,102.037,0.056,0.0552,-1.06006666666667,-18.7176666666667,-36.0796666666667,9.295,9.79833333333333,10.0203333333333,10.355,10.5846666666667,11.315,11.5773333333333,11.759,11.8376666666667,12.1195,12.2563333333333,12.578,13.01,8.65689655172414,9.02333333333333,9.168,9.81566666666667,11.3053333333333,11.491
1,1.25,-0.0115925,-10.1947,2.26848,1.19182,1.49346,1.58818,0.1114,13.3337,451.215,8.38218,2132.365,0.520578,0.452571,0.123721,0.293202,102.026,0.041,0.0485666666666666,0.3707,-17.4283333333333,-35.828,9.21344827586207,9.73733333333333,9.975,10.359,10.5733333333333,11.3263333333333,11.5863333333333,11.7068965517241,11.8476666666667,12.0988333333333,12.2206666666667,12.5696666666667,13.0126666666667,8.50366666666667,8.949,9.07733333333333,9.73433333333333,11.2893333333333,11.497
1,1.75,-0.0276603,-9.042655,3.33171,0.924007,3.44929,1.60307,0.12347,13.1912,448.054,8.41334,2139.91,0.645642,0.491142,0.124296,0.299778,102.035,0.073333333333333,0.0546833333333333,-0.604133333333333,-17.6786666666667,-33.2503333333333,9.26,9.76266666666667,9.96966666666667,10.2823333333333,10.5543333333333,11.298275862069,11.5866666666667,11.6303333333333,11.697,12.0536666666667,12.1646666666667,12.5506666666667,13.011,8.46033333333333,8.85233333333333,9.04166666666667,9.67,11.258,11.4836666666667
1,2.25,-0.02313945,-8.443105,3.23859,0.990554,1.61581,1.53067,0.123582,12.8576,446.327,8.355205,2136.94,0.5824,0.510776,0.128289,0.314369,102.025,0.108333333333333,0.0558333333333333,-0.631066666666667,-17.3346666666667,-35.9606666666667,9.32133333333333,9.79133333333333,9.952,10.1983333333333,10.551,11.2696551724138,11.5946666666667,11.614,11.659,12.0096666666667,12.1006666666667,12.5378333333333,13.019,8.44266666666667,8.81034482758621,8.95166666666667,9.622,11.233,11.48
1,2.75,-0.01826,-8.740775,4.90332,1.05615,0.59535,1.6759,0.11847,12.7657,444.513,8.225285,2127.07,0.586275,0.485519,0.140804,0.290167,102.018,0.064862068965517,0.0514666666666666,0.1124,-16.93,-35.178,9.251,9.80033333333333,9.921,10.15,10.5366666666667,11.246,11.606,11.6016666666667,11.621,11.97,12.0783333333333,12.5286666666667,13.0088333333333,8.46533333333334,8.739,8.86833333333333,9.588,11.2036666666667,11.4933333333333
1,3.25,-0.0197272,-9.01463,2.8865,0.999112,-0.5337365,1.42314,0.1197865,12.8004,442.9845,8.2514,2140.05,0.583454,0.485017,0.120445,0.323079,102.026,0.046333333333333,0.0564666666666666,-0.793433333333333,-16.6423333333333,-34.669,9.22733333333333,9.66275862068966,9.92933333333333,10.1343333333333,10.5266666666667,11.2193103448276,11.61,11.7133333333333,11.7083333333333,11.9921666666667,12.0636666666667,12.5321666666667,13.0136666666667,8.39633333333333,8.716,8.757,9.53233333333333,11.1676666666667,11.4966666666667
1,3.75,-0.0183176,-6.38031,3.41248,0.963935,0.680696,1.51542,0.126283,12.4405,447.67,8.18126,2138.28,0.538638,0.530552,0.113486,0.305017,102.017,0.006981095194214,0.0472833333333333,-0.9884,-16.86,-34.3446666666667,9.167,9.58166666666667,9.90233333333333,10.0723333333333,10.507,11.2043333333333,11.616,11.7626666666667,11.7456666666667,12.0225,12.0296666666667,12.5333333333333,13.0296666666667,8.36166666666667,8.67166666666667,8.705,9.401,11.106,11.4996666666667
1,4.25,-0.0207195,-7.02904,2.44157,0.92808,0.789233,1.40394,0.130659,12.1628,447.954,8.42341,2139.32,0.538494,0.480887,0.117349,0.291902,101.995,0.0257319269074515,0.0524666666666666,-0.9878,-17.0866666666667,-32.906,8.828,9.48233333333333,9.83233333333333,10.0566666666667,10.433,11.172,11.623,11.7826666666667,11.747,12.0626666666667,12.0163333333333,12.5283333333333,13.0210344827586,8.325,8.55103448275862,8.67233333333333,9.307,11.05,11.5016666666667
1,4.75,-0.022266,-7.416505,2.94877,1.17621,0.311233,1.6457,0.120388,12.3813,445.423,8.3804,2139.605,0.552317,0.479038,0.137848,0.289541,101.994,0.113804597701149,0.0424333333333333,-0.663366666666667,-15.6556666666667,-30.4213333333333,8.80824137931034,9.32133333333333,9.791,10.026,10.4323333333333,11.1576666666667,11.6146666666667,11.8066666666667,11.7283333333333,12.074,11.9736666666667,12.5175,13.02,8.398,8.515,8.61172413793103,9.16733333333333,11.056,11.51
