DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT
6,16.25,41,8.44,300.8304125,39.9925,306.9,371.3,214.36,539.5969,36.251595
6,16.75,41.675,8.67,276.4,35.765,307,370.4,184.528,495.6225,32.837795
6,17.25,42.475,8.63,238.975,31.325,305.9,368.9,165.61,441.568,27.80824
6,17.75,44.1,8.602167,222.25,26.71637525,305.5,367.3,147.829,399.67023,25.304275
6,18.25,44.05,8.4013,185.325,23.935,305,363.7,126.04,328.4919,21.621445
6,18.75,46.125,8.22,153.725,20.7975,303.8,361.3,96.3,281.77905,18.012285
6,19.25,47.875,8.15,130.9,15.8875,303.1,358,81.34,235.14665,15.354905
6,19.75,48.3,7.759,108.2,15.425,301.2,355,68.15,199.3761,14.026935
6,20.25,50.425,7.234,92.35,13.44,298.55,352.75,50.29414725,165.3097,11.7213425
6,20.75,53.025,6.612,79.025,11.515,298.85,348.85,37.455,139.740725,9.860895
