DOY2,HR2,CO2,FC,G,H,LE,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,FCH4
1,0.25,690.117675,3.604651,6.788308125175,8.21928499999997,24.0782175,4.140122,0.487232225,103.3140719,99.990209375,9.644045425,5.70299999999999,0.5713937,3.001568,352.8641161,356.0886653,12.28063023925,8.42593,8.054438,7.462870375,93.02
1,0.75,682.9925,2.03058,6.444477408175,4.0668395,11.13246125,4.2823965,0.508009,103.312794775,99.99867595,9.584329775,5.97775000000001,0.569345025000001,3.061,347.076,355.682500175,12.206937694,8.3939915,8.011968,7.5028872,93.02
1,1.25,667.96905,3.7401975,6.183619892,4.44467175000001,7.277752,4.41814325,0.470035225,103.29691125,99.993886675,9.67325385,5.65637735,0.544658475000002,2.87148575,346.778775,355.458331025,12.510247576,8.39531775,7.96383275,7.507628125,69.07
1,1.75,635.0585,5.591332,6.07443970835,9.33888424999999,7.35050875,4.38765475,0.47649345,103.334020625,99.994078825,9.59023285,4.47534342500001,0.4658818,3.008742,351.182032975,356.1847872,12.4657763475,8.302626,7.952297,7.496004375,45.12
1,2.25,627.334,5.7619715,5.860797425,11.194046,15.88968,4.05603575,0.49248695,103.377250975,99.992582375,9.686424525,5.56575000000001,0.5550215,2.83907025,351.27898345,356.98454145,12.425855928,8.238808,7.956548,7.4867425,39.07
1,2.75,683.821125,3.3509,5.656069325175,7.93714,11.8361925,4.52834499999999,0.5287304,103.3663575,99.991763875,9.7800398,5.98055385000001,0.561432975000001,3.033753,351.901159125,356.3300867,12.4741028495,8.196018,7.9013,7.506574875,33.02
1,3.25,677.61895,7.14733599999999,5.699126075,14.705345,19.56884,4.046825,0.418834,103.32093265,99.985192225,9.7763894,6.17969895000001,0.61544905,3.1907665,350.748995925,356.1914427,12.2849,8.15049125,7.90052,7.49643525,24.511414125
1,3.75,660.6669,2.715533,5.826769958175,11.56621,23.71756,3.43414175,0.45725695,103.2966972,99.921956325,9.9102939,9.17996730000002,0.66247775,2.94085575,352.059829825,356.284329275,12.3443,8.08932375,7.92379625,7.5118455,16.00282825
1,4.25,635.6249,1.1627225,5.718627416825,9.82470274999996,50.2181742499998,3.83342,0.446035925,103.29662635,99.9077932,10.16168895,8.60125,1.1748635,2.924379825,353.040254675,356.069,12.0858275,8.01652375,7.9264575,7.478654875,14.776414125
1,4.75,671.16765,7.14944000000001,5.51437076665,7.00926374999998,13.44858,3.7363765,0.658440899999999,103.30407985,99.85134985,9.888884625,5.883,0.844318975,3.04046025,353.802254225,356.30065,11.973325,7.971912,7.91624,7.494198,13.55
