DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_2,TS_3,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,NEE
1,0.25,1999.32000732422,431.973999023438,0.0564499003812671,-1.18593001365662,1.49494498968125,0.0291382502764463,-0.13917700946331,-7.49908018112183,0.57973650097847,-0.24601649492979,-0.0124626997858286,94.8209991455078,82.9706497192383,-15.599684715271,0.291643023490906,235.942993164063,242.066993713379,-10.2490549087524,-0.00138340995181352,-0.877417027950287,-0.070584649220109,-1.34549558162689,-3.37351083755494,-0.107486002147198,0.661843717098236,0.288617998361588,0.47303956747055,0.331087753176689,2.30005431175232,0.0561527498066425
1,0.75,2000.30493164062,431.865997314453,0.206968992948532,-1.25032997131348,1.62998998165131,0.0147647997364402,0.0125793004408479,-10.0223450660706,0.0569283999502659,-0.205316498875618,-0.0318891005590558,94.8122024536133,83.3007011413575,-15.8440980911255,0.284714996814728,226.740997314453,244.040496826172,-10.2887697219849,-0.00140856998041272,-0.498661011457443,0.185427501797676,-1.34499204158783,-3.37700510025025,-0.120791498571635,0.660943210124969,0.313585996627808,0.524458348751069,0.328711688518524,2.30128002166748,0.17289325594902
1,1.25,2005.82006835938,431.64599609375,0.0996060967445374,-1.17906504869461,1.64327502250671,0.0152031001634896,-0.0422495007514954,-5.62071990966797,-0.279773995280266,-0.17179000377655,-0.00431234505958855,94.8138008117676,83.3697509765625,-15.9203405380249,0.276578009128571,227.962501525879,244.692497253418,-10.4730801582336,-0.0012865950120613,-0.518336504697799,0.187231495976448,-1.34400022029877,-3.39050912857055,-0.102393001317978,0.645364224910736,0.290497988462448,0.510131359100342,0.327702611684799,2.63444995880127,0.103188198059797
1,1.75,2012.30004882813,431.669006347656,0.293785005807877,-0.730781495571136,1.7624100446701,0.0182688999921083,0.0461652483791113,-7.86578989028931,-0.214379996061325,0.179482996463776,0.0760964006185532,94.8169364929199,83.4485015869141,-15.7228045463562,0.273506999015808,233.108993530273,245.26350402832,-7.7138500213623,-0.0015864500310272,-0.368319004774094,0.307343497872352,-1.34400022029877,-3.41150522232055,-0.103032998740673,0.805589854717255,0.303529009222984,0.549151182174683,0.340098530054092,2.06173992156982,0.287510812282562
1,2.25,2014.30004882813,432.5,0.31785449385643,-1.1576200723648,1.67904502153397,0.0177605496719479,0.170524001121521,-0.922905981540682,-0.176016002893448,0.0682386010885239,0.0475347004830837,94.7858810424805,83.6924514770508,-15.6554927825928,0.281076982617378,231.71900177002,244.897994995117,-6.59618997573853,-0.00168505002511665,-0.542705997824669,0.135462000966072,-1.34198606014252,-3.40399789810181,-0.118798997253179,0.762155085802078,0.330118000507355,0.558820366859436,0.369586303830147,2.19615006446838,0.398344978690147
1,2.75,2009.21496582032,433.058502197266,0.039615198969841,-0.897487998008728,1.66606998443604,0.0323245003819466,0.16551099717617,-4.38590002059937,-0.14792500436306,0.216804996132851,0.0303451996296644,94.7826309204102,83.7548522949219,-16.1835079193115,0.286542996764183,230.621994018555,244.619995117188,-5.58725023269653,-0.00179153005592525,-0.424977988004684,0.251011997461319,-1.34900510311127,-3.47199106216431,-0.0982039533555506,0.765753537416458,0.281471014022827,0.558653444051743,0.356045842170715,1.87662994861603,0.167854830622673
1,3.25,2011.6499633789,433.541000366211,0.312558501958847,0.290665000677109,1.61891496181488,0.0326002016663551,0.272453993558884,-6.5164098739624,-0.494457513093948,0.137038007378578,0.0119933001697063,94.7922325134277,84.0704002380371,-15.8725032806396,0.289581999182701,229.045997619629,243.67399597168,-10.1958999633789,-0.00157463498180732,-0.387360498309135,0.304058998823166,-1.35599362850189,-3.44699716567993,-0.104857999831438,0.713216483592987,0.286298006772995,0.525126695632935,0.322430804371834,1.80330002307892,0.291081994771957
1,3.75,2012.61999511719,434.232498168946,0.197016000747681,-0.700919985771179,1.65891003608704,0.0318882986903191,0.00453444989398122,0.440791994333267,0.303805507719517,0.0826411992311478,-0.0111370999366045,94.7920417785645,84.3647918701172,-16.0665035247802,0.280113995075226,230.945007324219,246.442497253418,-6.78451013565063,-0.00163346994668245,-0.654214978218079,0.27997300773859,-1.35550534725189,-3.44901132583618,-0.0906046032905579,0.644412934780121,0.271582007408142,0.472989439964294,0.338319361209869,1.79681497812271,0.216638296842575
1,4.25,2010.3349609375,435.714508056641,0.287045985460281,-1.76365995407104,1.70944499969483,0.0355162005871534,-0.0338810496032238,0.719663500785828,-0.567905485630036,0.191183999180794,0.0825593508780002,94.7899932861328,85.0293998718261,-15.7885036468506,0.276266008615494,231.649993896484,248.528999328614,-6.64614486694336,-0.00166243000421673,-0.372088998556137,0.357583999633789,-1.35800778865814,-3.44949960708619,-0.107376500964165,0.662181973457336,0.286234498023986,0.536168813705444,0.321440517902374,1.67752999067306,0.312792405486107
1,4.75,2008.15002441407,435.141998291016,0.142222002148628,0.209019083995372,1.70403003692627,0.010397634934634,-0.143551990389824,2.63604998588562,-0.207046493887901,0.160178497433662,-0.00699529983103275,94.7836036682129,84.8851509094238,-15.44850730896,0.27836200594902,234.419998168945,250.122001647949,-4.16622519493103,-0.0020034599583596,-0.261487990617752,0.224854499101639,-1.36101377010346,-3.51399850845337,-0.122979998588562,0.688793182373047,0.290748000144958,0.542078375816345,0.344421237707138,1.90501999855042,0.182784900069237
