DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,RH_1_2_1,CO2_1_3_1,SG,WS_1_2_1,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD_1_2_1,PPFD_IN_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,G_1_2_1,G_1_2_2,TA_1_6_2
1,0.25,2.145,92.89,0.54255,1.112,2.243,2.4289,2.902,2.4906,-1.1461,-3.723,-5.10195,-3.394,-3.836,-4.237,1.474,1.446,1.463,389.65,6.91783,409.5,0.1155505,0.363962,-7.33764,0.8128,0.01833655,-3.811,0.0496295,-0.7905,1.633,1.8705,1.9605,3.769,4.055,4.024,1.378,-9.88,-6.526,0,2.318,0,0,0.7255,0,0.473,16.545,0,3.286,3.57,4.006,4.9888,5.973,100.04,5.04224,1.454,313.545,323.337,98.66500092,406.34,-3.84138,1.265985,0.3799285,0.439896,0.178472,0.101305,0.2548515,-3.9973,0,0,0.70512,-4.06081,-1.187295,0.8369415
1,0.75,2.1581,93.05,0.5482,1.072,2.2275,2.409,2.901,2.4874,-1.14965,-3.7075,-5.19285,-3.4391,-3.89345,-4.23665,1.29,1.484,1.516,389.4,6.91494,408.8,0.106917,0.20888,-7.5816,0.78755,0.02418195,-4.01,0.02426,-0.7279,1.611,1.728,1.938,3.733,4.122,4.0675,1.3925,-10.225,-6.139,0,2.322,0,0,0.76845,0,0.4789,16.545,0,3.2873,3.574,4.0074,4.9844,5.9752,100.035,4.98286,1.4285,315.5,323.5375,98.58300018,406.038,-3.74799,1.261055,0.399825,0.433348,0.187778,0.11319,0.268861,-3.99409,0,0,0.677842,-4.107415,-1.28259,0.827763
1,1.25,2.2306,92.78,0.5784,1.156,2.198,2.3923,2.873,2.4876,-1.1462,-3.6851,-5.22995,-3.3977,-3.9017,-4.2773,1.087,1.388,1.416,390,6.925295,409.25,0.118524,0.466179,-8.17,0.8885,0.01713965,-3.943,0.0436131,-0.6009,1.5,1.7115,1.9055,3.757,4.215,4.12,1.387,-10.3435,-8.092,0,2.324,0,0,0.6706,0,0.4696,16.545,0,3.278,3.584,4.0131,4.989,5.9703,100.0515,4.922045,1.489,315.001,323.601,98.4822,406.371,-3.742155,1.254775,0.381119,0.444502,0.187657,0.1149365,0.25266,-3.5746,0,0,0.67515,-4.061205,-1.47253,0.7143935
1,1.75,2.15,92.73,0.652,1.172,2.211,2.3802,2.851,2.461,-1.15065,-3.6842,-5.214,-3.3879,-3.8991,-4.25675,1.111,1.19,1.21,389.75,6.878665,408.05,0.1162,0.4546,-8.5105,0.8513,0.0178419,-4.011,0.0994125,-0.6104,1.479,1.876,1.984,3.787,4.172,4.1335,1.3985,-12.145,-6.356,0,2.325,0,0,0.63435,0,0.4742,16.545,0,3.2776,3.58,4.0106,4.992,5.9684,100.05,5.03689,1.459,315.5,323.9,98.62949756,406.622,-3.80184,1.24888,0.403284,0.448507,0.188343,0.113115145,0.2470205,-3.622,0,0,0.677426,-3.967635,-1.567625,0.68112
1,2.25,2.2894,93.04,0.5624,1.154,2.191,2.4163,2.834,2.4199,-1.1463,-3.7261,-5.185,-3.4471,-3.8655,-4.19885,1.07,1.102,1.189,389.5,6.882265,408.2,0.119787,0.181327,-8.299,0.832953,0.00346959,-3.966,0.0629282,-0.588109,1.61,1.949,2.046,3.766,4.212,3.994,1.394,-9.658,-6.432,0,2.328,0,0,0.6199,0,0.4653,16.545,0,3.2612,3.565,4.004,4.993,5.9564,100.07,4.944405,1.528,314.395,323.7,98.4615,406.622,-3.8675,1.26821,0.402561,0.4534175,0.197787,0.105272,0.2554245,-4.3931,0,0,0.72667,-4.06047,-1.47261,0.72075
1,2.75,2.28245,93.06,0.6578,1.162,2.167,2.4211,2.853,2.43,-1.1463,-3.731,-5.185,-3.5507,-3.867,-4.25205,1.123,0.9978,1.039,389.85,6.86104,407.65,0.1156355,0.328124,-6.812,0.771991,0.0290737,-3.876,-0.0140839,-0.6715495,1.5225,1.8995,1.964,3.829,4.397,4.0735,1.3775,-10.1675,-6.147,0,2.338,0,0,0.6581,0,0.4686,16.545,0,3.2504,3.562,4.0073,4.9955,5.959,100.0775,4.91489,1.4725,314.163,323.9355,98.3773,406.15,-3.70272,1.197205,0.414949,0.458382,0.189394,0.101778601,0.257155,-3.972995,0,0,0.6973135,-3.96828,-1.37624,0.700837
1,3.25,2.19465,93.14,0.61135,1.185,2.1578,2.382,2.829,2.4295,-1.1742,-3.7009,-5.1729,-3.60165,-3.9163,-4.2504,1.418,0.9544,0.9554,384.2,6.86963,408.45,0.11906,0.1508,-7.4905,0.700409,0.043275,-3.921,-0.123113,-0.7294,1.511,1.988,2.056,3.94,4.284,4.173,1.37,-13.155,-5.367,0,2.337,0,0,0.6937,0,0.4768,16.545,0,3.2491,3.548,4.002,4.991,5.962,100.05,4.83634,1.408,314.273,323.619,98.58699799,406.903,-3.63753,1.21616,0.411457,0.4510055,0.203776,0.099115422,0.269065,-3.8043,0,0,0.60667,-4.24514,-1.471105,0.74037
1,3.75,2.1589,93.18,0.5811,1.14,2.139,2.3565,2.815,2.4271,-1.1392,-3.694,-5.18395,-3.6409,-3.9396,-4.2628,1.174,0.9656,0.9179,389.8,6.91267,407.6,0.114218,0.0999745,-7.03057,0.8358895,0.01371355,-3.841,-0.1398,-0.7006,1.624,1.996,1.9105,3.871,4.195,4.1145,1.3585,-9.053,-5.448,0,2.338,0,0,0.6574,0,0.4675,16.545,0,3.2298,3.533,3.9789,4.9908,5.967,100.053,4.92658,1.438,313.6,323.4945,98.513050795,406.769,-3.70521,1.198925,0.400627,0.4464185,0.1937705,0.0995105,0.234021,-4.16171,0,0,0.6561785,-4.24515,-1.56719,0.816388
1,4.25,2.148,93.34,0.56235,1.157,2.1134,2.354,2.835,2.4199,-1.14015,-3.735,-5.161,-3.6267,-3.95005,-4.276,1.125,0.9808,0.9513,389.7,6.902225,407.6,0.1037,0.226208,-7.20968,0.783475,0.0189196,-3.865,-0.003366,-0.6649965,1.616,1.9,1.977,3.824,4.281,4.108,1.2455,-8.7855,-4.803,0,2.339,0,0,0.6335,0,0.4673,16.545,0,3.2247,3.524,3.9702,5.0049,5.9706,100.0285,4.95,1.426,313.928,323.621,98.489998655,406.6845,-3.769965,1.17311,0.408765,0.454274,0.195052,0.106131557,0.242375,-4.1745,0,0,0.663604,-4.24547,-1.519665,0.6996415
1,4.75,1.967,93.47,0.49045,1,2.121,2.3264,2.88,2.4018,-1.166,-3.769,-5.1588,-3.6266,-3.9435,-4.33,1.006,0.9706,1.02,389.7,6.88795,408.6,0.1059,0.127398,-7.31586,0.766989,0.0274762,-3.897,-0.0292,-0.83555,1.678,1.796,1.94,3.891,4.324,4.093,1.3495,-9.717,-4.955,0,2.339,0,0,0.6317,0,0.4671,16.545,0,3.2228,3.507,3.9631,5.005,5.975,100.015,4.868,1.454,314.6005,323.219,98.38800049,406.551,-3.87157,1.173825,0.400695,0.4695495,0.192059,0.1066367695,0.267294,-3.61821,0,0,0.667957,-4.522565,-1.51986,0.8779305
