DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-30.892899,332.298975,18.2312142675,-1.29445675,0.1073736,0.3274572627,-39.35903,-6.51836425,96.133575,69.473475875,-25.55525,0.04061806425,-27.270107625,0.0150974,154.37097375,200.94547875,-69.247148,0,-3.476441425,-0.444312075,-10.89676238475,-0.3246445,0.18919588275,0.037225,0.14238826675,0.03289808925,0.904799
1,0.75,-30.82788725,332.137575,18.2277326955,-1.46617875,0.11343975,0.3365805236,-40.367875,-5.97980925,96.2419,71.3191795,-25.6525,0.040664239,-27.572119375,0.014833225,154.54819125,199.70227125,-69.382658625,0,-3.420569175,-0.35851574375,-11.1205404875,-0.3290555,0.18069295075,0.031175,0.161237009,0.0355649405,0.92680875
1,1.25,-31.09162725,332.0833,18.2320815115,-0.646689225,0.13927525,0.373177987,-36.88778,-6.565369,96.0614,70.605939375,-25.6242,0.0388412825,-27.83605325,0.01475825,154.46618625,198.91575375,-68.461043375,0,-3.3642018875,-0.2663629925,-11.31016349375,-0.31394,0.2041665724,0.03706,0.1643466597,0.034377877,0.8082
1,1.75,-31.069477,332.2561,18.2364586595,-1.05275565,0.0932,0.30528675,-41.90256,-6.30853375,96.21565,70.4103455,-25.5779,0.04861224845,-27.1718735,0.01482045,154.00439625,199.87021625,-68.3262115,0,-3.37088865,-0.17154627,-11.4483092285,-0.324706,0.221845242,0.03356,0.1672413988,0.03256064545,0.687300175
1,2.25,-31.162305875,332.1214,18.23453173375,-1.69376375,0.224651,0.474026371,-41.97541,-5.2133,96.178265,70.2203415,-25.2718,0.041740292325,-27.428457125,0.015950525,153.9882275,200.7072975,-67.260085875,0,-3.48750625,-0.181136014625,-11.5195963875,-0.31528375,0.216547347875,0.040571025,0.155176506,0.038259088925,0.75189695
1,2.75,-31.09721775,332.378425,18.23606705525,-4.515902,0.22314275,0.472407562,-40.25584,-6.629519,96.14928,69.608755875,-25.00885,0.038470768,-27.643545875,0.015801,152.87277625,199.874365,-65.946331,0,-3.440925925,-0.35263908625,-11.567147041,-0.30669925,0.1641815605,0.038425,0.1832760855,0.02453405505,0.8362373
1,3.25,-31.228294875,332.56645,18.238659029,-3.6154705,0.194713375,0.441059673525,-42.1916125,-6.385474,96.1323375,68.825481125,-24.92775,0.039214323625,-27.501673875,0.0151484,152.17486625,201.6598475,-65.765556625,0,-3.449646,-0.3907951875,-11.57731775975,-0.298892375,0.226182406,0.048590625,0.168024593125,0.026585776625,0.7269435
1,3.75,-31.164176875,332.9036,18.248363106,-3.233236,0.188505125,0.43374111725,-45.01973,-6.0439755,96.13623,68.9522135,-25.697,0.0442855237,-27.785522,0.01520355,152.0991525,200.318135,-66.434404,0,-3.52346925,-0.232153825,-11.601749541,-0.3430674,0.2075295583,0.0438499,0.1540523458,0.0296691213,0.5827663
1,4.25,-31.47041075,333.025,18.2506181675,-1.6930025,0.225383925,0.474406920275,-47.2837225,-6.9935385,96.18731,69.210848625,-26.53685,0.04697114185,-28.10647125,0.015095625,152.4641875,197.441855,-67.1731965,0,-3.3283839875,-0.3095171275,-11.7178899875,-0.3330682,0.18954197355,0.03833205,0.16522687605,0.03039178295,0.8478358
1,4.75,-31.91124475,332.529375,18.2369997,-2.44310125,0.1137199,0.3370246518,-45.5701875,-6.65426,96.0644775,68.7291835,-26.6133,0.0438841482,-28.29292225,0.015278475,152.4054775,197.6281875,-65.252451,0,-3.4196152,-0.33850641,-11.815166766,-0.32793625,0.177688641275,0.034645,0.164234446075,0.025087402325,0.74403245
