DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1
1,5.25,412.488,3.282,420.01925,4.05525,1991.07575,405.363,3.326,418.79075,4.47475,1988.975,412.547,3.38925,422.1655,4.1785,1983.6105,412.75425,3.49025,424.259,4.205,1984.44,406.8815,3.6595,424.9795,4.29975,1995.512,418.89725,3.8115,427.847,4.939,1991.2795,1.10125,-1.762,0.12675,416.926,3.584,0.4865,-0.7155,0.544,-7.64625,-5.68475,0.159,-31.06275,-9.9325,0.347,0.8925,0.695,0.5025,0.5,0.28,-1.802,-1.98125,-1.7345,-1.732,-1.60025,-2.191,-2.824,94.746,63.87,0.802,-1.5175,-0.8525,-0.2575,-0.615,-0.32,0.6,-4.475,1.625,-0.4125,247.525,307.35,-77.9425,285.3,310.8,0.0975,-0.14,-0.22,-0.24,-0.36,-0.07,0.12,-0.11,-0.15,-0.33,2.701,3.468,5.6415,5.944,6.856,2.98125,4.07825,5.90375,3.751,4.28,6.073,6.9995,5.65625,2.51575,3.73925,4.56075,5.94025,3.12925,3.8755,5.703,6.426,7.3235,7.661,-16.403,-11.84175,-18.062
1,5.75,407.469,3.212,421.44175,3.9375,1991.461,402.94675,3.38275,419.4775,4.173,1988.383,408.24675,3.41,423.9355,4.2245,1986.846,410.27375,3.40425,424.04,4.14,1986.244,405.543,3.55475,422.881,4.079,1983.0805,418.948,3.763,426.4905,4.682,1979.706,1.082,-1.892,0.117,417.28725,3.61975,0.47375,-0.55175,0.18625,-0.5575,-5.96175,0.149,-28.89925,-7.16,0.363,0.9425,0.7375,0.5425,0.5275,0.3,-1.8555,-2.0695,-1.8225,-1.778,-1.7125,-2.19675,-2.87225,94.749,62.125,0.779,-1.475,-0.97,-0.3475,-0.73,-0.4,0.6,-4.495,1.625,-0.385,248.225,307.45,-78.92,286.9,310,0.09,-0.1475,-0.22,-0.24,-0.36,-0.07,0.12,-0.11,-0.15,-0.33,2.6525,3.421,5.615,5.94,6.855,2.93675,4.03675,5.89875,3.643,4.215,6.061,6.9925,5.64575,2.46725,3.69775,4.566,5.93325,3.07175,3.8315,5.6915,6.41225,7.322,7.66,-15.861,-11.494,-17.78025
1,6.25,408.2,3.29,420.752,4.12675,1991.21825,406.039,3.319,418.356,4.3955,1985.971,410.0685,3.42125,422.02,4.1605,1986.84525,410.37275,3.48225,424.23775,4.14625,1985.6565,407.153,3.665,425.93075,4.36475,1991.837,416.594,3.867,428.631,4.93,1974.49125,1.13,-2.132,0.114,417.126,3.6395,0.56225,-0.80125,0.33375,1.0005,-3.743,0.152,-36.3455,-9.773,0.338,0.94,0.7175,0.53,0.5,0.3,-2.0185,-2.488,-1.9455,-1.894,-1.81525,-2.4585,-3.081,94.7565,61.66,0.688,-1.33,-0.98,-0.44,-0.86,-0.5525,0.6,-4.485,1.5,-0.3875,249.15,307.3,-79.835,287.4,309,0.09,-0.14,-0.22,-0.24,-0.36,-0.07,0.11,-0.11,-0.15,-0.33,2.576,3.35575,5.5705,5.909,6.8485,2.883,4.009,5.8545,3.567,4.16975,6.04775,6.986,5.636,2.4205,3.678,4.528,5.899,2.994,3.7605,5.6625,6.3915,7.323,7.6595,-15.68025,-11.486,-17.976
1,6.75,408.0885,3.27975,420.471,3.962,1989.25,404.39325,3.40525,418.7305,4.17675,1991.35325,408.09075,3.302,423.2215,4.0315,1983.996,408.172,3.437,424.0275,4.2325,1987.988,408.091,3.642,422.726,4.454,1983.0565,414.36775,3.77575,424.49,4.966,1975.51975,1.092,-2.1235,0.1255,417.221,3.679,0.631,-0.9215,-0.0265,-4.293,-4.536,0.1385,-50.777,-8.132,0.3335,0.93,0.7,0.5,0.495,0.3,-2.14375,-2.675,-2.038,-1.885,-1.82675,-2.454,-3.076,94.734,62.28,0.6585,-1.485,-0.99,-0.49,-0.97,-0.585,0.6,-4.39,1.5,-0.29,242.3,306.35,-79.3025,282,308.675,0.09,-0.14,-0.22,-0.24,-0.36,-0.07,0.12,-0.12,-0.15,-0.35,2.549,3.32925,5.54525,5.90875,6.84725,2.844,3.972,5.81925,3.494,4.13125,6.0275,6.98225,5.6255,2.415,3.618,4.504,5.895,2.984,3.71,5.6415,6.388,7.323,7.65625,-15.723,-11.72,-18.159
1,7.25,409.10875,3.299,419.05125,3.94825,1987.4,405.418,3.388,417.31125,4.184,1990.31425,410.77925,3.42725,421.54225,4.05925,1982.828,410.599,3.39775,423.605,4.0165,1988.6445,409.06875,3.6645,426.3975,4.3595,1989.451,416.788,3.78475,427.98275,4.789,1981.791,1.1045,-2.6085,0.115,416.7065,3.6485,0.4785,-0.886,0.266,-7.538,-4.848,0.143,-50.4565,-8.5465,0.332,0.89,0.69,0.53,0.515,0.29,-2.134,-2.8365,-2.1125,-1.991,-1.95425,-2.48825,-3.153,94.724,62.385,0.653,-1.555,-1.04,-0.76,-0.97,-0.6525,0.6,-4.4075,1.4,-0.23,239.9,306.3,-84.1575,279.9,307.775,0.23,0.01,-0.03,-0.11,-0.2,-0.01,0.13,-0.06,-0.11,-0.27,2.51625,3.2895,5.525,5.90825,6.84575,2.779,3.935,5.80525,3.46025,4.08175,5.99675,6.96775,5.615,2.368,3.585,4.48,5.89,2.908,3.685,5.617,6.3845,7.3235,7.65225,-16.236,-11.997,-18.48325
1,7.75,409.065,3.295,419.453,3.9895,1986.818,405.148,3.4705,418.94675,4.2625,1984.3745,409.161,3.414,423.83275,4.13475,1982.44,413.435,3.53875,423.64425,4.1305,1984.2395,408.792,3.733,423.3455,4.163,1973.67325,417.097,3.8085,424.14,4.9675,1983.9025,1.078,-2.226,0.132,415.984,3.6035,0.31775,-0.356,0.431,-7.93075,-4.53225,0.139,-31.55525,-10.413,0.337,0.91,0.71,0.5,0.51,0.28,-2.396,-2.799,-2.307,-2.232,-1.98875,-2.507,-3.227,94.74,61.8025,0.7045,-1.445,-1.05,-0.73,-0.83,-0.7775,2.7,-0.17,4.2,0.06,243.65,306.05,-76.6,281.4,308,5.095,3.96,3.9,2.8,2.48,1.84,0.465,1.75,1.49,1.48,2.44225,3.255,5.50275,5.908,6.845,2.724,3.892,5.79125,3.387,4.077,5.98125,6.9575,5.60275,2.3255,3.571,4.456,5.886,2.859,3.6545,5.6215,6.3755,7.324,7.64925,-16.02125,-11.8655,-18.2635
1,8.25,408.5215,3.388,419.285,4.182,1991.5895,404.9845,3.4545,417.4845,4.354,1986.35725,408.97225,3.348,420.1135,4.3365,1983.1355,409.297,3.488,423.4865,4.0265,1983.312,408.659,3.601,425.35925,4.44975,1984.77,416.7385,3.6525,425.583,4.906,1984.346,1.1085,-2.3595,0.1195,416.136,3.4975,0.2685,-0.55025,-0.238,-2.651,-3.35375,0.146,-32.34325,-7.1495,0.3155,0.87,0.66,0.48,0.48,0.29,-2.42325,-2.663,-2.445,-2.045,-2.164,-2.5225,-2.9325,94.72775,61.22,0.7465,-1.2275,-0.805,-0.64,-0.57,-0.275,10.925,8.34,11.475,0.89,243.05,306.5,-57.56,286.6,310.05,22.69,20.6,19.63,14.48,11.3075,8.9375,1.66,9.02,8.4275,7.42,2.3405,3.248,5.5105,5.9075,6.8425,2.669,3.847,5.77125,3.3385,4.0225,5.96275,6.9395,5.59175,2.2795,3.515,4.432,5.883,2.801,3.626,5.625,6.3665,7.3235,7.646,-16.457,-12.13225,-18.704
1,8.75,408.37575,3.28525,419.635,4.0425,1988.85,405.0465,3.493,418.5145,4.19475,1986.103,408.96325,3.35925,424.04025,4.08025,1979.704,409.278,3.54,422.993,4.2025,1982.78075,405.8625,3.689,421.876,4.16125,1973.471,416.69475,3.64675,424.103,5.19,1987.0305,1.084,-2.4415,0.124,416.184,3.49775,0.37425,-0.806,-1.14975,-6.25325,-1.517,0.14,-30.341,-2.2755,0.333,0.87,0.6925,0.5,0.49,0.3,-2.356,-2.5745,-2.321,-2.27275,-1.9015,-2.43025,-2.6235,94.7525,59.935,0.74075,-1.06,-0.505,-0.29,-0.21,0.0825,20.45,23.675,23.2,2.015,243.775,307.225,-10.495,286.4,311.8,60.575,56.4,55.235,40.955,31.915,22.8,3.795,22.565,18.65,17.5,2.252,3.2635,5.489,5.90775,6.839,2.604,3.82525,5.7655,3.3195,3.9675,5.961,6.923,5.5795,2.2215,3.45525,4.402,5.8835,2.822,3.62025,5.59025,6.344,7.322,7.613,-16.5285,-12.095,-18.49675
1,9.25,409.688,3.307,419.52875,4.151,1984.1675,404.794,3.4505,417.63575,4.27175,1983.55825,408.94,3.475,421.439,3.912,1990.406,410.274,3.479,422.504,4.1995,1987.424,407.461,3.631,425.42,4.313,1969.7175,416.80775,3.69575,425.29575,4.61825,1979.192,0.845,-2.18775,0.133,416.909,3.541,0.3195,-0.99925,-0.28825,-7.886,-2.275,0.1515,-17.653,0.72675,0.33175,0.71,0.575,0.4475,0.48,0.28,-1.989,-2.086,-1.76625,-1.67725,-1.00625,-2.24,-1.9835,94.8095,60.385,0.88175,0.1225,-0.1775,0.305,0.27,1.045,35.675,43.4325,44.775,3.9925,246.25,310.775,28.87,288.95,315.15,99.1025,91.505,87.6625,63.54,50.995,39.0325,6.0825,36.205,33.41,30.4875,2.36,3.229,5.477,5.91625,6.831,2.55525,3.81075,5.7635,3.3725,3.943,5.9385,6.907,5.56725,2.219,3.43175,4.389,5.88825,2.9485,3.62275,5.60825,6.346,7.321,7.61,-16.554,-12.08875,-17.985
1,9.75,411.32375,3.402,419.8975,4.1165,1998.95825,404.98125,3.45425,418.46475,4.075,1988.871,411.86425,3.429,422.7865,4.1505,1982.8135,412.965,3.541,422.10975,4.213,1985.695,407.2425,3.745,421.662,4.374,1972.69,414.95075,3.95475,423.912,4.796,1988.9675,0.8235,-1.4405,0.132,417.08525,3.556,0.695,-1.379,0.00650000000000003,3.1325,-6.3085,0.1715,5.634,1.931,0.3575,0.735,0.6025,0.445,0.51,0.3,-1.557,-1.3175,-1.2,-0.634,-0.516,-1.45175,-1.472,94.8315,58.26,1.032,0.55,1.0275,1.15,1.35,1.52,44.7,63.85,65,5.9,247.9,314.9,50.45,293.775,320.375,149.2025,137.36,134.66,92.23,75.215,60.525,8.94,52.37,51.905,39.93,2.50175,3.179,5.483,5.931,6.817,2.636,3.8155,5.75675,3.5175,3.97125,5.9105,6.9025,5.5555,2.269,3.45,4.376,5.888,2.96,3.668,5.616,6.3365,7.3205,7.6075,-16.819,-11.984,-17.327
1,10.25,406.977,3.22,419.568,4.08975,1990.68,405.2575,3.35375,417.678,4.283,1981.192,411.63625,3.257,421.07225,4.3905,1996.55525,410.379,3.373,422.36625,4.20225,1997.294,405.81825,3.6345,424.21025,4.304,1988.652,412.858,3.8715,422.51,4.8075,1988.992,0.86275,-1.54775,0.12075,417.02275,3.535,0.59225,-1.264,-0.029,4.098,-8.6235,0.177,12.06825,1.86,0.40725,0.785,0.65,0.515,0.53,0.33,-1.0855,-0.9225,-0.976,-0.371,-0.057,-1.08675,-0.911,94.854,55.41,1.026,0.73,1.56,1.5825,1.615,2.065,51.3,76.095,82.1,7.64,249.3,318.7,61.27,297.95,322,190.6475,167.52,159.94,119.01,92.205,70.12,11.84,70.79,61.985,53.205,2.648,3.20625,5.487,5.901,6.802,2.748,3.876,5.75975,3.75325,4.05,5.8955,6.90125,5.54575,2.3545,3.509,4.366,5.884,3.2205,3.90175,5.607,6.316,7.2975,7.6055,-16.64325,-12.02575,-17.943
1,10.75,407.824,3.189,419.7215,3.95975,1999.488,403.9425,3.314,418.1775,4.02525,1996.25,409.315,3.22975,422.107,4.049,1989.179,406.861,3.218,421.16,4.235,1991.059,405.514,3.555,420.779,4.364,1986.0645,412.49925,3.6865,422.50625,4.5455,2007.8005,1.155,-0.853,0.16,416.6335,3.54025,0.728,-1.05175,0.154,7.43825,-3.763,0.21,20.4955,2.34475,0.402,0.93,0.7725,0.58,0.595,0.37,-0.963,-0.52175,-0.861,-0.10925,0.2315,-0.5845,-0.418,94.8795,53.685,1.23425,1.32,1.92,2.34,3.235,3.5175,54.2,100.78,100.2,9.17,250.1,322.6,71.185,297.625,331.05,220.275,202.055,194.93,149.345,119.68,97.8,13.95,85.73,81.6575,54.005,2.821,3.3195,5.501,5.82675,6.804,2.9575,3.98,5.76325,4.09525,4.23175,5.894,6.892,5.55125,2.47575,3.741,4.3575,5.875,3.43225,4.0735,5.621,6.32525,7.271,7.607,-16.03175,-11.743,-15.9385
1,11.25,410.333,3.157,418.84775,4.0045,1988.85,404.64,3.156,417.228,4.256,1991.1465,411.306,3.203,420.261,4.1325,1991.535,411.3575,3.2885,421.299,4.0255,2005.568,405.348,3.50975,422.279,4.206,1994.415,412.8475,3.6395,419.9365,4.589,2012.6635,1.2465,-0.1755,0.174,416.718,3.47275,0.60925,-0.6135,0.43,6.4335,-3.902,0.233,27.134,3.1175,0.472,1.0675,0.91,0.64,0.66,0.41,-0.2885,-0.011,-0.106,0.118,0.512,0.0405,0.29925,94.8635,51.74,1.32525,2.28,2.95,3.405,3.7225,4.86,62.1,130.675,134.3,11.24,251.9,325.3,99.915,302.775,335.125,278.6425,273.115,261.975,200.335,153.715,129.3325,18.36,114.8,107.1025,67.565,3.158,3.488,5.505,5.915,6.806,3.187,4.0125,5.76875,4.4055,4.49175,5.92425,6.8865,5.57925,2.5775,3.9195,4.40025,5.9005,3.51475,4.149,5.6445,6.40775,7.265,7.68725,-14.783,-10.57725,-13.076
