DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,408.086662275,5.210297025,1969.7736012,-3.512213,-102.679612,-39.939172975,-46.9741465,-8.5183644,0.3204978,0.0399044,-0.3405176,0.1716958,0.0417072,100.7624,49.55025,3.12175,0.084558,10.5365573,0.0556993,6.3165,7.243,8.64775,9.475,10.19,5.0875,5.91425,9.1075,7.7765,9.5675,5.56175,6.23625,7.48675,9.3675,10.5175,-108.049868775,0,0,-4.2893665,0.08547,235.793625525,326.3500834,-0.363196
1,0.75,401.9154515,5.04302045,1971.79039435,-3.0450357,-76.234519875,-38.61460175,-48.6608537,-4.895895175,0.284835875,0.04079785,-0.37890405,0.1764131,0.0388867,100.7342,49.4465,3.183,0.0810446,10.208690475,0.06164905,6.2125,7.127375,8.6325,9.48875,10.18975,4.940925,5.771525,9.0345,7.75105,9.669,5.411525,6.15125,7.33335,9.329,10.519,-108.508896775,-0.0738918,0,-4.3417687,0.06105,234.10364275,325.495589375,-0.363196
1,1.25,405.464456725,4.97922365,1964.179372375,-3.125039825,-58.469799475,-38.549308625,-49.931637,-3.6539205,0.412849325,0.036309,-0.426026125,0.16463995,0.04175795,100.705,50.536,3.0285,0.0780459,10.2735323,0.06152165,5.916125,7.044025,8.6075,9.51325,10.19525,4.6011,5.59025,8.9645,7.723125,9.63075,5.075725,6.15335,7.1978,9.29725,10.53075,-108.53548745,-0.076970625,0,-4.396728,0,235.38033945,324.9409016,-0.363196
1,1.75,403.2866436,5.0257409,1967.99993655,-5.025470925,-79.26321115,-38.4345084,-47.68742,-6.11501,0.3061028,0.0346862,-0.4420646,0.1356914,0.0475497,100.622,50.9305,2.80225,0.070763125,9.9408211,0.0666675,5.8685,6.9895,8.605,9.52775,10.20525,4.3792,5.353025,8.90625,7.68395,9.5335,5.028875,5.880825,7.15855,9.3,10.538,-109.22466815,-0.123153,-0.119617,-4.447853,0.07588275,234.59838655,323.814890375,-0.363196
1,2.25,404.99395925,5.0365659,1969.08722175,-3.623098,-92.0452031,-38.118787125,-48.98218225,-4.85373895,0.1806159,0.0337917,-0.388512925,0.1449175,0.0408732,100.6095,51.2515,2.671125,0.052526375,9.5401789,0.0595885,5.9354,6.906725,8.565,9.54225,10.208,4.01165,5.188625,8.848,7.6154,9.38725,4.7291,5.706225,7.14375,9.289,10.54525,-110.5259076,-0.123153,0,-4.3404906,0.0748939,234.7197914,321.72516685,-0.363196
1,2.75,405.240083475,4.765030075,1971.2893858,-3.6917192,-52.919742275,-37.59687705,-49.36129035,-4.2516553,0.3741909,0.0429432,-0.355024,0.1790629,0.04322695,100.6195,50.1125,2.347,0.05820275,9.2688684,0.06222575,5.813075,6.852675,8.5375,9.55675,10.21075,4.093875,5.043025,8.8035,7.44025,9.289,4.71735,5.5619,7.1248,9.288,10.55525,-110.391251425,0,0,-4.1871165,0.07390505,235.0765746,321.583139125,-0.363196
1,3.25,393.2476303,4.85905655,1968.733768625,-1.60748855,-66.7288,-36.3395932,-46.59236045,-4.844088,0.3512346,0.0333583,-0.5180815,0.1595658,0.0436996,100.632,52.9635,2.0761,0.0636397,8.9309281,0.06301075,5.76875,6.740875,8.5075,9.56125,10.2135,4.081925,4.94905,8.75175,7.44805,9.239,4.7159,5.518025,6.998425,9.24175,10.55975,-111.04856835,0,0,-4.12960095,0.07192735,234.8024659,319.1763704,-0.363196
1,3.75,403.4591755,4.62644425,1971.862963575,-1.6790777,-65.066776,-35.310169275,-49.4274345,-4.4681617,0.3648572,0.036498475,-0.338589325,0.13709665,0.039490175,100.6325,53.4325,1.5276,0.0615736,8.4922644,0.0637781,5.60625,6.596075,8.49,9.554,10.219,3.886975,4.985875,8.69725,7.434825,9.2325,4.673175,5.54915,6.970875,9.20175,10.55975,-110.55674235,-0.083128275,-0.0837318999999999,-4.601227,0.06105,232.05908045,319.1145445,-0.363196
1,4.25,406.03400525,4.47528325,1972.494409525,-2.035210275,-48.8937628,-37.6925513,-35.192539225,-2.512073425,0.43016935,0.036392625,-0.363852325,0.1552817,0.037557325,100.60375,51.161,1.3416,0.0623506,8.667082625,0.05551985,5.594775,6.48635,8.455,9.534,10.229,3.7687,4.73495,8.64175,7.3826,9.22875,4.484875,5.484925,6.8978,9.14075,10.56975,-109.45110685,-0.123153,-0.119617,-4.64084895,0.06105,231.4976512,318.8408127,-0.363196
1,4.75,409.4521786,4.8111738,1977.4382369,-1.74075275,-74.061538,-37.9928306,-38.58376825,-5.6225482,0.4698248,0.0357846,-0.3345604,0.15544665,0.039301125,100.594125,52.691,1.5603,0.0583812,8.304157775,0.05877575,5.467625,6.404375,8.375,9.51675,10.23175,3.90675,4.722525,8.55,7.334725,9.2295,4.277725,5.407775,6.843975,9.06525,10.567,-109.45838835,-0.0862070999999999,-0.086722325,-4.645040475,0,233.40719175,315.5929437,-0.363196
