DOY2,HR2,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_3,H2O_1_1_3,CO2_1_2_3,H2O_1_2_3,CO2_1_3_3,H2O_1_3_3,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,0.25556013239677,-12.2169408068594,0.579334421910096,421.149821330869,0.693505458383917,415.126503740385,0.79333484760335,415.122745323449,0.742369055948376,415.184147877813,0.768119073690067,414.577922967197,0.702790185892748,6.4901543933507,-19.626647262486,0.192000221249563,3.53,2.895,-19.0921,-22.294,-18.7586,-19.3785,101.759115,79.9,0.2441,-19.94,-19.065,-12.825,0.7,-1.015,1.55,-0.48,210.65,223.2,240.7,249.35,-0.05,0.555,0.73,-0.05,-0.11,-0.17,0.06,-0.29,-10.2065,-9.6955,-7.4615,-7.5205,-6.7135,-6.015,-4.9595,-4.5365,-10.632,-10.143,-5.328,-4.6055,-4.046,-2.7475,-8.773,-8.7835,-7.944,-7.5955,-5.8275,-6.022,-4.886,-4.006,-3.261,-10.9175,-10.5585,-9.313,-8.783,-7.8905,-7.199,-5.832,-5.511,-12.787,-11.648,-10.5995,-8.208,-8.6895,-6.693,-5.5105,-4.706,-5.774,-2.74,-9.415
1,0.75,0.236264237865131,-11.0834100615336,0.564226197813734,421.063049687516,0.667097686501681,415.184480916667,0.839974149025527,415.10937586859,0.773774813332145,415.374307939297,0.779363364996579,414.579581062147,0.775044732830176,5.89664343689365,-19.524102505072,0.193462720772039,3.525,2.79,-19.1581,-22.325,-18.90425,-19.4451,101.79395,80.295,0.241,-19.07,-19.1,-12.78,0.75,-1.025,1.45,-0.46,209.75,222.9,240.5,249.3,-0.06,0.56,0.73,-0.05,-0.11,-0.17,0.06,-0.29,-10.216,-9.709,-7.465,-7.529,-6.803,-6.0175,-4.962,-4.539,-10.6295,-10.137,-5.3325,-4.608,-4.0505,-2.749,-8.7795,-8.786,-7.957,-7.6065,-5.833,-6.0255,-4.89,-4.002,-3.2635,-10.9275,-10.561,-9.3195,-8.785,-7.8925,-7.2005,-5.834,-5.513,-12.8055,-11.657,-10.601,-8.214,-8.611,-6.696,-5.512,-4.7085,-5.3415,-2.685,-9.255
1,1.25,0.246024392885122,-12.9091073526719,0.548643077644068,420.962108207003,0.683852260447695,415.238451842949,0.832120499595049,415.138608368932,0.773598094484931,415.343109559018,0.788121846668621,414.563648016895,0.715427293400244,5.90070480018328,-19.4660117029069,0.20550895621433,3.655,2.995,-19.2911,-22.3335,-18.5883,-19.4944,101.829725,80.26,0.2352,-18.11,-19.1,-12.79,1,-1.02,2.05,-0.47,208.2,223.2,240.15,249.25,-0.06,0.55,0.72,-0.05,-0.11,-0.17,0.06,-0.285,-10.2255,-9.723,-7.469,-7.5375,-6.8235,-6.0205,-4.964,-4.5415,-10.641,-10.131,-5.337,-4.6095,-4.0545,-2.7515,-8.7855,-8.7875,-7.9705,-7.617,-5.838,-6.0275,-4.8935,-4.004,-3.281,-10.937,-10.5635,-9.326,-8.787,-7.8945,-7.2025,-5.836,-5.515,-12.809,-11.659,-10.5995,-8.2205,-8.616,-6.6995,-5.514,-4.7105,-5.2,-2.551,-8.35
1,1.75,0.220798166816349,-13.7479069787191,0.517202023962845,420.079050914759,0.662977776954319,415.360214730769,0.85750845718803,415.242105807692,0.837486543082119,415.329009906752,0.833933294773195,414.632677238636,0.78842617953451,5.36325004799779,-19.5908224368351,0.201741443919496,3.475,2.75,-19.347,-22.385,-18.9609,-19.5849,101.823005,80.41,0.2357,-18.54,-19.165,-12.785,0.8,-1.1,1.9,-0.51,207.55,223.25,239.9,249.25,-0.06,0.56,0.73,-0.05,-0.11,-0.17,0.065,-0.29,-10.2355,-9.737,-7.4735,-7.5465,-6.829,-6.023,-4.9655,-4.544,-10.6535,-10.1255,-5.341,-4.6115,-4.059,-2.7535,-8.79,-8.7895,-7.984,-7.6275,-5.844,-6.0305,-4.897,-4.002,-3.283,-10.947,-10.565,-9.3325,-8.789,-7.897,-7.204,-5.838,-5.517,-12.827,-11.6485,-10.5905,-8.2255,-8.621,-6.703,-5.516,-4.7135,-5.584,-2.8,-7.15
1,2.25,0.236645145880932,-7.15697013220823,0.505049373182185,419.708961672785,0.679095420913183,415.241619666667,0.8554371297971,415.220967870893,0.831027316352658,415.470785169667,0.84997288833974,414.708621636364,0.788798278089866,5.82917554481672,-19.6019115251732,0.190182618173223,3.83,2.77,-19.257,-22.4155,-19.41395,-19.7036,101.807025,80.32,0.2365,-18.36,-19.09,-12.785,0.7,-1.04,1.75,-0.485,207.15,224.6,239.75,249.25,-0.05,0.56,0.73,-0.05,-0.11,-0.17,0.065,-0.29,-10.245,-9.751,-7.4785,-7.555,-6.8335,-6.0255,-4.9685,-4.547,-10.6675,-10.1285,-5.3455,-4.6135,-4.063,-2.7555,-8.795,-8.7915,-7.9975,-7.6385,-5.849,-6.0335,-4.9005,-4.0045,-3.285,-10.957,-10.5675,-9.339,-8.7915,-7.9005,-7.206,-5.8405,-5.519,-12.8485,-11.6385,-10.5865,-8.227,-8.719,-6.707,-5.5175,-4.7155,-5.726,-2.728,-7.495
1,2.75,0.200828617072575,-8.3003577455993,0.535407110721365,420.062441210253,0.676637602622413,414.841337346278,0.811386311316429,415.278857165049,0.754569133655762,415.483974160256,0.762432819468011,414.669265110032,0.753500251884005,5.7140426517182,-19.5166083730628,0.183932895911714,3.53,3.275,-19.3864,-22.1705,-19.3213,-19.893,101.789265,80.57,0.2396,-18.39,-19.045,-12.775,0.7,-1,1.6,-0.37,207.45,224.7,239.5,249.3,-0.06,0.555,0.71,-0.05,-0.11,-0.17,0.06,-0.29,-10.255,-9.765,-7.483,-7.5635,-6.8385,-6.028,-4.9705,-4.549,-10.682,-10.1425,-5.3495,-4.6155,-4.0665,-2.7575,-8.7995,-8.794,-8.01,-7.649,-5.8545,-6.036,-4.904,-4.0065,-3.272,-10.9675,-10.5735,-9.3455,-8.793,-7.906,-7.2075,-5.842,-5.5205,-12.8515,-11.6285,-10.5895,-8.228,-8.727,-6.711,-5.5195,-4.718,-5.667,-2.7,-7.82
1,3.25,0.208097103971578,-9.02048229191562,0.500169187485317,419.97903228001,0.687512406023358,415.397521694267,0.886905049901758,415.253960779935,0.755511604635425,415.443825625497,0.878684599440404,414.987846028356,0.780238000778899,6.51248724696337,-19.6027505218539,0.192122658870718,3.61,3.09,-19.806,-22.114,-19.3535,-20.03455,101.769465,80.445,0.23835,-18.46,-19.125,-12.775,0.8,-1.05,1.65,-0.47,213.3,224.95,239.75,249.3,-0.06,0.55,0.72,-0.05,-0.11,-0.17,0.065,-0.29,-10.2655,-9.7785,-7.488,-7.572,-6.8435,-6.031,-4.9725,-4.5515,-10.6945,-10.156,-5.3545,-4.6175,-4.07,-2.76,-8.803,-8.7975,-8.023,-7.66,-5.86,-6.038,-4.9075,-4.0085,-3.2745,-10.9835,-10.58,-9.352,-8.795,-7.9115,-7.209,-5.8445,-5.5225,-12.8545,-11.619,-10.594,-8.2295,-8.7335,-6.7145,-5.5215,-4.72,-5.178,-2.873,-7.7
1,3.75,0.178865526718882,-6.89582499797489,0.526207720758839,419.842849153625,0.663676363944625,415.217162017062,0.777160892147441,415.186115596184,0.736006493859785,415.470045366253,0.717499319251555,414.751774378495,0.701544585646111,6.18940650408534,-19.7113346538687,0.183822096800903,3.6,2.96,-19.4892,-22.215,-19.4171,-20.4305,101.70926,80.55,0.2378,-18.325,-18.81,-12.8,1,-1.135,1.9,-0.5,213.8,225.1,239.8,249.3,-0.06,0.56,0.73,-0.05,-0.11,-0.17,0.06,-0.29,-10.378,-10.001,-7.519,-7.65,-6.865,-6.075,-5.002,-4.554,-10.809,-10.17,-5.4,-4.62,-4.0735,-2.762,-8.859,-8.864,-8.228,-7.793,-5.988,-6.082,-4.946,-4.013,-3.29,-10.996,-10.6,-9.364,-8.818,-7.93,-7.229,-5.856,-5.537,-12.874,-11.635,-10.617,-8.231,-8.843,-6.769,-5.558,-4.723,-5.69,-2.788,-7.965
1,4.25,0.178040821730018,-7.85540514004618,0.546716940418217,419.861860190867,0.674431641905278,415.239084025723,0.947525106379339,415.154484241157,0.911274248203855,415.353989751613,0.961099432325869,414.339724159546,0.918795261972228,5.42037823116366,-20.0019108666139,0.192442031574247,3.53,3.025,-19.8323,-22.634,-19.2562,-22.26705,101.735545,80.55,0.23065,-18.73,-18.87,-12.825,0.95,-1.13,1.75,-0.515,213.65,224.9,240.35,249.1,-0.06,0.56,0.74,-0.05,-0.11,-0.17,0.07,-0.29,-10.2725,-9.806,-7.4975,-7.5895,-6.8535,-6.037,-4.977,-4.5565,-10.716,-10.163,-5.364,-4.622,-4.077,-2.764,-8.8105,-8.8035,-8.049,-7.681,-5.8705,-6.044,-4.915,-4.013,-3.2785,-10.999,-10.599,-9.3655,-8.804,-7.922,-7.2125,-5.849,-5.5265,-12.8385,-11.641,-10.6025,-8.2315,-8.748,-6.722,-5.525,-4.7235,-5.204,-2.5505,-7.9
1,4.75,0.186790648835453,-9.22538191888183,0.536670112800363,420.002591036995,0.677601075056944,415.204333550162,0.819673334100516,415.237098064102,0.782657647936213,415.322695801917,0.94768299063472,414.709664674194,0.853825676705969,5.40853795247516,-20.2183271834744,0.205617362116204,3.64,3.31,-19.7928,-22.106,-19.2316,-22.5009,101.67447,80.78,0.2344,-18.49,-18.89,-12.83,0.9,-1.08,1.7,-0.5,209.2,225,240.2,249.2,-0.06,0.56,0.735,-0.05,-0.11,-0.17,0.07,-0.29,-10.186,-9.605,-7.481,-7.524,-6.842,-5.998,-4.952,-4.53,-10.596,-10.13,-5.323,-4.572,-4.05,-2.76,-8.743,-8.756,-7.868,-7.568,-5.754,-6.008,-4.886,-4.012,-3.268,-10.981,-10.59,-9.362,-8.795,-7.917,-7.198,-5.84,-5.516,-12.829,-11.638,-10.601,-8.228,-8.647,-6.675,-5.493,-4.724,-5.808,-2.429,-7.805
