DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,0.04523,22.056435,29.06745,11.7154,2.39450149999999,77.3352225,0.831166850000001,7.0413645,0.5454754,8.8637585,99.02146,438.633,11.316525,2.0700165,1.703321,0.67162385,0.8235477,7.36828875,100.1065,6.52706625,0.690591625,2.45275,348.783125,346.4855,0.406071625,5.2754975,5.220405,6.377605,6.8232825,6.308625
1,0.75,0.0749425,5.323939,37.56245,9.01186725,2.524579,1.0213115,1.77801,7.36619675,0.573107275,8.215139,99.024585,450.61935,10.91932,2.0410385,1.9633775,0.699067325,0.8726841,7.06995,100.107375,6.20970125,0.482064125,2.50043375,348.657625,345.901625,0.401611,5.26906125,5.2007475,6.255255,6.661495,6.213875
1,1.25,0.046525,12.10870125,27.6339825,3.16878775,2.927303,62.9840899999996,0.939686449999999,7.53726025,0.509186125,8.1302125,99.017955,487.9929,11.002274,1.91951975,1.6418755,0.7137778,0.817487849999999,6.73030125,100.107875,8.90308375,0.48061675,2.65661,348.612875,345.86875,0.42236975,5.26270125,5.182305,6.17974625,6.5744325,6.301375
1,1.75,0.03277,20.4444,27.9779025,4.9959,3.031398,42.5300482500001,1.9665285,7.70490899999999,0.58645,8.82283899999999,99.0223,481.739075,9.645983,2.08137,1.933449,0.7165527,1.240419,7.75948899999999,100.1067,4.46259,0.633878499999999,2.749473,348.759,345.8612,0.343504899999998,5.278742,5.19799599999999,6.28300199999996,6.65720599999996,6.3133
1,2.25,0.065975,13.4766625,52.813585,23.5702477499999,2.84995899999999,19.1083984999997,1.63368574999999,7.58004875,0.546178375,11.630625,99.0795875,496.98445,11.119035,2.12418375,1.67492125,0.70611925,1.0818975,8.96768299999998,100.1068,6.571145,0.854888999999998,2.242272,349.5388,352.6423,0.376222799999998,5.287973,5.21070799999999,6.26453599999997,6.66900899999997,7.34269999999999
1,2.75,0.101725,31.7594625,33.135425,3.4677055,4.81622875,1.35681,0.937385750000001,7.6319675,0.541968875,11.20942625,99.144525,497.06675,10.02810575,1.909165,1.7457025,0.72670525,0.810339625,9.01552699999998,100.1087,7.603947,0.7589955,2.656488,350.6853,352.9505,0.400168999999998,5.300165,5.22606499999999,6.29999299999998,6.79782299999999,7.1893
1,3.25,0.0496,11.341745,49.282185,19.8990525,3.52706125,36.5638759999999,1.13341325,6.6075175,0.529432125,10.93664125,99.183775,474.2507,10.00602325,1.89014875,1.65877,0.6699715,1.070940875,8.96657899999998,100.1067,6.85104599999998,0.4597744,2.406231,351.1117,353.2251,0.1789903,5.313518,5.23952499999999,6.23994499999999,7.030095,7.38629999999999
1,3.75,0.10111275,12.62965,62.7149150000001,3.36640949999999,2.89679125,8.73344875000004,1.1489501,6.81345125,0.461929625,10.655175,99.170275,504.31125,11.169335,1.99642,1.86841375,0.660496,0.717534,8.82358699999999,100.1069,7.08239699999999,0.6151852,2.828037,351.7512,353.2106,0.1674785,5.329178,5.26292699999999,6.56957299999999,6.932725,7.3722
1,4.25,0.1636595,17.0773375,39.8823,2.76816,3.33138375,10.3496579999999,0.938005524999999,6.1459175,0.510514125,9.90192875,99.1383,476.869875,11.366,2.0804925,1.74379875,0.640166125,0.7752085,8.92190499999999,100.106,5.69474599999998,0.990610699999999,2.852945,351.1549,350.4676,0.228904499999999,5.34520099999999,5.29387499999999,6.43808199999999,6.76707699999999,7.0324
1,4.75,0.0675375,21.4339375,57.112235,7.9125345,3.03789625,1.973362,0.900364449999998,6.58875875,0.54154675,9.64772375,99.0813125,477.705225,11.3044525,2.20972875,1.86099875,0.67979575,1.059600375,7.681215,100.1077,8.08136799999998,0.6019233,2.404432,345.223,350.4499,0.1666052,5.36416499999999,5.31628499999999,6.28747899999999,6.62368699999999,7.08469999999999
